科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
未分配利润,"166,532,520.95","227,512,874.24","286,999,229.81","301,117,745.88","320,623,985.51","335,946,608.57","346,560,932.35","359,310,294.13","325,308,431.01","330,174,229.55","336,730,532.59","350,251,244.96"
长期待摊费用,,,,,,,,,"167,919.43",,"1,523,961.06","1,625,972.30"
少数股东权益,"12,306,638.69","13,419,930.40","15,087,599.44","15,482,133.98","17,211,838.48","18,316,698.46","16,904,926.47","17,341,544.52","18,244,301.25","19,429,108.29","21,677,036.74","21,896,394.32"
递延所得税资产,"4,310,700.37","4,131,507.39","3,905,420.72","3,750,107.36","3,816,843.68","3,882,359.83","3,711,755.50","3,566,519.75","3,557,200.75","3,511,166.02","3,354,347.22","3,315,794.66"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"239,700.00","891,077.08","11,429,900.00","249,200.00","694,201.00","2,503,151.49","230,700.00","3,584,254.54","9,295,445.33","17,029,450.08","2,233,353.00","2,067,210.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"122,536,142.18","147,436,636.80","159,791,248.72","204,999,179.50","209,210,754.21","204,685,997.52","203,657,563.24","203,606,970.28","209,857,901.24","168,001,036.21","169,410,874.45","170,260,394.75"
所有者权益(或股东权益)合计,"336,953,831.73","405,817,697.33","473,367,040.83","487,880,091.44","800,447,418.24","816,874,901.28","832,460,286.76","845,646,266.59","812,547,160.20","818,597,765.78","833,563,961.05","847,304,031.00"
资产总计,"476,304,748.33","537,201,635.15","581,126,645.75","575,082,465.09","915,333,347.04","921,162,441.48","927,288,480.59","921,516,214.57","906,285,453.44","916,759,562.06","948,912,775.30","929,937,302.02"
负债和所有者(或股东权益)合计,"476,304,748.33","537,201,635.15","581,126,645.75","575,082,465.09","915,333,347.04","921,162,441.48","927,288,480.59","921,516,214.57","906,285,453.44","916,759,562.06","948,912,775.30","929,937,302.02"
