科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"1,069,191.69","3,648,503.94","9,076,844.16","3,350,831.44","6,937,553.82","11,785,713.80","18,421,227.76","4,787,400.62","12,450,687.07","18,133,030.73","25,192,587.39","6,745,083.66","13,684,421.63","17,612,819.96","27,954,708.68","8,333,302.35","18,754,950.70","28,390,135.08","36,991,823.01","9,430,985.94","16,418,187.60","25,629,497.57","31,460,168.03","7,707,059.30","15,290,717.61","23,286,809.95","30,576,891.17","8,549,687.38","17,790,460.68","23,693,814.94","32,086,932.18","8,961,214.78","20,115,306.05","34,093,844.88","53,183,789.13","16,058,111.72","48,773,234.17","70,324,553.51","108,578,199.86","30,065,144.64","56,027,715.60","83,847,005.15","115,316,953.78","34,130,501.19"
取得借款收到的现金,"67,900,000.00","168,009,428.15","299,054,486.36","100,690,415.27","160,708,000.00","399,749,445.00","626,112,587.32","136,305,959.51","757,599,444.07","1,423,193,567.43","1,998,375,786.01","840,077,507.46","1,567,156,336.48","2,245,130,771.27","3,303,864,449.13","464,908,274.38","1,343,397,225.95","2,338,924,659.09","5,080,007,563.38","695,162,686.97","1,813,549,154.68","3,524,863,430.42","5,508,473,562.09","1,703,146,293.39","2,652,180,052.63","3,463,752,344.14","6,959,482,916.58","3,502,968,122.12","7,450,042,189.70","8,246,247,036.37","10,125,919,302.14","483,207,959.05","1,146,351,590.58","2,941,667,386.76","5,273,824,173.97","1,603,595,251.15","1,478,360,445.86","1,827,252,965.12","4,164,837,610.73","1,990,924,733.61","2,886,137,166.07","3,959,779,764.79","7,630,070,605.87","713,036,015.63"
支付的各项税费,"10,557,567.08","21,446,468.62","24,390,646.54","1,891,456.35","11,870,726.18","17,278,134.18","16,601,958.61","52,809,452.73","71,435,726.06","14,946,408.03","16,015,641.75","142,163,568.59","15,006,504.60","16,482,395.85","41,444,259.41","7,446,047.74","25,333,691.93","29,919,351.54","32,707,910.84","8,030,406.01","55,190,908.27","60,599,862.59","61,341,158.18","9,948,316.53","23,794,496.50","28,812,315.11","42,693,400.92","6,101,894.25","38,943,919.22","45,276,883.34","63,398,353.12","9,789,881.97","45,291,992.94","62,463,235.75","72,360,376.63","4,895,352.95","43,734,854.32","46,963,200.12","148,308,781.38","56,743,660.08","75,276,491.48","93,577,691.06","141,531,683.58","22,461,213.88"
收到其他与筹资活动有关的现金,,,,,,"225,000.00","5,440,009.18",,,,"30,522,157.04",,,,"1,160,053,726.11","11,171,034.29","2,042,191,142.36","2,732,170,992.23","1,601,025,672.98","2,683,597,813.87","4,778,709,711.35","7,739,888,767.45","3,137,748,344.50","2,878,014,143.56","4,976,493,039.73","7,581,753,589.85","3,999,307,715.02","3,811,518,981.41","8,518,455,886.94","13,717,425,238.16","5,783,394,947.56","7,780,752,190.54","14,860,332,563.00","23,632,503,723.45","16,974,379,503.55","6,856,399,930.80","11,365,574,615.10","16,747,214,982.48","7,074,970,685.03","4,873,342,934.90","6,965,672,801.26","13,437,234,341.85","935,361,313.76","4,436,385,055.21"
支付其他与经营活动有关的现金,"4,428,544.73","11,946,142.11","36,523,930.17","67,226,215.17","944,906,517.73","1,846,513,267.41","246,308,501.78","539,479,571.26","1,005,644,182.69","2,254,150,399.49","116,375,224.81","1,397,697,392.97","901,517,311.33","1,396,221,659.60","155,790,455.65","2,348,315,606.63","102,946,260.93","867,925,943.39","130,928,064.00","1,694,878,620.73","57,446,283.42","134,391,633.12","641,868,193.70","984,172,059.60","1,037,733,827.33","1,232,665,956.51","599,371,898.36","1,605,618,668.52","320,039,797.78","432,235,659.46","78,725,195.41","188,466,362.39","65,687,538.61","596,315,557.74","140,902,139.67","295,000,777.89","496,114,938.27","735,836,358.04","321,748,734.02","195,030,228.25","307,009,652.42","535,345,675.39","238,791,381.76","195,718,961.46"
筹资活动现金流入小计,"67,900,000.00","174,259,428.15","305,304,486.36","362,538,115.27","422,555,700.00","661,822,145.00","893,400,296.50","136,305,959.51","757,599,444.07","1,423,193,567.43","2,030,647,943.05","840,077,507.46","1,567,156,336.48","2,245,130,771.27","4,564,446,175.24","476,079,308.67","3,385,588,368.31","5,071,095,651.32","6,681,033,236.36","3,378,760,500.84","6,592,258,866.03","11,264,752,197.87","8,646,221,906.59","4,581,160,436.95","7,628,673,092.36","11,045,505,933.99","10,958,790,631.60","7,314,487,103.53","15,968,498,076.64","21,963,672,274.53","15,909,314,249.70","8,263,960,149.59","16,006,684,153.58","28,060,435,254.88","23,734,467,822.19","8,459,995,181.95","12,843,935,060.96","19,054,175,837.23","11,739,808,295.76","6,864,267,668.51","9,851,809,967.33","17,397,014,106.64","8,565,431,919.63","5,149,421,070.84"
经营活动现金流出小计,"118,973,488.09","260,977,480.37","657,557,545.09","906,396,906.71","2,011,223,815.52","3,637,235,974.50","2,877,604,474.31","938,711,151.33","1,632,467,118.24","3,173,338,725.58","1,502,467,186.46","2,230,660,635.31","1,924,258,790.53","2,991,227,264.57","2,841,129,739.34","4,487,120,889.49","3,860,921,984.07","5,396,379,740.55","5,448,121,858.46","3,901,607,866.22","3,857,458,251.10","6,806,816,803.35","14,650,023,378.43","6,053,089,976.43","16,479,087,681.08","18,973,258,459.85","28,933,302,931.00","7,791,273,495.70","14,313,652,883.67","32,382,346,235.28","35,139,366,471.38","6,638,621,748.21","17,725,268,862.28","36,219,026,766.83","52,327,659,748.53","11,766,029,146.27","23,217,665,793.21","40,796,272,031.52","61,857,643,534.94","13,029,473,649.82","41,675,940,631.28","60,793,657,220.02","69,083,923,434.17","18,557,689,141.88"
偿还债务支付的现金,"13,350,000.00","68,862,101.97","112,408,872.76","86,318,192.34","265,375,646.37","350,800,085.13","572,113,838.68","148,951,421.66","278,684,536.69","598,378,877.88","716,871,877.70","139,408,144.83","1,184,568,262.10","2,183,733,192.32","2,880,380,446.14","522,543,120.99","1,145,517,636.30","1,929,211,691.65","4,187,628,806.85","545,625,589.96","1,815,169,192.66","3,388,221,493.80","5,871,178,576.64","492,912,124.51","1,217,980,326.91","2,301,707,879.70","4,975,282,654.04","1,472,744,185.57","2,643,586,287.83","3,226,541,549.44","6,503,201,330.07","3,523,201,686.46","7,420,543,938.15","8,489,388,679.12","9,830,349,909.43","1,612,163,620.27","1,872,081,634.32","3,410,639,058.44","5,466,789,462.39","727,335,687.22","1,091,705,665.00","1,826,514,342.08","6,337,469,167.21","1,081,702,566.65"
经营活动产生的现金流量净额,"15,345,837.10","-76,372,889.11","-93,444,474.72","-45,521,607.38","-54,601,733.67","-95,435,205.79","-31,576,630.06","-10,036,356.68","20,805,376.67","-15,762,532.27","55,895,284.74","45,767,985.67","146,238,516.25","88,991,744.07","-76,328,958.25","198,116,226.96","766,673,044.25","1,502,021,052.18","831,782,443.78","-279,395,395.04","112,023,920.20","212,743,082.38","1,530,945,311.72","321,779,878.80","1,240,500,959.25","1,312,535,997.07","197,340,569.85","645,258,652.74","1,586,338,074.29","2,042,130,501.76","312,755,911.26","2,466,388,362.52","4,167,767,287.92","3,673,724,129.74","-951,330,419.02","-1,873,845,672.37","266,056,660.94","199,160,415.61","-1,669,402,905.72","20,558,913.48","56,542,772.56","111,706,405.03","163,936,661.71","14,192,834.94"
分配股利、利润或偿还利息支付的现金,"1,718,743.80","4,091,848.13","11,696,643.71","4,582,988.88","8,882,850.39","23,485,726.90","34,176,492.52","6,029,246.39","18,952,638.28","34,550,182.71","42,813,620.88","6,640,889.63","22,454,283.19","17,540,964.92","47,913,620.78","16,633,598.19","46,288,953.92","67,353,089.62","125,724,023.21","23,770,109.39","75,568,711.70","93,972,073.29","22,900,742.56","5,125,712.84","27,678,531.04","44,588,858.96","88,548,688.50","15,874,519.54","66,909,155.31","78,485,114.10","484,615,188.13","181,289,255.74","239,622,316.49","248,144,425.47","339,900,862.46","16,151,010.76","86,854,562.42","96,252,123.00","133,795,910.94","35,044,145.28","50,420,140.70","224,084,985.84","263,617,657.84","53,527,698.16"
收回投资收到的现金,,"100,000.00","100,000.00",,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,"100,000,000.00",,,,"100,000.00",,,,"1,308,303,748.55",,,,"3,126,033,908.65","4,932,446.24",,"7,214,524.53","503,346,655.79","34,139,596.61"
支付其他与筹资活动有关的现金,,,"4,820,000.00","6,121,666.14","3,506,845.55","4,359,606.32","64,999,734.71",,,,"1,131,648,187.27",,,,"1,591,507,377.53",,"2,931,465,870.30","4,504,263,149.29","3,079,817,747.79","2,438,374,733.33","4,786,091,993.62","7,765,202,209.29","3,931,619,499.36","4,551,036,549.91","7,701,640,033.90","10,159,896,043.13","5,687,955,669.05","6,947,713,311.42","14,815,564,291.84","20,386,604,408.71","9,921,948,873.05","6,663,966,753.61","12,457,409,305.73","22,598,227,492.66","11,689,279,120.52","5,473,152,099.39","11,524,967,307.90","16,104,210,102.41","2,951,195,466.58","6,979,409,215.91","8,956,987,619.16","15,925,235,456.95","1,277,009,181.69","5,576,728,489.22"
取得投资收益收到的现金,,,,,,,,"592,532.08",,,,"2,334,736.04",,,,,,,,,,,"174,251.94",,,,,,,,,,,,"61,579,687.10",,"58,430.75","8,223.67","162,211,639.15",,"2,059,300.00",,"25,926,394.38","13,358,474.85"
筹资活动现金流出小计,"15,068,743.80","72,953,950.10","128,925,516.47","97,022,847.36","277,765,342.31","378,645,418.35","671,290,065.91","154,980,668.05","297,637,174.97","632,929,060.59","1,891,333,685.85","146,049,034.46","1,207,022,545.29","2,201,274,157.24","4,519,801,444.45","539,176,719.18","4,123,272,460.52","6,500,827,930.56","7,393,170,577.85","3,007,770,432.68","6,676,829,897.98","11,247,395,776.38","9,825,698,818.56","5,049,074,387.26","8,947,298,891.85","12,506,192,781.79","10,751,787,011.59","8,436,332,016.53","17,526,059,734.98","23,691,631,072.25","16,909,765,391.25","10,368,457,695.81","20,117,575,560.37","31,335,760,597.25","21,859,529,892.41","7,101,466,730.42","13,483,903,504.64","19,611,101,283.85","8,551,780,839.91","7,741,789,048.41","10,099,113,424.86","17,975,834,784.87","7,878,096,006.74","6,711,958,754.03"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"7,289,760.00","7,289,760.00",,,,,,,,,,,,"153,800.00",,,,"502,257.40",,,,"310,441.60",,"258,048.69",,"340,993.57",,,,"812,658.56",,"93,578.32","483,633.23","1,726,853.51",,"47,493.53","47,348.95","141,712,168.98","14,522.38","24,213.38","2,100,339.40","43,551.66","33,044.80"
筹资活动产生的现金流量净额,"52,831,256.20","101,305,478.05","176,378,969.89","265,515,267.91","144,790,357.69","283,176,726.65","222,110,230.59","-18,674,708.54","459,962,269.10","790,264,506.84","139,314,257.20","694,028,473.00","360,133,791.19","43,856,614.03","44,644,730.79","-63,097,410.51","-737,684,092.21","-1,429,732,279.24","-712,137,341.49","370,990,068.16","-84,571,031.95","17,356,421.49","-1,179,476,911.97","-467,913,950.31","-1,318,625,799.49","-1,460,686,847.80","207,003,620.01","-1,121,844,913.00","-1,557,561,658.34","-1,727,958,797.72","-1,000,451,141.55","-2,104,497,546.22","-4,110,891,406.79","-3,275,325,342.37","1,874,937,929.78","1,358,528,451.53","-639,968,443.68","-556,925,446.62","3,188,027,455.85","-877,521,379.90","-247,303,457.53","-578,820,678.23","687,335,912.89","-1,562,537,683.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,"2,892,946.12","2,892,946.12",,,,"258,049.04",,,,"7,698,737.46",,,,,,,,,"18,728,167.60",,,,,
四、汇率变动对现金的影响,"-734,872.64","-291,787.11","1,284,963.04",,,,"3,233,016.66","277,756.44","44,126.28","668,133.29","1,067,286.89","-148,734.54","-3,185.64","2,096,920.01","32,770,707.46","599,803.75","781,600.95","781,624.63","75,233,461.21","55,781.74","493,616.93","-6,774,631.99","1,090,669.86","172,799.27","-18,775,015.47","-8,039,774.06","23,519,086.16","42,535,429.74","42,835,354.66","-8,901,831.23","-11,206,315.63","-6,584,424.03","918,008.03","-4,202,205.41","-3,893,422.51","-5,428,228.20","-21,920,106.69","-23,338,300.12","36,592,990.21","40,453,501.10","41,101,161.17","-15,929,964.63","-41,920,787.27","-18,105,892.22"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"2,979,728.99","12,758,306.43","6,188,740.67",,"387,128.12","456,415.95","817,331,995.00",,"688,000,000.00","1,194,000,000.00",,,,,,,,,"50,000,000.00",,,,,,"80,000,000.00","84,000,000.00","23,822,123.26",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"7,389,760.00","7,389,760.00",,,,,"592,532.08",,,,"2,334,736.04",,,"153,800.00",,"2,979,728.99","12,758,306.43","6,690,998.07",,"3,280,074.24","3,349,362.07","827,816,688.54",,"688,258,048.69","1,194,258,049.04","100,340,993.57",,,"7,698,737.46","912,658.56",,"93,578.32","483,633.23","1,421,610,289.16",,"105,924.28","55,572.62","3,448,685,884.38","4,946,968.62","82,083,513.38","93,314,863.93","553,138,725.09","47,531,116.26"
五、现金及现金等价物净增加额,"15,284,247.54","-24,176,782.77","32,873,756.63","211,097,513.24","66,212,407.08","156,664,339.97","159,931,247.24","-34,278,419.56","476,198,728.99","770,087,967.44","186,268,944.58","724,475,234.67","486,197,656.35","92,029,972.75","-34,993,457.82","130,147,426.09","31,682,827.13","34,691,948.72","128,154,805.23","91,538,226.42","28,172,375.04","224,796,031.39","233,618,730.37","-152,543,489.85","-59,531,308.89","-178,696,659.79","459,746,795.93","-434,283,111.29","68,940,662.62","312,370,135.09","-763,842,556.53","246,089,106.64","-193,176,524.42","206,457,994.00","735,175,112.26","-522,025,174.17","-415,842,596.87","-413,902,936.66","1,204,183,068.20","-865,603,840.85","-177,923,446.55","-616,649,288.40","44,607,145.79","-1,540,122,080.85"
购建固定资产、无形资产和其他长期资产支付的现金,"52,157,973.12","56,107,344.60","58,635,461.58","8,884,547.29","23,976,216.94","27,570,170.89","33,621,324.28","1,437,642.86","4,613,043.06","5,082,140.42","10,007,884.25","17,507,225.50","20,171,465.45","42,915,305.36","31,699,405.73","471,194.11","1,067,454.85","51,136,755.28","58,512,577.32","112,228.44","2,165,122.28","1,878,202.56","1,279,210.83","1,477,499.79","2,582,185.22","3,456,767.39","5,918,809.57","232,280.77","244,879.38","598,475.18","1,272,488.32","98,559.89","112,374,708.93","45,693,944.03","8,997,927.26","1,238,725.23","3,283,838.12","11,011,370.02","312,258,746.10","1,916,178.87","6,322,479.75","14,594,201.94","14,076,964.33","10,402,456.64"
期初现金及现金等价物余额,"49,076,674.79","49,076,674.79","49,076,674.79","81,950,431.42","81,950,431.42","81,950,431.42","81,950,431.42","299,646,500.00","299,646,500.00","299,646,500.00","241,881,678.66","1,588,204,349.35","1,588,204,349.35","1,588,204,349.35","428,150,623.24","393,157,165.42","393,157,165.42","393,157,165.42","393,157,165.42","521,311,970.65","521,311,970.65","521,311,970.65","521,311,970.65","754,930,701.02","754,930,701.02","754,930,701.02","754,930,701.02","1,214,677,496.95","1,214,677,496.95","1,214,677,496.95","1,214,677,496.95","450,834,940.42","450,834,940.42","450,834,940.42","450,834,940.42","1,186,010,052.68","1,186,010,052.68","1,186,010,052.68","1,207,685,070.39","2,411,868,138.59","2,411,868,138.59","2,411,868,138.59","2,411,868,138.59","2,456,475,284.38"
投资支付的现金,,"100,000.00","100,000.00",,,"3,507,010.00","214,045.67","5,000,000.00",,,,,,,,"5,000,000.00",,,,,,,"10,404,365.40",,,"25,000,000.00","15,100,000.00",,,,,"109,118,725.74","138,689,282.97","142,528,277.16","1,441,512,463.94","40,999.90",,,"3,463,639,487.16","13,643,731.86","28,402,363.77","14,380,900.00","1,203,806,402.30","10,800,000.00"
期末现金及现金等价物余额,"64,360,922.33","24,899,892.02","81,950,431.42","293,047,944.66","148,162,838.50","238,614,771.39","241,881,678.66","265,368,080.44","775,845,228.99","1,069,734,467.44","428,150,623.24","2,312,679,584.02","2,074,402,005.70","1,680,234,322.10","393,157,165.42","523,304,591.51","424,839,992.55","427,849,114.14","521,311,970.65","612,850,197.07","549,484,345.69","746,108,002.04","754,930,701.02","602,387,211.17","695,399,392.13","576,234,041.23","1,214,677,496.95","780,394,385.66","1,283,618,159.57","1,527,047,632.04","450,834,940.42","696,924,047.06","257,658,416.00","657,292,934.42","1,186,010,052.68","663,984,878.51","770,167,455.81","772,107,116.02","2,411,868,138.59","1,546,264,297.74","2,233,944,692.04","1,795,218,850.19","2,456,475,284.38","916,353,203.53"
