科目,2008年度,2009年度,2010年度,2011年1-6月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"1,220,000,000.00","628,280,344.50","250,314,119.31","58,000,000.00","448,000,000.00","1,865,517,038.22","1,923,517,038.22","1,923,517,038.22","2,235,680,000.00",,"100,000,000.00","600,000,000.00","598,500,000.00",,"292,400,000.00","2,598,800,000.00","2,582,400,000.00","1,200,000.00","291,200,000.00","1,491,200,000.00","1,547,490,000.00","9,104,000.00","14,998,000.00","14,998,000.00","29,734,000.00",,"5,687,938.72","654,104,000.00","663,430,000.00","1,546,200,000.00","1,836,510,400.63","1,836,510,400.63","1,965,987,672.64","5,898,212.81"
经营活动现金流出小计,"538,209,260.59","438,339,162.06","671,038,924.83","462,644,610.04","788,892,455.53","263,716,314.86","525,713,013.84","802,616,896.84","1,121,000,467.68","345,339,352.68","576,372,722.14","796,058,908.19","1,206,184,938.10","321,991,121.68","584,077,298.93","1,266,332,002.71","1,463,969,820.75","399,818,818.15","694,205,304.45","1,015,255,080.13","1,409,509,206.05","416,787,479.86","730,207,555.12","1,076,642,315.56","1,459,948,159.59","375,572,726.25","731,330,467.94","1,058,965,985.45","1,482,143,333.55","411,207,698.43","840,262,694.98","1,159,839,037.28","1,475,625,758.07","422,666,598.96"
偿还债务支付的现金,"487,633,631.90","298,000,000.00","310,000,000.00","58,000,000.00","278,000,000.00",,"978,000,000.00","1,128,000,000.00","1,178,000,000.00","20,000,000.00","58,000,000.00","58,000,000.00","378,000,000.00",,"100,000,000.00","200,000,000.00","200,000,000.00",,"190,000,000.00","1,347,151,000.00","1,437,151,000.00","300,000,000.00","690,000,000.00","690,000,000.00","790,000,000.00",,,,"300,000,000.00",,,"500,000,000.00","511,500,000.00",
经营活动产生的现金流量净额,"77,057,522.56","616,021,492.12","593,238,596.85","261,880,358.62","836,313,779.73","77,159,427.26","164,839,100.31","291,807,507.41","700,507,918.04","31,478,226.24","276,396,892.25","434,059,519.02","1,080,708,519.67","100,907,026.90","290,282,971.90","14,945,077.68","985,294,114.57","5,603,388.90","209,139,764.35","368,447,341.01","1,038,702,276.87","5,722,718.95","119,366,220.94","223,191,703.80","1,062,939,685.86","-13,943,598.45","-19,813,948.36","70,286,748.25","713,209,469.52","9,327,767.58","-11,080,987.55","112,027,857.71","719,541,541.54","-26,541,947.58"
分配股利、利润或偿还利息支付的现金,"32,691,861.95","52,111,460.51","54,969,268.74","30,988,632.25","64,385,318.56","8,819,185.68","45,366,934.20","48,447,087.09","68,449,971.06","5,354,280.93","79,552,831.50","84,952,320.37","82,674,576.16","1,500,000.01","82,677,312.66","117,555,229.33","95,499,958.17","4,303,055.56","79,076,540.07","155,446,653.97","169,022,585.05","12,323,652.37","95,669,029.21","159,343,802.11","163,012,938.42","2,450,000.00","24,378,444.07","145,685,956.29","147,079,428.46","9,527,777.78","90,556,607.48","162,429,570.61","171,657,651.42","8,102,250.00"
收回投资收到的现金,,,,,,,,,,,,,,"16,000,000.00","216,000,000.00","216,000,000.00","206,000,000.00",,,,,,,"58,015,658.00","58,015,658.00","8,531,965.00","38,487,465.00","38,487,465.00","53,889,503.00",,,,,
支付其他与筹资活动有关的现金,,"200,000,000.00",,,,,,,,,,"1,500,000.00",,,,"26,169,000.00","366,578,813.09","500,000.00",,"3,500,000.00","3,000,000.00",,,,"3,000,000.00",,,,"2,355,000.00",,"3,000,000.00","3,000,000.00","318,748,044.90",
取得投资收益收到的现金,,,,,,,,,,,,,,"9,410,306.85","14,993,640.18","14,993,640.18","1,910,306.85","12,500,000.00","21,418,675.77","54,442,779.12","12,500,000.00","15,719,178.08","33,219,178.08","42,027,403.08","42,948,855.08","6,761,595.33","58,759,265.03","81,107,789.99","65,750,251.99",,"17,401,110.00","42,176,336.82","42,336,407.70",
筹资活动现金流出小计,"520,325,493.85","550,111,460.51","364,969,268.74","88,988,632.25","342,385,318.56","8,819,185.68","1,023,366,934.20","1,176,447,087.09","1,246,449,971.06","25,354,280.93","137,552,831.50","144,452,320.37","460,674,576.16","1,500,000.01","182,677,312.66","343,724,229.33","662,078,771.26","4,803,055.56","269,076,540.07","1,506,097,653.97","1,609,173,585.05","312,323,652.37","785,669,029.21","849,343,802.11","956,012,938.42","2,450,000.00","24,378,444.07","145,685,956.29","449,434,428.46","9,527,777.78","93,556,607.48","665,429,570.61","1,001,905,696.32","8,102,250.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"315,870.13","406,250.00","1,917,064.35","57,728.24","341,630.00",,"8,820,058.99","9,090,058.99","1,412,336.58",,,"7,000.00","3,480,681.80",,,,"2,371,980.05",,"7,200.00","7,200.00","5,910,162.25",,"81,430.00","81,430.00","153,903.23","243,465.69","1,622,678.32","1,622,678.32","2,776,798.10",,"2,025,400.00","2,192,170.00","8,185,413.65",
筹资活动产生的现金流量净额,"699,674,506.15","78,168,883.99","-114,655,149.43","-30,988,632.25","105,614,681.44","1,856,697,852.54","900,150,104.02","747,069,951.13","989,230,028.94","-25,354,280.93","-37,552,831.50","455,547,679.63","137,825,423.84","-1,500,000.01","109,722,687.34","2,255,075,770.67","1,920,321,228.74","-3,603,055.56","22,123,459.93","-14,897,653.97","-61,683,585.05","-303,219,652.37","-770,671,029.21","-834,345,802.11","-926,278,938.42","-2,450,000.00","-18,690,505.35","508,418,043.71","213,995,571.54","1,536,672,222.22","1,742,953,793.15","1,171,080,830.02","964,081,976.32","-2,204,037.19"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,"6,870,257.45",,,,,,,,"586,518,675.77","577,600,000.00","1,577,600,000.00","1,619,759,135.65","303,022,500.00","503,022,500.00","503,022,500.00","512,322,500.00",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"315,870.13","406,250.00","1,917,064.35","57,728.24","341,630.00",,"8,820,058.99","9,090,058.99","1,412,336.58","6,870,257.45",,"7,000.00","3,480,681.80","25,410,306.85","230,993,640.18","230,993,640.18","210,282,286.90","599,018,675.77","599,025,875.77","1,632,049,979.12","1,638,169,297.90","318,741,678.08","536,323,108.08","603,146,991.08","613,440,916.31","15,537,026.02","98,869,408.35","121,217,933.31","122,416,553.09",,"19,426,510.00","44,368,506.82","50,521,821.35",
五、现金及现金等价物净增加额,"215,651,303.51","155,573,380.43","-257,906,818.33","-46,561,742.26","35,273,314.77","1,781,595,625.09","554,893,306.05","331,588,913.08","475,514,617.89","-169,795,400.75","-339,831,604.20","147,444,780.93","-228,546,609.96","-33,230,121.74","158,681,458.44","1,686,968,872.87","395,085,807.36","401,976,778.34","81,579,017.21","53,416,545.83","347,159,833.26","-271,783,328.28","-559,891,203.13","-635,339,602.73","-305,099,877.31","-266,194,999.87","-456,439,805.27","-28,416,974.11","-254,183,310.95","788,865,865.98","753,664,781.10","-145,924,884.56","-62,238,481.65","-294,584,350.05"
购建固定资产、无形资产和其他长期资产支付的现金,"418,756,392.27","539,023,245.68","738,407,330.10","277,511,196.87","906,996,776.40","152,261,654.71","518,915,957.27","716,378,604.45","1,171,635,665.67","166,024,781.82","403,516,277.51","492,010,030.28","950,666,671.03","142,047,455.48","456,317,840.98","684,780,615.66","1,017,512,005.10","199,042,230.77","345,710,082.84","479,183,120.33","856,128,156.46","206,028,072.94","356,109,502.94","538,082,495.50","950,951,541.06","265,338,427.44","516,804,759.91","722,839,699.38","1,298,304,905.10","454,134,123.82","697,634,534.50","1,173,402,079.11","1,496,383,820.86","258,588,365.28"
期初现金及现金等价物余额,"109,436,156.06","325,087,459.57","480,660,840.00","222,754,021.67","222,754,021.67","258,027,336.44","258,027,336.44","258,027,336.44","258,027,336.44","733,541,954.33","733,541,954.33","744,173,161.39","733,541,954.33","504,995,344.37","504,995,344.37","506,873,121.88","504,995,344.37","900,081,151.73","900,081,151.73","900,081,151.73","900,081,151.73","1,302,057,930.07","1,247,240,984.99","1,247,240,984.99","1,247,240,984.99","942,141,107.68","942,141,107.68","942,141,107.68","942,141,107.68","687,957,796.73","687,957,796.73","687,957,796.73","687,957,796.73","625,719,315.08"
投资支付的现金,,,,,,,,,"44,000,000.00",,,"75,000,000.00","485,000,000.00","16,000,000.00","16,000,000.00",,"6,000,000.00",,"403,000,000.00","753,000,000.00","902,600,000.00","87,000,000.00","88,800,000.00","89,250,000.00","104,250,000.00",,,"5,500,000.00","5,500,000.00","3,000,000.00",,,,"7,250,000.00"
期末现金及现金等价物余额,"325,087,459.57","480,660,840.00","222,754,021.67","176,192,279.41","258,027,336.44","2,039,622,961.53","812,920,642.49","589,616,249.52","733,541,954.33","563,746,553.58","393,710,350.13","891,617,942.32","504,995,344.37","471,765,222.63","663,676,802.81","2,193,841,994.75","900,081,151.73","1,302,057,930.07","981,660,168.94","953,497,697.56","1,247,240,984.99","1,030,274,601.79","687,349,781.86","611,901,382.26","942,141,107.68","675,946,107.81","485,701,302.41","913,724,133.57","687,957,796.73","1,476,823,662.71","1,441,622,577.83","542,032,912.17","625,719,315.08","331,134,965.03"
