科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
固定资产,"15,967,362.46","16,171,520.33","75,455,917.34","76,204,153.72","74,766,496.95","73,328,614.80","85,028,591.31","83,505,096.05","373,214,485.73","369,073,001.98","365,475,279.21","360,601,180.04","357,397,493.60","356,514,856.90"
递延所得税负债,,,"256,693.04","245,820.09","236,262.82","236,262.82","217,110.59","208,937.60","200,875.33","200,875.33","184,685.91","49,110,784.73","168,852.04","168,852.04"
在建工程,"117,686,551.60","160,061,582.31","238,199,675.66","243,882,686.00","267,618,060.16","284,071,271.34","285,119,440.66","287,612,294.99","6,456,052.61","8,048,498.26","9,534,078.03","16,146,712.78","20,738,171.13","23,866,984.68"
其他非流动负债,,,,,"52,913,483.32","52,891,608.32",,,,,,,,
工程物资,"2,929,425.58","9,256,662.75","1,265,919.14","1,178,739.66","1,178,739.66","1,190,705.47","47,714.03","56,329.40","47,714.03","47,714.03","66,105.48","66,105.48","66,105.48","66,105.48"
非流动负债合计,"39,404,233.32","44,316,733.32","159,713,926.36","159,681,178.41","159,649,746.14","83,127,871.14","88,414,471.49","87,680,983.15","87,651,045.88","87,028,195.06","69,903,738.14","69,287,522.73","108,671,369.27","117,063,101.77"
固定资产清理,,,,,,,,,"9,773,843.05","9,469,663.93",,,,
负债合计,"199,361,125.80","230,214,449.43","261,798,583.49","235,981,532.59","274,050,332.49","153,503,476.57","147,997,067.25","139,138,280.54","184,527,444.52","169,799,516.67","169,557,906.99","165,588,014.92","180,618,388.09","192,378,884.45"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"34,025,000.00","34,025,000.00","34,025,000.00","34,025,000.00","45,375,000.00","45,375,000.00","45,375,000.00","45,375,000.00","45,375,000.00","90,750,000.00","90,750,000.00","90,750,000.00","90,750,000.00","90,750,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"60,095,448.97","60,095,448.97","60,095,448.97","60,095,448.97","210,779,148.97","210,779,148.97","210,779,148.97","210,779,148.97","210,779,148.97","188,091,648.97","188,091,648.97","188,091,648.97","188,091,648.97","188,091,648.97"
无形资产,"32,757,952.74","31,957,058.34","31,248,614.10","31,043,347.77","30,838,081.44","30,632,815.11","30,427,548.78","30,222,282.45","24,800,398.93","24,628,430.14","34,638,128.02","34,414,909.24","34,197,530.92","33,999,166.40"
盈余公积,"7,281,144.15","9,914,587.80","12,934,513.88","12,934,513.88","14,146,639.24","14,407,966.29","15,267,915.33","15,267,915.33","16,130,076.28","16,929,346.64","18,014,848.31","18,014,848.31","18,597,038.93","18,805,569.49"
开发支出,,,,,,"1,930,044.65",,"1,993,232.72",,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"69,057,768.48","100,247,814.52","133,239,471.69","138,439,479.38","147,984,482.70","150,848,409.72","159,969,037.81","163,886,411.18","169,974,355.02","148,907,666.15","160,200,374.25","162,667,311.86","167,949,088.25","169,088,399.52"
长期待摊费用,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"6,321,471.57","6,830,953.62","8,222,476.58","8,442,261.81","8,541,774.68","8,611,552.84","8,153,389.24","8,190,804.34","8,266,962.16","8,011,126.83","8,211,733.01","8,279,566.29","8,203,247.55","7,967,357.76"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"84,171,319.38","103,938,274.73","24,915,914.51","22,618,482.09","10,659,690.65","10,810,074.86","17,234,386.86","19,550,378.74","13,000,959.31","18,254,602.48","10,305,455.06","11,173,719.92","12,185,049.51","12,347,557.92"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"259,834,083.33","328,216,052.08","379,308,517.33","383,369,671.05","393,602,843.54","410,575,079.07","426,011,070.88","431,130,418.69","435,560,415.82","437,533,037.65","428,230,778.81","430,682,193.75","432,787,598.19","434,762,029.14"
所有者权益(或股东权益)合计,"170,459,361.60","204,282,851.29","240,294,434.54","245,494,442.23","418,285,270.91","421,410,524.98","431,391,102.11","435,308,475.48","442,258,580.27","444,678,661.76","457,056,871.53","459,523,809.14","465,387,776.15","466,735,617.98"
资产总计,"369,820,487.40","434,497,300.72","502,093,018.03","481,475,974.82","692,335,603.40","574,914,001.55","579,388,169.36","574,446,756.02","626,786,024.79","614,478,178.43","626,614,778.52","625,111,824.06","646,006,164.24","659,114,502.43"
负债和所有者(或股东权益)合计,"369,820,487.40","434,497,300.72","502,093,018.03","481,475,974.82","692,335,603.40","574,914,001.55","579,388,169.36","574,446,756.02","626,786,024.79","614,478,178.43","626,614,778.52","625,111,824.06","646,006,164.24","659,114,502.43"
