科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
三、利润总额,"39,549,279.99","180,206,360.32","327,244,864.76","247,452,620.24","342,432,966.75","377,348,038.61","23,128,866.80","75,251,817.81","82,194,845.44","87,252,529.65","17,126,364.77","47,557,218.16","82,495,129.44","94,375,914.75","14,998,818.92","73,209,129.09","144,925,175.69","252,431,723.50","57,251,904.27","134,720,030.68","185,030,455.20","242,037,024.95","75,328,706.22","198,493,200.56","293,493,916.58","366,873,562.25","103,912,908.77","253,119,322.44","400,782,001.21","476,582,256.43","187,319,790.94"
资产减值损失,"22,737,840.06","19,548,786.15","2,439,128.30","8,893,721.80","8,722,150.36","8,614,488.67","1,116,632.68","1,961,719.73","2,855,021.39","3,903,453.37","14,257,545.60","14,826,192.55","19,250,606.82","14,156,789.65","5,625,050.72","13,747,166.88","22,133,842.78","16,389,426.98","7,089,494.48","9,499,524.61","12,882,099.65","9,964,541.04","3,547,772.76","1,922,877.24","10,080,948.64","19,447,628.50","-3,609,170.14","-2,480,418.23","4,021,713.76","9,243,182.59","-18,435,526.74"
减:所得税,"4,919,763.00","23,006,770.57","62,861,974.47","61,018,669.47","83,364,856.19","95,168,893.44","5,784,645.39","18,812,954.47","20,548,711.38","22,803,486.78","4,281,591.19","11,888,179.55","20,635,868.65","24,670,707.87","4,136,517.33","18,086,354.17","33,804,602.97","61,714,800.50","11,868,153.67","30,853,074.61","41,601,974.71","49,200,572.23","17,188,468.53","49,151,409.18","74,078,290.65","78,876,001.20","25,424,580.53","61,739,538.38","105,419,719.80","108,316,272.63","48,840,694.28"
加:公允价值变动净收益,,"2,216,775.00","-2,216,775.00","-4,255,489.96","2,717,018.10","1,190,535.87","-739,018.48","-1,188,741.99","-1,190,535.87","-1,190,535.87",,,,"-2,822.00","2,822.00","2,822.00","2,822.00","2,822.00",,,,,,,,"3,573,748.36","-5,593,401.00","-3,851,215.98","-3,573,748.36","-3,573,748.36",
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-3,884,544.00","8,691,725.00","3,513,650.00","522,229.00","2,333,597.61","4,572,414.61","843,200.00","1,284,400.00","1,282,293.24","1,282,293.24",,,,"6,215,570.95","1,418,612.09","3,622,663.45","15,127,641.41","24,383,776.53","5,774,631.30","12,810,728.58","16,437,319.87","21,752,473.77","7,208,099.62","19,244,723.61","24,338,700.55","35,156,673.25","1,747,117.75","-13,060,292.73","-9,108,978.34","-4,938,229.99","2,963,849.62"
四、净利润,"34,629,516.99","157,199,589.75","264,382,890.29","186,433,950.77","259,068,110.56","282,179,145.17","17,344,221.41","56,438,863.34","61,646,134.06","64,449,042.87","12,844,773.58","35,669,038.61","61,859,260.79","69,705,206.88","10,862,301.59","55,122,774.92","111,120,572.72","190,716,923.00","45,383,750.60","103,866,956.07","143,428,480.49","192,836,452.72","58,140,237.69","149,341,791.38","219,415,625.93","287,997,561.05","78,488,328.24","191,379,784.06","295,362,281.41","368,265,983.80","138,479,096.66"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"33,314,218.68","142,037,851.36","240,845,065.11","170,971,421.84","237,513,365.62","256,174,341.53","16,553,266.32","54,014,367.46","61,503,590.42","63,330,788.56","11,267,456.89","31,851,890.66","55,110,616.06","59,432,003.63","8,043,972.34","50,593,273.74","101,476,664.40","177,478,399.03","41,557,560.29","94,715,167.51","129,748,456.19","172,966,136.00","50,683,158.30","135,561,234.37","200,768,520.11","269,177,538.44","73,273,429.44","180,382,739.28","282,566,772.40","351,966,109.86","130,575,578.34"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"1,315,298.31","15,161,738.39","23,537,825.18","15,462,528.93","21,554,744.94","26,004,803.64","790,955.09","2,424,495.88","142,543.64","1,118,254.31","1,577,316.69","3,817,147.95","6,748,644.73","10,273,203.25","2,818,329.25","4,529,501.18","9,643,908.32","13,238,523.97","3,826,190.31","9,151,788.56","13,680,024.30","19,870,316.72","7,457,079.39","13,780,557.01","18,647,105.82","18,820,022.61","5,214,898.80","10,997,044.78","12,795,509.01","16,299,873.94","7,903,518.32"
