科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"100,096,209.58","172,581,401.19","161,247,566.36","168,255,422.50","176,256,716.79","168,918,139.17","154,753,874.82","223,031,495.02","202,783,795.68","220,084,145.47"
其他应付款,"2,223,315.85","2,998,699.88","2,864,761.99","4,477,030.13","8,932,656.22","5,207,178.67","5,180,721.17","4,911,925.11","4,670,016.11","4,848,294.28"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,"2,082,114.93","8,525,872.96","16,331,956.55","19,342,065.00","12,033,600.00","12,033,600.00","14,061,600.00","14,061,600.00","54,938,472.78","54,938,472.78"
一年内到期的非流动负债,,,,,,,,,,
其他流动资产,"9,224,205.39","10,811,575.25","4,886,150.35","11,463,275.90","4,897,311.08","6,178,569.10","12,875,636.97","2,085,012.90","2,504,654.17","14,497,441.47"
其他流动负债,,,,,,,,,,
流动资产合计,"264,874,570.50","394,591,716.79","456,929,234.36","511,473,640.69","641,559,605.72","595,249,819.26","674,126,767.97","791,119,759.81","850,716,155.72","841,685,505.01"
流动负债合计,"149,801,675.10","259,809,011.66","317,129,699.20","366,639,372.80","371,098,903.75","322,109,015.16","394,753,306.52","498,900,582.88","625,824,604.73","627,700,944.47"
可供出售金融资产,,,,,,,,,,
长期借款,,,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,"1,314,564.73","9,211,187.41","26,705,497.53","39,744,900.92","29,632,936.60","30,145,496.32","28,630,056.04","34,913,260.19","145,614,360.06","147,994,759.43"
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,"3,250,776.90","3,205,367.07","3,159,957.25","3,114,547.43","3,069,137.61","3,023,727.79","2,978,317.97"
预计负债,"2,341,634.93","2,191,986.94","2,091,160.78","2,873,058.07","4,473,808.51","6,060,342.37","4,829,586.85","4,510,318.96","7,286,927.63","5,640,540.63"
固定资产,"11,505,518.63","10,298,816.19","9,673,103.54","6,202,600.40","6,020,642.50","5,919,622.17","6,401,437.82","7,362,343.74","7,672,793.47","7,738,835.85"
递延所得税负债,,,,,,,,,,
在建工程,,,,,,,,,,
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"9,141,634.93","9,841,986.94","7,291,160.78","9,673,058.07","11,943,808.51","13,530,342.37","12,425,586.85","12,806,318.96","14,626,927.63","12,980,540.63"
固定资产清理,,,,,,,,,,
负债合计,"158,943,310.03","269,650,998.60","324,420,859.98","376,312,430.87","383,042,712.26","335,639,357.53","407,178,893.37","511,706,901.84","640,451,532.36","640,681,485.10"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00"
油气资产,,,,,,,,,,
资本公积,"28,658,784.32","28,658,784.32","29,820,195.57","28,113,897.57","94,286,074.21","94,286,074.21","94,488,504.48","94,488,504.48","94,488,504.48","94,488,504.48"
无形资产,"1,649,999.94","25,213.67","136,789.04","1,477,684.03","1,509,793.19","1,468,396.07","1,426,998.95","1,385,601.83","1,344,204.71","1,302,807.59"
盈余公积,"1,624,784.07","3,585,408.17","4,881,194.82","4,881,194.82","7,619,849.11","7,619,849.11","7,619,849.11","7,619,849.11","11,704,994.76","11,704,994.76"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"16,866,146.24","39,442,581.18","61,617,491.61","80,746,452.48","101,476,183.20","102,949,627.51","112,430,231.06","132,938,950.85","174,058,958.71","167,185,834.98"
长期待摊费用,,,,,,,,,"136,122.21","255,648.98"
少数股东权益,,,"887,900.79","1,088,933.71","1,307,369.52","1,536,460.85",,,,
递延所得税资产,"1,748,370.86","2,210,838.21","3,183,018.30","3,993,306.51","5,803,843.22","6,088,078.14","8,017,669.81","8,904,103.10","12,196,626.35","12,104,944.49"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"16,218,454.16","21,746,055.48","39,698,408.41","54,669,268.76","46,172,582.58","46,781,549.95","47,590,710.05","55,634,446.47","169,987,834.59","172,375,314.31"
所有者权益(或股东权益)合计,"122,149,714.63","146,686,773.67","172,206,782.79","189,830,478.58","304,689,476.04","306,392,011.68","314,538,584.65","335,047,304.44","380,252,457.95","373,379,334.22"
资产总计,"281,093,024.66","416,337,772.27","496,627,642.77","566,142,909.45","687,732,188.30","642,031,369.21","721,717,478.02","846,754,206.28","1,020,703,990.31","1,014,060,819.32"
负债和所有者(或股东权益)合计,"281,093,024.66","416,337,772.27","496,627,642.77","566,142,909.45","687,732,188.30","642,031,369.21","721,717,478.02","846,754,206.28","1,020,703,990.31","1,014,060,819.32"
