科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"11,844,348.20","14,346,472.24","7,347,010.99","3,458,533.44","9,103,987.87","10,850,945.14","8,578,192.46","7,884,251.15","7,823,949.56","13,201,642.82","17,746,123.97","15,076,574.56","17,169,513.47","15,989,038.22","57,145,161.05","60,183,266.02","15,768,242.70","36,118,820.83","40,084,629.44","37,908,655.09","35,686,898.94","34,429,807.56","20,754,936.96","37,509,017.59","22,432,048.57","21,667,786.26","19,158,360.18","17,940,787.45","4,144,113.86","4,541,207.29","97,977,288.26","98,682,084.77","3,843,436.08","14,010,046.89","4,931,996.63","6,395,324.34","7,877,020.71","344,887,582.97","70,934,937.01","54,662,366.76","23,045,353.69","30,849,702.36","17,057,767.09","18,921,733.63","23,258,253.77","61,599,862.29","17,646,319.84","23,574,771.11"
应付职工薪酬,"10,656,460.83","6,636,916.49","9,389,161.69","9,536,500.08","10,816,676.64","13,983,534.91","16,314,299.66","18,285,933.46","9,190,673.63","12,343,491.17","3,188,300.63","6,342,043.88","8,772,753.31","10,608,657.78","4,742,071.56","4,564,356.27","2,805,375.93","3,969,280.11","5,167,268.64","6,653,666.48","7,794,801.41","8,838,308.53","3,736,959.04","3,320,118.96","3,242,175.89","1,487,540.77","4,096,661.69","3,571,744.23","4,901,960.73","4,126,633.62","5,319,351.81","4,334,895.07","5,174,022.48","4,644,985.84","5,642,906.37","5,478,418.13","5,023,957.34","18,304,835.45","15,345,018.30","17,516,741.98","22,533,152.64","19,477,615.08","21,411,843.70","19,885,876.73","21,084,488.37","22,512,884.83","26,644,988.20","23,507,404.15"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"14,703,997.15","15,046,228.95","20,306,052.64","17,076,959.49","15,548,972.49","23,528,345.06","22,782,355.79","21,678,795.67","19,801,995.25","23,791,312.83","25,989,629.79","28,048,871.19","19,998,696.97","26,838,259.43","13,263,715.01","21,156,063.84","6,400,466.13","7,976,102.75","17,978,797.56","14,403,244.71","14,797,494.76","9,665,218.35","2,341,159.37","6,245,216.99","8,589,893.26","11,197,843.61","13,037,124.67","12,935,776.78","6,731,655.60","7,808,689.59","7,633,454.37","4,222,927.72","5,012,236.16","3,809,967.42","7,588,429.31","5,976,700.07","10,147,963.56","35,476,984.11","9,474,011.23","13,583,074.93","20,287,432.89","10,130,091.25","27,975,344.35","18,800,047.73","20,533,233.93","28,440,430.27","51,153,596.53","36,367,091.57"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,112,537.27","1,112,537.27","393,097.22",,"4,101,976.24","3,897,976.23","17,539,154.49",,"7,295,011.07","5,703,748.86"
应付利息,,,,"16,437,254.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,236,203.16","39,296.32","39,296.32",,"2,634,276.38","2,149,258.05"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143,589.60",,,,,,,,,,,,,,,,,
应付股利,"21,104,870.00","15,358,080.00","16,437,254.00",,"16,437,254.00",,"16,437,254.00","16,437,254.00","24,140,340.36","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","25,724,426.70","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","18,357,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00","16,437,254.00",,"16,437,254.00","16,437,254.00"
存货,"125,907,456.25","108,793,931.86","131,630,138.25","127,277,860.04","134,475,426.65","142,378,455.58","140,652,516.92","151,788,307.65","156,171,283.99","147,018,208.49","159,667,844.75","225,909,132.17","268,945,517.68","304,768,926.54","312,922,434.56","352,619,683.85","421,202,918.17","426,621,086.22","386,873,821.43","403,910,454.27","375,869,355.50","367,622,267.16","508,284,552.21","520,123,017.85","524,329,252.34","508,987,553.54","490,752,250.40","499,505,420.91","473,743,277.11","484,020,814.98","460,881,405.98","469,672,853.48","296,781,882.44","293,514,619.46","246,193,177.60","268,791,499.16","249,603,106.59","570,178,500.58","424,040,194.49","437,021,137.76","584,023,498.19","600,730,542.86","573,594,867.64","637,447,965.12","633,652,900.60","682,818,990.64","649,063,441.22","641,097,737.91"
其他应付款,"324,401.24","793,342.57","3,052,422.79","1,872,701.10","121,672.56","177,331.56","3,376,870.18","3,607,900.80","5,353,692.03","7,276,781.94","6,024,306.77","4,929,502.39","9,074,562.77","3,271,960.35","5,011,917.24","805,485.10","3,483,005.59","1,998,128.43","7,780,889.30","6,962,800.75","4,311,912.11","16,857,505.74","3,460,835.69","3,201,004.26","4,884,111.85","5,638,121.26","4,631,001.16","6,937,122.18","6,344,989.95","8,773,770.88","9,705,611.45","9,326,451.99","10,256,934.43","19,244,129.27","15,522,376.71","11,983,859.45","33,522,511.85","62,219,466.63","103,196,242.01","41,156,371.18","18,729,791.64","12,197,578.86","19,438,625.01","18,598,598.56","13,769,561.42","42,253,315.22","35,392,731.57","28,384,744.80"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"763,300.44","632,810.71","494,382.47","687,228.87",,,"474,288.51","726,890.78","871,909.36","998,867.87","862,854.99","879,175.87","852,385.74","557,999.12","433,161.82","605,005.83","826,587.62","653,619.14","2,861,452.64","439,842.39",,"1,571,612.36","2,110,815.20","1,347,349.84","1,628,346.54","1,583,111.40","2,110,815.20","527,703.75","1,055,407.60","1,583,111.40","2,110,815.20","527,703.80","2,110,815.20","2,110,815.20","2,110,815.20","527,703.80","2,110,815.20","2,110,815.20","2,110,815.20","2,110,815.20","2,110,815.20","2,110,815.20","2,110,815.20","527,703.75","2,110,815.20","2,110,815.20","2,110,815.20","2,110,815.20"
一年内到期的非流动负债,"53,900,000.00","40,900,000.00","39,900,000.00",,,,,,,,,,,,"36,901,318.80","36,901,318.80","36,698,774.09","73,349,568.80","115,449,572.74","96,431,625.89","75,266,537.20","61,722,164.07","65,374,230.71","55,078,182.20","64,793,115.36","55,789,673.03","38,295,565.76","4,603,057.30","10,581,115.36","15,871,673.03","10,270,011.95","10,067,502.99","15,270,011.95","15,270,011.95","10,270,011.95","10,000,000.00","15,270,011.95","15,270,011.95","5,270,011.95","5,270,011.95","135,005.98","270,011.95","80,270,011.95","80,000,000.00","85,270,011.95","85,270,011.95","90,270,011.95","90,270,011.95"
其他流动资产,,,,,,,,,,,,,,,,,,,,,"1,669,624.04",,"1,274,349.90",,,"337,460.05","128,157.01","319,068.97","743,575.46","531,478.70","131,881.94","320,000.18","556,075.46","343,978.70","131,881.94","261,715.36","478,891.76","2,895,342.09","26,231,229.36","28,943,464.42","40,848,544.49","23,250,926.39","516,770,690.97","520,584,528.33","514,570,429.61","511,728,951.67","881,328,248.11","636,681,652.47"
其他流动负债,"505,366.69","117,889.20",,,,"16,437,254.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"296,106.64","296,106.64",,,,"396,396.40","5,923,498.79","9,007,724.66",,
流动资产合计,"347,985,608.25","311,028,536.64","594,997,255.21","607,296,551.54","537,182,385.12","635,990,438.27","546,025,319.13","626,314,704.04","567,244,574.82","625,041,291.80","894,257,681.16","766,193,059.90","882,143,298.87","1,021,020,982.30","1,088,346,141.92","982,872,842.35","1,101,284,941.27","1,231,653,341.69","1,109,762,231.90","1,140,373,945.21","1,036,284,644.82","1,122,444,652.49","1,095,194,621.37","1,077,579,075.34","1,140,140,453.62","1,122,295,419.35","1,117,048,982.94","1,218,113,314.31","1,291,322,406.07","1,324,390,299.40","1,256,643,909.51","1,313,564,414.31","1,220,081,897.01","1,249,305,669.23","943,655,395.58","892,684,606.65","943,460,397.56","3,067,613,695.98","2,815,121,379.35","2,652,367,822.28","2,746,659,410.45","2,842,613,410.62","2,932,308,253.06","2,919,244,480.12","3,046,574,917.16","3,041,388,173.25","3,045,038,355.47","3,174,485,948.63"
流动负债合计,"364,156,725.35","310,241,400.01","340,238,953.91","337,505,067.49","357,476,288.72","441,771,458.77","462,323,270.01","529,291,835.35","710,787,220.15","808,287,371.71","755,331,534.79","697,312,401.01","749,507,902.00","874,669,300.04","946,550,913.42","876,771,259.66","1,021,785,655.19","1,058,584,705.55","1,006,971,439.55","1,019,097,758.48","900,064,151.99","976,948,728.64","1,042,240,848.06","991,287,931.59","1,060,790,450.70","1,031,162,154.23","1,041,105,794.03","1,129,636,775.50","1,190,810,607.50","1,216,517,528.86","1,153,105,340.70","1,196,445,719.67","1,196,632,642.87","1,206,067,063.59","1,172,724,501.79","1,123,359,672.92","1,175,374,634.52","1,456,018,346.87","1,507,429,109.15","1,347,922,194.72","1,352,883,699.11","1,513,457,231.16","1,674,288,379.81","1,667,649,218.72","1,997,667,608.54","1,947,482,136.13","1,894,927,296.54","1,995,624,474.05"
可供出售金融资产,"3,516,800.00","3,516,800.00","4,998,400.00","3,196,800.00","2,393,600.00","1,913,600.00","1,516,800.00","2,057,600.00","2,883,200.00","2,665,600.00","2,992,000.00","2,649,600.00","2,210,560.00","2,133,280.00","2,016,640.00","2,093,920.00","2,038,720.00","1,652,320.00","1,813,504.00","1,906,608.00","1,837,792.00","1,740,640.00","1,999,712.00","1,906,608.00","1,647,536.00","1,740,640.00","1,554,432.00","1,530,144.00","1,570,624.00","1,736,592.00","5,752,640.00","5,752,640.00","6,335,552.00","5,461,184.00","5,606,912.00","5,254,736.00","5,279,024.00","5,238,544.00","5,335,696.00","5,521,904.00","5,493,568.00","5,558,336.00","5,513,808.00","5,501,664.00","5,323,552.00","5,364,032.00","5,343,792.00",
长期借款,"11,000,000.00","11,000,000.00",,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","25,000,000.00","25,000,000.00","20,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","10,000,000.00","10,000,000.00","15,000,000.00","15,000,000.00","10,000,000.00","390,000,000.00","390,000,000.00","390,000,000.00","360,000,000.00","360,000,000.00","240,000,000.00","240,000,000.00","195,000,000.00","195,000,000.00","150,000,000.00","150,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,"85,074,913.69","76,107,013.69","69,319,733.90","61,283,053.38","17,120,610.62","7,405,165.95",,"75,530,551.43","65,547,266.18","65,547,266.18","71,152,492.60","71,152,492.60","28,429,369.55","28,429,369.55","8,581,669.55","7,702,169.55",,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,"118,800,000.00","118,800,000.00",,,,,,,,
专项应付款,,,,,,,,,,,,,,,"989,519.99",,,,"831,867.55","831,867.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,104,670.12","102,499,415.01"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"217,952,391.70","212,485,906.15","214,203,656.31","208,953,245.48","206,355,967.97","201,750,142.94","194,553,732.11","188,983,453.58","515,532,727.01","509,875,401.88","536,369,277.75","526,071,722.50","515,199,834.78","505,429,723.43","565,280,728.74","587,760,095.66","607,736,331.52","595,943,661.47","594,465,608.18","583,251,149.02","570,421,769.26","557,574,818.95","544,624,866.58","511,290,476.66","500,602,054.96","489,563,698.32","488,732,215.87","477,576,215.33","469,508,894.74","463,364,802.47","460,347,448.86","451,080,789.62","441,453,640.79","430,778,785.07","423,167,784.41","412,612,045.96","406,132,106.49","607,247,761.83","730,553,861.86","719,965,671.32","725,608,560.80","712,744,589.44","731,431,429.86","1,183,520,592.54","1,579,712,321.89","1,558,963,908.05","1,335,626,952.50","1,320,002,152.81"
递延所得税负债,,,"1,149,600.00","699,200.00","498,400.00","378,400.00","167,520.00","248,640.00","372,480.00","339,840.00","388,800.00","337,440.00","239,184.00","227,592.00","210,096.00","221,688.00","213,408.00","155,448.00","179,625.60","193,591.20","183,268.80","168,696.00","207,556.80","193,591.20","154,730.40","168,696.00","140,764.80","137,121.60","143,193.60","168,088.80",,,,,,,,,,,,,,,,,,"27,324.00"
在建工程,,,,,"90,578,430.16","93,788,058.56","195,605,702.43","199,675,504.75","113,756,599.49","174,973,853.18",,"86,470,394.84","31,899,247.29","33,364,807.29",,"4,137,584.54","2,707,504.11","7,256,147.42","991,167.98","1,832,726.08","4,675,989.75","4,804,194.88","4,779,127.80","5,575,597.90","6,001,442.90","6,229,861.90","2,514,960.82","2,623,567.81","3,161,651.30","3,154,537.42","44,324,293.88","44,324,293.88","122,539,831.32","124,914,130.60","175,150,316.46","182,273,257.24","188,165,083.10","333,101,006.10","241,725,962.36","285,987,096.61","329,145,429.92","465,933,475.08","508,383,536.54","187,766,431.71","1,403,666.41","2,132,874.21","487,061.36","679,563.17"
其他非流动负债,,,,,,,,,,,"5,854,545.45","5,854,545.45","5,854,545.45","5,418,181.77","23,498,415.23","24,703,049.88","23,052,305.85","22,829,251.16","26,209,983.68","23,275,360.58","25,763,874.30","22,160,087.13","24,867,745.00","24,644,690.31","24,286,629.64","23,996,071.96","23,705,514.29","23,414,956.61","23,124,398.93","22,833,841.26","2,613,743.35","2,546,240.36","2,478,737.38","2,343,731.40","2,343,731.40","2,343,731.40","2,208,725.43","2,208,725.43","2,073,719.45","2,073,719.45","1,938,713.47","1,803,707.50","1,803,707.50","1,803,707.50","1,533,695.75","1,533,695.75","1,533,695.55","1,533,695.55"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"11,000,000.00","11,000,000.00","1,149,600.00","699,200.00","498,400.00","378,400.00","167,520.00","248,640.00","372,480.00","339,840.00","191,318,259.14","182,298,999.14","175,413,463.35","166,928,827.15","141,818,641.84","132,329,903.83","123,265,713.85","198,515,250.59","142,768,743.01","139,848,085.51","147,099,635.70","143,481,275.73","83,504,671.35","83,267,651.06","63,023,029.59","61,866,937.51","48,846,279.09","48,552,078.21","43,267,592.53","38,001,930.06","42,726,969.87","42,367,520.08","37,499,783.17","43,349,758.28","58,063,006.69","53,765,318.80","48,332,625.10","426,034,937.29","432,873,316.78","430,177,965.84","396,454,278.21","394,194,656.37","267,808,937.12","265,919,215.85","218,690,128.70","218,467,074.01","173,052,688.26","174,412,114.63"
固定资产清理,,,,,,,,,,,"38,550,360.47","38,530,360.47","38,550,360.47","38,550,360.47",,,,,,,,"554,349.20",,,,,,,,,,,,"259,799.72",,,,,,,,,,,,,,
负债合计,"375,156,725.35","321,241,400.01","341,388,553.91","338,204,267.49","357,974,688.72","442,149,858.77","462,490,790.01","529,540,475.35","711,159,700.15","808,627,211.71","946,649,793.93","879,611,400.15","924,921,365.35","1,041,598,127.19","1,088,369,555.26","1,009,101,163.49","1,145,051,369.04","1,257,099,956.14","1,149,740,182.56","1,158,945,843.99","1,047,163,787.69","1,120,430,004.37","1,125,745,519.41","1,074,555,582.65","1,123,813,480.29","1,093,029,091.74","1,089,952,073.12","1,178,188,853.71","1,234,078,200.03","1,254,519,458.92","1,195,832,310.57","1,238,813,239.75","1,234,132,426.04","1,249,416,821.87","1,230,787,508.48","1,177,124,991.72","1,223,707,259.62","1,882,053,284.16","1,940,302,425.93","1,778,100,160.56","1,749,337,977.32","1,907,651,887.53","1,942,097,316.93","1,933,568,434.57","2,216,357,737.24","2,165,949,210.14","2,067,979,984.80","2,170,036,588.68"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00","261,715,550.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"58,017,512.23","58,017,512.23","282,202,512.23","280,851,312.23","224,248,912.23","223,888,912.23","223,702,992.23","224,162,672.23","224,864,432.23","224,679,472.23","224,956,912.23","224,665,872.23","224,109,088.23","224,043,400.23","223,944,256.23","224,009,944.23","223,963,024.23","223,634,584.23","223,771,590.63","223,850,729.03","223,792,235.43","223,709,656.23","223,929,867.43","223,850,729.03","223,630,517.83","223,709,656.23","223,551,379.43","223,530,734.63","223,565,142.63","223,706,215.43","222,753,712.23","222,753,712.23","222,753,712.23","222,753,712.23","222,753,712.23","222,753,712.23","222,753,712.23","1,697,558,560.53","1,648,766,268.31","1,648,766,268.31","1,594,341,163.48","1,594,341,163.48","1,595,657,328.30","1,595,657,328.30","1,595,657,328.30","1,595,657,328.30","1,595,657,328.30","1,595,657,328.30"
无形资产,"75,062,587.34","74,637,274.73","74,211,962.12","73,786,649.51","73,361,336.90","72,936,024.29","108,964,940.85","108,539,628.24","107,587,824.35","106,899,266.12","74,681,619.43","73,993,061.20","73,722,559.70","73,243,029.83","69,843,352.60","86,032,471.11","85,372,434.06","84,866,693.31","84,218,825.76","83,649,262.44","83,113,915.04","82,535,015.57","81,983,417.96","81,404,518.49","80,798,317.16","80,219,417.69","79,708,614.74","79,061,618.75","78,550,815.80","77,971,916.33","77,433,811.52","76,874,319.83","105,756,369.86","104,956,915.04","103,705,370.62","102,939,762.22","102,259,201.11","199,092,628.62","169,049,479.51","167,989,985.18","193,878,044.45","192,690,994.39","189,429,291.40","187,440,204.24","185,270,804.96","183,062,263.01","179,313,796.60","177,152,232.41"
盈余公积,"35,621,777.36","35,621,777.36","40,015,709.93","40,015,709.93","40,015,709.93","40,015,709.93","44,663,416.71","44,663,416.71","44,663,416.71","44,663,416.71","49,583,375.94","49,583,375.94","49,583,375.94","49,583,375.94","54,073,937.74","54,073,937.74","54,073,937.74","54,073,937.74","55,213,423.32","55,216,733.26","55,213,423.32","55,216,733.26","55,213,423.32","55,213,423.32","55,213,423.32","55,213,423.32","56,257,300.73","56,257,300.73","56,257,300.73","56,257,300.73","56,284,804.23","56,284,804.23","56,284,804.23","56,284,804.23","57,993,189.80","57,993,189.80","59,243,539.16","60,389,996.39","62,598,066.29","62,598,066.29","67,979,268.45","67,979,268.45","68,712,488.21","68,712,488.21","71,974,379.69","68,712,488.21","77,733,912.59","77,733,912.59"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
