科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动现金流出小计,"162,514,475.74","250,750,107.81","412,582,092.62","219,784,068.65","345,217,194.92","496,705,389.85","189,580,314.57","354,178,535.26","636,760,390.31","816,417,245.45","346,686,530.07","541,312,174.38","1,152,161,621.93","1,419,684,966.14","763,014,176.05","758,711,535.52","1,160,308,644.81","1,358,528,246.70","413,116,087.99","675,719,976.87","1,020,650,398.75","1,380,211,677.94","446,644,815.05","716,495,534.91","1,050,951,476.59"
偿还债务支付的现金,,,,,,,,,,,,,,,"116,460.44",,"116,460.44",,,,,,,,
经营活动产生的现金流量净额,"24,220,182.79","108,546,253.19","200,776,681.58","-35,851,714.22","-16,685,697.97","92,828,993.26","-42,714,512.77","8,130,349.61","5,472,170.41","256,727,084.69","15,794,266.18","61,199,926.10","291,454,752.52","365,184,219.28","-83,274,720.44","17,361,552.12","89,504,449.36","364,992,469.15","-107,184,985.37","-97,902,838.72","-108,949,707.04","240,180,415.67","-78,058,991.30","-10,446,303.69","20,277,565.64"
分配股利、利润或偿还利息支付的现金,,,"16,170,731.71","62,195,121.90","62,195,121.90","62,195,121.90",,,"149,366,495.19","172,070,420.24","903,518.55","139,114,900.55","139,114,900.55","139,114,900.55","20,014,895.22","73,130,000.00","190,055,930.01","221,950,744.72","7,500,000.00","9,800,000.00","92,726,829.20","92,726,829.20","72,663,100.00","77,563,100.00","127,319,197.52"
收回投资收到的现金,,,,,"2,000,000.00","2,000,000.00",,,,,"5,612,380.00","5,612,380.00","59,922,498.65","9,363,055,494.70","197,000,000.00","4,252,287,793.99","6,446,286,047.94","8,786,852,647.94","1,798,692,950.00","4,149,419,253.37","5,681,199,940.00","8,392,607,656.12","2,606,732,820.82","4,458,428,400.00","5,973,279,632.88"
支付其他与筹资活动有关的现金,,,,"37,517,345.50","39,017,345.50",,,,"174,663.93","174,663.93",,,,"272,517.42",,"272,517.42",,"3,138,693.35",,,,,,,
取得投资收益收到的现金,,,"167,459.93",,,,,,"539,652.18","9,267,911.73","12,898,027.57","27,543,046.87","39,547,483.75","93,716,671.26","21,907,380.61","62,371,785.87","37,474,938.04","87,561,281.56","10,959,578.41","11,896,679.56","34,692,139.65","50,277,846.38","11,442,270.42","30,533,711.31","44,522,067.15"
筹资活动现金流出小计,,,"16,170,731.71","99,712,467.40","101,212,467.40","62,195,121.90",,,"149,541,159.12","172,245,084.17","903,518.55","139,114,900.55","139,114,900.55","139,387,417.97","20,131,355.66","73,402,517.42","190,172,390.45","225,089,438.07","7,500,000.00","9,800,000.00","92,726,829.20","92,726,829.20","72,663,100.00","77,563,100.00","127,319,197.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"33,444.03",,"3,705.00","1,395,705.00","1,404,650.50","-33,250.00",,"16,250.00","22,850.00",,,"26,750.00","1,227,103.81",,"3,000.00","152,322.13","160,388.04","3,000.00","14,440.00","44,087.55","51,021.65","45,000.00","377,258.00","-584,659.10"
筹资活动产生的现金流量净额,"50,000,000.00","337,900,000.00","-2,370,731.71","1,283,173,145.60","1,285,673,145.60","1,283,511,708.62",,"8,000,000.00","-141,541,159.12","-118,245,084.17","-903,518.55","-130,114,900.55","-130,114,900.55","83,612,582.03","-20,131,355.66","-73,402,517.42","-130,172,390.45","-140,546,605.15","-7,500,000.00","-9,724,654.60","-92,726,829.20","-89,136,316.81","-72,663,100.00","-73,563,100.00","-123,319,197.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,"37,147,858.93","37,147,858.93","174,394,845.23",,"-49,723,188.42","-49,723,188.42"
四、汇率变动对现金的影响,"-136,370.53","649,422.98","-450,524.78","-410,552.06","-136,353.73","-724,647.70","-1,010,637.91","-2,021,474.78","-1,712,844.63","-2,876,647.51","299,972.02","311,697.72","-629,739.13","-1,662,342.71","-178,425.88","-787,130.83","-464,512.09","-559,863.17","628,615.23","1,967,027.13","2,287,898.14","1,525,499.32","679,303.47","272,396.23","-89,588.35"
收到其他与投资活动有关的现金,,,,,,"14,186,104.04","9,222,172.39","874,708,059.24","890,076,423.58","859,534,166.67",,,,"9,730,838.78","70,051,675.00","117,885.04","117,885.04","266,400.00","61,233.33",,"61,233.33","1,493,060.03","95,066.67","95,066.67","95,066.67"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"33,444.03","167,459.93","3,705.00","3,395,705.00","17,590,754.54","9,188,922.39","874,708,059.24","890,632,325.76","868,824,928.40","18,510,407.57","33,155,426.87","99,496,732.40","9,467,730,108.55","288,959,055.61","4,314,780,464.90","6,484,031,193.15","8,874,840,717.54","1,809,716,761.74","4,198,478,231.86","5,753,145,259.46","8,618,824,429.41","2,618,315,157.91","4,439,711,247.56","5,967,588,919.18"
五、现金及现金等价物净增加额,"51,805,789.42","415,817,387.97","170,470,918.22","1,233,822,225.06","1,250,716,149.84","506,239,229.02","-64,328,450.00","598,312,365.45","-73,954,396.52","651,802,188.17","-683,854,610.62","-904,188,865.42","-1,012,088,002.41","-322,854,451.25","-165,068,355.98","-22,576,568.90","-385,904,863.80","-268,165,461.21","-964,270,021.56","-630,776,219.29","-1,020,454,416.41","-824,108,097.51","-42,348,706.59","-57,522,169.96","-125,282,292.41"
购建固定资产、无形资产和其他长期资产支付的现金,"22,278,022.84","19,811,732.23","27,651,966.80","13,092,359.26","21,530,649.06","56,967,579.70","11,150,892.81","24,720,568.62","38,619,022.94","138,986,371.92","17,555,737.84","216,804,558.77","250,218,263.81","318,167,973.00","128,737,052.26","149,444,180.32","170,512,735.92","191,768,974.89","17,992,640.62","31,995,573.49","36,706,426.30","57,953,353.39","28,750,136.54","38,875,681.06","43,355,525.34"
期初现金及现金等价物余额,"46,237,035.88","98,042,825.30","513,860,213.27","684,331,131.50","684,331,131.50","684,331,131.49","1,190,570,360.51","1,190,570,360.51","1,190,570,360.51","1,190,570,360.51","1,842,372,548.68","1,842,372,548.68","1,842,372,548.68","1,842,372,548.68","1,519,518,097.43","1,519,518,097.43","1,519,518,097.43","1,519,518,097.43","1,251,352,636.22","1,251,352,636.22","1,251,352,636.22","1,251,352,636.22","427,244,538.71","427,244,538.71","427,244,538.71"
投资支付的现金,,"11,500,000.00",,,,,"18,630,000.00","48,630,000.00","69,430,000.00","56,790,000.00",,"651,686,474.36","102,168,900.00","9,794,917,519.70","151,705,857.35","4,098,905,857.35","6,587,454,757.35","8,997,648,257.35","2,539,085,631.47","4,675,394,802.34","6,537,504,611.47","9,501,940,229.69","2,481,870,940.13","4,374,620,729.00","5,946,384,466.02"
期末现金及现金等价物余额,"98,042,825.30","513,860,213.27","684,331,131.49","1,918,153,356.56","1,935,047,281.34","1,190,570,360.51","1,126,241,910.51","1,788,882,725.96","1,116,615,963.99","1,842,372,548.68","1,158,517,938.06","938,183,683.26","830,284,546.27","1,519,518,097.43","1,354,449,741.45","1,496,941,528.53","1,133,613,233.63","1,251,352,636.22","287,082,614.66","620,576,416.93","230,898,219.81","427,244,538.71","384,895,832.12","369,722,368.75","301,962,246.30"
