科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"20,408,188.90","31,654,630.78","7,845,107.04","47,566,706.09","12,168,965.68","35,890,776.99","50,593,779.23","68,263,853.67","22,188,293.10","44,769,264.38","72,483,541.86","107,288,185.77","28,395,747.78","65,539,874.19","95,030,564.10","138,256,884.36","25,632,389.96","67,234,572.37","99,631,469.10","147,257,038.64","32,570,954.00","79,214,500.87","109,692,026.90","154,590,634.07","39,938,168.24","77,511,192.07","121,381,062.47","212,994,680.73","65,631,464.22","127,438,583.57","184,657,243.12","334,007,237.72","112,894,898.51","212,762,326.93","298,534,113.49","450,284,248.54"
取得借款收到的现金,"70,000,000.00","154,500,000.00","15,000,000.00","85,000,000.00","24,900,000.00","45,250,000.00","44,900,000.00","54,900,000.00",,,"30,000,000.00","42,000,000.00","38,800,000.00","4,400,000.00","168,300,000.00","200,300,000.00",,"200,000,000.00","400,000,000.00","662,000,000.00","30,000,000.00","370,000,000.00","370,000,000.00","452,000,000.00",,"112,000,000.00","150,000,000.00","679,000,000.00","563,880,000.00","881,000,000.00","1,163,000,000.00","1,478,000,000.00","1,000,000.00","20,000,000.00","92,000,000.00","192,000,000.00"
支付的各项税费,"25,077,805.70","37,670,113.62","3,897,851.83","32,451,462.45","3,721,043.08","15,449,390.78","28,477,958.88","40,840,573.82","11,988,974.32","34,683,064.10","44,457,461.50","52,985,885.88","13,451,240.54","44,845,492.10","64,800,226.34","80,489,613.09","25,708,113.25","63,559,836.32","86,607,754.14","98,933,651.08","36,488,088.91","78,569,895.01","110,656,185.04","128,251,538.93","40,170,313.48","94,196,395.34","130,494,361.95","152,024,000.96","50,174,565.56","132,246,090.16","187,224,841.41","245,814,794.39","93,830,947.26","218,898,186.36","321,345,005.41","387,289,762.48"
收到其他与筹资活动有关的现金,,,"20,344,100.00",,"95,412,060.81","237,388,465.01","251,878,006.11","18,543,894.05",,,"1,169,499.73",,"554,682.52","857,973.24","301,098,230.62","298,800,000.00","116,356.20","298,997,259.56","299,243,167.70","298,800,000.00","264,140.56","576,009.86","772,796.35",,,,,,,"25,770,000.00","22,000,000.00","73,300,000.00",,,"119,272,545.29",
支付其他与经营活动有关的现金,"135,619,470.96","146,737,994.69","3,578,446.40","154,799,823.87","12,113,146.32","17,539,582.94","39,548,327.55","34,225,144.38","10,866,732.08","19,663,399.72","57,927,104.11","134,657,812.46","65,357,034.73","45,764,940.98","83,357,004.37","116,222,264.86","102,251,966.50","22,145,719.00","118,411,836.48","156,479,908.42","49,773,087.05","74,262,199.52","32,070,085.66","89,146,821.18","20,714,510.87","45,355,018.19","74,502,701.84","159,349,938.70","60,736,321.88","36,783,236.60","62,628,848.19","241,171,627.72","87,574,877.87","172,467,416.79","271,035,172.29","269,850,527.64"
筹资活动现金流入小计,"70,000,000.00","157,500,000.00","35,344,100.00","85,000,000.00","120,312,060.81","1,513,638,465.01","1,527,778,006.11","1,299,443,894.05",,,"31,169,499.73","55,080,000.00","39,354,682.52","5,257,973.24","469,398,230.62","499,100,000.00","116,356.20","500,497,259.56","700,743,167.70","962,300,000.00","30,264,140.56","370,576,009.86","1,120,772,796.35","1,196,735,000.00",,"113,500,000.00","151,500,000.00","680,500,000.00","563,880,000.00","906,770,000.00","1,185,000,000.00","3,047,344,629.92","3,000,000.00","26,000,000.00","220,272,545.29","201,000,000.00"
经营活动现金流出小计,"576,842,817.41","738,745,683.75","167,497,587.42","717,942,190.23","238,432,149.12","494,671,612.44","720,124,327.53","910,109,240.33","322,256,399.21","511,937,322.84","1,040,113,787.32","1,433,601,553.53","424,037,097.79","881,547,359.43","1,277,424,670.60","1,632,315,937.64","529,097,765.21","767,482,473.12","1,282,907,324.64","1,553,808,878.13","874,519,599.49","1,363,461,184.96","1,990,661,172.76","1,365,538,423.63","586,277,517.68","1,166,630,846.83","2,093,397,009.28","1,687,324,539.95","868,080,938.56","2,021,436,069.71","3,037,097,613.66","2,555,041,684.39","1,308,504,633.70","2,357,442,690.69","3,325,386,239.06","2,942,194,821.25"
偿还债务支付的现金,"20,000,000.00","101,500,000.00",,"128,000,000.00",,,"123,400,000.00","124,900,000.00",,,"38,750,000.00","85,730,000.00",,"6,500,000.00","174,420,000.00","199,000,000.00","52,100,000.00","213,470,000.00","520,100,000.00","455,100,000.00","100,000,000.00","220,000,000.00","730,000,000.00","782,000,000.00","10,000,000.00","32,000,000.00","40,000,000.00","352,999,000.00","412,200,000.00","475,000,000.00","634,990,000.00","1,374,000,000.00","785,000,000.00","801,600,000.00","857,729,600.00","837,000,000.00"
经营活动产生的现金流量净额,"122,934,772.17","51,873,535.84","25,672,619.17","201,685,511.81","68,130,258.38","56,315,222.07","35,247,491.08","-30,104,846.47","-43,793,316.68","-36,404,994.29","-47,019,741.64","-30,955,678.83","-1,339,500.03","14,313,980.86","99,536,212.04","234,018,158.25","68,453,799.16","204,219,649.15","121,192,966.89","111,686,578.24","-36,577,666.37","-46,905,113.97","-155,016,723.22","208,691,945.42","-6,128,177.74","11,314,748.82","-158,722,519.67","354,272,204.32","-50,262,569.14","-85,753,663.25","53,429,620.34","221,642,419.85","304,464,438.68","168,599,321.66","350,156,471.54","237,270,458.71"
分配股利、利润或偿还利息支付的现金,"1,392,271.25","15,218,831.05",,"4,867,260.28","24,003,131.63","25,591,520.13","25,706,479.38","26,008,039.38",,"22,488,085.86","39,928,680.83","42,355,675.69","4,605,751.43","33,469,108.88","36,693,460.85","48,883,786.32","2,708,617.23","29,193,102.39","59,183,621.08","48,575,149.87","5,438,750.36","60,917,418.43","71,020,573.34","71,407,879.19","1,074,000.02","69,954,538.21","128,961,727.78","137,174,000.20","12,368,212.25","99,746,981.53","142,398,379.07","184,221,740.01","1,401,062.48","142,068,539.12","206,737,755.34","196,856,604.99"
收回投资收到的现金,,,,,,,,,"6,000,000.00",,,,,,,,,,"1,000,000.00","1,100,000.00",,,"100,000,000.00","85,800,975.52",,,"85,840,000.00","567,250,117.22",,,"5,000,000.00","499,674,870.24","23,000,000.00","126,660,000.00","126,660,000.00","750,987,967.06"
支付其他与筹资活动有关的现金,,"850,000.00","47,726,495.13","21,553,894.05","105,556,409.89","263,887,663.63","321,859,314.80","11,925,505.00",,,"915,326.76",,"29,113.69","78,250.86","5,469,434.07",,"30,394.73",,"156,765.35","317,100,000.00","33,958.87","315,244,134.35","321,346,392.59","315,936,000.00",,,,"10,000,000.00",,,"50,000,000.00","81,618,474.00",,"50,000,000.00","50,000,000.00","4,321,805.08"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,"3,153,059.12","16,641,332.01","33,963,614.67","3,153,059.12","32,486,546.99","59,470,491.43","71,790,227.34","13,736,547.00","18,749,999.99","37,916,666.65","57,332,615.38",,"21,617,390.28","44,966,351.39","68,315,312.50","28,008,615.56","7,250,000.00","14,661,111.11","39,972,222.22","29,403,039.23"
筹资活动现金流出小计,"21,392,271.25","117,568,831.05","47,726,495.13","154,421,154.33","129,559,541.52","289,479,183.76","470,965,794.18","162,833,544.38",,"22,488,085.86","79,594,007.59","128,085,675.69","4,634,865.12","40,047,359.74","216,582,894.92","247,883,786.32","54,839,011.96","242,663,102.39","579,440,386.43","820,775,149.87","105,472,709.23","596,161,552.78","1,122,366,965.93","1,169,343,879.19","11,074,000.02","101,954,538.21","168,961,727.78","500,173,000.20","424,568,212.25","574,746,981.53","827,388,379.07","1,639,840,214.01","786,401,062.48","993,668,539.12","1,114,467,355.34","1,038,178,410.07"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,"36,000.00",,"101,850.67","12,000.00","1,661,472.34",98.23,"92,719.55","92,817.78","611,426.50","7,000.00","16,000.00","3,111,000.00","3,012,735.01",,,,"143,046.15",,"1,316,712.00","1,473,713.70","1,762,681.94","138,750.25","71,823.49","89,326.57","2,459,936.57","1,320,000.00","1,573,707.17","1,393,707.17","28,410,413.76",,"1,939,474.31","4,819,425.71","23,632,149.93"
筹资活动产生的现金流量净额,"48,607,728.75","39,931,168.95","-12,382,395.13","-69,421,154.33","-9,247,480.71","1,224,159,281.25","1,056,812,211.93","1,136,610,349.67",,"-22,488,085.86","-48,424,507.86","-73,005,675.69","34,719,817.40","-34,789,386.50","252,815,335.70","251,216,213.68","-54,722,655.76","257,834,157.17","121,302,781.27","141,524,850.13","-75,208,568.67","-225,585,542.92","-1,594,169.58","27,391,120.81","-11,074,000.02","11,545,461.79","-17,461,727.78","180,326,999.80","139,311,787.75","332,023,018.47","357,611,620.93","1,407,504,415.91","-783,401,062.48","-967,668,539.12","-894,194,810.05","-837,178,410.07"
处置子公司及其他营业单位收到的现金净额,431.70,"20,408,717.18",,,,,,"58,975,855.66",,"10,519,811.17","37,309,411.17","39,210,074.17",,,,,,,,,,,,,,,,,,,"13,000,000.00","12,437,061.24",,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"8,514,214.75","1,982,469.65",,"4,347,201.25",,,300.29,"17,660,345.97",,"11,727,277.40","55,017,444.51","37,610,142.81",,,,"17,925,234.03","173,475,410.74","687,656,309.16","745,741,337.75","913,232,673.99","54,651,633.34","226,701,026.70","257,501,026.70","928,745,529.91","100,233,190.00","26,410,996.45","299,698,251.11","997,294,861.77","19,965,386.52",,"259,532,748.62","552,014,152.72","13,055,205.08",,,"57,017,919.66"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,514,646.45","22,391,186.83",,"4,383,201.25",,"101,850.67","12,300.29","78,297,673.97","6,000,098.23","22,339,808.12","92,419,673.46","77,431,643.48","7,000.00","16,000.00","3,111,000.00","20,937,969.04","176,628,469.86","704,297,641.17","780,704,952.42","917,628,779.26","87,138,180.33","287,488,230.13","430,764,967.74","1,030,045,734.37","119,121,940.24","64,399,486.59","442,960,193.06","1,567,004,915.56","42,902,776.80","46,540,058.56","347,241,768.29","1,120,545,113.52","43,305,205.08","143,260,585.42","171,451,647.93","861,041,075.88"
五、现金及现金等价物净增加额,"6,784,894.78","3,231,911.93","10,886,708.91","4,740,875.52","3,213,322.16","1,203,782,488.17","993,501,741.98","1,015,411,064.66","-92,338,559.40","-150,246,584.86","-210,637,961.36","-253,896,912.19","8,480,568.89","-59,849,514.34","290,684,442.88","-171,351,896.23","-27,814,283.91","-184,826,404.44","-240,720,805.02","-321,537,426.97","-139,258,068.81","-119,653,229.39","31,643,696.25","64,230,962.66","-50,131,986.83","13,771,685.04","-158,924,588.57","21,048,897.50","-188,788,205.52","-225,634,395.56","-165,886,630.25","607,050,741.75","-447,504,266.31","-759,021,905.43","-573,305,679.45","-764,394,601.50"
购建固定资产、无形资产和其他长期资产支付的现金,"79,122,472.23","91,763,979.69","4,626,433.50","131,906,683.21","50,647,864.85","69,398,222.07","88,167,907.07","166,392,112.51","54,545,340.95","104,681,624.83","168,601,697.32","184,357,113.15","24,906,748.48","38,980,559.70","64,368,555.86","396,474,900.40","20,786,109.37","37,426,985.06","56,330,914.80","100,229,804.49","13,867,214.10","34,169,776.99","45,530,378.69","88,019,932.58","28,861,749.31","43,488,012.16","59,200,534.18","335,001,445.74","54,575,312.36","84,435,335.34","93,005,594.23","677,936,183.00","7,272,717.59","103,213,273.39","200,319,188.87","591,650,657.83"
期初现金及现金等价物余额,"9,280,536.71","16,065,431.49","19,297,343.42","19,297,343.42","24,038,208.94","24,038,208.94","24,038,208.94","24,038,218.94","1,039,449,283.60","1,039,449,283.60","1,039,449,283.60","1,039,449,283.60","862,228,116.03","785,552,371.41","785,552,371.41","785,552,371.41","614,200,475.18","614,200,475.18","614,200,475.18","614,200,475.18","292,663,048.21","292,663,048.21","292,663,048.21","292,663,048.21","356,894,010.87","356,894,010.87","356,894,010.87","356,894,010.87","377,942,908.37","377,942,908.37","377,942,908.37","377,942,908.37","984,993,650.12","984,993,650.12","984,993,650.12","984,993,650.12"
投资支付的现金,,"19,200,000.00",,,"5,000,000.00","5,000,000.00","8,000,000.00","3,000,000.00",,,"30,000,000.00","30,000,000.00",,"409,549.00","409,549.00","83,661,549.00",,"700,077,000.00","700,077,000.00","1,610,000.00","3,962,800.00","3,901,025.64",,"988,877,905.36","30,000,000.00","30,000,000.00","170,000,000.00","1,132,965,225.42","250,400,000.00","434,008,474.00","784,008,674.00","536,999,203.94",,,"399,800.00","393,877,068.19"
期末现金及现金等价物余额,"16,065,431.49","19,297,343.42","30,184,052.33","24,038,218.94","27,251,531.10","1,227,820,697.11","1,017,539,950.92","1,039,449,283.60","947,110,724.20","889,202,698.74","828,811,322.24","785,552,371.41","870,708,684.92","725,702,857.07","1,076,236,814.29","614,200,475.18","586,386,191.27","429,374,070.74","373,479,670.16","292,663,048.21","153,404,979.40","173,009,818.82","324,306,744.46","356,894,010.87","306,762,024.04","370,665,695.91","197,969,422.30","377,942,908.37","189,154,702.85","152,308,512.81","212,056,278.12","984,993,650.12","537,489,383.81","225,971,744.69","411,687,970.67","220,599,048.62"
