科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应交税费,"37,588,672.04","54,640,486.27","46,728,940.61","20,209,899.74","47,690,937.31","34,128,822.08","-2,076,441.31","4,314,349.70","64,650,531.31","31,680,221.53","45,416,763.92","33,706,781.88","66,760,730.59","34,510,273.44"
应收利息,,,,,,,,,,,,,,
应付利息,"124,666.67","162,250.00","63,250.00","72,297.17",,,,,,,,,"39,200.00","39,200.00"
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"813,153.00",,"792,935.00","792,935.00"
存货,"129,987,212.16","185,086,448.71","225,276,000.40","306,761,683.88","291,586,382.43","365,935,795.57","447,928,477.23","521,738,628.15","516,301,545.19","592,744,414.19","657,527,228.93","679,229,347.20","544,807,266.60","636,977,234.85"
其他应付款,"2,348,177.23","10,316,936.62","10,997,541.67","5,136,557.85","12,542,177.22","-269,257.43","2,137,983.12","9,249,618.33","8,804,838.37","133,043,695.85","131,301,349.13","133,742,151.41","148,754,602.50","107,983,053.29"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,"6,801,200.00","20,210,400.00","20,800,500.00",,,,,,,,,,
其他流动资产,"2,353,624.14","5,640,457.65","5,242,987.73","6,265,400.42","103,884,750.64","370,824,344.17","296,840,784.32","253,524,586.18","309,598,383.55","411,220,666.02","234,854,226.58","158,425,829.22","334,611,720.28","181,759,500.20"
其他流动负债,"926,823.00","1,924,297.00","941,455.00","962,134.66","4,037,959.05","1,706,562.69","3,367,334.17","6,556,895.54","15,199,205.80","16,263,493.87","15,241,493.92","20,733,656.60","16,893,259.11","19,872,319.83"
流动资产合计,"588,723,750.13","736,020,168.05","824,988,751.31","772,226,465.23","1,322,234,928.01","1,302,545,928.95","1,244,109,252.94","1,370,740,491.68","1,695,625,729.48","1,791,035,603.09","1,826,951,399.55","1,869,060,226.58","2,240,037,556.58","2,250,348,175.97"
流动负债合计,"252,727,262.08","384,778,975.00","364,266,258.91","316,617,031.07","365,898,448.99","338,420,641.11","273,777,872.21","388,670,069.87","548,086,917.77","599,373,273.95","650,856,817.12","622,850,286.80","727,936,784.01","662,838,125.86"
可供出售金融资产,,,,,,,,,,,,,"1,000,000.00",
长期借款,,,,,,,,,,,,,"80,000,000.00","113,000,000.00"
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,"4,602,551.49","4,486,773.75","4,486,773.75","4,369,451.23","13,820,082.59","13,820,082.59","13,573,982.78","16,276,024.60","30,284,237.70","72,274,560.40"
长期应付款,,"19,450,200.00",,,,,,,,,,,,
长期股权投资,,,,,,"19,600,000.00","26,205,353.45","33,492,014.85","31,993,432.78","30,931,785.46","24,531,537.75","31,190,349.62","22,637,019.94","20,627,227.85"
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,"5,970,409.00","6,220,138.00","6,205,963.00","6,205,963.00","6,075,622.00","6,226,722.00"
固定资产,"72,442,872.06","78,560,437.50","75,373,011.12","76,309,277.29","76,560,347.61","75,916,734.41","81,356,203.73","85,723,814.86","86,075,561.91","87,889,097.94","195,271,714.53","200,855,299.86","199,601,264.76","209,947,909.94"
递延所得税负债,,"4,754,934.07","3,597,323.81","2,511,783.10","2,074,787.71","2,074,787.71","1,480,380.21","1,169,117.97","872,785.87","575,582.12","396,271.67","99,067.92","2,935,231.62","2,720,849.02"
在建工程,"2,635,385.60","663,974.39","1,431,854.53","22,008,903.26","22,169,932.72","23,444,578.33","33,433,210.93","40,513,866.88","49,317,809.20","53,007,095.88",,,,
其他非流动负债,,,,,,"1,567,726.24",,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,,"27,068,215.65","5,884,691.90","4,367,366.07","3,786,442.31","3,642,513.95","2,904,178.07","2,448,987.45","10,379,135.98","10,137,732.85","9,750,319.03","9,259,186.91","98,451,081.24","130,893,870.27"
固定资产清理,,,,,,,,,,,,,,
负债合计,"252,727,262.08","411,847,190.65","370,150,950.81","320,984,397.14","369,684,891.30","342,063,155.06","276,682,050.28","391,119,057.32","558,466,053.75","609,511,006.80","660,607,136.15","632,109,473.71","826,387,865.25","793,731,996.13"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","257,399,300.00","360,349,220.00","360,349,220.00","360,091,900.00","359,917,880.00"
油气资产,,,,,,,,,,,,,,
资本公积,"31,174,378.13","31,174,378.13","30,527,609.93","30,527,609.93","335,484,009.64","335,484,009.64","335,484,009.64","335,484,009.64","335,484,009.64","468,191,989.64","378,155,958.64","391,053,166.82","399,111,497.16","404,445,214.23"
无形资产,"22,500,881.73","54,284,993.71","53,986,179.07","46,358,222.70","43,795,467.71","39,981,334.88","37,318,457.87","35,250,805.71","32,140,734.73","30,294,329.51","27,866,985.04","25,984,678.79","36,552,306.70","34,513,987.94"
盈余公积,"3,690,456.57","3,690,456.57","5,845,172.24","5,845,172.24","7,740,313.21","5,845,172.24","7,740,313.21","7,740,313.21","16,200,972.38","16,200,972.38","16,200,972.38","16,200,972.38","22,078,585.76","22,078,585.76"
开发支出,"4,007,498.71",,,,,,,,,,,,,
减:库存股,,,,,,,,,,"126,528,030.00","125,595,177.00","125,595,177.00","122,472,415.00","84,004,939.00"
商誉,,"12,397,892.01","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19","11,360,160.19"
未分配利润,"225,665,294.01","269,079,692.77","387,203,381.35","392,856,866.03","541,981,017.64","574,935,961.94","599,264,978.62","625,576,116.64","786,293,314.81","825,499,415.93","849,418,848.55","898,152,814.73","1,074,075,643.98","1,124,248,203.37"
长期待摊费用,"13,393,223.57","18,496,318.53","12,681,696.80","9,096,127.43","8,460,318.85","7,502,448.69","6,596,607.04","6,324,493.92","5,391,599.60","5,289,099.37","5,228,282.47","6,636,017.58","7,158,420.93","8,482,702.70"
少数股东权益,,"4,887,718.11",,"647,355.10","437,914.92","305,940.46","112,716.88","-16,114.89","4,157.43","-176,569.56","-236,322.04","24,162,859.80","23,934,384.92","23,920,592.35"
递延所得税资产,"8,684,250.82","14,110,532.52","13,621,182.91","13,519,277.62","16,362,014.62","24,007,671.20","24,574,489.48","22,354,379.75","20,882,098.79","26,930,292.85","34,162,903.21","34,749,282.12","29,228,875.23","31,779,797.10"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"224,250.00","5,556,834.00","86,250.00","34,500.00","17,250.00","17,250.00","17,250.00",,,,,,"5,000,000.00","5,000,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"123,888,362.49","184,070,982.66","168,540,334.62","178,686,468.49","183,328,043.19","206,316,951.45","225,348,506.44","239,388,987.39","250,981,479.79","259,521,943.79","311,995,565.97","327,051,812.76","342,822,285.45","393,986,346.12"
所有者权益(或股东权益)合计,"459,884,850.54","508,243,960.06","623,378,135.12","629,928,536.58","1,135,878,079.90","1,166,799,725.34","1,192,775,709.10","1,219,010,421.75","1,388,141,155.52","1,441,046,540.08","1,478,339,829.37","1,564,002,565.63","1,756,471,976.78","1,850,602,525.96"
资产总计,"712,612,112.62","920,091,150.71","993,529,085.93","950,912,933.72","1,505,562,971.20","1,508,862,880.40","1,469,457,759.38","1,610,129,479.07","1,946,607,209.27","2,050,557,546.88","2,138,946,965.52","2,196,112,039.34","2,582,859,842.03","2,644,334,522.09"
负债和所有者(或股东权益)合计,"712,612,112.62","920,091,150.71","993,529,085.93","950,912,933.72","1,505,562,971.20","1,508,862,880.40","1,469,457,759.38","1,610,129,479.07","1,946,607,209.27","2,050,557,546.88","2,138,946,965.52","2,196,112,039.34","2,582,859,842.03","2,644,334,522.09"
