科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"385,040.17","929,975.10","1,683,309.83","279,725.72","290,544.80","333,057.79","-207,650.16","-996,094.57","-1,318,115.84","-5,952,630.89","-6,112,262.50","-624,326.30","-1,365,648.41","-3,120,109.07","-3,477,693.31","-332,597.37","-738,906.42","-2,013,211.22","-2,784,966.17","-740,215.09","-2,490,117.11","-3,362,912.76","-10,876,394.24","-906,111.76","-3,912,399.80","-4,999,307.57","-7,024,590.71","-925,797.72","-2,109,578.28","-2,509,496.34","-2,863,455.11","-404,756.35","-721,261.07","-969,756.13","-1,311,946.79","-437,136.81","-1,880,222.00","-2,218,046.16","-6,221,653.05","-385,524.76","-2,037,643.57","-2,470,614.07","-4,612,614.16","-490,011.19"
三、利润总额,"-1,765,284.26","6,208,710.98","28,548,626.59","5,838,192.59","9,313,501.84","8,277,655.68","31,165,220.76","5,172,490.00","9,444,239.39","13,685,897.34","34,982,091.04","1,756,327.06","5,917,461.66","12,176,163.54","45,699,066.60","2,869,927.83","13,100,222.85","22,073,593.17","55,988,207.02","3,654,472.80","17,293,588.12","28,048,999.02","71,967,906.78","4,935,308.30","20,578,498.76","35,767,505.50","79,933,167.63","6,365,084.90","16,640,399.99","23,593,931.38","17,603,168.13","5,430,925.83","16,438,813.25","24,759,482.94","41,209,298.30","8,190,810.42","18,856,690.43","29,012,203.91","48,732,788.23","5,641,841.56","16,521,624.15","26,196,273.10","55,063,540.10","6,986,048.08"
资产减值损失,,"538,408.09","444,310.52","-281,917.40","120,426.17","18,159.08","1,774,418.04",,"170,903.33","1,689,280.12","1,878,198.01","-84,062.46","327,753.33","149,852.12","2,292,745.57","-850,034.00","942,895.94","877,097.83","2,430,478.91","-767,493.92",649.60,"2,100,685.64","6,551,394.32","-413,200.00","-146,732.71","-146,732.71","5,272,381.39","-1,701,377.97","201,312.15","376,373.02","5,986,112.14","-695,999.68","620,236.78","770,852.64","1,847,032.10","444,580.28","1,219,300.36","1,502,772.71","9,105,476.44","408,410.66","1,232,541.19","18,102.04","5,387,498.87","-3,017,715.14"
减:所得税,"1,038.64","540,419.75","2,363,911.23","808,399.07","557,929.29","193,680.96","1,679,052.86","24,313.10","294,339.10","1,927,641.67","1,033,124.74","85,488.12","338,909.04","303,915.75","2,362,926.04","296,216.88","411,179.96","985,536.53","3,815,345.77","320,875.49","1,802,870.56","2,502,901.10","7,420,672.55","790,880.99","2,013,055.30","3,648,967.29","8,251,064.05","933,444.09","1,307,675.01","2,098,928.35","2,791,343.67","678,986.54","2,148,585.54","2,926,367.27","4,171,828.88","1,467,190.10","2,336,779.67","3,836,609.30","5,868,061.24","922,764.00","2,426,048.75","4,109,065.21","6,137,614.28","642,977.87"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,"27,602.07","27,698.48","-59,762.07",,"-7,518.29","51,998.77","-22,199.60",,,,"-113,815.95",,"31,948.38","31,948.38","-177,650.90",,,,-928.00,,"1,229,328.16","1,191,962.68","1,945,057.19","-248,265.67","337,198.73","391,437.46","2,324,954.18","-164,576.73"
四、净利润,"-1,767,322.90","5,668,291.23","26,184,715.36","5,029,793.52","8,755,572.55","8,083,974.72","29,486,167.90","5,148,176.90","9,149,900.29","11,758,255.67","33,948,966.30","1,670,838.94","5,578,552.62","11,872,247.79","43,336,140.56","2,573,710.95","12,689,042.89","21,088,056.64","52,172,861.25","3,333,597.31","15,490,717.56","25,546,097.92","64,547,234.23","4,144,427.31","18,565,443.46","32,118,538.21","71,682,103.58","5,431,640.81","15,332,724.98","21,495,003.03","14,811,824.46","4,751,939.29","14,290,227.71","21,833,115.67","37,037,469.42","6,723,620.32","16,519,910.76","25,175,594.61","42,864,726.99","4,719,077.56","14,095,575.40","22,087,207.89","48,925,925.82","6,343,070.21"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,"-113,815.95",,"31,948.38","31,948.38","-177,650.90",,,,-928.00,,"-427,684.91","-465,050.39","288,043.99","-248,265.67","337,198.73","391,437.46","2,324,954.18","-164,576.73"
归属于母公司所有者的净利润,"-1,157,521.99","6,160,909.48","26,158,707.68","5,500,079.97","8,845,497.03","8,421,034.17","30,151,097.68","5,531,054.49","9,783,391.96","12,782,985.82","33,600,901.10","2,065,676.29","5,302,198.97","11,609,161.19","40,570,288.48","2,375,736.74","11,983,553.50","19,961,686.67","50,988,981.07","3,073,358.79","15,001,523.09","24,717,432.11","61,586,320.71","3,564,493.41","17,276,043.29","30,177,568.13","68,398,642.09","4,041,859.62","12,517,928.34","18,403,431.23","10,975,751.31","4,248,301.23","13,134,844.44","19,508,966.25","33,411,877.76","4,617,259.97","13,537,487.62","20,675,819.88","38,890,981.22","4,830,376.79","13,703,585.17","21,062,649.16","45,444,751.29","7,197,296.78"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-609,800.91","-492,618.25","26,007.68","-470,286.45","-89,924.48","-337,059.45","-664,929.78","-382,877.59","-633,491.67","-1,024,730.15","348,065.20","-394,837.35","276,353.65","263,086.60","2,765,852.08","197,974.21","705,489.39","1,126,369.97","1,183,880.18","260,238.52","489,194.47","828,665.81","2,960,913.52","579,933.90","1,289,400.17","1,940,970.08","3,283,461.49","1,389,781.19","2,814,796.64","3,091,571.80","3,836,073.15","503,638.06","1,155,383.27","2,324,149.42","3,625,591.66","2,106,360.35","2,982,423.14","4,499,774.73","3,973,745.77","-111,299.23","391,990.23","1,024,558.73","3,481,174.53","-854,226.57"
