科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"8,689,099.22","19,109,796.29","24,220,965.47","32,455,398.09","10,104,041.13","23,967,879.95","35,586,943.14","49,417,148.77","20,746,613.99","39,419,476.18","59,854,797.48","90,103,083.94","21,220,054.37","44,359,857.42","70,345,941.14","102,348,985.14","25,786,847.37","53,524,863.59","83,706,219.26","115,401,461.30","41,545,581.69","80,827,401.74","118,633,477.01","164,709,628.50","54,283,496.88","114,272,082.73","173,127,465.32","281,172,115.02","306,413,575.04","437,803,977.30","608,152,190.04","793,787,635.01","285,265,612.52","484,780,959.79","694,307,297.37","891,059,585.37","328,387,436.66","541,644,353.92","763,044,443.33","993,613,216.03","371,754,265.48"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,188,563.77","103,188,563.77","73,576,307.62","14,958,308.15","359,921,194.80","496,542,968.92","297,985,533.82","1,266,777,680.17","1,665,208,493.89","213,057,069.31","213,057,069.31","94,667,834.65"
支付的各项税费,"5,239,348.31","21,208,891.29","12,602,811.70","17,971,903.10","5,521,334.00","11,518,773.58","17,404,494.66","24,319,834.65","7,396,583.42","13,385,408.37","20,838,667.59","23,561,524.86","6,014,194.91","12,288,520.44","17,824,183.61","17,890,176.01","2,170,811.61","4,507,944.80","9,166,543.47","11,664,077.92","13,875,093.05","27,506,870.50","39,007,217.00","58,216,122.78","45,814,407.46","160,238,691.37","376,069,606.65","486,772,312.70","96,840,431.50","175,945,231.03","228,938,811.27","273,437,358.06","32,404,053.70","89,522,514.81","138,721,397.49","197,634,775.57","47,795,141.57","153,003,929.62","210,250,816.92","302,462,859.17","55,491,354.68"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,"3,760,000.00",,,"240,000.00","240,000.00",,,"540,000.00","1,040,000.00",,,,,,,,,,,,,
支付其他与经营活动有关的现金,"9,208,371.48","24,066,093.55","21,708,430.23","28,603,410.42","8,048,996.12","17,612,057.14","25,956,103.02","44,827,589.81","11,818,387.40","26,990,375.22","30,922,471.92","44,413,076.99","6,196,845.72","20,106,392.47","24,261,269.78","49,264,518.05","14,138,745.72","35,028,807.55","72,058,871.29","219,810,837.87","233,519,484.66","233,675,259.57","72,633,800.11","132,557,495.74","363,989,021.06","876,993,775.32","1,196,484,534.80","1,564,466,996.81","1,926,228,431.25","2,726,937,782.48","6,331,881,351.51","6,914,696,091.94","2,443,305,884.59","3,244,127,302.40","5,984,786,634.99","9,607,558,266.76","1,999,976,976.00","819,303,419.96","3,595,728,617.00","2,995,950,816.13","4,118,729,941.15"
筹资活动现金流入小计,"100,000,000.00","180,000.00","55,000,000.00","55,000,000.00","1,310,879,000.00","1,310,879,000.00","1,310,879,000.00","1,304,554,500.00",,,,,,,,,,,,"3,760,000.00",,,"240,000.00","240,000.00",,"26,327,064.96","26,867,064.96","29,867,064.96","200,000,000.00","4,464,510,743.65","4,481,010,743.65","5,034,898,160.50","1,302,695,308.15","4,740,106,608.40","7,820,154,382.52","14,087,831,947.42","2,363,797,680.17","4,963,757,662.85","4,992,503,238.27","5,780,044,238.27","2,732,090,834.65"
经营活动现金流出小计,"38,511,081.60","89,992,041.25","74,465,242.62","101,123,805.15","27,904,602.05","66,683,323.69","98,602,721.58","163,266,533.60","52,415,687.02","105,727,807.46","147,507,256.01","207,139,747.75","48,345,614.38","110,373,314.67","159,826,245.29","221,271,737.41","56,648,116.38","119,145,769.13","208,548,445.12","410,237,314.13","304,577,676.19","377,518,534.03","292,006,497.27","523,340,428.76","514,427,516.41","1,288,588,347.26","1,945,567,454.25","2,685,787,884.36","2,494,396,381.03","3,671,500,330.95","7,662,861,968.22","8,676,427,132.43","2,948,959,123.86","4,235,753,020.09","7,468,077,107.54","11,615,200,479.70","2,603,147,163.27","2,031,506,232.97","5,274,015,379.04","5,206,597,933.93","4,888,427,008.52"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"304,000,000.00","507,188,563.77","704,000,000.00","400,000,000.00","1,638,227,000.00","3,269,676,000.00","4,930,582,307.62","1,213,873,000.00","3,265,352,000.00","5,632,522,533.82","7,209,332,533.82","1,304,724,000.00"
经营活动产生的现金流量净额,"55,596,570.99","49,909,928.01","61,075,250.68","75,588,448.34","21,858,787.76","22,209,001.83","39,525,751.83","69,872,002.07","72,554,983.69","121,728,003.61","152,737,744.79","156,049,780.11","4,040,617.96","-5,678,615.08","-6,791,429.37","20,163,754.39","-1,685,588.04","30,503,989.57","256,620,136.89","476,077,544.26","-95,909,502.15","309,290,306.71","1,898,040,992.30","2,362,917,624.68","2,053,155,717.33","3,020,639,334.76","373,616,172.77","547,373,124.97","-1,444,853,024.80","-968,946,173.91","-4,877,936,520.17","-4,227,943,122.11","111,673,256.31","-532,325,282.72","-2,167,303,150.28","-6,159,926,185.78","2,434,310,647.07","2,932,619,939.00","550,375,291.11","2,667,344,992.33","16,697,547,561.36"
分配股利、利润或偿还利息支付的现金,,"5,000.00","50,000,000.00","50,000,000.00",,,"28,000,000.00","28,000,000.00",,"21,000,000.00","21,000,000.00","21,000,000.00",,"21,000,000.00","21,000,000.00","21,000,000.00",,"33,600,000.00","33,600,000.00","33,600,000.00",,"13,440,000.00","13,440,000.00","13,440,000.00","72,576,000.00","72,576,000.00","72,576,000.00","72,576,000.00",,"191,101,607.96","195,447,532.52","226,464,446.81","5,537,041.12","168,473,834.21","198,086,646.43","262,960,495.91","29,336,874.47","164,387,039.45","292,027,667.74","376,354,651.75","23,744,687.96"
收回投资收到的现金,"10,558,550.81","36,296,642.89","393,492,758.36","395,493,832.33",,,,,,,,,,,,,,,,,,"130,000,000.00",,,"5,500,000.00","194,200,000.00","194,200,000.00","30,688,758.65","10,000,000.00","19,961,588.04","19,961,588.04","12,046,129.11",,,,"6,839,735.90","7,314,269.77","375,454,202.06","1,098,154,322.49","1,112,007,081.60","2,883,233,975.41"
支付其他与筹资活动有关的现金,,,,,"10,103,520.00","13,746,432.08","13,823,005.52",,,"127,376.61","127,376.61",,,"183,055.72","183,055.72","183,055.72",,"393,117.59","393,117.59","57,117.59",,"527,105.88","527,105.88","23,345.88","592,854.07","109,014.07","109,014.07",,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"1,707,898.60","2,117,245.30","389,374.12","212,111.11","212,111.11","651,241.76",,,"19,837,097.58","19,837,171.44","19,274,456.79",,"29,514,938.84","31,781,098.87","28,578,604.14","18,732,337.71"
筹资活动现金流出小计,,"5,000.00","50,000,000.00","50,000,000.00","10,103,520.00","13,746,432.08","41,823,005.52","28,000,000.00",,"21,127,376.61","21,127,376.61","21,000,000.00",,"21,183,055.72","21,183,055.72","21,183,055.72",,"33,993,117.59","33,993,117.59","33,657,117.59",,"13,967,105.88","13,967,105.88","13,463,345.88","73,168,854.07","72,685,014.07","72,685,014.07","72,576,000.00",,"495,101,607.96","702,636,096.29","930,464,446.81","405,537,041.12","1,806,700,834.21","3,467,762,646.43","5,193,542,803.53","1,243,209,874.47","3,429,739,039.45","5,924,550,201.56","7,585,687,185.57","1,328,468,687.96"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"40,000.00",,,,,,,,,,,,,,,,,,"9,900.00",,,,"2,000.00","13,600.00","13,600.00","17,650.00","17,650.00","5,500.00","92,592.39","1,708,802.87","3,128,096.15","67,888.50","424,686.72","914,541.33","842,463.79","35,312.00","106,846.90","591,077.74","785,147.59","27,341.38"
筹资活动产生的现金流量净额,"100,000,000.00","175,000.00","5,000,000.00","5,000,000.00","1,300,775,480.00","1,297,132,567.92","1,269,055,994.48","1,276,554,500.00",,"-21,127,376.61","-21,127,376.61","-21,000,000.00",,"-21,183,055.72","-21,183,055.72","-21,183,055.72",,"-33,993,117.59","-33,993,117.59","-29,897,117.59",,"-13,967,105.88","-13,727,105.88","-13,223,345.88","-73,168,854.07","-46,357,949.11","-45,817,949.11","-42,708,935.04","200,000,000.00","3,969,409,135.69","3,778,374,647.36","4,104,433,713.69","897,158,267.03","2,933,405,774.19","4,352,391,736.09","8,894,289,143.89","1,120,587,805.70","1,534,018,623.40","-932,046,963.29","-1,805,642,947.30","1,403,622,146.69"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,"-3,016.00",,,,"-741,629.76","228,865.48","-70,049.33","1,755,537.25","3,459,740.00","-207,436.50","730,047.40","154,331.74","2,454,178.68","-886,812.72","-1,763,847.86","-11,174,759.08","-14,399,744.25","-7,910,929.20","1,898,661.44","10,165,229.63","9,439,995.10","-4,451,268.14"
收到其他与投资活动有关的现金,,,,,,,,,,,,"41,100,000.00","60,583,397.26","60,583,397.26","60,583,397.26","60,583,397.26",,,,,,,"200,000,000.00","200,000,000.00","160,000,000.00","160,000,000.00","263,300,000.00","10,002,544,747.43","100,000,000.00","100,000,000.00","100,000,000.00","241,982,043.88","10,504,287.77","412,444,957.65","642,444,957.65","924,735,728.65","241,275,600.00","958,275,600.00","1,974,275,600.00","1,739,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,558,550.81","36,336,642.89","393,492,758.36","395,493,832.33",,,,,,,,"41,100,000.00","60,583,397.26","60,583,397.26","60,583,397.26","60,583,397.26",,,,"9,900.00",,"130,000,000.00","200,000,000.00","200,002,000.00","165,513,600.00","355,921,498.60","459,634,895.30","10,033,640,530.20","110,217,611.11","120,266,291.54","122,321,632.67","257,156,269.14","10,572,176.27","432,706,741.95","663,196,670.42","951,692,385.13","248,625,181.77","1,363,351,587.80","3,104,802,099.10","2,880,370,833.33","2,901,993,654.50"
五、现金及现金等价物净增加额,"152,532,692.53","44,715,802.75","54,581,395.57","69,480,187.70","1,320,832,186.85","1,312,190,280.84","1,294,073,873.40","1,271,125,591.54","-67,892,525.91","-41,047,831.60","-20,622,960.05","-59,056,818.32","63,319,800.22","28,156,510.80","21,870,455.51","45,470,272.19","-2,659,715.63","-138,209,154.60","14,810,316.60","219,518,948.45","-98,232,249.93","418,502,063.35","2,074,870,879.00","2,287,808,498.66","1,875,468,446.14","2,564,031,574.63","-362,325,594.51","9,669,358,406.66","-1,169,092,439.83","1,543,251,675.79","-2,739,521,824.83","-1,938,669,817.42","929,363,137.56","2,435,433,458.92","2,122,243,032.92","2,650,325,621.64","3,292,700,483.54","3,508,125,716.87","-1,614,266,276.77","-304,729,632.52","18,731,030,560.43"
购建固定资产、无形资产和其他长期资产支付的现金,"7,870,859.27","8,629,923.76","3,542,875.25","5,158,354.75","1,802,080.91","7,151,288.91","11,396,412.91","72,318,910.53","140,447,509.60","141,648,458.60","152,233,328.23","175,206,598.43","1,304,215.00","5,565,215.66","10,738,456.66","14,093,823.74","974,127.59","4,720,026.58","7,816,702.70","26,668,362.22","2,322,747.78","6,821,137.48","9,443,007.42","12,935,116.83","24,460,882.60","70,702,877.45","136,115,867.88","195,734,984.22","34,249,589.64","1,283,207,624.93","1,441,765,261.08","1,641,655,243.82","54,153,749.33","131,589,926.64","188,867,464.23","249,240,849.84","126,594,221.80","151,745,880.20","165,191,433.45","197,721,488.12","12,434,935.79"
期初现金及现金等价物余额,"2,603,535.33","155,136,227.86","199,852,030.61","199,852,030.61","269,332,218.31","269,332,218.31","269,332,218.31","269,332,218.31","1,540,457,809.85","1,540,457,809.85","1,540,457,809.85","1,540,457,809.85","1,481,400,991.53","1,481,400,991.53","1,481,400,991.53","1,481,400,991.53","1,526,871,263.72","1,526,871,263.72","1,526,871,263.72","1,526,871,263.72","1,746,390,212.17","1,746,390,212.17","1,746,390,212.17","1,746,390,212.17","4,034,198,710.83","4,034,198,710.83","4,034,198,710.83","4,034,198,710.83","13,703,557,117.49","13,703,557,117.49","13,703,557,117.49","13,703,557,117.49","11,764,887,300.07","11,764,887,300.07","11,764,887,300.07","11,764,887,300.07","14,415,212,921.71","14,415,212,921.71","14,415,212,921.71","14,415,212,921.71","14,110,483,289.19"
投资支付的现金,"5,751,570.00","33,075,844.39","394,660,000.00","394,660,000.00",,,"3,111,460.00",,,,,,,,,,,"130,000,000.00","200,000,000.00",,,,,"88,211,033.55","25,000,000.00","490,500,000.00","810,500,000.00","325,000,000.00",,"25,000,000.00","40,664,202.00","12,664,202.00","35,000,000.00","35,000,000.00","35,000,000.00","39,000,000.00","9,040,000.00","438,739,214.57","1,150,092,499.87","1,570,521,017.86","2,239,513,267.69"
期末现金及现金等价物余额,"155,136,227.86","199,852,030.61","254,433,426.18","269,332,218.31","1,590,164,405.16","1,581,522,499.15","1,563,406,091.71","1,540,457,809.85","1,472,565,283.94","1,499,409,978.25","1,519,834,849.80","1,481,400,991.53","1,544,720,791.75","1,509,557,502.33","1,503,271,447.04","1,526,871,263.72","1,524,211,548.09","1,388,662,109.12","1,541,681,580.32","1,746,390,212.17","1,648,157,962.24","2,164,892,275.52","3,821,261,091.17","4,034,198,710.83","5,909,667,156.97","6,598,230,285.46","3,671,873,116.32","13,703,557,117.49","12,534,464,677.66","15,246,808,793.28","10,964,035,292.66","11,764,887,300.07","12,694,250,437.63","14,200,320,758.99","13,887,130,332.99","14,415,212,921.71","17,707,913,405.25","17,923,338,638.58","12,800,946,644.94","14,110,483,289.19","32,841,513,849.62"
