科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"2,628,691.67","4,091,296.70","6,428,720.32","8,332,375.94","10,962,733.37","4,019,933.13","7,606,226.58","12,856,302.88","18,374,236.74","9,112,127.40","15,902,744.67","22,086,016.09","29,720,114.82","11,237,608.52","18,943,533.33","27,485,039.27","36,849,549.23","14,151,534.25","23,823,694.70","35,652,372.78","48,322,593.15","17,372,340.20","31,701,032.39","43,104,485.26","64,260,474.19","24,447,532.08","41,757,291.61","57,160,399.73","79,821,129.78","24,004,059.50","46,284,611.44","68,958,258.37"
取得借款收到的现金,"14,200,000.00","20,000,000.00","63,200,000.00","41,470,000.00","77,470,000.00","10,000,000.00","30,000,000.00","40,000,000.00","70,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00","160,144,332.82","218,688,324.67","36,185,419.33","65,915,918.29","115,699,576.69","211,852,820.69","106,256,783.99","398,718,153.21","571,790,614.31","764,217,611.58","97,278,611.51","251,578,676.30","358,595,948.61","423,313,433.02","400,040,762.92","578,450,818.95","823,758,753.32"
支付的各项税费,"2,517,682.33","13,767,386.42","29,322,033.23","18,584,905.17","27,174,898.29","11,564,614.26","21,545,047.32","30,446,027.82","42,074,011.23","7,669,356.64","23,729,278.58","33,599,463.19","50,650,984.82","9,321,557.10","23,666,440.32","47,675,581.14","62,393,570.04","14,772,085.27","30,740,603.73","46,891,980.05","58,159,182.61","15,190,827.66","26,123,138.46","41,710,924.68","58,848,119.16","23,210,802.20","51,277,985.68","59,040,739.97","96,565,791.72","37,482,706.12","41,626,455.31","58,944,840.45"
收到其他与筹资活动有关的现金,,,,,,,"1,004,157.62","1,289,157.62","2,860,201.14",,,,"11,453,527.92","213,684.05",,,"7,972,028.79","385,110.00","1,446,866.58","551,612.32","1,444,136.96",,,,"480,578.59","38,425.37","75,914.37","113,005.29","149,107.64",,,
支付其他与经营活动有关的现金,"10,827,481.49","23,004,762.03","21,348,359.11","12,652,249.36","22,463,838.78","5,863,758.21","19,443,696.05","21,849,920.09","38,315,701.88","668,505.40","19,688,688.66","42,506,007.30","63,335,748.45","52,199,065.13","36,371,525.04","79,704,958.82","60,676,047.66","24,647,345.49","26,838,211.60","56,776,896.15","138,470,809.31","39,811,908.20","61,269,414.82","171,212,786.72","210,144,350.35","21,334,614.71","34,401,037.56","84,117,041.90","147,070,595.67","158,339,172.13","197,807,496.90","256,623,215.91"
筹资活动现金流入小计,"14,200,000.00","45,000,000.00","98,030,000.00","41,470,000.00","77,470,000.00","688,480,000.00","709,484,157.62","719,769,157.62","751,340,201.14","32,450,000.00","62,563,800.00","62,563,800.00","73,727,177.92","100,213,684.05","101,302,360.00","165,257,379.82","232,862,889.84","46,982,129.33","78,704,142.31","127,592,546.45","224,638,515.09","106,256,783.99","398,718,153.21","573,290,614.31","767,198,190.17","99,317,036.88","649,934,234.67","758,088,597.90","827,742,186.66","400,040,762.92","578,450,818.95","824,358,753.32"
经营活动现金流出小计,"58,953,524.10","104,009,045.25","159,186,045.02","100,233,162.69","156,211,871.26","54,722,744.79","131,876,958.34","218,038,050.90","289,394,954.85","67,683,229.04","149,903,880.83","232,247,061.41","296,539,899.30","154,978,719.23","277,881,797.61","508,261,617.32","505,482,563.10","184,205,010.64","284,524,225.96","706,006,592.31","1,154,181,618.97","321,452,353.92","704,780,027.30","1,204,388,167.47","1,634,153,823.90","265,538,361.50","516,566,903.04","809,045,974.81","1,237,551,796.18","463,055,617.43","836,109,606.01","1,334,958,226.85"
偿还债务支付的现金,"8,000,000.00","19,200,000.00","15,000,000.00","63,200,000.00","74,670,000.00","20,000,000.00","96,000,000.00","96,000,000.00","96,000,000.00","10,000,000.00","10,000,000.00","80,000,000.00","90,000,000.00","100,000,000.00","100,000,000.00","119,592,508.99","146,339,511.51","26,227,504.34","72,907,907.92","104,839,096.61","155,599,739.45","31,067,307.87","123,613,524.09","313,929,318.67","440,446,887.09","110,294,639.02","271,749,923.68","424,501,201.47","573,416,552.64","87,835,356.63","213,519,089.32","358,053,943.82"
经营活动产生的现金流量净额,"1,851,031.87","3,585,336.84","13,996,994.87","26,722,671.67","6,932,054.38","5,233,364.44","7,480,825.53","-29,621,403.79","-60,893,947.38","-4,461,438.52","-1,637,466.02","1,679,427.28","34,738,160.19","-33,510,192.91","6,395,386.96","-2,757,534.50","-14,083,839.31","-20,449,201.91","70,273,500.16","127,673,723.52","48,634,853.67","-15,879,197.72","-102,671,920.81","-110,834,385.28","-37,810,998.84","21,242,205.95","-54,124,851.42","-9,170,728.35","32,791,264.82","-76,974,101.74","-39,064,027.71","-54,087,583.57"
分配股利、利润或偿还利息支付的现金,"922,813.53","1,097,066.70","1,505,086.31","11,745,555.04","12,454,144.03","934,700.74","1,755,076.83","27,120,306.72","29,754,889.05","845,927.79","1,928,328.48","3,849,050.74","3,900,072.96","33,333.33","33,333.33","20,977,565.38","23,572,529.33","615,000.00","3,590,036.16","23,043,759.02","29,135,272.96","2,166,741.25","14,953,107.99","19,663,927.00","28,938,433.98","5,704,401.93","16,485,866.63","22,143,103.29","23,308,564.86","4,092,030.91","19,452,804.18","24,821,464.33"
收回投资收到的现金,,,"400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,300,165.06"
支付其他与筹资活动有关的现金,,,"150,000.00","19,781.02","21,414.52",,"3,958,000.00","5,543,413.68","5,478,000.00","140,000.00","140,000.00","140,000.00","140,000.00",,,"140,000.00","135,000.00",,"3,652,731.75","3,652,731.75","8,021,715.75",,,,,,"53,009.20","53,009.20","53,009.20",,,
取得投资收益收到的现金,,,"18,725.81",,,,,,,,"919,350.59","919,350.59",,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"8,922,813.53","20,297,066.70","16,655,086.31","74,965,336.06","87,145,558.55","20,934,700.74","101,713,076.83","128,663,720.40","131,232,889.05","10,985,927.79","12,068,328.48","83,989,050.74","94,040,072.96","100,033,333.33","100,033,333.33","140,710,074.37","170,047,040.84","26,842,504.34","80,150,675.83","131,535,587.38","192,756,728.16","33,234,049.12","138,566,632.08","333,593,245.67","469,385,321.07","115,999,040.95","288,288,799.51","446,697,313.96","596,778,126.70","91,927,387.54","232,971,893.50","382,875,408.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"2,100.00","5,860.00","51,000.00",,-112.69,,,"6,000.00","6,000.00",,"12,000.00","12,000.00","12,000.00",,,"27,633.00","27,633.00",,,,,,,,,"12,050.00",,,"12,050.00",,"2,600.00","482,600.00"
筹资活动产生的现金流量净额,"5,277,186.47","24,702,933.30","81,374,913.69","-33,495,336.06","-9,675,558.55","667,545,299.26","607,771,080.79","591,105,437.22","620,107,312.09","21,464,072.21","50,495,471.52","-21,425,250.74","-20,312,895.04","180,350.72","1,269,026.67","24,547,305.45","62,815,849.00","20,139,624.99","-1,446,533.52","-3,943,040.93","31,881,786.93","73,022,734.87","260,151,521.13","239,697,368.64","297,812,869.10","-16,682,004.07","361,645,435.16","311,391,283.94","230,964,059.96","308,113,375.38","345,478,925.45","441,483,345.17"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,"39,409.57",234.64,"111,915.35","525,291.65","904,253.76","-8,354.45","-560,003.33","675,359.31","-559,847.12","-95,353.27","1,144,967.36","-4,676,381.04","-9,239,789.81","-940,874.59","-2,415,019.90","-3,092,309.45","-6,343,288.98","-1,381,356.01","-1,546,584.18","-1,498,478.05"
收到其他与投资活动有关的现金,,,"10,000,000.00","6,000,000.00","6,000,000.00",,,,"2,610,016.00","3,203,573.59","3,392,915.00","3,392,915.00","3,685,670.59",,"2,943,649.00","2,943,649.00","5,704,664.00",,,"5,009,981.00","101,939,981.00","11,440,000.00","11,440,000.00","29,855,319.00","34,011,360.00","25,591,572.00","45,401,730.00","45,401,730.00","55,723,902.50","35,331,546.65","40,331,546.65","39,431,554.48"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,100.00","5,860.00","10,469,725.81","6,000,000.00","5,999,887.31",,,"6,000.00","2,616,016.00","3,203,573.59","4,324,265.59","4,324,265.59","3,697,670.59",,"2,943,649.00","2,971,282.00","5,732,297.00",,,"5,009,981.00","101,939,981.00","11,440,000.00","11,440,000.00","29,855,319.00","34,011,360.00","25,603,622.00","45,401,730.00","45,401,730.00","55,735,952.50","35,331,546.65","40,334,146.65","51,214,319.54"
五、现金及现金等价物净增加额,"646,510.10","5,053,195.69","63,466,938.49","-29,194,338.27","-37,300,553.62","652,974,359.21","569,321,513.09","484,847,005.36","447,552,483.57","6,947,222.91","15,311,897.49","-60,596,479.33","-23,241,571.96","-38,862,673.70","-86,996,778.91","-137,726,168.60","-201,917,012.97","-63,641,585.18","-69,691,315.46","-59,073,410.74","-85,409,437.37","-12,975,045.67","56,890,472.44","4,143,625.53","92,359,003.48","-34,825,214.36","230,941,645.40","157,133,841.12","78,815,365.65","218,223,339.86","79,338,833.10","100,716,722.74"
购建固定资产、无形资产和其他长期资产支付的现金,"6,483,808.24","23,240,934.45","23,937,995.88","27,121,673.88","39,256,936.76","14,904,304.49","40,630,393.23","71,243,028.07","108,876,897.14","10,492,664.37","35,586,150.60","42,890,698.46","39,119,694.27","5,533,066.15","40,882,950.89","51,550,739.20","72,504,481.42","18,055,047.54","20,865,066.55","39,977,106.76","50,538,954.48","11,703,760.77","20,573,267.31","40,145,689.76","67,546,693.39","28,350,710.45","81,217,895.24","98,020,289.82","122,893,792.71","22,470,540.32","37,440,490.41","111,971,743.65"
期初现金及现金等价物余额,"58,557.71","705,067.81","5,758,263.50","69,225,201.99","69,225,201.99","31,924,648.37","31,924,648.37","31,924,648.37","31,924,648.37","484,503,814.20","479,477,131.94","479,477,131.94","479,477,131.94","456,235,559.98","458,709,629.28","458,709,629.28","456,235,559.98","254,318,547.01","254,318,547.01","254,318,547.01","254,318,547.01","168,909,109.64","202,921,407.89","202,921,407.89","168,909,109.64","261,264,298.44","261,268,113.12","261,268,113.12","261,268,113.12","350,048,856.34","340,083,478.77","340,083,478.77"
投资支付的现金,,,"18,436,700.00","1,300,000.00","1,300,000.00",,,,,,,,,,,,,"1,448,260.27","15,596,549.61","14,179,760.27","21,182,702.82","97,575,000.00","110,051,950.15","108,131,163.75","14,162,657.30","20,000,000.00","20,000,000.00","70,000,000.00","70,000,000.00","20,000,000.00","219,000,000.00","220,000,000.00"
期末现金及现金等价物余额,"705,067.81","5,758,263.50","69,225,201.99","40,030,863.72","31,924,648.37","684,899,007.58","601,246,161.46","516,771,653.73","479,477,131.94","491,451,037.11","494,789,029.43","418,880,652.61","456,235,559.98","417,372,886.28","371,712,850.37","320,983,460.68","254,318,547.01","190,676,961.83","184,627,231.55","195,245,136.27","168,909,109.64","155,934,063.97","259,811,880.33","207,065,033.42","261,268,113.12","226,439,084.08","492,209,758.52","418,401,954.24","340,083,478.77","568,272,196.20","419,422,311.87","440,800,201.51"
