科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
实收资本(或股本),"53,370,525.00","53,370,525.00","53,370,525.00","53,370,525.00","53,370,525.00","71,170,525.00","71,170,525.00","71,739,881.00","71,739,881.00"
油气资产,,,,,,,,,
资本公积,"6,798,424.85","6,457,213.85","6,763,975.85","6,763,975.85","6,763,975.85","892,241,061.78","896,666,444.01","995,317,081.08","1,008,263,887.58"
无形资产,"11,083,619.29","12,130,195.34","11,900,740.57","12,893,041.43","12,987,780.92","13,157,639.92","13,158,299.99","13,856,917.86","14,074,600.07"
盈余公积,"17,230,890.30","26,685,262.50","26,685,262.50","26,685,262.50","26,685,262.50","35,585,262.50","35,585,262.50","35,585,262.50","35,585,262.50"
开发支出,,,,,,,,,
减:库存股,,,,,,,,"78,053,014.04","78,053,014.04"
商誉,,,"3,808,266.80","3,808,266.80","3,808,266.80","3,808,266.80","3,808,266.80","3,808,266.80","3,808,266.80"
未分配利润,"126,596,976.54","250,929,868.08","395,907,594.38","644,028,798.79","812,451,568.00","927,472,086.55","1,091,450,605.29","932,690,708.41","1,076,797,863.73"
长期待摊费用,,"215,749.67","342,744.01","1,382,912.06","1,014,173.72","6,612,873.95","5,563,184.73","4,893,617.29","4,158,226.53"
少数股东权益,,,"8,475,243.88","52,777,812.40","90,958,046.82","126,556,476.68","99,448,885.88","132,679,483.02","121,091,492.09"
递延所得税资产,"14,102,544.00","12,321,023.74","13,409,599.19","26,250,512.14","27,922,853.50","36,561,872.49","38,598,523.05","49,187,901.18","58,955,300.04"
外币报表折算价差,,,,,,,,,
其他非流动资产,,,,,"48,402,491.59","1,732,185.92","1,917,182.50","35,840,501.97","148,593,525.80"
非正常经营项目收益调整,,,,,,,,,
非流动资产合计,"77,113,327.92","89,504,230.76","138,895,688.43","147,555,424.84","201,503,991.63","448,646,935.53","452,789,988.08","591,507,322.48","722,981,711.94"
所有者权益(或股东权益)合计,"203,996,816.69","337,442,869.43","491,202,601.61","783,626,374.54","990,229,378.17","2,053,025,412.51","2,194,321,722.68","2,089,959,410.06","2,235,425,542.60"
资产总计,"321,627,840.25","453,864,081.20","619,820,885.64","1,084,977,997.45","1,334,520,519.05","2,643,045,104.16","2,673,067,802.77","2,696,258,791.64","2,886,634,581.00"
负债和所有者(或股东权益)合计,"321,627,840.25","453,864,081.20","619,820,885.64","1,084,977,997.45","1,334,520,519.05","2,643,045,104.16","2,673,067,802.77","2,696,258,791.64","2,886,634,581.00"
