科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他流动资产,"251,753.59","727,874.44","2,403,878.45","231,205.88","1,974,050.45","216,728.87","366,926.54","693,764.26","800,652.69","332,780,194.41","269,598,964.97","365,509,322.27","321,584,113.99","365,931,977.40"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"427,957,947.47","490,195,424.34","546,820,027.07","566,798,042.37","888,783,459.04","898,672,153.41","889,641,864.69","889,914,401.36","903,708,116.78","901,928,254.96","905,805,690.82","917,599,956.13","960,792,457.85","950,318,322.90"
流动负债合计,"64,506,616.15","60,087,570.10","66,348,982.47","49,260,622.88","53,174,670.84","54,396,623.84","55,017,906.70","54,280,028.82","57,598,857.90","53,165,428.88","53,268,938.92","53,042,083.76","82,556,957.77","63,152,710.49"
可供出售金融资产,,,,,,,,,,"7,000,000.00","7,000,000.00","7,000,000.00","7,000,000.00",
长期借款,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"123,952,602.00","127,526,193.19","141,022,720.03","132,828,618.03","129,659,458.75","126,258,118.54","130,882,835.12","128,758,817.23","128,656,696.78","128,815,346.72","126,357,968.39","124,620,786.94","122,764,902.39","121,422,472.79"
递延所得税负债,,,,,,,,,,,,,,
在建工程,"2,288,870.00","10,084,692.75","7,996,526.74","9,919,531.99","10,213,476.21","10,637,808.78","3,763,759.91","5,482,153.07","2,523,453.07","354,435.99","735,810.75","461,548.75","933,669.98","320,577.98"
其他非流动负债,,,"10,000,000.00","10,000,000.00",,,,,,,,,,
工程物资,,,,,,,,,,,,,,
非流动负债合计,"32,776,412.29","30,921,143.67","45,065,875.05","39,675,389.11","29,019,264.93","28,497,219.33","27,975,198.77","27,453,165.69","26,931,132.63","26,409,099.57","25,887,066.51","25,365,033.45","24,843,000.39","24,843,000.39"
固定资产清理,,,,,,,,,,,,,,
负债合计,"97,283,028.44","91,008,713.77","111,414,857.52","88,936,011.99","82,193,935.77","82,893,843.17","82,993,105.47","81,733,194.51","84,529,990.53","79,574,528.45","79,156,005.43","78,407,117.21","107,399,958.16","87,995,710.88"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"152,520,000.00","152,520,000.00","152,520,000.00","152,520,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00","203,360,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"156,510,319.11","156,510,319.11","156,510,319.11","156,506,473.99","411,680,046.78","411,681,461.73","411,680,046.78","411,680,046.78","411,972,063.67","411,972,063.67","411,972,063.67","411,972,063.67","411,972,063.67","411,972,063.67"
无形资产,"18,502,854.16","20,164,779.08","20,863,927.69","20,883,005.47","20,660,864.60","20,444,335.02","20,229,732.18","20,016,868.49","32,595,211.92","32,830,790.70","32,406,318.52","31,940,555.47","31,541,258.71","30,994,516.97"
盈余公积,"16,370,259.57","24,057,046.02","30,025,245.30","30,025,245.30","36,689,553.10","36,689,553.10","36,689,553.10","36,689,553.10","42,325,292.97","42,325,292.97","42,325,292.97","42,325,292.97","46,731,130.27","46,731,130.27"
开发支出,,,,,,,,,"975,950.15","975,950.15","975,950.15","1,564,594.53","975,950.15","975,950.15"
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"140,740,356.13","214,351,815.34","257,550,893.16","294,549,305.31","306,413,081.93","312,249,572.05","300,753,028.56","315,172,540.27","316,660,068.83","320,788,529.78","320,615,783.43","331,182,394.79","340,351,217.44","346,773,862.62"
长期待摊费用,,,,,,,,,,,,,,
少数股东权益,"11,820,955.58","12,558,287.22","14,686,688.90","13,258,717.67","13,351,349.10","13,342,803.95","13,761,914.84","471,621.72","14,563,244.66","18,757,290.65","20,817,491.68","20,827,166.77","20,133,210.87","20,218,506.57"
递延所得税资产,"1,891,069.80","2,383,516.70","4,753,227.06","4,714,981.00","3,719,132.68","3,553,242.85","4,067,881.45","4,283,140.83","4,299,656.56","4,221,351.60","4,313,323.15","4,235,018.19","5,287,765.93","5,367,857.82"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"651,575.40","651,575.40","1,251,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40","651,575.40"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"147,286,971.36","160,810,757.12","175,887,976.92","168,997,711.89","164,904,507.64","161,545,080.59","159,595,784.06","159,192,555.02","169,702,543.88","174,849,450.56","172,440,946.36","170,474,079.28","169,155,122.56","166,732,951.11"
所有者权益(或股东权益)合计,"477,961,890.39","559,997,467.69","611,293,146.47","646,859,742.27","971,494,030.91","977,323,390.83","966,244,543.28","967,373,761.87","988,880,670.13","997,203,177.07","999,090,631.75","1,009,666,918.20","1,022,547,622.25","1,029,055,563.13"
资产总计,"575,244,918.83","651,006,181.46","722,708,003.99","735,795,754.26","1,053,687,966.68","1,060,217,234.00","1,049,237,648.75","1,049,106,956.38","1,073,410,660.66","1,076,777,705.52","1,078,246,637.18","1,088,074,035.41","1,129,947,580.41","1,117,051,274.01"
负债和所有者(或股东权益)合计,"575,244,918.83","651,006,181.46","722,708,003.99","735,795,754.26","1,053,687,966.68","1,060,217,234.00","1,049,237,648.75","1,049,106,956.38","1,073,410,660.66","1,076,777,705.52","1,078,246,637.18","1,088,074,035.41","1,129,947,580.41","1,117,051,274.01"
