科目,2008-12-31,2009-06-30,2009-12-31,2010-06-30,2010-12-31,2011-06-30,2011-12-31,2012-06-30,2012-12-31,2013-06-30,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应交税费,"1,531,132.78","1,697,238.65","3,328,772.94","3,115,086.64","3,609,706.53","2,167,416.91","5,236,302.15","2,853,156.98","4,752,448.32","3,036,610.08","6,215,884.74","1,853,389.77","7,107,406.56","1,699,574.78","2,735,846.38","3,607,173.51","3,421,658.31","489,561.19","1,203,645.80","3,156,083.98","6,779,310.79","3,550,845.87","5,385,724.66","4,623,861.05"
应收利息,,,,,,,,,,,,,,,,,,,,,,"390,618.75",,
应付利息,,,,,,,"59,600.00","51,449.69","62,209.06","67,300.00","64,208.33","80,750.00","70,666.66",,,,85.71,,,,65.69,,59.72,62.50
应收股利,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,7.39,7.38,7.38,7.38,16.83,16.83,16.83,16.83,36.34,36.34
存货,"7,827,243.41","6,861,145.44","7,245,571.20","9,425,955.95","11,489,055.47","14,440,456.00","15,160,178.30","18,018,154.71","16,040,950.94","18,225,151.50","19,764,507.94","25,718,832.88","24,084,774.46","26,427,641.18","29,982,018.12","31,268,743.99","30,382,609.24","33,649,414.34","29,921,195.66","29,595,022.88","29,388,541.95","32,733,141.14","34,632,556.14","36,702,382.15"
其他应付款,"192,984.74","158,963.37","212,087.65","234,098.57","220,309.94","141,413.49","114,210.21","183,038.59","347,926.38","380,306.12","597,402.17","554,311.77","1,211,801.08","269,736.07","1,868,955.59","1,535,451.73","1,958,526.38","1,152,732.68","1,798,212.29","601,479.15","34,575,954.70","34,580,359.01","34,345,012.04","34,217,326.91"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,"20,000.13",,,,,"72,000.00",,"36,000.00",,,,,,"67,200.00","52,685.71","35,123.80","17,561.89"
一年内到期的非流动负债,,,,,,,,"8,000,000.00",,"1,000,000.00","1,000,000.00",,,,,,,,,,,,,
其他流动资产,,,,,"4,000,000.00",,,,,,,,,"54,000.00","157,000.00",,"4,800.00",,,,"13,532.79","27,186.26","26,294.00","26,294.00"
其他流动负债,,,,,"20,301.60",,,,,,,,,,,,,,,,,,,
流动资产合计,"29,400,959.99","29,394,483.23","46,360,659.15","48,180,484.90","72,800,107.12","95,310,240.13","118,658,806.04","119,922,737.36","144,733,839.03","86,639,069.61","96,446,022.56","98,644,897.35","129,071,753.09","124,072,903.56","245,581,644.32","258,361,381.07","281,711,466.08","284,298,854.06","271,616,509.76","318,827,421.13","351,749,158.79","345,136,915.23","355,400,857.16","365,397,582.01"
流动负债合计,"7,720,236.11","5,788,441.35","8,378,098.68","9,902,768.23","24,114,951.60","27,837,626.46","38,098,700.69","38,996,048.24","49,749,014.95","55,598,966.21","61,406,986.05","63,992,187.20","70,941,479.64","56,732,594.25","21,294,786.14","22,029,833.14","30,033,351.48","25,874,153.71","14,837,427.87","16,251,763.69","64,780,402.93","52,840,378.91","59,203,338.80","57,497,020.63"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,"9,000,000.00","10,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,"12,370,255.56","12,310,098.18","12,189,783.42","12,099,547.35","12,009,311.28","11,919,075.21","11,828,839.14","11,738,603.07","11,648,367.00","11,558,130.94","11,467,894.89","11,377,658.83"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"18,924,484.28","19,336,491.71","20,727,863.37","21,026,010.39","21,798,397.02","21,317,725.71","21,606,662.26","21,076,962.16","23,352,270.89","24,792,290.20","107,030,771.70","110,953,984.14","100,087,081.67","97,640,417.60","97,799,662.74","97,975,144.68","101,500,681.71","102,681,372.22","102,342,291.39","102,796,406.74","100,944,036.01","103,694,884.13","101,522,130.67","100,150,952.42"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,"64,834,400.00","81,196.58",,"75,030.38","75,030.38","499,030.38","1,194,401.00",,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,"9,000,000.00","10,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"7,720,236.11","5,788,441.35","8,378,098.68","9,902,768.23","24,114,951.60","36,837,626.46","48,098,700.69","39,996,048.24","50,749,014.95","55,598,966.21","61,406,986.05","63,992,187.20","70,941,479.64","56,732,594.25","21,294,786.14","22,029,833.14","30,033,351.48","25,874,153.71","14,837,427.87","16,251,763.69","64,780,402.93","52,840,378.91","59,203,338.80","57,497,020.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00","40,800,000.00","81,600,000.00","81,600,000.00","81,600,000.00","163,200,000.00","165,631,800.00","165,631,800.00","165,631,800.00","165,631,800.00","165,631,800.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","34,113.56","148,437,713.56","107,637,713.56","107,637,713.56","107,637,713.56","26,037,713.56","57,067,481.56","59,047,042.86","60,381,142.86","61,715,242.86","63,049,342.86"
无形资产,"2,433,333.49","2,233,333.51","2,033,333.53","1,833,333.55","1,633,333.57","1,433,333.59","1,593,031.42","1,373,932.42","1,240,552.64","1,724,533.77","1,457,900.30","1,825,044.33","1,526,018.60","1,376,505.74","2,287,025.25","2,506,542.30","2,814,992.61","3,061,522.14","3,045,219.14","2,945,155.46","3,785,167.84","3,549,660.49","3,659,046.37","4,754,039.87"
盈余公积,"3,134,156.30","3,134,156.30","4,954,436.07","4,260,464.94","6,335,194.51","6,084,657.10","7,762,360.07","7,808,433.03","10,633,645.97","10,633,645.97","13,777,363.28","13,777,363.28","17,122,043.73","19,009,729.13","17,122,043.73","17,122,043.73","21,152,436.64","32,647,992.07","21,152,436.64","21,152,436.64","25,417,563.68","25,417,563.68","25,417,563.68","25,417,563.68"
开发支出,,,,,,,,,,,,,,,,,,,,,"2,279,401.86","4,858,545.32","7,635,252.44","11,184,198.85"
减:库存股,,,,,,,,,,,,,,,,,,,,,"33,461,568.00","33,461,568.00","33,461,568.00","33,461,568.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"9,430,271.79","11,547,597.26","25,275,207.78","26,342,482.17","35,227,578.12","44,648,488.22","57,053,598.80","65,174,747.21","79,169,781.20","82,520,422.74","102,027,772.22","104,972,799.99","127,431,614.17","131,155,350.46","133,628,484.69","145,793,628.53","160,045,103.57","155,021,217.18","166,194,716.34","176,548,877.24","192,516,049.93","198,619,499.78","203,292,059.68","217,381,181.71"
长期待摊费用,"160,000.00","140,000.02","120,000.04","100,000.06","80,000.08","60,000.10","449,291.79","353,479.18","297,666.71","241,854.21",,"108,000.00",,,,"18,000.00","134,400.00","121,200.00","103,200.00","85,200.00",,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,,,,,,"53,896.66","1,160,957.84","814,146.03","1,477,085.42","990,695.40","2,569,641.58","1,653,549.69","2,738,326.57","2,056,831.94","1,955,224.44","2,340,185.30","1,643,989.91","897,902.46","1,662,439.43","1,700,341.91","2,877,651.48","2,672,543.51","3,126,191.84","2,906,632.40"
外币报表折算价差,,,,,,"-29,689.15","-80,023.77","-72,084.89",,"-164,305.29",,"-190,988.52",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"697,563.86",,"1,272,340.44",,"1,861,129.15","296,675.72","2,673,822.71","572,757.71","358,110.79","623,030.73"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"21,517,817.77","21,709,825.24","22,881,196.94","22,959,344.00","23,511,730.67","22,864,956.06","24,809,943.31","23,618,519.79","26,367,575.66","92,583,773.58","111,139,510.16","114,540,578.16","116,796,712.78","113,458,883.84","115,428,290.09","116,133,820.63","119,375,715.95","118,681,072.03","120,843,118.25","119,562,382.90","124,208,446.90","126,906,522.10","127,768,627.00","130,996,513.10"
所有者权益(或股东权益)合计,"43,198,541.65","45,315,867.12","60,863,757.41","61,237,060.67","72,196,886.19","81,337,569.73","95,370,048.66","103,545,208.91","120,352,399.74","123,623,876.98","146,178,546.67","149,193,288.31","174,926,986.23","180,799,193.15","339,715,148.27","352,465,368.56","371,053,830.55","377,105,772.38","377,622,200.14","422,138,040.34","411,177,202.76","419,203,058.42","423,966,145.36","438,897,074.48"
资产总计,"50,918,777.76","51,104,308.47","69,241,856.09","71,139,828.90","96,311,837.79","118,175,196.19","143,468,749.35","143,541,257.15","171,101,414.69","179,222,843.19","207,585,532.72","213,185,475.51","245,868,465.87","237,531,787.40","361,009,934.41","374,495,201.70","401,087,182.03","402,979,926.09","392,459,628.01","438,389,804.03","475,957,605.69","472,043,437.33","483,169,484.16","496,394,095.11"
负债和所有者(或股东权益)合计,"50,918,777.76","51,104,308.47","69,241,856.09","71,139,828.90","96,311,837.79","118,175,196.19","143,468,749.35","143,541,257.15","171,101,414.69","179,222,843.19","207,585,532.72","213,185,475.51","245,868,465.87","237,531,787.40","361,009,934.41","374,495,201.70","401,087,182.03","402,979,926.09","392,459,628.01","438,389,804.03","475,957,605.69","472,043,437.33","483,169,484.16","496,394,095.11"
