科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"48,386,546.40","59,880,177.74","63,230,286.69","13,245,073.42","28,591,111.50","44,924,160.82","62,773,659.44","13,036,471.86","30,215,338.94","48,242,544.32","75,894,919.01","20,339,845.30","50,496,463.85","81,197,594.11","117,551,029.07","25,798,536.34","61,019,832.16"
取得借款收到的现金,"220,500,000.00","122,000,000.00","162,000,000.00",,"15,000,000.00","15,000,000.00","54,000,000.00",,"10,000,000.00","10,000,000.00","34,000,000.00",,,,"30,000,000.00","35,000,000.00","95,000,000.00"
支付的各项税费,"28,986,758.97","41,128,294.28","52,558,857.77","13,074,029.60","30,393,683.43","46,075,391.65","50,884,837.25","8,601,457.53","25,344,250.69","41,340,578.42","46,463,960.33","11,216,173.83","24,853,205.21","44,228,515.92","51,749,363.88","18,577,569.74","42,785,541.94"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"31,461,059.29","35,743,928.60","28,449,260.96","8,376,916.47","16,067,456.48","23,216,591.36","25,583,663.51","7,962,208.83","14,894,214.26","22,672,873.31","27,151,744.50","10,863,039.31","17,757,532.45","23,814,042.05","36,110,979.39","8,983,468.37","26,169,768.10"
筹资活动现金流入小计,"220,500,000.00","122,000,000.00","162,000,000.00",,"345,515,000.00","345,515,000.00","384,515,000.00",,"10,000,000.00","10,000,000.00","34,000,000.00",,,,"65,649,920.00","35,000,000.00","95,000,000.00"
经营活动现金流出小计,"349,805,840.28","524,430,718.84","517,751,737.73","89,450,641.27","213,084,143.60","317,197,851.65","427,111,897.24","85,136,197.38","176,340,808.47","344,712,389.31","515,750,101.00","160,524,478.02","374,783,872.74","610,162,824.37","835,429,458.20","227,240,699.04","531,594,888.20"
偿还债务支付的现金,"169,750,000.00","143,850,000.00","126,900,000.00",,"48,000,000.00","126,000,000.00","167,000,000.00",,"17,000,000.00","27,500,000.00","67,750,000.00",,"28,000,000.00","27,500,000.00","52,000,000.00",,"245,783.13"
经营活动产生的现金流量净额,"63,735,522.84","30,140,132.16","111,820,187.80","1,583,336.12","18,084,413.04","13,224,125.63","31,608,291.94","2,884,188.10","74,000,209.27","56,850,206.70","119,473,313.82","14,259,070.57","57,830,300.56","58,849,370.10","116,327,257.27","6,786,397.97","56,136,478.28"
分配股利、利润或偿还利息支付的现金,"10,171,066.41","11,057,686.28","10,675,540.92","2,172,847.58","4,349,200.52","5,876,569.89","7,352,120.58","1,116,042.43","7,304,681.00","13,954,457.59","14,970,887.78","633,602.42","11,904,525.03","12,714,871.68","12,490,783.99","326,250.06","34,300,339.10"
收回投资收到的现金,,"8,000,000.00",,,,,,,,"70,000,000.00",,,,,,,"15,000,000.00"
支付其他与筹资活动有关的现金,"1,900,000.00","830,000.00","550,000.00",,"3,053,302.22","4,323,302.22","4,923,302.22",,,"50,000.00",,,,"1,024,862.10",,,"18,520,190.05"
取得投资收益收到的现金,,,,,,,,,,"500,547.95",,,,,,,
筹资活动现金流出小计,"181,821,066.41","155,737,686.28","138,125,540.92","2,172,847.58","55,402,502.74","136,199,872.11","179,275,422.80","1,116,042.43","24,304,681.00","41,504,457.59","82,720,887.78","633,602.42","39,904,525.03","41,239,733.78","64,490,783.99","326,250.06","53,066,312.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,"16,000.00","16,000.00","16,000.00",,,,,,
筹资活动产生的现金流量净额,"38,678,933.59","-33,737,686.28","23,874,459.08","-2,172,847.58","290,112,497.26","209,315,127.89","205,239,577.20","-1,116,042.43","-14,304,681.00","-31,504,457.59","-48,720,887.78","-633,602.42","-39,904,525.03","-41,239,733.78","1,159,136.01","34,673,749.94","41,933,687.72"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,"-16,474.04"
收到其他与投资活动有关的现金,,,,,,,,,,,"339,525,112.25","223,993,032.93","505,297,430.11","625,607,292.84","680,911,073.63","40,877,520.61","507,336,196.12"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"8,000,000.00",,,,,,,"16,000.00","70,516,547.95","339,541,112.25","223,993,032.93","505,297,430.11","625,607,292.84","680,911,073.63","40,877,520.61","522,336,196.12"
五、现金及现金等价物净增加额,"19,763,279.94","-19,305,861.57","32,686,953.27","-32,381,484.69","261,326,682.04","171,345,914.67","180,325,399.16","-12,143,519.68","-80,224,257.65","-46,819,814.30","-92,776,777.80","-16,537,501.65","84,785,996.88","54,819,569.84","106,199,575.85","76,698,198.64","-145,362,821.31"
购建固定资产、无形资产和其他长期资产支付的现金,"74,651,176.49","23,708,307.45","103,007,693.61","31,791,973.23","46,870,228.26","51,193,338.85","56,522,469.98","13,911,665.35","19,935,785.92","22,682,111.36","45,070,316.09","21,156,002.73","55,437,208.76","85,397,359.32","94,197,891.06","5,304,924.98","17,145,076.02"
期初现金及现金等价物余额,"25,823,986.35","45,587,266.29","26,281,404.72","58,968,357.99","58,968,357.99","58,968,357.99","58,968,357.99","239,293,757.15","239,293,757.15","239,293,757.15","239,293,757.15","146,516,979.35","146,516,979.35","146,516,979.35","146,516,979.35","252,716,555.20","252,716,555.20"
投资支付的现金,"8,000,000.00",,,,,,,,"120,000,000.00","120,000,000.00",,,,,,,"9,640,000.00"
期末现金及现金等价物余额,"45,587,266.29","26,281,404.72","58,968,357.99","26,586,873.30","320,295,040.03","230,314,272.66","239,293,757.15","227,150,237.47","159,069,499.50","192,473,942.85","146,516,979.35","129,979,477.70","231,302,976.23","201,336,549.19","252,716,555.20","329,414,753.84","107,353,733.89"
