科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付债券,,,,,,,,,,,,"400,000,000.00","396,784,309.22","397,074,116.17","794,188,861.60","794,761,434.25","795,348,461.00","795,941,938.60","796,478,652.42","797,074,505.39","797,685,419.60","798,303,047.15",,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,"97,964.31","87,168.76","75,819.08","64,549.35","53,822.21","45,545.35","38,352.71","29,745.31","19,669.93","9,402.39"
长期股权投资,"2,707,850.91","2,913,950.64","3,397,323.88","3,312,050.80","3,610,900.18","3,757,534.55","3,899,283.18","3,425,175.24","3,680,588.05","3,873,366.42",,,,,,,,,"11,999,511.67","11,788,128.10","81,812,080.88","81,392,926.06","80,993,857.09","101,446,057.76"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"139,083,729.71","142,315,873.96","312,863,521.59","323,427,579.83","334,817,635.92","341,560,565.50","350,078,697.65","359,589,039.81","374,980,399.14","385,254,835.94","473,495,673.15","470,668,436.73","464,279,481.07","464,248,720.33","487,277,687.75","490,812,630.04","502,641,953.31","513,561,233.37","501,816,316.82","495,005,395.30","493,999,494.29","491,997,227.32","492,594,653.75","499,401,395.28"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"70,960,582.25","129,500,586.18","32,443,083.13","48,191,800.55","52,077,108.87","56,048,907.51","61,972,796.21","75,244,712.14","75,601,459.72","79,951,766.39","588,983.12","9,861,379.12","12,212,266.35","14,537,066.20","10,148,375.01","6,778,668.67","9,035,508.92","9,590,874.42","7,494,758.35","12,151,659.72","16,840,677.72","20,304,821.83","43,031,519.83","54,751,217.21"
其他非流动负债,"2,000,000.00","2,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","2,991,489.36","2,978,723.40",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,263,888.12","2,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","2,991,489.36","2,978,723.40","6,297,939.64","6,403,136.68","6,390,370.72","6,384,162.84","407,293,759.16","405,160,437.69","405,797,888.52","804,287,315.80","806,201,588.70","807,455,412.92","808,753,288.26","810,159,454.36","811,607,307.96","812,646,196.34","813,970,201.49","17,203,099.34","18,191,954.52"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"679,514,828.16","713,591,697.56","1,022,719,017.05","1,094,479,825.82","1,089,282,292.09","897,241,997.15","858,713,913.59","1,160,115,665.50","1,633,611,144.23","1,876,092,442.92","1,913,274,657.14","2,128,447,288.66","2,167,867,373.24","2,347,052,695.75","3,515,093,693.49","3,069,591,421.21","2,987,188,867.06","3,385,494,899.52","3,452,663,674.50","3,349,947,919.78","3,148,935,358.32","3,030,223,372.26","3,306,360,566.82","3,188,182,735.19"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"195,200,000.00","195,200,000.00","195,200,000.00","195,200,000.00","260,300,000.00","260,300,000.00","260,300,000.00","260,300,000.00","260,300,000.00","260,300,000.00","260,300,000.00","260,300,000.00","520,600,000.00","520,600,000.00","520,600,000.00","520,600,000.00","520,600,000.00","520,600,000.00","567,769,811.00","567,769,811.00","567,769,811.00","567,769,811.00","567,769,811.00","567,769,811.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"164,677,367.89","164,677,367.89","164,677,367.89","164,677,367.89","848,626,067.89","848,626,067.89","837,768,034.58","837,768,034.58","837,768,034.58","837,768,034.58","837,768,034.58","837,768,034.58","577,468,034.58","577,468,034.58","577,484,034.58","577,484,034.58","577,484,034.58","577,484,034.58","1,409,710,152.05","1,409,710,152.05","1,409,710,152.05","1,409,710,152.05","1,409,710,152.05","1,409,710,152.05"
无形资产,"16,328,189.63","15,459,724.66","14,668,179.08","16,840,881.13","16,828,964.66","29,225,654.25","29,348,684.47","29,448,923.91","33,101,711.63","34,927,082.18","61,996,141.39","86,789,817.16","87,261,017.33","86,171,927.68","88,111,186.24","83,335,038.43","82,852,651.06","80,874,375.55","82,653,820.34","80,665,031.59","84,542,353.66","84,151,895.99","84,680,245.80","100,783,298.19"
盈余公积,"26,830,954.89","41,378,596.65","59,642,219.07","65,305,933.38","68,702,455.02","73,108,574.62","78,250,044.03","85,191,217.86","89,833,490.09","94,129,729.98","100,460,856.03","107,213,257.60","113,605,633.40","113,605,633.40","125,174,662.81","125,174,662.81","125,174,662.81","125,174,662.81","154,703,110.02","154,703,110.02","154,703,110.02","154,703,110.02","190,856,047.69","190,856,047.69"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,"1,539,551.60","7,125,012.77","316,381,180.84","513,351,529.37","496,962,345.72","572,647,107.92","634,916,430.65","635,084,633.70","796,048,713.36","796,048,713.36","797,010,971.70","827,489,528.17","1,057,713,737.11","1,057,713,737.11","1,057,713,737.11","1,065,646,680.18","1,077,149,854.52","1,077,159,854.52"
未分配利润,"237,109,498.10","405,113,253.28","627,702,902.33","700,128,920.32","776,189,990.12","839,615,375.62","906,404,211.28","833,865,792.92","912,622,757.15","985,709,240.70","1,074,452,043.06","1,173,463,103.97","1,127,499,006.35","1,215,048,473.73","1,272,651,848.08","1,369,914,883.93","1,384,679,691.21","1,484,503,197.11","1,561,717,508.28","1,693,029,151.12","1,683,843,841.87","1,809,922,785.53","1,876,303,371.63","1,881,285,356.89"
长期待摊费用,"19,942,862.45","28,341,492.92","59,095,551.02","60,247,194.16","58,403,660.21","62,715,187.40","65,492,882.61","80,229,941.97","82,932,851.10","94,995,193.46","96,794,461.83","104,405,862.65","114,148,589.39","124,231,569.49","176,448,480.15","181,368,215.50","197,428,645.47","241,905,078.67","433,632,465.36","411,045,855.35","440,539,694.45","450,076,684.72","481,541,655.49","482,834,053.10"
少数股东权益,"4,981,637.08","4,399,482.63","2,906,135.08","2,252,788.62","1,753,711.96","1,188,637.73",,,,,,,"1,383,370.47","1,857,566.46","1,756,917.48","1,717,288.71","1,708,226.42","1,644,114.41",,"3,303,972.14","3,135,106.42","4,610,347.56","3,954,880.09","5,136,188.53"
递延所得税资产,"5,852,233.79","13,571,816.13","25,356,890.06","30,015,585.56","32,277,078.41","37,721,440.21","30,248,017.69","35,643,676.57","40,546,326.33","46,796,992.23","42,780,709.19","44,861,438.80","49,460,850.54","54,966,089.10","49,755,043.73","48,602,940.33","50,302,236.40","54,878,134.13","45,017,599.25","48,373,801.38","47,790,197.84","47,383,341.38","28,944,346.97","30,618,297.00"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"12,040,620.89","72,900.00",,,"10,073,706.73","10,073,706.73","10,073,706.73","10,074,486.66","10,106,407.33","10,073,706.73"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"254,875,448.74","332,103,444.49","447,824,548.76","482,035,092.03","498,015,348.25","531,029,289.42","542,579,913.41","590,706,482.41","927,224,516.81","1,159,150,765.99","1,172,618,314.40","1,289,234,042.38","1,362,278,635.33","1,379,240,006.50","1,619,830,107.13","1,607,019,106.33","1,639,271,966.86","1,728,299,224.31","2,150,401,915.63","2,126,817,315.28","2,233,311,942.68","2,251,028,064.14","2,299,042,540.78","2,357,067,879.79"
所有者权益(或股东权益)合计,"628,799,457.96","810,768,700.45","1,050,128,624.37","1,127,565,010.21","1,955,572,224.99","2,022,838,655.86","2,082,722,289.89","2,017,125,045.36","2,100,524,281.82","2,177,907,005.26","2,272,980,933.67","2,378,744,396.15","2,340,556,044.80","2,428,579,708.17","2,498,126,940.88","2,595,299,694.97","2,609,941,728.73","2,709,581,469.41","3,693,938,649.60","3,828,383,765.30","3,819,722,658.49","3,947,843,312.85","4,049,517,995.78","4,055,427,652.56"
资产总计,"1,308,314,286.12","1,524,360,398.01","2,072,847,641.42","2,222,044,836.03","3,044,854,517.08","2,920,080,653.01","2,941,436,203.48","3,177,240,710.86","3,734,135,426.05","4,053,999,448.18","4,186,255,590.81","4,507,191,684.81","4,508,423,418.04","4,775,632,403.92","6,013,220,634.37","5,664,891,116.18","5,597,130,595.79","6,095,076,368.93","7,146,602,324.10","7,178,331,685.08","6,968,658,016.81","6,978,066,685.11","7,355,878,562.60","7,243,610,387.75"
负债和所有者(或股东权益)合计,"1,308,314,286.12","1,524,360,398.01","2,072,847,641.42","2,222,044,836.03","3,044,854,517.08","2,920,080,653.01","2,941,436,203.48","3,177,240,710.86","3,734,135,426.05","4,053,999,448.18","4,186,255,590.81","4,507,191,684.81","4,508,423,418.04","4,775,632,403.92","6,013,220,634.37","5,664,891,116.18","5,597,130,595.79","6,095,076,368.93","7,146,602,324.10","7,178,331,685.08","6,968,658,016.81","6,978,066,685.11","7,355,878,562.60","7,243,610,387.75"
