科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
其他应付款,"50,292,764.00","15,950,565.10","31,092,255.61","34,125,985.20","35,091,415.75","66,106,733.95","94,454,987.77","22,700,249.29","43,548,396.25","35,270,624.24","58,718,176.01"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,"230,000,000.00","230,000,000.00",,,,"874,637,808.88","1,050,061,405.92","1,086,303,537.88","1,143,369,379.28","899,896,011.06","984,637,058.90"
其他流动资产,,,,,,,,,,,
其他流动负债,,,"3,031,310.00","4,313,281.25","1,204,313,281.25","1,195,209,257.92","1,223,834.29","-16,453,296.15","-16,197,887.34","-15,912,452.65","-15,657,043.84"
流动资产合计,"3,361,596,142.71","3,515,041,353.07","2,998,744,245.88","4,380,682,643.10","5,713,660,411.23","7,655,290,622.22","8,004,979,021.07","6,473,091,925.25","9,023,647,353.61","9,394,386,315.82","9,860,841,303.11"
流动负债合计,"6,248,254,370.87","6,134,790,630.70","5,844,399,846.51","7,092,440,145.58","7,582,441,816.14","10,267,107,596.28","11,746,066,980.41","14,227,405,892.73","16,247,948,798.17","18,231,794,721.69","17,926,021,791.78"
可供出售金融资产,,,,"7,404,072.00","7,404,072.00","3,156,660.00","2,157,792.00","1,749,945.60","2,693,683.20","3,708,556.80",
长期借款,"1,248,800,000.00","1,468,800,000.00","1,740,800,000.00","1,812,600,000.00","1,902,600,000.00","1,277,600,000.00","1,172,600,000.00","1,067,600,000.00","1,137,600,000.00","1,682,600,000.00","2,880,600,000.00"
持有至到期投资,,,,,,,,,,,
应付债券,,,,,"1,300,000,000.00","1,284,077,279.39","1,285,054,558.78","1,285,543,198.40","1,286,049,228.93","1,287,078,680.85","1,287,863,812.89"
长期应收款,,,,,,,,,,,
长期应付款,,,,,,"782,399,610.93","928,404,340.88","962,582,532.55","1,136,760,474.56","959,474,835.79","826,272,772.83"
长期股权投资,"152,424,816.21","147,884,210.20","196,152,158.52","236,470,436.12","244,510,133.54","237,638,124.01","247,375,420.68","241,326,448.74","241,338,166.34","231,169,792.29","235,722,183.03"
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,"163,333.15","163,333.15",,
预计负债,,,,,,,,,,,
固定资产,"5,829,639,671.75","6,237,839,248.42","6,148,951,435.90","6,474,508,020.69","6,663,996,514.40","6,585,005,388.00","6,730,535,016.99","8,181,357,439.93","8,075,876,718.05","8,147,999,851.49","11,857,310,038.85"
递延所得税负债,,"494,208.00","494,208.00","1,701,018.00","1,701,018.00","639,165.00","639,165.00","2,786,891.05","3,022,825.45","777,139.20",
在建工程,"948,293,805.65","914,024,560.36","1,408,187,076.16","1,143,379,537.44","1,234,073,341.45","2,592,500,934.35","3,566,978,103.91","4,567,704,715.36","4,909,779,855.74","6,925,428,608.44","3,595,338,940.22"
其他非流动负债,,,,,,,,,,,
工程物资,"561,389,634.62","310,499,487.08","270,385,596.65","208,146,958.02","532,053,733.87","346,351,902.20","423,123,939.69","1,554,441,994.99","915,550,401.64","820,801,004.30","909,587,850.95"
非流动负债合计,"1,248,800,000.00","1,469,294,208.00","1,741,294,208.00","1,814,301,018.00","3,204,301,018.00","3,344,716,055.32","3,386,698,064.66","3,318,512,622.00","3,563,432,528.94","3,929,930,655.84","4,994,736,585.72"
固定资产清理,"130,416.26","2,502,846.78","568,814.41",,"13,890,671.39",,"238,049.55",,"665,783.36",,
负债合计,"7,497,054,370.87","7,604,084,838.70","7,585,694,054.51","8,906,741,163.58","10,786,742,834.14","13,611,823,651.60","15,132,765,045.07","17,545,918,514.73","19,811,381,327.11","22,161,725,377.53","22,920,758,377.50"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00","980,667,040.00"
油气资产,,,,,,,,,,,
资本公积,"1,139,511,073.55","1,139,511,073.55","1,139,451,073.55","1,144,554,127.55","1,144,300,532.55","1,141,114,973.55","1,140,116,105.55","1,140,059,937.75","1,140,767,740.95","1,141,528,896.15","1,139,197,478.55"
无形资产,,"13,125.00","11,250.00",,"2,223,416.10","3,135,490.82","3,120,067.10","66,111,389.43","71,544,814.08","71,164,806.09","70,861,183.38"
盈余公积,"285,609,338.71","245,571,487.94","245,571,487.94","270,331,995.51","270,331,995.51","270,331,995.51","270,331,995.51","286,074,924.91","286,074,924.91","277,287,707.48","277,287,707.48"
开发支出,,,"1,806,250.00","1,806,250.00","3,460,400.00","3,913,391.43","5,335,641.43","4,588,341.43","5,737,864.93","5,737,864.93","6,443,325.20"
减:库存股,,,,,,,,,,,
商誉,,,,,"4,758,528.64","4,758,528.64","4,758,528.64","87,924.78","87,924.78","87,924.78","87,924.78"
未分配利润,"838,235,082.57","1,018,586,963.76","927,300,292.23","1,037,312,632.56","1,095,514,694.69","1,270,759,647.52","1,303,288,265.56","1,055,706,245.65","974,117,072.91","960,277,018.97","1,069,609,367.54"
长期待摊费用,,,,,,,,,,"147,504.82","126,208.09"
少数股东权益,"119,408,897.79","143,875,168.73","150,605,489.69","121,166,042.14","152,383,690.80","168,792,597.32","175,891,697.19","153,052,424.09","151,899,611.65","166,236,929.32","178,246,586.15"
递延所得税资产,"7,011,316.29","4,491,741.77","4,482,610.40","8,375,083.97","9,909,565.07","11,738,863.83","14,458,567.82","70,855,628.47","97,821,818.65","101,440,183.77","42,359,423.21"
外币报表折算价差,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,
非流动资产合计,"7,498,889,660.78","7,617,255,219.61","8,030,545,192.04","8,080,090,358.24","8,716,280,376.46","9,788,199,283.28","10,998,081,127.81","14,688,387,161.88","14,321,260,363.92","16,307,686,097.71","16,717,837,077.71"
所有者权益(或股东权益)合计,"3,363,431,432.62","3,528,211,733.98","3,443,595,383.41","3,554,031,837.76","3,643,197,953.55","3,831,666,253.90","3,870,295,103.81","3,615,560,572.40","3,533,526,390.42","3,540,347,036.00","3,657,920,003.32"
资产总计,"10,860,485,803.49","11,132,296,572.68","11,029,289,437.92","12,460,773,001.34","14,429,940,787.69","17,443,489,905.50","19,003,060,148.88","21,161,479,087.13","23,344,907,717.53","25,702,072,413.53","26,578,678,380.82"
负债和所有者(或股东权益)合计,"10,860,485,803.49","11,132,296,572.68","11,029,289,437.92","12,460,773,001.34","14,429,940,787.69","17,443,489,905.50","19,003,060,148.88","21,161,479,087.13","23,344,907,717.53","25,702,072,413.53","26,578,678,380.82"
