科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
长期待摊费用,,,"549,191.46","489,905.70","466,851.07","436,796.44","406,741.81","491,619.27","455,515.59","505,945.24","465,441.55","593,048.84","4,589,864.32","403,930.48","333,426.79","303,220.77","259,284.54","135,880.04","127,421.43","235,710.07","362,772.00","2,872,161.69","2,439,913.02","2,092,902.35","1,704,817.86","2,045,426.17"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"2,957,988.65","2,141,108.28","2,069,284.68","1,497,964.61","1,756,036.71","3,954,948.60","3,168,406.66","2,280,904.75","2,410,534.95","4,001,462.43","3,303,875.99","2,789,896.87","3,190,555.41","4,784,504.82","3,634,068.65","2,762,780.35","3,233,346.69","5,707,211.41","4,172,299.71","3,274,622.75","3,552,152.91","15,013,277.99","16,906,390.02","13,284,419.52","4,291,900.85","10,231,913.53"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,"13,437,186.80","11,326,554.27","13,466,841.39","14,020,366.39","4,407,965.77","4,920,525.99","5,697,048.53","8,364,974.17","3,179,886.27","2,805,850.24","6,313,957.18","9,115,098.75","5,964,648.01"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"102,657,011.06","112,790,367.50","132,239,962.69","132,027,417.21","147,847,741.99","167,651,586.27","167,537,802.56","187,387,116.94","201,456,688.39","231,491,398.01","249,851,364.45","347,359,124.46","376,717,880.21","408,669,859.07","452,894,172.73","447,896,218.61","456,896,777.84","456,865,582.91","450,604,909.36","445,823,927.73","456,145,027.81","466,260,605.34","460,269,049.14","452,504,281.59","438,837,384.54","426,296,066.34"
所有者权益(或股东权益)合计,"158,104,268.40","203,109,313.00","250,990,154.91","273,771,105.98","755,656,963.08","783,316,344.98","803,878,699.20","780,020,269.63","780,705,485.15","797,274,247.75","807,980,410.24","782,466,993.60","789,467,632.81","801,527,533.61","797,798,486.30","780,542,065.64","764,488,064.25","747,873,415.84","760,624,129.92","757,413,936.36","764,617,074.91","782,724,565.24","786,224,393.82","774,679,594.76","771,379,118.71","770,193,941.68"
资产总计,"286,718,757.85","345,589,494.02","414,192,824.45","348,133,135.44","864,077,527.55","960,583,469.44","927,119,163.85","900,371,381.42","895,466,793.89","985,717,529.02","959,886,416.74","925,149,738.30","971,523,522.01","1,057,976,054.24","991,728,129.97","914,789,561.38","945,774,329.07","963,319,888.94","957,496,681.35","926,285,001.03","1,140,396,341.24","1,238,212,895.25","1,149,637,693.56","1,086,873,067.99","1,028,085,831.35","1,074,053,968.12"
负债和所有者(或股东权益)合计,"286,718,757.85","345,589,494.02","414,192,824.45","348,133,135.44","864,077,527.55","960,583,469.44","927,119,163.85","900,371,381.42","895,466,793.89","985,717,529.02","959,886,416.74","925,149,738.30","971,523,522.01","1,057,976,054.24","991,728,129.97","914,789,561.38","945,774,329.07","963,319,888.94","957,496,681.35","926,285,001.03","1,140,396,341.24","1,238,212,895.25","1,149,637,693.56","1,086,873,067.99","1,028,085,831.35","1,074,053,968.12"
