科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
流动负债合计,"68,867,337.83","66,334,982.37","74,113,558.90","89,457,519.20",,"111,091,228.50","76,628,278.04","45,379,838.23","90,037,571.52","154,847,822.05"
可供出售金融资产,,,,,,,,,,"4,000,000.00"
长期借款,,,,,,,,,,"40,000,000.00"
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,"2,213,836.11","2,024,326.10","1,929,536.09",,"1,834,677.21","1,787,282.21","1,717,470.20","1,670,550.04","1,623,629.90"
预计负债,,,,,,,,,,
固定资产,"98,095,165.54","107,452,625.33","108,188,969.47","110,740,786.75",,"108,913,545.04","106,136,908.63","105,658,329.46","138,660,104.40","155,587,019.30"
递延所得税负债,,,,,,,,,,
在建工程,"6,298,569.58","3,239,993.31","5,937,911.39","20,595,212.23",,"29,013,207.39","38,951,189.25","64,962,025.42","86,005,069.22","108,681,552.05"
其他非流动负债,,,,,,,,,,
工程物资,,"1,643,361.57","1,279,914.80","869,039.31",,"796,495.54","796,495.54","739,702.69","739,702.69","739,702.69"
非流动负债合计,"1,620,000.00","420,000.00",,,,,,"56,250.00",,"51,198,400.00"
固定资产清理,,,,,,,,,,
负债合计,"70,487,337.83","66,754,982.37","74,113,558.90","89,457,519.20","100,958,600.00","111,091,228.50","76,628,278.04","45,436,088.23","90,037,571.52","206,046,222.05"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,"45,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00"
油气资产,,,,,,,,,,
资本公积,"176,535,691.95","176,535,691.95","176,535,691.95","176,535,691.95",,"176,535,691.95","390,672,007.18","390,672,007.18","390,672,007.18","390,672,007.18"
无形资产,"18,619,863.85","18,219,457.04","18,372,778.33","18,062,300.28",,"17,758,511.11","17,526,893.78","51,900,069.27","51,884,493.60","55,767,563.54"
盈余公积,"1,469,225.70","5,224,764.39","10,017,853.92","10,017,853.92",,"15,640,722.45","15,640,722.45","15,640,722.45","15,640,722.45","19,340,180.98"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,"34,348,271.38"
未分配利润,"-2,988,034.69","31,872,630.31","77,345,581.76","104,384,593.12",,"125,324,846.50","129,625,024.87","117,532,014.26","125,196,110.13","135,801,222.00"
长期待摊费用,"9,226.49",,,"1,004,250.56",,"1,066,735.77","878,414.32","545,489.25","860,102.85","997,009.71"
少数股东权益,,,,,,,,,,"11,808,720.16"
递延所得税资产,"1,036,206.90","974,017.44","951,219.05","934,413.90",,"981,402.13","947,024.76","967,503.42","1,062,810.92","4,948,015.95"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,"5,000,000.00",,,"220,000.00","1,240,796.00","20,800,330.18","13,266,179.36","38,851,371.51"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"124,059,032.36","133,743,290.80","141,755,119.14","154,135,539.12",,"160,584,574.19","168,265,004.49","247,290,919.89","294,149,013.08","405,544,136.03"
所有者权益(或股东权益)合计,"220,016,882.96","258,649,511.95","308,944,768.59","335,993,014.79","348,805,000.00","362,575,897.47","596,015,296.57","583,918,895.48","591,582,960.42","617,706,880.70"
资产总计,"290,504,220.79","325,404,494.32","383,058,327.49","425,450,533.99","449,763,700.00","473,667,125.97","672,643,574.61","629,354,983.71","681,620,531.94","823,753,102.75"
负债和所有者(或股东权益)合计,"290,504,220.79","325,404,494.32","383,058,327.49","425,450,533.99",,"473,667,125.97","672,643,574.61","629,354,983.71","681,620,531.94","823,753,102.75"
