科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应付款,"2,931,421.12","2,304,801.81","3,630,299.03","2,479,664.27","12,140,623.36","15,931,471.51","16,279,373.22","15,291,269.08","12,366,232.11","13,609,977.30","6,598,484.38","6,356,019.32","20,918,555.13","22,931,027.95","19,781,291.69","182,858,468.26","387,605,437.55","274,418,032.08","301,808,761.23","93,393,864.80","91,686,010.07","57,393,250.22","55,464,667.18","199,740,271.79","169,444,495.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,"49,800,000.00","49,600,000.00","121,400,000.00","72,000,000.00","72,000,000.00","72,000,000.00"
其他流动资产,"586,918.00","1,301,473.98","1,473,076.19","686,556.91","1,166,543.37","2,165,094.07","1,774,996.56","4,616,969.25","3,508,256.45","2,457,859.17","24,547,549.51","31,207,613.41","18,422,704.43","20,768,091.29","16,718,431.52","19,313,398.95","14,020,703.89","32,735,821.81","35,423,591.38","27,538,693.22","27,943,464.04","39,919,449.51","66,527,132.40","43,940,811.89","47,489,592.10"
其他流动负债,,,,,,"52,400.00","119,580.30","173,868.00","622,792.02",,,,"110,111.41","200,000,000.00","200,000,000.00","200,000,000.00","1,555,317.11",,"400,000,000.00","400,000,000.00","400,000,000.00",,,,
流动资产合计,"298,853,777.67","437,160,878.20","447,726,077.68","392,043,437.54","916,592,339.55","911,567,019.33","769,441,288.49","801,521,795.23","770,689,519.00","767,867,120.77","777,510,358.99","895,314,763.46","1,023,490,382.91","905,121,826.61","890,726,940.87","1,161,961,517.47","1,182,816,820.59","1,297,764,999.74","1,572,212,921.13","1,359,487,388.29","2,667,084,695.05","2,308,989,433.81","2,504,777,134.90","2,490,432,409.27","2,767,879,981.10"
流动负债合计,"280,908,990.59","348,229,097.29","325,252,184.44","272,496,471.27","222,116,470.23","234,627,528.88","173,986,352.66","280,556,313.50","327,331,401.90","410,978,037.89","449,661,734.68","610,876,324.86","812,764,064.33","837,463,336.99","844,908,122.09","1,338,258,346.48","1,347,221,736.03","1,496,274,777.69","1,900,964,227.43","1,831,484,554.22","2,140,875,589.19","1,864,713,907.94","1,842,298,700.57","1,988,160,852.95","2,258,007,529.85"
可供出售金融资产,,,,,,,,,,,,,,"31,000,000.00","31,000,000.00","31,000,000.00","30,500,000.00","30,500,000.00","30,500,000.00","30,500,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00"
长期借款,,,,,,,,,,,,,,,,,"50,000,000.00","49,800,000.00","49,800,000.00",,,"19,000,000.00","69,000,000.00","68,000,000.00","67,800,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,"432,000,000.00","362,000,000.00","337,000,000.00","216,000,000.00","144,000,000.00","144,000,000.00","72,000,000.00","72,000,000.00",,
长期股权投资,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","31,000,000.00","31,000,000.00",,,,,"7,282,588.91","15,032,588.91","14,667,525.53","14,594,676.69","13,280,524.76","12,081,977.50","43,466,577.13","104,034,920.05"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,"2,369,114.22","2,343,821.18",,,,,,,,
预计负债,"3,164,920.00","3,164,920.00",,,,,,,,,,,,,,,,,,,,,,,
固定资产,"137,780,555.45","149,180,728.74","151,766,449.49","147,517,700.76","148,990,102.82","168,825,991.50","165,057,862.13","171,288,724.23","175,156,397.43","222,136,000.72","236,680,880.54","370,006,057.15","387,257,032.58","716,074,696.72","717,914,270.96","761,151,942.34","776,882,470.23","823,561,802.97","810,247,237.48","811,814,451.38","1,030,311,395.55","1,106,933,462.10","1,104,014,939.98","1,094,713,484.22","1,084,185,799.59"
递延所得税负债,,"169,250.00","223,968.00","223,968.00","313,233.00",,,"508,740.00","250,260.00","308,010.00",,,,,"187,155.00","327,705.00",,,,,,"2,349,285.00","2,349,285.00",,"50,460.00"
在建工程,"972,000.00","822,000.00","4,798,376.34","20,874,028.03","78,006,955.87","112,548,288.59","201,665,078.31","243,967,810.51","353,036,895.31","376,130,813.86","408,359,040.59","305,211,700.09","334,938,363.17","76,358,969.21","119,745,142.09","143,139,227.64","146,370,197.34","190,690,764.59","240,784,557.08","248,130,788.98","34,259,136.05","27,553,286.88","25,486,455.28","36,816,638.19","93,814,399.42"
其他非流动负债,,,,,,,,,,"1,000,000.00","1,000,000.00","625,900.00","997,699.44",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,164,920.00","3,334,170.00","223,968.00","223,968.00","313,233.00",,,"508,740.00","250,260.00","1,308,010.00","1,000,000.00","625,900.00","997,699.44","997,699.44","1,123,632.30","433,520,725.48","413,165,442.79","387,901,378.67","266,872,499.77","145,014,741.97","145,346,423.62","94,864,590.27","176,403,011.37","100,866,266.37","100,898,166.37"
固定资产清理,,,,,"2,312,408.61",,,,,,,,,,,,,,,,,,,,
负债合计,"284,073,910.59","351,563,267.29","325,476,152.44","272,720,439.27","222,429,703.23","234,627,528.88","173,986,352.66","281,065,053.50","327,581,661.90","412,286,047.89","450,661,734.68","611,502,224.86","813,761,763.77","838,461,036.43","846,031,754.39","1,771,779,071.96","1,760,387,178.82","1,884,176,156.36","2,167,836,727.20","1,976,499,296.19","2,286,222,012.81","1,959,578,498.21","2,018,701,711.94","2,089,027,119.32","2,358,905,696.22"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","157,500,000.00","157,500,000.00","157,500,000.00","210,000,000.00","210,000,000.00","210,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,010,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","315,000,000.00","382,857,787.00","382,857,787.00","394,257,787.00","394,257,787.00","394,257,787.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"20,414,531.54","20,414,531.54","20,414,531.54","20,414,531.54","571,725,528.64","571,725,528.64","571,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,725,528.64","466,587,187.27","466,587,187.27","466,320,408.92","1,319,322,416.34","1,319,678,396.08","1,408,746,396.08","1,413,536,762.75","1,418,327,129.42"
无形资产,"18,993,908.89","18,358,123.57","32,025,185.63","30,959,915.85","30,777,794.22","31,021,057.71","43,832,050.30","43,588,908.70","43,343,774.35","105,298,015.12","105,132,680.37","106,766,774.40","108,346,046.16","122,184,909.75","126,627,573.13","122,030,231.62","121,342,948.45","125,440,699.38","124,699,572.14","123,914,985.67","129,882,403.24","131,177,681.87","163,495,133.12","162,264,043.60","162,486,457.93"
盈余公积,"3,632,632.44","11,882,441.37","20,125,773.10","20,125,773.10","20,125,773.10","28,438,720.43","28,438,720.43","28,438,720.43","28,438,720.43","38,197,555.26","38,197,555.26","38,197,555.26","38,197,555.26","48,610,979.80","48,610,979.80","48,610,979.80","48,610,979.80","62,843,074.75","62,843,074.75","62,843,074.75","62,843,074.75","71,432,540.09","71,432,540.09","71,432,540.09","71,432,540.09"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,"101,118,000.00","101,118,000.00"
商誉,,,,,,,,,,,,,,,,"630,889,893.85","630,889,893.85","634,058,343.20","634,058,343.20","634,058,343.20","634,058,343.20","634,058,343.20","634,058,343.20","634,058,343.20","634,058,343.20"
未分配利润,"37,346,134.28","85,665,280.92","133,792,573.55","144,572,354.00","173,292,502.60","203,588,645.48","221,211,638.20","207,605,013.17","244,353,699.93","276,243,733.04","298,336,333.67","326,543,875.59","321,733,277.35","318,790,658.70","343,235,571.25","375,017,887.97","430,983,816.75","495,202,245.17","523,629,633.21","510,355,322.96","593,709,103.93","643,127,328.08","686,292,960.91","718,240,086.78","827,805,321.84"
长期待摊费用,"3,217,022.15","9,331,709.73","15,479,263.90","17,922,658.14","15,979,484.77","9,766,562.15","10,568,131.73","7,458,236.29","8,918,161.71","21,867,138.95","25,760,371.50","33,679,416.48","51,457,555.69","74,577,357.61","71,134,635.72","62,290,571.82","60,608,287.45","78,925,678.87","75,467,632.38","74,164,291.27","67,480,943.59","78,699,611.70","82,047,306.60","77,449,932.56","76,458,381.11"
少数股东权益,,,,,,,,,,"874,550.58","703,535.71","478,184.73","269,080.69","141,263.90","-40,862.98","290,912.06","399,942.04","28,910.74","151,610.87","136,617.14","180,302.80","-235,523.05","21,210,714.06","41,271,803.34","41,222,371.13"
递延所得税资产,"5,649,944.69","12,172,080.88","5,513,677.59","6,015,357.59","4,914,421.73","7,539,504.15","7,685,828.97","8,196,840.78","8,142,863.10","7,916,325.99","8,069,355.97","9,356,657.50","12,095,825.20","16,636,631.00","17,864,482.76","18,495,895.23","18,678,085.20","22,904,318.21","20,332,535.69","21,725,266.00","24,777,682.89","28,971,991.19","26,433,198.58","36,259,673.31","35,928,005.34"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"7,112,000.00","7,112,000.00","21,812,000.00","21,812,000.00","7,112,000.00","7,112,000.00","7,112,000.00","7,112,000.00","45,775,076.57","44,549,925.57","44,095,986.24","51,674,921.76","12,712,000.00","12,712,000.00","12,712,000.00","12,712,000.00","16,834,388.69","18,300,519.46","21,220,430.69","22,002,103.43"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"166,613,431.18","189,864,642.92","209,582,952.95","223,289,660.37","280,981,168.02","336,813,404.10","435,920,951.44","497,312,520.51","611,410,091.90","741,460,294.64","792,114,328.97","863,132,605.62","932,206,822.80","1,082,607,640.86","1,128,836,030.23","1,815,462,862.96","1,839,290,625.46","1,926,076,196.13","1,963,834,466.88","1,971,687,652.03","1,978,076,581.21","2,067,509,290.39","2,095,917,873.72","2,136,249,122.90","2,242,968,410.07"
所有者权益(或股东权益)合计,"181,393,298.26","275,462,253.83","331,832,878.19","342,612,658.64","975,143,804.34","1,013,752,894.55","1,031,375,887.27","1,017,769,262.24","1,054,517,949.00","1,097,041,367.52","1,118,962,953.28","1,146,945,144.22","1,141,935,441.94","1,149,268,431.04","1,173,531,216.71","1,205,645,308.47","1,261,720,267.23","1,339,665,039.51","1,368,210,660.81","1,354,675,744.13","2,358,939,263.45","2,416,920,225.99","2,581,993,296.68","2,537,654,412.85","2,651,942,694.95"
资产总计,"465,467,208.85","627,025,521.12","657,309,030.63","615,333,097.91","1,197,573,507.57","1,248,380,423.43","1,205,362,239.93","1,298,834,315.74","1,382,099,610.90","1,509,327,415.41","1,569,624,687.96","1,758,447,369.08","1,955,697,205.71","1,987,729,467.47","2,019,562,971.10","2,977,424,380.43","3,022,107,446.05","3,223,841,195.87","3,536,047,388.01","3,331,175,040.32","4,645,161,276.26","4,376,498,724.20","4,600,695,008.62","4,626,681,532.17","5,010,848,391.17"
负债和所有者(或股东权益)合计,"465,467,208.85","627,025,521.12","657,309,030.63","615,333,097.91","1,197,573,507.57","1,248,380,423.43","1,205,362,239.93","1,298,834,315.74","1,382,099,610.90","1,509,327,415.41","1,569,624,687.96","1,758,447,369.08","1,955,697,205.71","1,987,729,467.47","2,019,562,971.10","2,977,424,380.43","3,022,107,446.05","3,223,841,195.87","3,536,047,388.01","3,331,175,040.32","4,645,161,276.26","4,376,498,724.20","4,600,695,008.62","4,626,681,532.17","5,010,848,391.17"
