科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付利息,,,,,,,,,"358,916.67","811,250.01",,,,"81,666.66",,,,"329,856.06","260,946.33","34,637.24","102,708.33","572,325.70","640,780.60","1,113,023.50","1,335,678.67"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,"1,650,000.00","1,650,000.00",,,,,
存货,"108,605,502.45","113,426,378.69","107,016,519.12","133,755,869.93","114,675,622.81","115,679,078.11","116,933,243.82","123,438,180.74","108,546,485.73","125,246,395.34","134,754,709.14","149,564,110.80","132,445,626.23","300,697,422.93","292,259,005.90","355,842,827.82","300,350,548.38","310,389,287.15","291,859,530.93","285,710,476.47","287,711,671.64","300,340,760.77","298,398,586.04","347,679,347.16","328,302,947.97"
其他应付款,"69,784,264.04","6,583,664.40","4,076,994.98","6,357,255.24","5,533,854.32","4,296,178.37","3,829,343.73","4,856,508.79","5,169,915.81","5,988,724.65","8,679,407.51","5,178,888.29","6,732,074.92","6,731,226.35","3,865,524.03","7,710,506.06","30,659,909.78","15,013,963.65","100,958,325.35","23,580,868.96","20,872,285.87","28,213,580.39","25,821,693.45","24,306,363.94","24,366,673.91"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"50,000,000.00",,,,,,,,,,,"48,952,000.00","36,853,200.00","58,079,200.00","65,203,325.00","129,872,000.00",,"11,500,000.00","11,500,000.00","21,500,000.00","21,500,000.00","29,774,400.00","19,636,900.00"
其他流动资产,,,,,,,,,,,,,,,"8,775,000.00","6,500,000.00","4,200,000.00","3,372,398.82",,"41,787,864.13","20,638,673.03","38,134,413.28","11,180,522.18","19,080,094.00","14,914,670.98"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"304,869,505.04","272,599,741.74","324,952,891.84","356,232,997.86","696,881,678.15","669,893,863.94","674,381,928.18","636,198,194.84","578,300,140.43","575,229,949.45","517,875,560.71","513,632,231.88","521,149,017.75","764,881,587.58","923,310,585.08","944,490,452.95","917,793,597.80","801,936,026.43","1,097,511,539.14","1,104,982,478.90","1,235,132,670.89","865,202,870.27","924,521,932.88","996,106,547.26","1,112,511,771.83"
流动负债合计,"406,672,164.65","306,401,766.03","315,164,088.10","252,624,662.34","173,905,026.17","122,358,030.59","121,790,070.13","117,746,048.42","98,780,230.88","100,103,923.96","82,778,787.82","87,516,711.44","87,828,461.71","226,024,633.19","352,923,276.28","405,589,682.36","562,605,438.11","811,988,483.10","678,325,276.02","492,070,459.11","548,096,130.92","529,054,052.30","549,596,464.03","692,381,208.84","789,418,265.10"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"50,000,000.00",,"50,000,000.00",,,,,,,,,,"318,188,000.00","319,394,400.00","284,282,400.00","278,306,875.00",,,"213,500,000.00","213,500,000.00","205,942,686.49","321,839,558.82","300,098,983.01","279,868,456.07"
持有至到期投资,,,,,,,,,"30,160,000.00",,"50,200,000.00","50,183,333.34","30,000,000.00",,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,"166,229.77","227,525.50","228,390.18","229,090.71","226,969.41","226,368.04","223,110.94","222,002.37","220,159.06","222,150.42","222,175.70","222,164.87","220,957.09","221,794.84","220,762.10","148,729,706.54","225,234,483.90","233,313.93","239,452.63","241,135.36","776,028.32","771,810.89","757,838.58","742,456.73"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"2,765,605.96","2,742,761.44","2,719,916.92","2,697,072.40","2,674,227.88","2,651,383.36","2,628,538.84"
预计负债,,,,,,,,,,,,,,,,,,,,,,"203,559,328.00","94,759,615.63","97,171,993.60","95,199,693.60"
固定资产,"295,996,194.36","315,691,486.09","308,398,802.48","299,611,441.69","295,238,793.25","299,919,552.94","295,034,209.42","291,010,565.64","288,528,638.44","309,004,719.09","305,197,896.02","422,505,646.90","443,829,537.23","479,208,048.96","474,318,826.51","464,032,604.54","488,164,502.33","525,720,246.81","553,277,746.60","572,076,845.68","572,268,512.34","671,020,933.47","670,938,649.30","673,492,410.11","670,365,796.59"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"108,581,859.77","107,908,162.39","106,313,655.12","104,341,836.25"
在建工程,"4,655,542.25","3,905,153.33","4,711,872.66","3,203,342.72","3,048,954.87","1,825,184.02","2,566,693.00","12,624,055.60","44,168,532.19","99,487,438.73","115,990,983.10","8,062,621.11","12,505,628.70","9,727,932.93","11,325,262.97","16,362,827.94","29,936,823.43","39,431,272.67","42,462,720.38","30,340,754.93","33,472,963.93","11,519,551.12","11,550,095.65","14,859,049.71","27,771,896.92"
其他非流动负债,"15,886,809.08","12,691,785.45","21,274,100.45","18,875,773.08","18,048,310.98","17,467,778.88","17,181,581.42","16,621,699.48","16,223,407.16","16,701,899.75","16,350,485.88","16,749,050.52","16,397,609.16",,,,,,,,,,,,
工程物资,"3,268.00",,,,,,,,,"1,611,747.82","2,592,720.60","266,349.86","246,113.34","231,363.44","406,782.12","454,685.63","297,970.32","290,219.66","286,284.79","273,737.72","262,317.21","250,725.74","245,144.57","242,980.34","138,887.98"
非流动负债合计,"15,886,809.08","62,691,785.45","21,274,100.45","68,875,773.08","18,048,310.98","17,467,778.88","17,181,581.42","16,621,699.48","16,223,407.16","16,701,899.75","16,350,485.88","16,749,050.52","16,397,609.16","336,476,038.21","337,268,502.02","302,042,565.83","297,553,104.64","18,688,589.75","20,087,639.65","233,125,439.55","235,105,947.79","549,152,133.28","556,862,893.66","535,344,934.11","510,352,124.86"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"422,558,973.73","369,093,551.48","336,438,188.55","321,500,435.42","191,953,337.15","139,825,809.47","138,971,651.55","134,367,747.90","115,003,638.04","116,805,823.71","99,129,273.70","104,265,761.96","104,226,070.87","562,500,671.40","690,191,778.30","707,632,248.19","860,158,542.75","830,677,072.85","698,412,915.67","725,195,898.66","783,202,078.71","1,078,206,185.58","1,106,459,357.69","1,227,726,142.95","1,299,770,389.96"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"81,690,000.00","81,690,000.00","81,690,000.00","81,690,000.00","108,920,000.00","108,920,000.00","108,920,000.00","108,920,000.00","108,920,000.00","108,920,000.00","108,920,000.00","217,840,000.00","217,840,000.00","217,840,000.00","217,840,000.00","217,840,000.00","217,840,000.00","217,840,000.00","254,115,862.00","635,289,655.00","635,289,655.00","635,289,655.00","635,289,655.00","635,289,655.00","635,289,655.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"64,943,174.15","69,663,174.15","72,663,174.15","68,298,217.50","497,816,797.50","497,765,639.56","497,935,639.56","497,935,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","498,015,639.56","919,753,500.80","538,579,707.80","538,579,707.80","424,336,103.16","424,336,103.16","424,336,103.16","424,336,103.16"
无形资产,"11,129,280.95","29,600,065.93","29,512,340.93","29,172,850.89","29,006,577.72","28,814,260.76","48,108,615.14","47,886,014.12","47,663,413.10","30,222,407.77","29,994,813.19","32,843,618.61","32,701,344.12","214,405,357.72","220,400,984.64","218,868,068.08","226,550,777.31","277,107,405.48","291,863,062.58","297,374,099.71","300,079,759.36","671,036,325.23","664,178,317.02","652,397,978.63","641,672,836.58"
盈余公积,"5,066,703.35","10,580,879.53","18,848,280.05","18,848,280.05","18,848,280.05","28,309,918.46","28,309,918.46","28,309,918.46","28,309,918.46","37,875,792.08","37,875,792.08","37,875,792.08","37,875,792.08","44,167,379.99","44,167,379.99","44,167,379.99","44,167,379.99","49,456,879.96","49,456,879.96","49,456,879.96","49,456,879.96","63,591,587.41","63,591,587.41","63,591,587.41","63,591,587.41"
开发支出,"1,260,000.00","1,379,825.00","1,859,825.00","1,859,825.00","1,859,825.00","2,099,825.00",,"24,350.00","24,350.00","24,350.00","676,350.00","676,350.00","676,444.71","7,985,095.03","490,636.76","9,660,981.44","10,460,586.54","4,279,875.04","20,786,409.78","27,329,350.81","30,658,799.71","26,015,312.59","29,284,572.79","28,700,064.09","33,291,202.69"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"40,385,400.00","40,538,520.00","40,349,760.00","45,720,514.69","7,710,017.89","248,439,487.88","265,298,932.28","261,591,516.79","373,706,022.13","372,887,364.21","370,175,152.71","367,602,706.41"
未分配利润,"33,146,917.14","80,386,684.83","149,524,072.46","200,713,579.58","209,720,641.02","229,639,314.88","247,922,885.54","220,186,591.21","240,875,509.52","256,045,911.46","277,267,160.94","169,124,139.83","182,000,905.41","190,813,878.77","214,406,408.25","219,952,460.82","237,687,854.23","268,393,078.79","318,935,813.08","311,797,820.31","341,040,051.38","367,564,350.87","408,592,654.41","349,080,542.12","371,529,673.18"
长期待摊费用,"180,000.00",,"120,000.00","90,000.00","75,000.00","60,000.00","45,000.00","30,000.00","100,949.82","72,378.78","58,807.74","45,236.70","31,665.66","18,094.62","4,523.58",,,"1,401,692.50","2,072,086.59","1,793,147.40","2,181,283.90","2,537,906.04","2,315,968.29","2,928,065.79","3,150,397.70"
少数股东权益,"11,189,868.95","12,539,602.78","11,902,814.34","781,095.99","-33,470.60","-857,313.52","-812,269.62","-572,060.79","-176,580.81","-509,229.34","2,951,846.54","3,337,191.81","3,790,873.49","5,549,495.57","8,407,296.06","9,549,578.25","11,255,307.37","19,404,080.85","22,015,644.38","43,142,814.78","91,540,646.62","87,742,930.37","91,759,705.11","84,187,690.60","116,769,996.76"
递延所得税资产,"494,631.17","580,273.47","1,055,804.19","986,784.99","471,484.09","533,144.51","651,178.32","998,428.90","1,021,635.92","1,000,383.50","1,089,048.61","1,086,052.40","1,328,823.46","1,564,084.93","1,751,694.14","2,446,620.75","1,822,981.22","2,091,338.80","4,148,208.78","3,603,946.09","3,533,938.61","7,544,466.59","7,345,130.98","7,925,068.38","7,425,072.05"
外币报表折算价差,"-7,215.55","-31,117.44","-227,466.95","-445,975.21","-414,181.33","-230,568.27","-233,833.39","-153,116.30","-758,462.50","-280,403.27","-261,382.43","-934,908.74","-1,058,541.57",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"30,030,409.11","47,685,695.18","35,203,503.17","44,088,253.87"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"313,718,916.73","351,323,033.59","345,886,170.76","335,152,635.47","329,929,725.64","333,478,936.64","346,632,063.92","352,796,525.20","411,889,521.84","441,643,584.75","506,022,769.68","515,891,384.62","521,541,722.09","753,746,334.72","749,459,025.56","752,396,310.48","951,683,862.38","1,083,266,552.75","1,166,334,927.27","1,201,073,028.69","1,207,010,144.13","1,797,134,752.74","1,809,876,976.76","1,789,333,494.87","1,798,878,046.36"
所有者权益(或股东权益)合计,"196,029,448.04","254,829,223.85","334,400,874.05","369,885,197.91","834,858,066.64","863,546,991.11","882,042,340.55","854,626,972.14","875,186,024.23","900,067,710.49","924,769,056.69","925,257,854.54","938,464,668.97","956,127,250.90","982,577,832.34","989,254,515.24","1,009,318,917.43","1,054,525,506.33","1,565,433,550.74","1,580,859,608.93","1,658,940,736.31","1,584,131,437.43","1,627,939,551.95","1,557,713,899.18","1,611,619,428.23"
资产总计,"618,588,421.77","623,922,775.33","670,839,062.60","691,385,633.33","1,026,811,403.79","1,003,372,800.58","1,021,013,992.10","988,994,720.04","990,189,662.27","1,016,873,534.20","1,023,898,330.39","1,029,523,616.50","1,042,690,739.84","1,518,627,922.30","1,672,769,610.64","1,696,886,763.43","1,869,477,460.18","1,885,202,579.18","2,263,846,466.41","2,306,055,507.59","2,442,142,815.02","2,662,337,623.01","2,734,398,909.64","2,785,440,042.13","2,911,389,818.19"
负债和所有者(或股东权益)合计,"618,588,421.77","623,922,775.33","670,839,062.60","691,385,633.33","1,026,811,403.79","1,003,372,800.58","1,021,013,992.10","988,994,720.04","990,189,662.27","1,016,873,534.20","1,023,898,330.39","1,029,523,616.50","1,042,690,739.84","1,518,627,922.30","1,672,769,610.64","1,696,886,763.43","1,869,477,460.18","1,885,202,579.18","2,263,846,466.41","2,306,055,507.59","2,442,142,815.02","2,662,337,623.01","2,734,398,909.64","2,785,440,042.13","2,911,389,818.19"
