科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"6,826,836.59","8,486,155.94","6,487,056.36","8,738,084.72","3,061,887.24","5,946,337.84","8,656,739.54","11,935,799.93","4,160,972.60","9,049,228.14","14,003,187.22","17,796,963.48","4,422,170.84","10,129,388.25","17,552,963.80","24,937,404.64","7,385,188.53","15,546,151.12","25,065,464.40","36,447,475.62","9,137,563.45","17,893,198.77","27,494,307.64","41,638,572.43","12,318,806.03","24,523,309.16","38,126,930.93","58,343,697.99","13,988,505.26","26,826,199.22","41,273,246.03","65,175,302.68","21,066,131.71","42,961,468.61","84,055,447.47","124,192,043.11","37,638,518.26","67,987,003.61"
取得借款收到的现金,"9,000,000.00",,"16,000,000.00","35,000,000.00",,,,"10,000,000.00",,"28,000,000.00","28,000,000.00","28,000,000.00",,,,,,,,"143,000,000.00",,,,,,"58,690,220.00","71,008,273.68","84,407,425.55","61,000,000.00","195,000,000.00","350,000,000.00","526,000,000.00","426,763,701.00","616,917,541.95","738,776,655.50","982,135,451.00","530,520,000.00","819,520,000.00"
支付的各项税费,"3,520,014.01","5,748,037.29","6,985,183.95","9,104,142.28","796,545.88","3,244,607.07","5,909,430.67","12,584,647.88","2,155,635.94","4,508,720.46","8,239,967.45","10,624,940.86","1,138,489.80","6,035,958.82","9,806,550.17","16,021,416.14","3,754,962.80","6,218,193.60","9,305,845.33","15,740,122.02","3,817,496.75","6,980,842.65","9,911,560.89","13,169,511.42","3,826,458.66","12,447,056.46","15,874,117.40","17,667,456.51","8,678,598.18","12,672,834.61","14,681,243.45","16,392,573.42","3,313,021.99","13,349,660.55","20,111,771.59","30,613,645.11","11,915,395.47","29,943,094.49"
收到其他与筹资活动有关的现金,,,,,,,,"350,484.97","4,934,146.00","5,421,342.90","7,716,003.34","7,967,402.72","2,661,092.29","2,661,092.29","2,661,092.29","3,396,092.29","1,000,000.00",,,,,"2,858,820.59","3,308,820.59","5,737,920.59",,"2,845,179.00","3,085,779.00","641,404.57",,"1,298,932.46","1,298,932.46","3,193,317.30","616,795.31","616,795.31","616,795.31",,,"94,969,749.99"
支付其他与经营活动有关的现金,"26,200,854.59","28,318,460.75","23,585,446.78","30,486,676.10","5,078,564.64","14,428,106.76","19,890,420.75","26,939,946.85","5,467,986.80","12,880,275.57","23,329,102.34","22,963,646.93","6,664,874.69","11,975,470.48","21,547,638.79","26,559,449.40","12,972,502.17","19,137,268.76","37,773,615.01","17,129,303.50","29,880,986.77","44,968,264.15","61,492,011.22","55,026,392.50","23,065,895.49","61,347,912.21","79,017,248.42","48,839,863.62","22,216,619.83","33,510,229.07","100,036,637.68","49,205,731.97","39,690,577.03","47,679,219.55","68,932,570.94","78,180,000.63","32,073,826.02","87,742,728.56"
筹资活动现金流入小计,"9,000,000.00",,"16,000,000.00","35,000,000.00","397,008,000.00","397,008,000.00","397,008,000.00","407,358,484.97","4,934,146.00","33,421,342.90","35,716,003.34","35,967,402.72","2,661,092.29","2,661,092.29","2,661,092.29","3,396,092.29","1,000,000.00","6,510,000.00","6,510,000.00","176,140,400.00",,"2,858,820.59","6,642,020.59","9,071,120.59",,"62,015,399.00","76,354,052.68","89,268,830.12","66,800,000.00","198,653,932.46","356,083,932.46","585,599,790.80","427,380,496.31","628,734,337.26","755,756,650.81","1,472,761,601.67","530,520,000.00","914,489,749.99"
经营活动现金流出小计,"109,133,226.91","97,772,123.96","106,448,889.55","189,647,510.76","46,170,790.64","99,240,712.31","177,590,515.06","215,469,374.52","93,900,795.69","157,520,031.62","239,468,810.61","288,131,122.63","51,870,675.68","126,173,358.15","221,670,835.38","303,393,607.32","90,730,813.83","169,365,348.72","268,382,544.16","345,451,915.04","109,918,961.57","201,885,001.32","308,946,485.69","466,371,566.87","174,451,853.80","304,354,829.24","447,353,607.72","542,512,483.30","177,393,890.03","340,409,553.31","563,294,696.27","915,423,555.67","552,469,723.75","789,525,241.55","994,941,254.41","1,335,621,462.27","334,130,282.69","648,146,929.03"
偿还债务支付的现金,"4,000,000.00","5,800,000.00","8,200,000.00","8,200,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00",,"10,000,000.00","30,000,000.00","38,000,000.00",,,,,,,,,"143,000,000.00","143,000,000.00","143,000,000.00","143,000,000.00",,,"15,191,493.68","30,623,645.55","50,000,000.00","53,978,720.00","84,006,680.00","146,029,180.00","111,000,000.00","202,000,000.00","327,489,200.00","484,058,000.00","420,100,000.00","521,520,022.20"
经营活动产生的现金流量净额,"7,376,212.97","27,997,952.30","-5,520,428.93","-13,686,212.39","-8,647,086.51","-12,288,102.41","-32,811,342.88","-45,268,246.43","-49,285,489.72","-29,291,689.36","-34,742,520.06","-42,350,816.02","7,688,401.48","6,446,969.00","12,034,620.39","57,948,430.48","-20,068,965.34","-30,290,506.68","-26,224,416.40","2,213,245.06","-16,766,254.21","7,875,995.89","34,545,954.07","1,542,822.05","-57,091,064.42","-61,875,029.90","-53,876,186.74","135,423,379.62","-42,644,982.71","-72,044,048.00","-101,185,743.74","-79,988,567.75","-256,078,920.32","-397,210,248.19","-304,621,972.92","-339,031,559.90","-131,420,352.90","-193,772,933.54"
分配股利、利润或偿还利息支付的现金,"997,501.11","1,102,652.54","390,879.37","640,220.37","265,748.30","8,265,748.30","8,265,748.30","8,273,185.80","133,875.00","683,245.50","1,177,773.72","1,256,767.16",,"10,000,000.00","10,000,000.00","10,000,000.00","9,502,555.92","10,000,000.00","10,000,000.00","10,009,955.56","898,884.44","898,884.44","5,328,044.44","5,621,664.44",,"320,140.42","5,596,190.75","6,845,417.26","703,075.62","13,314,425.22","16,204,526.84","18,499,330.41","4,699,830.16","24,429,394.80","34,054,925.95","43,877,639.35","11,755,312.33","47,626,233.10"
收回投资收到的现金,,,"7,000,000.00","7,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"270,356.28","499,061,000.00",,,,"78,895,916.65","1,460,000.00",,,"60,396,492.68",,"240,000.00"
支付其他与筹资活动有关的现金,"1,159,786.34","5,997,062.22","5,348,774.27","5,563,165.93","4,656,516.59","7,839,783.97","10,229,629.50","7,716,413.02",,,,,,,,,,,,"3,464,034.25",,"6,036,120.00","6,006,960.00","9,743,517.00","479,622.00","479,622.00","623,122.00","143,500.00","463,000.00","1,693,415.70","2,191,378.20","2,740,757.30","8,243,623.31","9,292,984.16","22,395,856.07","12,907,579.52","9,699,787.40","49,670,422.08"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,552,543.84","835,559.75",,,,"40,576.39","13,411.22","19,640.03","265,695.50","332,132.20","240,000.00","700,000.00"
筹资活动现金流出小计,"6,157,287.45","12,899,714.76","13,939,653.64","14,403,386.30","39,922,264.89","51,105,532.27","53,495,377.80","50,989,598.82","133,875.00","10,683,245.50","31,177,773.72","39,256,767.16",,"10,000,000.00","10,000,000.00","10,000,000.00","9,502,555.92","10,000,000.00","10,000,000.00","13,473,989.81","143,898,884.44","149,935,004.44","154,335,004.44","158,365,181.44","479,622.00","799,762.42","21,410,806.43","37,612,562.81","51,166,075.62","68,986,560.92","102,402,585.04","167,269,267.71","123,943,453.47","235,722,378.96","383,939,982.02","540,843,218.87","441,555,099.73","618,816,677.38"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"39,000.00","39,000.00","1,000.00","30,770.00","39,920.00","41,300.00",,,,,"195,969.00","195,969.00","246,236.00","246,236.00",,"1,210.00","1,210.00","7,450.00","6,550.00","7,214.17","8,514.17","8,664.17",150.00,"6,759,057.41","6,792,557.41","33,650.00",,420.00,420.00,"49,758.07",,802.50,"10,866.88","60,041.99",500.00,"6,600.00"
筹资活动产生的现金流量净额,"2,842,712.55","-12,899,714.76","2,060,346.36","20,596,613.70","357,085,735.11","345,902,467.73","343,512,622.20","356,368,886.15","4,800,271.00","22,738,097.40","4,538,229.62","-3,289,364.44","2,661,092.29","-7,338,907.71","-7,338,907.71","-6,603,907.71","-8,502,555.92","-3,490,000.00","-3,490,000.00","162,666,410.19","-143,898,884.44","-147,076,183.85","-147,692,983.85","-149,294,060.85","-479,622.00","61,215,636.58","54,943,246.25","51,656,267.31","15,633,924.38","129,667,371.54","253,681,347.42","418,330,523.09","303,437,042.84","393,011,958.30","371,816,668.79","931,918,382.80","88,964,900.27","295,673,072.61"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,100,347.98",,,"4,500,000.00",,1.00,,"1,451,590.40",,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,261.48,"2,692.13",96.70,"-107,969.37","-60,727.31","-320,303.69","892,264.06","-112,652.04","581,136.01","505,035.45","931,729.84","12,240.19","-401,162.21","-1,035,764.74","-79,055.93","-593,750.49","960,675.55"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,"1,900,000.00",,,,"2,170,000.00","2,100,000.00","2,100,000.00","2,100,000.00","20,928,300.00","100,567.12","1,158,842.72","739,266.63",,"31,342,541.01","31,342,541.01","31,487,787.25","162,267,500.00",,"53,407,066.66","66,407,066.66","7,160,064.38",,"84,763.28"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"7,039,000.00","7,039,000.00","1,000.00","30,770.00","39,920.00","41,300.00",,,,,"195,969.00","195,969.00","246,236.00","2,146,236.00",,"1,210.00","1,210.00","2,177,450.00","2,106,550.00","2,107,214.17","2,108,514.17","20,936,964.17","100,717.12","7,917,900.13","9,354,724.16","516,030,557.73","31,342,541.01","31,342,961.01","35,988,207.25","241,253,751.11","1,473,412.22","53,427,509.19","68,135,219.44","67,948,731.25","240,500.00","1,031,363.28"
五、现金及现金等价物净增加额,"9,996,235.52","13,963,317.54","-3,820,762.22","6,545,036.92","347,598,809.40","332,408,549.35","307,227,435.72","307,154,614.96","-54,016,164.08","-17,452,365.96","-41,740,565.78","-59,189,728.00","8,892,714.21","-2,623,507.47","2,770,866.92","35,206,584.94","-46,665,539.22","-64,743,524.59","-76,011,105.07","102,378,608.25","-181,634,846.43","-181,269,268.79","-174,929,399.84","-208,783,704.62","-155,378,211.63","-110,006,185.76","-104,250,940.38","12,740,521.84","-139,829,177.29","-105,340,501.30","-95,696,554.32","25,249,512.75","-15,148,047.20","-12,103,468.87","-5,450,187.11","248,380,112.07","-115,940,854.86","-111,776,465.03"
购建固定资产、无形资产和其他长期资产支付的现金,"222,690.00","1,134,920.00","7,399,679.65","7,404,364.39","840,839.20","1,236,585.97","3,513,763.60","3,987,324.76","1,370,945.36","2,738,774.00","3,376,275.34","5,800,247.49","1,652,748.56","1,927,537.76","2,171,081.76","16,116,173.83","18,094,017.96","29,596,227.91","44,587,898.67","58,287,015.74","23,076,257.78","44,176,556.48","60,793,576.36","78,869,526.69","10,665,272.96","17,047,965.26","23,996,420.36","44,825,946.88","71,905,283.92","127,574,341.55","208,262,825.00","264,884,940.00","61,140,934.03","54,251,371.06","132,122,592.38","131,906,206.92","48,217,198.54","189,963,689.73"
期初现金及现金等价物余额,"8,039,105.42","18,035,340.94","31,998,658.48","31,998,658.48","38,543,695.40","38,543,695.40","38,543,695.40","38,543,695.40","346,109,010.31","346,109,010.31","346,109,010.31","345,698,310.36","286,508,582.36","286,508,582.36","286,508,582.36","286,508,582.36","321,715,167.30","321,715,167.30","321,715,167.30","321,715,167.30","424,093,775.55","424,093,775.55","424,093,775.55","424,093,775.55","215,310,070.93","215,310,070.93","215,310,070.93","215,310,070.93","228,050,592.77","228,050,592.77","228,050,592.77","228,050,592.77","253,300,105.52","253,300,105.52","253,300,105.52","253,300,105.52","501,680,217.59","501,680,217.59"
投资支付的现金,,,,,,,,,"8,160,000.00",,,,,,,,,,,,,,"3,100,000.00","3,100,000.00",,,"2,100,000.00","646,436,000.00","63,099,600.00","67,313,580.31","63,099,600.00","130,326,350.00","1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00",,"24,914,953.20"
期末现金及现金等价物余额,"18,035,340.94","31,998,658.48","28,177,896.26","38,543,695.40","386,142,504.80","370,952,244.75","345,771,131.12","345,698,310.36","292,092,846.23","328,656,644.35","304,368,444.53","286,508,582.36","295,401,296.57","283,885,074.89","289,279,449.28","321,715,167.30","275,049,628.08","256,971,642.71","245,704,062.23","424,093,775.55","242,458,929.12","242,824,506.76","249,164,375.71","215,310,070.93","59,931,859.30","105,303,885.17","111,059,130.55","228,050,592.77","88,221,415.48","122,710,091.47","132,354,038.45","253,300,105.52","238,152,058.32","241,196,636.65","247,849,918.41","501,680,217.59","385,739,362.73","389,903,752.56"
