科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付其他与筹资活动有关的现金,,,,,,,"4,923,190.00","5,245,000.00","5,404,590.00","5,935,669.81","120,000.00","564,000.00","564,000.00","1,614,280.00",,"1,023,422.46","1,023,422.46","1,000,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00","30,000,000.00"
取得投资收益收到的现金,,,,,,,,,,"2,796,123.29","1,761,928.77","1,871,772.96","1,890,142.82","2,320,440.68","1,003,180.25","4,823,351.84","5,655,288.49","6,792,273.09","3,410,643.01","6,579,427.93","7,166,269.31","9,792,541.62","525,892.74"
筹资活动现金流出小计,,,,,,,"4,923,190.00","12,758,011.21","13,564,590.00","14,095,669.81","120,000.00","8,724,000.00","8,724,000.00","9,774,280.00",,"21,423,422.46","21,423,422.46","21,400,000.00",,"21,400,000.00","21,400,000.00","21,400,000.00","30,000,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,"11,023,890.08","10,990,096.20","11,017,596.20",,,,,,,"5,600.00","5,600.00",
筹资活动产生的现金流量净额,"13,598,000.00",,,,,,"144,092,810.00","136,257,988.79","135,451,410.00","134,920,330.19","-120,000.00","-8,724,000.00","-8,724,000.00","-8,774,280.00",,"-20,423,422.46","-20,423,422.46","-20,400,000.00",,"-20,400,000.00","-20,400,000.00","-20,400,000.00","-28,033,556.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-13,478.00","-27,531.18","-1,647.15","-2,912.71","3,864.68",,"-2,014.40","32,321.60","81,656.02","-2,248.58","26,484.00","45,093.03","81,684.18","-4,383.56","-36,506.04","-53,990.05","-62,046.94","-41,077.31","2,299.73","29,100.96","44,559.31","-20,240.39"
收到其他与投资活动有关的现金,,,,,,,,,,"133,000,000.00","116,000,000.00","156,000,000.00","149,000,000.00","305,000,000.00","108,000,000.00","350,000,400.00","448,000,550.00","502,000,000.00","110,000,000.00","205,000,400.00","235,000,000.00","290,000,000.00","50,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,"135,796,123.29","117,761,928.77","168,895,663.04","161,880,239.02","318,338,036.88","109,003,180.25","354,823,751.84","453,655,838.49","508,792,273.09","113,410,643.01","211,579,827.93","242,171,869.31","299,798,141.62","50,525,892.74"
五、现金及现金等价物净增加额,"36,036,187.23","386,270.95","20,631,081.00","-3,739,996.93","-12,408,248.53","5,598,142.34","126,631,139.03","133,170,815.45","130,019,792.81","35,084,357.39","11,670,074.68","-25,163,352.43","-66,895,825.41","-99,805,933.36","1,172,706.91","-14,216,403.03","-19,724,070.33","4,704,337.96","14,745,768.85","-12,149,128.97","-13,056,972.65","27,661,970.41","-301,159.63"
购建固定资产、无形资产和其他长期资产支付的现金,"1,233,363.63","13,894,972.40","2,162,568.42","1,317,248.38","13,777,583.38","14,107,518.65","619,260.00","868,712.69","3,522,930.40","5,389,494.34","7,332,613.24","10,660,463.59","17,147,008.14","43,324,012.43","9,848,692.55","18,943,116.26","30,637,166.10","69,697,702.15","1,857,624.09","20,560,050.05","27,851,464.89","31,531,836.62","17,834,592.51"
期初现金及现金等价物余额,"33,819,055.41","69,855,242.64","70,241,513.59","90,872,594.59","90,872,594.59","90,872,594.59","96,474,507.44","96,474,507.44","96,470,736.93","96,470,736.93","131,555,094.32","131,555,094.32","131,555,094.32","131,555,094.32","31,849,160.96","31,749,160.96","31,749,160.96","31,749,160.96","36,453,498.92","36,453,498.92","36,453,498.92","36,453,498.92","64,115,469.33"
投资支付的现金,,,,,,,,,,,,,"11,536,800.00","11,536,800.00",,,,,,,,,
期末现金及现金等价物余额,"69,855,242.64","70,241,513.59","90,872,594.59","87,132,597.66","78,464,346.06","96,470,736.93","223,105,646.47","229,645,322.89","226,490,529.74","131,555,094.32","143,225,169.00","106,391,741.89","64,659,268.91","31,749,160.96","33,021,867.87","17,532,757.93","12,025,090.63","36,453,498.92","51,199,267.77","24,304,369.95","23,396,526.27","64,115,469.33","63,814,309.70"
