科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动现金流出小计,"206,872,786.05","240,886,294.45","368,420,777.92","90,700,064.62","206,966,322.07","307,010,652.55","415,422,928.28","109,950,449.68","213,001,854.94","336,817,473.25","458,478,924.22","126,632,715.16","248,406,747.44","383,048,275.64","535,443,782.67","133,110,511.77","291,932,319.52","403,918,321.62","562,269,433.07","119,621,477.75","243,066,981.53","360,134,143.42","482,539,272.14","138,394,154.10","245,734,997.84","389,129,607.81","525,150,301.84","79,572,148.74","261,577,514.92","402,218,211.31"
偿还债务支付的现金,"40,000,000.00","51,000,000.00","95,000,000.00","57,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00",,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"17,606,462.95","24,771,046.35","44,604,286.69","-21,242,965.86","-33,680,534.98","-28,990,137.26","-14,758,689.72","-19,638,082.18","-9,952,397.12","-6,006,808.42","-8,398,263.45","-5,478,116.48","-7,729,297.84","2,755,058.50","-9,353,543.93","-2,681,876.65","25,906,045.33","71,360,757.22","70,942,005.53","8,826,039.53","25,225,947.10","58,530,332.60","78,018,424.59","12,461,582.96","64,072,345.14","84,713,124.11","107,779,752.37","-19,669,879.48","-30,178,208.22","19,703,401.14"
分配股利、利润或偿还利息支付的现金,"9,330,227.94","7,853,896.97","2,563,013.32","727,024.98","1,103,100.34","1,242,025.59","1,648,952.72",,"32,146,002.62","32,261,926.92","32,443,926.92",,"42,863,180.09","42,863,180.09","42,720,000.00",,"42,765,818.35","42,765,818.35","42,720,000.00",,"42,720,000.00","42,720,000.00","42,720,000.00",,"42,720,000.00","42,720,000.00","42,720,000.00",,"42,720,000.00","43,066,368.75"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"6,950,000.00","25,000,000.00","691,620,000.00","190,000,000.00","350,000,000.00","367,000,000.00"
支付其他与筹资活动有关的现金,"24,945,723.71","73,726.73","28,563,359.67",,"5,422,025.34","5,422,025.34","940,865.95",,,,,,,,,,,,,,,,,,,,,,"823,618.72","1,323,618.72"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"696,404.97","2,125,654.27","3,576,052.07","1,879,287.39","33,144,112.13","3,246,397.06"
筹资活动现金流出小计,"74,275,951.65","58,927,623.70","126,126,372.99","57,727,024.98","113,525,125.68","113,664,050.93","109,589,818.67",,"32,146,002.62","32,261,926.92","62,443,926.92",,"42,863,180.09","42,863,180.09","42,720,000.00",,"42,765,818.35","42,765,818.35","42,720,000.00",,"42,720,000.00","42,720,000.00","42,720,000.00",,"42,720,000.00","42,720,000.00","42,720,000.00",,"43,543,618.72","44,389,987.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"551,152.72",,,,,"12,000.00","52,000.00","3,733,090.34","7,926,023.08",,,"310,700.00","6,992.31",,,"95,000.00","95,000.00",,"10,000.00","10,000.00","10,000.00",,,,"10,000.00",,,"7,337.45"
筹资活动产生的现金流量净额,"-9,275,951.65","-7,927,623.70","9,873,627.01","533,338,069.68","482,961,994.32","482,823,069.07","481,475,275.99",,"-32,146,002.62","-2,261,926.92","-32,443,926.92",,"-42,863,180.09","-42,863,180.09","-42,720,000.00",,"-42,765,818.35","-42,765,818.35","-42,720,000.00",,"-42,720,000.00","-42,720,000.00","-42,720,000.00",,"-42,720,000.00","-42,720,000.00","-42,720,000.00",,"265,462,475.56","294,616,106.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,"190,783.56","15,076,575.30",,,,,"97,969,271.74","97,969,271.74"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"10,551,152.72",,,,,"12,000.00","52,000.00","3,733,090.34","7,926,023.08",,,"310,700.00","6,992.31",,,"95,000.00","95,000.00",,"10,000.00","10,000.00","200,783.56","15,076,575.30","7,646,404.97","27,125,654.27","695,206,052.07","191,879,287.39","481,113,383.87","468,223,006.25"
五、现金及现金等价物净增加额,"2,689,747.69","13,710,328.96","32,951,342.82","506,570,433.02","426,409,013.54","413,161,930.09","421,238,510.30","-25,902,483.06","-56,330,184.47","-38,064,371.58","-83,176,838.73","-26,345,704.50","-87,175,324.11","-88,705,283.93","-102,385,169.04","-11,516,955.34","-43,535,132.92","-13,416,666.12","-33,907,321.30","-8,317,365.30","-37,932,073.60","-9,604,043.24","-23,314,527.79","24,534,669.43","-158,905,098.56","-99,448,738.05","-131,805,923.87","25,452,357.16","475,148,332.89","46,122,144.44"
购建固定资产、无形资产和其他长期资产支付的现金,"5,640,763.61","3,133,093.69","32,077,723.60","5,524,670.80","22,872,445.80","40,671,001.72","45,478,075.97","6,276,400.88","14,283,784.73","33,528,726.58","50,260,671.44","20,867,588.02","36,582,846.18","48,907,862.34","50,318,617.42","8,835,078.69","26,675,359.90","42,106,604.99","62,224,326.83","17,143,404.83","20,448,020.70","25,424,375.84","33,813,735.94","3,003,488.83","6,903,848.67","7,567,516.43","35,451,728.31","1,757,050.75","5,249,318.32","12,420,369.76"
期初现金及现金等价物余额,"9,726,702.62","12,416,450.31","26,126,779.27","59,078,122.09","59,278,122.09","59,278,122.09","59,078,122.09","480,316,632.39","480,316,632.39","480,316,632.39","480,316,632.39","397,223,793.66","397,223,793.66","397,223,793.66","397,139,793.66","294,754,624.62","294,754,624.62","294,754,624.62","294,754,624.62","260,847,303.32","260,847,303.32","260,847,303.32","260,847,303.32","237,532,775.53","237,532,775.53","237,532,775.53","237,532,775.53","105,726,851.66","105,726,851.66","105,726,851.66"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"856,620,000.00","145,000,000.00","236,000,000.00","269,000,000.00"
期末现金及现金等价物余额,"12,416,450.31","26,126,779.27","59,078,122.09","565,648,555.11","485,687,135.63","472,440,052.18","480,316,632.39","454,414,149.33","423,986,447.92","442,252,260.81","397,139,793.66","370,878,089.16","310,048,469.55","308,518,509.73","294,754,624.62","283,237,669.28","251,219,491.70","281,337,958.50","260,847,303.32","252,529,938.02","222,915,229.72","251,243,260.08","237,532,775.53","262,067,444.96","78,627,676.97","138,084,037.48","105,726,851.66","131,179,208.82","580,875,184.55","151,848,996.10"
