科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"21,516,153.21","30,216,319.01","31,358,624.01","26,095,375.98","55,231,619.17","22,247,673.65","40,068,540.12","62,231,650.81","87,109,929.58","32,587,306.56","56,754,871.76","84,933,386.75","118,212,172.89","35,588,781.48","68,595,723.80","119,649,805.85","158,356,340.25","42,738,198.00","88,372,580.90","141,621,104.18","203,541,540.56","77,614,787.21","130,157,294.06","208,997,503.71","281,251,105.14","88,001,267.01","188,844,866.26","195,960,774.93","378,856,947.02","102,860,417.23","190,940,375.73","311,470,133.17","419,159,535.38","140,154,570.96","250,702,515.76"
取得借款收到的现金,"19,700,000.00","23,200,000.00","212,000,000.00",,"30,000,000.00",,"3,000,000.00","3,000,000.00","23,000,000.00",,,"23,000,000.00","26,000,000.00",,"200,000,000.00","200,000,000.00","203,000,000.00",,"100,000,000.00","104,415,759.50","197,798,414.86","111,309,638.23","318,564,629.17","387,248,343.53","557,384,485.14","52,271,831.13","24,546,838.39","24,546,838.39","88,723,165.47","200,000,000.00","300,000,000.00","400,000,000.00","400,000,000.00","200,000,000.00","300,000,000.00"
支付的各项税费,"26,017,439.98","37,674,893.11","31,565,612.54","22,293,972.68","54,026,930.16","20,160,302.32","38,126,310.54","50,781,914.58","62,443,528.77","29,548,505.29","52,493,663.61","77,607,275.12","97,604,412.12","18,453,745.17","50,519,844.41","70,093,607.16","100,180,534.78","35,400,343.47","72,104,404.13","98,907,636.85","139,833,546.35","31,331,650.11","61,240,294.04","88,259,362.26","136,338,762.46","44,329,393.98","89,079,849.63","143,906,623.10","187,954,820.36","58,808,563.98","119,854,318.55","197,844,263.26","261,045,608.82","77,722,221.67","213,173,880.87"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"29,799,461.53","29,830,704.30","32,452,643.27","25,134,760.40","58,681,363.00","18,754,800.77","28,288,792.32","34,566,840.40","63,472,804.20","24,558,002.01","40,238,958.73","66,374,494.42","138,579,781.12","24,433,857.16","54,088,223.31","78,651,889.34","127,739,485.27","30,742,953.05","68,587,706.60","141,860,612.89","151,356,793.00","32,732,243.87","83,092,226.11","142,214,194.12","191,834,687.93","44,873,538.66","94,011,320.63","224,498,494.13","224,019,579.42","46,315,035.74","82,299,649.80","134,544,265.42","246,484,531.66","72,679,694.82","118,963,934.77"
筹资活动现金流入小计,"42,200,000.00","23,200,000.00","212,000,000.00","34,880,000.00","64,880,000.00","1,223,424,000.00","1,226,424,000.00","1,226,424,000.00","1,273,332,000.00",,,"23,000,000.00","27,045,125.00",,"200,000,000.00","200,000,000.00","203,000,000.00",,"100,000,000.00","104,415,759.50","197,841,773.56","111,309,638.23","318,564,629.17","387,248,343.53","557,384,485.14","52,271,831.13","24,546,838.39","1,502,892,104.29","1,566,923,148.35","200,000,000.00","300,000,000.00","400,000,000.00","400,000,000.00","200,000,000.00","300,000,000.00"
经营活动现金流出小计,"259,929,717.46","255,908,353.52","325,295,097.99","353,798,985.12","760,539,905.41","199,788,999.90","443,193,335.02","683,112,527.02","840,084,177.05","219,953,619.50","518,076,796.57","775,305,116.33","1,070,856,806.62","122,113,204.99","657,768,734.01","974,055,480.52","1,008,377,876.30","260,430,290.98","765,321,932.81","1,316,729,153.59","1,293,857,387.02","476,348,556.17","858,074,135.12","1,333,574,160.78","1,906,485,589.18","504,124,920.04","1,068,334,013.07","1,632,391,882.11","2,381,956,603.64","869,957,952.18","1,445,135,716.70","2,262,695,697.04","3,326,316,998.70","1,087,272,758.05","2,517,491,085.84"
偿还债务支付的现金,"19,000,000.00","27,900,000.00","197,000,000.00",,"30,000,000.00",,,,"20,000,000.00",,,"23,000,000.00","46,000,000.00",,,,"3,000,000.00",,"200,000,000.00","202,255,169.50","295,585,936.09","61,749,809.92","217,166,313.20","315,493,608.72","535,159,235.84","69,245,141.20","147,133,537.92","151,984,566.46","216,160,893.54",,,,,"200,000,000.00","300,000,000.00"
经营活动产生的现金流量净额,"42,693,083.20","84,060,582.43","124,830,531.02","21,082,663.14","80,664,186.73","15,230,926.34","34,870,072.52","96,408,274.04","154,222,220.31","-20,277,133.86","-62,605,801.60","6,752,863.15","28,028,126.62","39,203,564.07","120,255,595.14","193,560,479.06","222,123,385.85","46,610,868.46","96,396,624.75","188,790,067.37","385,926,433.59","-31,470,271.70","28,130,960.48","153,396,342.40","199,627,005.91","115,915,828.90","192,335,413.48","238,759,366.96","339,652,243.71","141,252,840.47","449,953,099.74","660,357,560.42","873,555,055.88","12,959,915.32","282,779,919.91"
分配股利、利润或偿还利息支付的现金,"30,938,975.57","1,968,952.57","1,505,655.91","32,732,410.00","42,613,142.85","250,200.00","55,028,006.36","55,936,133.63","56,222,108.91","323,816.56","138,148,913.63","138,512,704.75","141,131,024.07","42,000.00","158,838,954.96","161,829,684.96","166,504,060.47","3,042,315.80","175,301,405.08","177,008,480.84","176,622,779.86","110,534.51","187,531,595.55","187,809,707.73","190,070,071.52","1,038,945.79","174,758,143.60","174,028,741.33","176,212,253.70","1,464,644.72","202,439,221.15","206,501,369.46","212,289,150.55","4,180,221.81","273,093,430.11"
收回投资收到的现金,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,"158,300,000.00","422,200,000.00","558,800,000.00","558,800,000.00","573,300,000.00","823,680,000.00","923,680,000.00","941,480,000.00","941,480,000.00","725,000,000.00","725,000,000.00","722,837,155.80","739,950,951.29","1,996,000,000.00","1,996,000,000.00","1,996,000,000.00","1,996,000,000.00","2,388,000,000.00","2,899,000,000.00"
支付其他与筹资活动有关的现金,,"26,835,000.00",,,"520,000.00","5,285,310.00","5,805,310.00","5,805,310.00","5,805,310.00",,,,,"647,714.00","647,714.00","647,714.00","647,714.00",,"81,898.50","81,898.50","81,898.50","1,176,662.99","1,003,413.45","464,501.15","2,451,377.51","405,460.11","381,730.71","5,869,112.85","3,451,537.16",,"934,089.30","922,846.93","3,033,952.56","17,432.51","1,311,403.97"
取得投资收益收到的现金,,,,,,,"3,698.63","99,430.13",,"795,906.41","906,013.26","949,148.55","3,742,156.16",,"5,298,333.34","13,080,000.00","40,398,054.96","15,321,950.45","25,118,665.31","36,934,262.35","47,118,771.53","10,547,120.86","20,029,187.67","28,795,335.86","41,489,974.54","10,141,380.93","12,068,589.74","23,831,425.70","33,147,560.74","2,945,630.33","20,953,611.64","42,417,608.55","57,909,462.20","33,295,578.13","54,874,462.09"
筹资活动现金流出小计,"49,938,975.57","56,703,952.57","198,505,655.91","32,732,410.00","73,133,142.85","5,535,510.00","60,833,316.36","61,741,443.63","82,027,418.91","323,816.56","138,148,913.63","161,512,704.75","187,131,024.07","689,714.00","159,486,668.96","162,477,398.96","170,151,774.47","3,042,315.80","375,383,303.58","379,345,548.84","472,290,614.45","63,037,007.42","405,701,322.20","503,767,817.60","727,680,684.87","70,689,547.10","322,273,412.23","331,882,420.64","395,824,684.40","1,464,644.72","203,373,310.45","207,424,216.39","215,323,103.11","204,197,654.32","574,404,834.08"
处置固定资产、无形资产和其他长期资产收回的现金净额,"409,185.00","120,000.00","61,000.00","122,497.20","216,701.05",,"111,111.11","125,105.72","263,008.11","11,739.13","119,138.46","120,701.40","1,452,345.82","106,282.51","159,435.15","857,646.73","1,460,566.05","239,488.79","249,721.78","271,343.62","503,901.09","122,139.04","284,287.13","415,348.57","861,725.48","121,592.23","212,368.17","1,399,547.29","3,785,453.76",,"8,362,761.83","203,249.26","8,209,042.95","419,898.64","4,554,286.24"
筹资活动产生的现金流量净额,"-7,738,975.57","-33,503,952.57","13,494,344.09","2,147,590.00","-8,253,142.85","1,217,888,490.00","1,165,590,683.64","1,164,682,556.37","1,191,304,581.09","-323,816.56","-138,148,913.63","-138,512,704.75","-160,085,899.07","-689,714.00","40,513,331.04","37,522,601.04","32,848,225.53","-3,042,315.80","-275,383,303.58","-274,929,789.34","-274,448,840.89","48,272,630.81","-87,136,693.03","-116,519,474.07","-170,296,199.73","-18,417,715.97","-297,726,573.84","1,171,009,683.65","1,171,098,463.95","198,535,355.28","96,626,689.55","192,575,783.61","184,676,896.89","-4,197,654.32","-274,404,834.08"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,087,718.42",,,,,,
四、汇率变动对现金的影响,"-459,193.47","-133,637.27","15,343.45","-1,355.12","-157,558.09",,"-78,683.31","-213,918.04","-151,429.69",,"32,253.16","278,468.48","498,880.95","10,601.54","-24,544.48","14,813.34","46,934.83","44,465.90","-20,929.70","-709,356.91","-2,621,691.21","769,350.40","-2,774,468.32","368,618.50","2,245,665.41","1,086,728.28","-431,504.75","1,741,315.95","-437,098.27","2,543,862.20","2,227,031.56","1,444,163.04","1,730,057.58","2,466,098.18","-992,774.06"
收到其他与投资活动有关的现金,,,,"3,000,000.00","2,500,000.00",,"500,000.00","500,000.00","500,000.00",,,"560,000.00","560,000.00","950,000.00","950,000.00","950,000.00","2,240,000.00",,,,,,,,"2,761,500.00",,,,,"230,000.00","230,000.00","230,000.00","53,961,000.00","75,954,000.00","75,954,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"409,185.00","120,000.00","61,000.00","3,122,497.20","2,716,701.05",,"614,809.74","724,535.85","763,008.11","807,645.54","11,025,151.72","11,629,849.95","15,754,501.98","1,056,282.51","6,407,768.49","14,887,646.73","202,398,621.01","437,761,439.24","584,168,387.09","596,005,605.97","620,922,672.62","834,349,259.90","943,993,474.80","970,690,684.43","986,593,200.02","735,262,973.16","737,280,957.91","748,068,128.79","780,971,684.21","1,999,175,630.33","2,025,546,373.47","2,038,850,857.81","2,116,079,505.15","2,497,669,476.77","3,034,382,748.33"
五、现金及现金等价物净增加额,"7,758,684.63","43,685,713.69","75,786,403.41","-22,030,421.17","-40,722,643.87","1,219,731,579.63","1,161,827,056.57","1,177,735,203.93","1,242,810,703.62","-43,609,556.72","-235,653,012.56","-217,912,972.49","-487,491,853.17","25,048,027.02","-228,484,654.23","-241,863,394.39","-506,751,915.53","-88,078,464.34","-63,191,133.10","-61,948,381.59","-260,568,048.21","32,231,245.93","3,311,961.18","21,990,610.89","63,078,370.52","507,863,884.44","196,958,410.83","-94,704,670.81","16,032,595.99","72,569,788.15","123,713,206.53","159,520,868.74","268,599,097.81","50,372,791.52","70,421,036.81"
购建固定资产、无形资产和其他长期资产支付的现金,"27,145,414.53","6,857,278.90","41,814,815.15","48,381,816.39","115,692,830.71","13,387,836.71","39,169,826.02","83,866,244.29","103,327,676.20","23,816,251.84","43,639,702.21","98,061,449.32","221,687,463.65","14,532,707.10","35,636,804.42","127,848,934.56","166,869,082.75","71,252,922.14","129,801,911.66","170,704,908.68","242,300,143.99","59,929,723.48","133,501,312.75","173,595,560.37","208,381,301.09","92,983,929.93","128,249,870.85","201,613,166.16","278,532,697.61","39,437,900.13","152,639,987.79","275,007,496.14","515,742,417.69","97,525,044.43","161,344,023.29"
期初现金及现金等价物余额,"31,423,838.89","39,182,523.52","82,868,237.21","158,654,640.62","158,654,640.62","193,943,667.99","117,931,996.75","117,931,996.75","117,931,996.75","1,360,742,700.37","1,360,742,700.37","1,360,742,700.37","1,360,742,700.37","873,250,847.20","873,250,847.20","873,250,847.20","873,250,847.20","366,498,931.67","366,498,931.67","366,498,931.67","366,498,931.67","105,930,883.46","105,930,883.46","105,930,883.46","105,930,883.46","169,009,253.98","169,009,253.98","169,009,253.98","169,009,253.98","185,041,849.97","185,041,849.97","185,041,849.97","185,041,849.97","453,640,947.78","453,640,947.78"
投资支付的现金,,,"15,000,000.00",,,,,,,,,,"150,000,000.00",,"360,000,000.00","360,000,000.00","797,300,000.00","498,200,000.00","338,550,000.00","400,400,000.00","745,284,978.33","759,760,000.00","745,400,000.00","812,350,000.00","742,800,000.00","233,000,000.00","306,000,000.00","2,052,670,000.00","1,996,490,000.00","2,229,500,000.00","2,298,000,000.00","2,455,000,000.00","2,388,000,000.00","2,361,000,000.00","2,810,000,000.00"
期末现金及现金等价物余额,"39,182,523.52","82,868,237.21","158,654,640.62","136,624,219.45","117,931,996.75","1,413,675,247.62","1,279,759,053.32","1,295,667,200.68","1,360,742,700.37","1,317,133,143.65","1,125,089,687.81","1,142,829,727.88","873,250,847.20","898,298,874.22","644,766,192.97","631,387,452.81","366,498,931.67","278,420,467.33","303,307,798.57","304,550,550.08","105,930,883.46","138,162,129.39","109,242,844.64","127,921,494.35","169,009,253.98","676,873,138.42","365,967,664.81","74,304,583.17","185,041,849.97","257,611,638.12","308,755,056.50","344,562,718.71","453,640,947.78","504,013,739.30","524,061,984.59"
