科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00",,"62,510,000.00","62,510,000.00","62,510,000.00","62,510,000.00","62,510,000.00","62,510,000.00","62,510,000.00","64,736,109.00","103,577,774.00","105,186,774.00"
油气资产,,,,,,,,,,,,,,
资本公积,"3,667,708.81","3,667,708.81","3,667,708.81",,"204,251,808.81","204,251,808.81","204,251,808.81","204,251,808.81","204,251,808.81","204,251,808.81","204,251,808.81","338,225,699.81","299,384,034.81","327,999,969.11"
无形资产,"25,374,336.75","24,887,040.41","24,540,072.29",,"24,293,709.99","24,304,991.06","24,153,292.82","32,687,256.58","32,574,728.69","32,433,570.40","32,286,608.55","52,819,084.98","52,000,865.60","51,713,033.21"
盈余公积,"16,832,977.07","22,780,524.99","29,376,030.65",,"29,376,030.65","29,376,030.65","31,255,000.00","31,255,000.00","31,255,000.00","31,255,000.00","31,255,000.00","31,255,000.00","31,255,000.00","31,255,000.00"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"120,903,765.15","120,903,765.15","120,903,765.15"
未分配利润,"153,917,034.25","207,171,306.72","241,607,040.03",,"265,762,898.93","284,176,056.90","300,247,118.34","312,977,335.40","321,970,978.49","339,372,364.59","361,134,113.01","374,568,697.91","390,367,178.84","420,813,038.43"
长期待摊费用,,,,,,,,,,,,"45,996.85","38,739.85","31,482.85"
少数股东权益,,,,,,,,,,,,"396,629.32","400,100.69","927,321.04"
递延所得税资产,"2,326,078.40","2,411,578.61","2,676,397.66",,"2,303,331.97","2,271,890.04","2,255,728.82","2,163,698.54","2,188,927.05","1,966,301.30","2,018,566.82","1,928,367.94","2,481,118.05","2,358,731.38"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"9,706,638.75","11,184,685.74","6,186,550.00",,"16,244,947.30","24,661,897.85","17,251,177.83","21,209,841.16","27,325,659.99","23,415,124.81","11,158,095.43","21,795,591.43","30,540,021.24","35,562,585.41"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"148,962,770.38","196,208,842.19","220,480,699.13","223,974,300.00","230,166,576.64","239,743,384.40","252,464,658.69","266,929,236.28","272,872,305.21","274,563,742.92","284,465,186.09","498,732,663.19","530,951,797.64","560,760,055.87"
所有者权益(或股东权益)合计,"224,417,720.13","283,619,540.52","324,650,779.49","328,430,200.00","561,900,738.39","580,313,896.36","598,263,927.15","610,994,144.21","620,000,477.30","637,414,365.52","659,275,181.81","809,325,813.85","824,950,715.47","885,943,451.57"
资产总计,"279,662,164.62","327,683,464.56","419,424,265.97","365,031,300.00","668,513,737.00","604,275,017.56","637,085,878.07","635,763,607.63","652,822,230.30","667,673,353.38","700,683,270.11","908,007,212.24","936,780,867.25","1,003,330,030.89"
负债和所有者(或股东权益)合计,"279,662,164.62","327,683,464.56","419,424,265.97","365,031,300.00","668,513,737.00","604,275,017.56","637,085,878.07","635,763,607.63","652,822,230.30","667,673,353.38","700,683,270.11","908,007,212.24","936,780,867.25","1,003,330,030.89"
