科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
流动资产合计,"288,230,221.03","357,724,706.19","437,412,487.38","441,386,697.47","453,819,784.02","619,363,899.73","629,823,598.80","614,287,313.41","625,855,755.64","632,576,887.30"
流动负债合计,"164,650,743.44","180,056,423.88","199,066,154.26","170,202,521.27","164,396,293.47","36,056,722.04","26,517,789.51","24,085,080.39","22,873,650.46","17,191,724.00"
可供出售金融资产,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00"
长期借款,,,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,"680,951.70",,,,,"1,000,000.00",,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"140,227,218.15","133,328,232.78","130,850,467.46","126,007,097.67","124,105,349.91","121,897,272.06","119,709,779.58","122,536,276.61","120,514,316.14","114,866,601.52"
递延所得税负债,,,,,,,,,,
在建工程,"650,657.24","3,765,527.72","11,500,077.80","11,495,077.80","11,470,502.65","13,131,558.75","13,131,558.75","17,631,534.75","23,822,136.49","27,149,682.10"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"760,000.00","3,153,788.63","6,022,678.23","5,836,488.15","5,743,393.11","5,650,298.07","5,557,203.03","5,464,107.99","5,371,012.95","5,277,917.91"
固定资产清理,,,,,,,,,,
负债合计,"165,410,743.44","183,210,212.51","205,088,832.49","176,039,009.42","170,139,686.58","41,707,020.11","32,074,992.54","29,549,188.38","28,244,663.41","22,469,641.91"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","133,350,000.00","133,350,000.00","133,350,000.00","133,350,000.00","133,350,000.00"
油气资产,,,,,,,,,,
资本公积,"49,922,599.35","49,922,599.35","49,922,599.35","49,922,599.35","49,922,599.35","289,243,561.65","289,243,561.65","289,243,561.65","289,243,561.65","289,243,561.65"
无形资产,"25,088,481.33","24,432,389.00","23,838,313.20","23,508,175.61","23,384,471.73","23,216,921.29","23,052,475.86","22,888,151.67","22,723,827.48","22,559,503.44"
盈余公积,"8,912,858.63","11,376,450.33","14,131,566.40","14,131,566.40","14,131,566.40","16,586,958.39","16,586,958.39","16,586,958.39","16,586,958.39","19,127,254.90"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,"460,530.39","460,530.39","460,530.39","460,530.39","460,530.39","460,530.39","460,530.39","460,530.39","460,530.39","460,530.39"
未分配利润,"140,261,138.48","184,050,194.69","243,847,312.53","272,057,273.72","288,773,563.05","302,010,331.39","320,935,107.41","310,268,391.85","327,101,202.32","336,126,174.33"
长期待摊费用,"178,381.00","52,897.97","24,777.71","18,313.97","15,082.10","11,850.23","202,600.75","171,657.10","213,188.65","1,372,591.73"
少数股东权益,,,,,,,,,,
递延所得税资产,,,,,,,,,,
外币报表折算价差,,,,,,,,,,
其他非流动资产,"9,702,048.43","8,152,125.35","8,886,240.11","9,243,785.97","9,672,477.56","4,746,333.52","4,746,333.52",,,"500,000.00"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"176,307,316.54","170,872,654.91","175,560,406.67","170,732,981.41","169,108,414.34","163,464,466.24","162,303,278.85","164,688,150.52","168,733,999.15","167,908,909.18"
所有者权益(或股东权益)合计,"299,126,794.13","345,387,148.59","407,884,061.56","436,080,669.46","452,788,511.78","741,121,345.86","760,051,885.11","749,426,275.55","766,345,091.38","778,016,154.57"
资产总计,"464,537,537.57","528,597,361.10","612,972,894.05","612,119,678.88","622,928,198.36","782,828,365.97","792,126,877.65","778,975,463.93","794,589,754.79","800,485,796.48"
负债和所有者(或股东权益)合计,"464,537,537.57","528,597,361.10","612,972,894.05","612,119,678.88","622,928,198.36","782,828,365.97","792,126,877.65","778,975,463.93","794,589,754.79","800,485,796.48"
