科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
偿还债务支付的现金,"54,500,000.00","77,000,000.00","93,654,418.14","75,275,538.96","109,025,538.96","184,025,538.96","8,750,000.00","49,750,000.00","68,500,000.00","101,500,000.00","9,897,300.00","57,450,900.00","77,450,900.00","135,950,900.00","42,000,000.00","126,253,532.08","216,677,941.21","313,385,766.57","64,515,817.07"
经营活动产生的现金流量净额,"28,720,932.64","29,479,603.60","67,888,917.66","32,724,717.25","61,333,614.80","80,671,363.38","19,729,834.59","28,470,193.47","56,088,499.34","88,707,116.35","14,484,337.07","19,592,696.05","34,189,379.04","58,641,482.66","10,624,054.14","46,046,999.90","80,712,616.46","118,289,573.80","101,986,287.86"
分配股利、利润或偿还利息支付的现金,"4,789,304.10","5,332,805.77","14,785,217.64","3,318,411.20","4,454,247.90","6,924,587.36","1,440,270.99","18,733,392.95","20,303,098.01","21,615,229.35","1,637,298.85","13,650,828.88","27,821,519.94","28,418,789.19","6,919,318.76","10,203,806.25","19,959,641.25","24,953,958.09","5,802,311.30"
收回投资收到的现金,,,,,,,"30,000,000.00",,,,"90,000,000.00",,,,"6,000,000.00","5,479,684.92","5,479,684.92","5,000,000.00",
支付其他与筹资活动有关的现金,"1,632,000.00","3,172,000.00","989,000.00","857,000.00","9,351,699.97",,,"45,000,000.00","45,000,000.00",,"264,030.46","46,386,985.08","46,386,985.08","45,792,954.62",,,,"368,000.00",726.00
取得投资收益收到的现金,,,,,,,"200,074.87",,,"244,013.23","253,424.66",,,"2,169,488.91","325,926.93","1,000,000.00","2,446,361.09","2,598,250.45","1,388,931.50"
筹资活动现金流出小计,"60,921,304.10","85,504,805.77","109,428,635.78","79,450,950.16","122,831,486.83","190,950,126.32","10,190,270.99","113,483,392.95","133,803,098.01","123,115,229.35","11,798,629.31","117,488,713.96","151,659,405.02","210,162,643.81","48,919,318.76","136,457,338.33","236,637,582.46","338,707,724.66","70,318,854.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"14,000.00","39,641.03",,,,100.00,,"178,237.40","178,237.40","383,000.00",,"60,000.00","95,000.00","106,200.00",,"2,430.00","18,005.00","20,795.00","1,476,860.52"
筹资活动产生的现金流量净额,"18,578,695.90","-6,504,805.77","27,702,227.24","-1,484,556.08","324,529,907.25","296,874,646.59","-10,190,270.99","-5,458,360.69","-5,778,065.75","63,409,802.91","49,701,370.69","40,434,307.03","33,674,329.16","49,316,875.64","6,258,681.24","39,262,709.91","572,288,666.98","590,259,896.25","36,681,145.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-37,358.94","-71,284.27","-477,894.33","244,255.87","-215,150.00","45,820.18","-135,604.97","399,874.05","464,146.22","1,337,594.31","5,227.71","144,340.21","-204,902.84","884,107.32","33,180.42","-66,541.43","-1,184,986.62","-2,414,319.01","-844,931.94"
收到其他与投资活动有关的现金,"1,500,000.00","1,888,900.00","1,231,100.00",,,,,,,"44,493,814.04",,"360,506,185.96","540,506,185.96","815,506,185.96","80,000,000.00","120,000,000.00","294,872,614.97","235,865,724.77","50,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,514,000.00","1,928,541.03","1,231,100.00",,,100.00,"30,200,074.87","178,237.40","178,237.40","45,120,827.27","90,253,424.66","360,566,185.96","540,601,185.96","817,781,874.87","86,325,926.93","126,482,114.92","302,816,665.98","243,484,770.22","52,865,792.02"
五、现金及现金等价物净增加额,"7,758,025.11","8,611,889.67","47,102,930.23","-5,916,893.28","322,848,563.34","270,045,059.75","-77,243,775.52","-99,970,442.59","-129,039,955.32","-116,926,004.18","-63,157,234.05","-81,662,049.57","-115,797,094.35","-66,980,295.10","-39,925,646.48","-25,083,140.11","548,768,244.24","91,096,420.22","90,570,586.61"
购建固定资产、无形资产和其他长期资产支付的现金,"41,018,244.49","16,220,164.92","49,241,420.34","37,401,310.32","62,799,808.71","107,546,870.40","76,847,809.02","82,357,086.82","108,789,472.53","154,298,045.02","77,601,594.18","92,399,578.82","124,951,247.93","158,430,745.45","52,025,322.90","105,666,257.10","159,530,830.99","238,569,636.58","54,274,956.96"
期初现金及现金等价物余额,"11,792,238.27","19,550,263.38","28,162,153.05","75,265,083.28","75,265,083.28","75,265,083.28","345,310,143.03","345,310,143.03","345,310,143.03","345,310,143.03","228,384,138.85","228,384,138.85","228,384,138.85","228,384,138.85","161,403,843.75","161,403,843.75","161,403,843.75","161,403,843.75","252,500,263.97"
投资支付的现金,,,,,,,"40,000,000.00","41,203,300.00","71,203,300.00","35,000,000.00","140,000,000.00",,,,"51,142,166.31",,,"469,052,791.45","15,842,750.00"
期末现金及现金等价物余额,"19,550,263.38","28,162,153.05","75,265,083.28","69,348,190.00","398,113,646.62","345,310,143.03","268,066,367.51","245,339,700.44","216,270,187.71","228,384,138.85","165,226,904.80","146,722,089.28","112,587,044.50","161,403,843.75","121,478,197.27","136,320,703.64","710,172,087.99","252,500,263.97","343,070,850.58"
