科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"14,193,406.35","23,202,770.19","53,340,916.91","36,017,838.88","50,766,857.01","52,090,211.79","32,376,052.95","37,904,899.76","46,086,324.65","52,162,001.43","39,052,329.41","49,519,151.63","49,704,200.26","52,647,056.80","35,395,134.75","38,790,707.04","48,457,678.39","54,363,193.50"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"19,478,904.98","32,303,764.81","27,568,899.97","38,792,979.87","39,919,163.02","37,481,085.35","34,276,456.40","36,479,083.28","36,022,087.86","51,565,974.78","39,723,865.24","33,407,625.03","31,726,696.38","29,963,967.35","33,912,078.50","17,132,169.18","27,478,199.99","25,859,094.10"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,"33,333.33",,,,,,,,,,,,,,,,"27,221.33",
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"158,000.00","151,200.00","151,200.00",,"269,328.05",,,
存货,"155,696,750.41","266,111,054.42","341,084,944.66","371,340,333.90","347,121,771.93","355,851,691.77","314,790,251.35","325,400,941.75","375,452,850.76","447,235,522.23","515,559,559.97","407,171,031.65","378,173,134.88","356,688,979.78","349,243,637.01","379,001,881.59","367,048,639.09","374,870,265.07"
其他应付款,"1,256,576.92","1,897,570.22","910,234.52","7,126,797.29","6,140,869.51","175,980,954.87","7,954,890.92","3,166,364.06","4,461,086.48","2,597,063.69","43,623,541.52","44,539,040.57","65,839,252.24","63,557,236.95","33,219,137.65","27,529,452.77","22,358,301.91","18,131,118.62"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,
其他流动资产,"1,242,363.48","3,091,982.53","3,454,511.26","124,756,248.17","295,445,147.92","229,612,370.86","133,026,697.84","362,818,637.58","551,702,458.91","163,243,811.27","163,640,161.44","153,367,561.69","51,727,442.20","36,791,890.16","34,944,804.83","8,651,042.58","61,678,456.63","48,540,997.68"
其他流动负债,,,,,,,,,,,,,,,,"88,286.78",,"38,976.87"
流动资产合计,"614,937,877.64","800,679,305.59","1,475,980,319.77","1,586,066,193.86","1,630,169,284.44","2,341,150,954.40","2,146,092,111.43","2,200,522,425.24","2,290,135,352.24","2,405,608,045.07","2,544,319,149.68","2,498,614,304.52","2,440,151,101.18","2,344,355,719.26","2,269,861,154.56","2,276,379,485.89","2,246,301,479.62","2,367,109,985.48"
流动负债合计,"267,948,790.82","397,856,138.71","775,398,846.35","759,447,772.98","766,200,192.62","857,468,583.14","649,783,927.73","679,669,123.57","719,097,809.41","811,234,767.81","978,687,767.48","968,897,782.76","947,994,737.58","904,106,498.11","766,169,108.56","790,696,419.93","783,932,552.08","892,936,013.17"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"16,000,000.00",,,,
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,"302,194.31",,"756,162.85","786,173.48",,
固定资产,"134,999,939.86","129,604,943.24","135,560,930.04","142,523,727.21","143,004,982.17","138,461,401.05","137,169,050.48","140,566,197.73","209,042,637.31","209,462,600.65","219,297,998.96","238,835,603.66","243,209,619.98","242,836,229.43","229,818,554.73","229,510,382.38","407,873,143.06","414,223,339.56"
递延所得税负债,"514,938.14",,,,,,,,,,"3,992,247.90","3,684,845.58","3,456,741.56","3,261,076.94","3,065,412.33","2,869,747.71","2,808,134.75","3,261,076.94"
在建工程,,,"91,470.20","16,549,361.17","45,543,216.19","47,128,531.38","46,927,135.29","46,956,076.51","16,703,199.18","17,219,991.63","27,576,082.92","41,662,266.80","127,112,198.66","142,744,060.55","148,806,660.90","182,262,854.49","35,256,742.89","4,090,232.38"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"39,322,644.65","37,449,720.54","37,779,001.23","38,798,011.75","43,467,681.92","43,137,352.09","42,807,022.27","45,976,692.45","46,054,029.29","45,440,116.13","57,429,634.20","56,506,568.73","64,311,060.46","63,709,038.38","65,422,795.81","62,267,930.84","61,725,931.84","63,486,595.97"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"307,271,435.47","435,305,859.25","813,177,847.58","798,245,784.73","809,667,874.54","900,605,935.23","692,590,950.00","725,645,816.02","765,151,838.70","856,674,883.94","1,036,117,401.68","1,025,404,351.49","1,012,305,798.04","967,815,536.49","831,591,904.37","852,964,350.77","845,658,483.92","956,422,609.14"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","150,000,000.00","225,000,000.00","225,000,000.00","225,790,000.00","225,790,000.00","225,790,000.00","225,756,000.00","225,756,000.00","225,756,000.00","225,756,000.00","225,226,800.00","225,226,800.00","225,226,800.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"255,790,283.91","255,790,283.91","225,790,283.91","225,790,283.91","225,790,283.91","807,161,860.23","732,512,237.62","732,512,237.62","755,852,939.86","755,852,939.86","755,852,939.86","754,889,719.86","759,458,223.86","759,798,504.57","759,458,223.86","744,399,962.76","744,360,147.86","744,360,147.86"
无形资产,"40,280,474.05","37,831,644.17","36,998,257.21","38,687,192.45","38,198,073.45","37,535,725.03","77,447,381.24","75,157,743.47","72,618,940.03","69,662,380.07","93,737,589.95","90,309,515.58","87,321,780.48","83,236,119.02","79,319,892.11","77,021,682.72","72,183,177.09","71,573,365.20"
盈余公积,"19,020,866.98","26,470,868.53","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","83,437,596.88","83,437,596.88","83,437,596.88","83,437,596.88","94,631,110.96","94,631,110.96","94,631,110.96","94,631,110.96","105,870,561.77","105,870,561.77"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"15,627,276.00","15,627,276.00","15,627,276.00",,,
商誉,,,,,,,,,,,"68,472,169.78","68,472,169.78","69,086,875.39","69,086,875.39","69,086,875.39","69,086,875.39","68,132,775.39","68,132,775.39"
未分配利润,"125,004,837.96","172,217,674.84","447,808,336.41","598,535,783.91","665,246,793.18","716,464,634.16","722,390,361.15","761,584,571.07","790,869,852.05","815,789,526.85","839,616,957.75","868,662,035.62","845,062,249.99","835,080,535.38","873,909,061.93","894,183,236.86","866,959,492.45","848,956,614.63"
长期待摊费用,,"853,888.92",,,,,,,,,,,,"56,861.00","1,964,104.34","1,959,456.08","1,971,807.72","1,846,359.77"
少数股东权益,,,,,,,,,,,"63,341,185.43","65,562,920.28","64,920,389.22","64,435,091.69","65,352,685.39","65,189,389.42","67,202,430.72","69,665,549.85"
递延所得税资产,"2,119,200.37","4,851,011.80","6,651,619.51","10,819,791.62","13,194,309.89","12,987,157.17","12,502,427.14","12,273,789.50","12,666,654.09","12,613,969.70","16,316,523.88","16,412,563.89","17,806,014.99","17,677,417.86","19,935,305.06","17,695,593.18","19,194,524.33","19,194,524.33"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,"5,280,504.53","2,944,005.06","5,883,219.86","51,826,471.51","7,674,941.74","24,279,987.59","16,239,787.26","19,024,589.37","27,820,655.55","61,687,399.83","2,469,602.83","16,301,016.38","18,998,222.89","20,489,175.87","4,638,332.60","4,658,332.60"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"177,399,614.28","173,141,488.13","184,582,781.49","211,524,077.51","245,823,801.56","287,939,286.14","281,720,935.89","299,233,794.80","327,271,217.87","327,983,531.42","453,221,021.04","517,379,519.54","547,006,092.33","587,938,579.63","567,929,615.42","598,026,020.11","609,250,503.08","583,718,929.23"
所有者权益(或股东权益)合计,"485,066,056.45","538,514,934.47","847,385,253.68","999,344,486.64","1,066,325,211.46","1,728,484,305.31","1,735,222,097.32","1,774,110,404.02","1,852,254,731.41","1,876,916,692.55","1,961,422,769.04","1,990,589,472.57","1,974,851,395.47","1,964,478,762.40","2,006,198,865.61","2,021,441,155.23","2,009,893,498.78","1,994,406,305.57"
资产总计,"792,337,491.92","973,820,793.72","1,660,563,101.26","1,797,590,271.37","1,875,993,086.00","2,629,090,240.54","2,427,813,047.32","2,499,756,220.04","2,617,406,570.11","2,733,591,576.49","2,997,540,170.72","3,015,993,824.06","2,987,157,193.51","2,932,294,298.89","2,837,790,769.98","2,874,405,506.00","2,855,551,982.70","2,950,828,914.71"
负债和所有者(或股东权益)合计,"792,337,491.92","973,820,793.72","1,660,563,101.26","1,797,590,271.37","1,875,993,086.00","2,629,090,240.54","2,427,813,047.32","2,499,756,220.04","2,617,406,570.11","2,733,591,576.49","2,997,540,170.72","3,015,993,824.06","2,987,157,193.51","2,932,294,298.89","2,837,790,769.98","2,874,405,506.00","2,855,551,982.70","2,950,828,914.71"
