科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应付利息,"200,194.44","226,988.73","232,222.22","282,500.00","292,752.10","292,752.10",,,,,"94,618.15","318,007.06","310,444.44","497,349.22","508,840.90","550,674.18","904,449.52","1,047,635.38"
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"16,606,080.00","406,080.00","406,080.00","406,080.00","18,753,667.50","753,667.50","753,667.50","753,667.50"
存货,"18,433,693.87","24,831,252.20","31,840,664.24","33,307,537.41","32,309,281.94","21,093,140.25","29,892,654.38","21,802,494.77","19,631,755.25","14,720,240.86","28,163,220.10","26,046,888.51","27,900,408.37","28,954,636.64","23,183,870.83","25,778,604.91","34,156,703.37","23,664,475.11"
其他应付款,"1,156,178.47","962,728.77","3,932,115.37","2,630,914.80","4,504,531.26","5,439,611.64","2,299,706.58","1,898,963.22","92,687,156.68","90,818,288.61","208,674,708.68","214,011,049.68","236,148,222.72","210,468,372.34","89,987,919.65","67,056,225.82","58,811,730.37","256,047,565.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"19,600,000.00","19,600,000.00","19,600,000.00","19,600,000.00"
其他流动资产,,,,,"2,778,951.96","220,037,537.02","131,331,031.98","217,638,996.68","200,110,316.64","60,110,316.64","169,210,521.50","139,443,943.87","124,830,343.52","113,173,698.95","147,721,714.21","149,360,130.80","178,587,644.87","178,045,846.16"
其他流动负债,,,,,,,,,,,,,"57,425,702.32","51,719,524.69","74,557,916.03","81,934,466.10","102,393,695.55","91,725,160.27"
流动资产合计,"765,741,917.21","956,384,981.68","1,273,983,222.38","1,491,672,321.81","1,715,789,321.19","1,860,907,978.37","1,971,000,950.78","2,044,182,072.15","2,091,554,518.34","1,788,868,176.91","1,940,928,557.26","2,056,795,821.39","2,230,882,921.80","2,036,329,786.03","2,133,678,907.36","2,270,284,724.75","2,542,757,110.45","2,019,651,158.30"
流动负债合计,"709,621,080.52","847,650,237.03","1,071,025,532.00","1,237,803,143.32","1,408,236,350.38","1,052,835,833.43","1,090,355,970.84","1,154,104,548.58","1,314,466,350.83","1,018,349,829.75","1,365,405,000.46","1,580,873,715.00","1,882,767,882.80","1,597,809,302.23","1,775,332,187.08","1,875,352,670.70","2,174,768,502.46","1,867,665,532.05"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,"10,000,000.00","108,000,000.00","83,500,000.00","148,600,000.00","243,700,000.00","274,800,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,"89,873,762.09","90,106,107.32"
长期应付款,,,,,,,,,,,,,,,,,"55,793,794.01","63,304,929.02"
长期股权投资,,,,,,,,,,"14,973,382.72","15,112,861.98","15,333,465.72","188,009,839.46","188,735,257.72","188,662,641.99","202,960,783.67","205,889,302.91","464,208,180.16"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"114,600,079.54","109,774,923.08","104,573,606.35","100,459,202.19","98,246,890.15","95,951,624.31","95,573,529.22","93,027,029.23","94,350,430.24","93,593,579.59","116,170,007.86","114,593,103.61","116,175,182.54","113,469,829.35","111,326,949.29","110,354,896.25","110,198,384.14","107,503,723.97"
递延所得税负债,,,,,,,,,,,,,"1,102,191.53","1,099,927.38","1,097,652.90","1,095,398.40","1,094,449.79","1,093,433.73"
在建工程,"222,900.00","500,000.00","1,293,535.87","2,071,135.87","2,181,094.87","3,524,705.43","3,796,679.93","6,311,777.24","12,321,636.70","22,427,780.67","40,712,779.97","49,770,393.70","120,414,489.36","159,354,922.06","188,271,063.39","222,811,058.38","263,436,680.32","290,060,464.63"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,"11,102,191.53","109,099,927.38","84,597,652.90","149,695,398.40","300,588,243.80","339,198,362.75"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"709,621,080.52","847,650,237.03","1,071,025,532.00","1,237,803,143.32","1,408,236,350.38","1,052,835,833.43","1,090,355,970.84","1,154,104,548.58","1,314,466,350.83","1,018,349,829.75","1,365,405,000.46","1,580,873,715.00","1,893,870,074.33","1,706,909,229.61","1,859,929,839.98","2,025,048,069.10","2,475,356,746.26","2,206,863,894.80"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","123,785,000.00","123,785,000.00","123,785,000.00","123,785,000.00","123,785,000.00","184,512,000.00","184,512,000.00","184,512,000.00","185,098,500.00","330,256,575.00","330,226,875.00","330,226,875.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"76,205,607.63","76,205,607.63","76,205,607.63","76,205,607.63","76,205,607.63","519,476,607.63","600,627,007.63","604,156,724.14","606,588,713.07","608,159,056.86","609,729,400.65","532,377,805.90","528,870,809.32","529,589,622.58","535,787,031.27","366,182,180.40","362,291,298.33","362,608,971.93"
无形资产,"32,459,163.02","45,831,116.68","45,114,385.00","44,400,952.98","44,050,442.65","43,876,559.86","43,539,363.62","43,186,210.30","42,829,965.52","42,474,206.91","51,135,827.96","50,730,919.97","50,362,850.60","50,014,147.68","49,607,940.51","49,317,716.09","49,062,584.73","48,705,680.48"
盈余公积,"6,391,827.93","12,458,124.88","20,242,417.79","20,242,417.79","27,042,325.87","27,042,325.87","27,042,325.87","27,042,325.87","31,286,222.12","31,286,222.12","31,286,222.12","31,286,222.12","34,866,678.29","34,866,678.29","34,866,678.29","34,866,678.29","38,550,172.16","38,550,172.16"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"88,630,089.90","88,630,089.90","88,630,089.90","70,444,022.69","70,037,942.69","70,037,942.69","76,075,584.54","51,041,075.94","50,449,651.44","50,449,651.44"
商誉,,,,,,,,,,,"146,857,102.99","146,857,102.99","147,770,334.41","147,770,334.41","147,770,334.41","147,770,334.41","147,770,334.41","147,770,334.41"
未分配利润,"49,442,133.29","107,886,662.58","197,040,515.33","254,122,546.61","285,459,618.10","310,168,514.56","301,274,802.77","310,118,603.35","318,363,435.99","336,980,924.23","327,550,422.03","333,795,533.17","346,586,979.98","372,583,018.42","349,241,397.23","367,445,633.79","382,173,139.22","416,451,015.13"
长期待摊费用,"5,770,016.90","5,060,686.06","4,611,525.94","4,765,438.55","4,493,089.34","4,220,740.13","4,198,390.92","3,676,041.71","3,403,692.50","3,131,343.29","2,936,922.14","2,764,145.75","5,431,630.35","4,765,781.61","4,597,243.22","4,345,508.43","3,915,416.38","3,485,324.35"
少数股东权益,,,,,,,,,,,"4,918,648.93","15,187,548.99","7,885,124.65","8,341,782.48","8,541,645.55","14,520,814.67","18,165,591.66","18,994,974.20"
递延所得税资产,"12,866,572.70","16,648,924.62","24,937,797.21","35,004,663.95","22,183,063.78","21,041,673.39","24,976,192.64","28,824,071.31","29,722,217.45","29,005,330.90","34,577,353.50","38,361,858.73","45,046,273.01","43,125,703.20","50,222,725.98","54,122,600.66","64,717,639.73","60,333,370.32"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"31,677,171.36","35,457,142.07","25,613,190.63","132,381,990.63","22,460,202.35","23,198,626.63","23,251,701.63","25,311,252.67","78,692,956.03","91,421,907.84"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"165,918,732.16","177,815,650.44","180,530,850.37","186,701,393.54","171,154,580.79","168,615,303.12","172,084,156.33","175,025,129.79","214,305,113.77","241,062,766.15","433,116,047.03","550,792,981.10","695,670,802.08","730,434,602.66","763,710,600.42","816,994,150.56","1,013,557,060.74","1,303,595,093.48"
所有者权益(或股东权益)合计,"222,039,568.85","286,550,395.09","383,488,540.75","440,570,572.03","478,707,551.60","976,687,448.06","1,052,729,136.27","1,065,102,653.36","991,393,281.28","1,011,581,113.31","1,008,639,603.83","1,026,715,087.49","1,032,683,649.55","1,059,855,159.08","1,037,459,667.80","1,062,230,806.21","1,080,957,424.93","1,116,382,356.98"
资产总计,"931,660,649.37","1,134,200,632.12","1,454,514,072.75","1,678,373,715.35","1,886,943,901.98","2,029,523,281.49","2,143,085,107.11","2,219,207,201.94","2,305,859,632.11","2,029,930,943.06","2,374,044,604.29","2,607,588,802.49","2,926,553,723.88","2,766,764,388.69","2,897,389,507.78","3,087,278,875.31","3,556,314,171.19","3,323,246,251.78"
负债和所有者(或股东权益)合计,"931,660,649.37","1,134,200,632.12","1,454,514,072.75","1,678,373,715.35","1,886,943,901.98","2,029,523,281.49","2,143,085,107.11","2,219,207,201.94","2,305,859,632.11","2,029,930,943.06","2,374,044,604.29","2,607,588,802.49","2,926,553,723.88","2,766,764,388.69","2,897,389,507.78","3,087,278,875.31","3,556,314,171.19","3,323,246,251.78"
