科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"6,481,612.34","12,942,166.70","12,405,697.59","11,869,058.33","15,313,001.59","6,387,719.60","12,796,970.62","18,392,308.14","25,279,948.88","6,724,288.97","14,744,119.74","21,251,232.75","27,066,103.27","9,928,264.64","15,508,679.98","18,930,455.31","27,730,354.94","6,556,261.03","13,452,818.64","24,332,581.25","29,818,869.90","11,490,069.96","18,044,167.97","24,839,373.79","32,086,631.92","7,789,489.09","20,690,398.58","28,389,693.09","35,288,985.00","7,097,181.97","15,107,219.13","21,349,635.68","27,804,060.47","4,873,598.19","12,920,999.16"
取得借款收到的现金,"67,470,000.00","36,800,000.00","87,900,000.00","103,776,574.07","129,556,574.07","50,777,900.00","106,112,374.07","106,112,374.07","175,112,374.07",,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"10,139,341.33","12,857,713.89","14,391,896.44","9,868,821.61","13,197,719.24","4,420,578.84","7,121,115.22","9,759,067.69","11,920,589.20","4,357,460.93","6,988,016.96","12,626,744.00","17,437,175.42","5,184,197.46","10,523,981.96","11,866,055.03","18,120,339.34","4,033,346.87","8,245,791.72","14,000,207.49","18,661,988.47","5,312,438.89","10,711,651.82","12,955,518.93","17,541,422.23","5,857,993.99","8,754,628.62","11,294,784.31","13,443,743.87","2,306,837.58","4,163,992.77","5,711,773.89","7,275,645.96","1,290,067.47","5,182,260.40"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"19,826,257.48","41,462,319.37","21,018,408.85","15,974,154.73","21,109,044.10","7,108,801.60","8,829,080.04","13,062,932.83","14,650,935.71","4,858,987.75","8,988,865.73","10,238,922.64","16,310,967.84","2,143,556.04","11,529,332.29","36,603,755.05","22,898,558.25","2,667,313.41","18,345,851.41","17,449,174.47","25,223,822.31","7,281,782.50","8,077,838.39","10,597,831.97","22,149,627.43","5,764,327.59","9,737,979.23","10,549,664.02","25,981,891.08","4,513,939.52","5,152,844.77","9,520,399.95","20,024,488.60","2,609,990.64","5,581,426.21"
筹资活动现金流入小计,"88,140,000.00","36,800,000.00","87,900,000.00","103,776,574.07","129,556,574.07","50,777,900.00","427,987,374.07","427,987,374.07","496,987,374.07",,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动现金流出小计,"137,786,983.12","208,787,991.36","206,501,559.00","167,751,819.35","224,456,194.81","89,462,377.75","143,112,488.21","202,745,680.32","254,867,768.10","51,082,658.90","97,523,163.27","160,197,431.89","213,981,134.28","59,467,010.70","117,846,276.21","188,380,563.59","232,824,978.08","78,224,432.80","151,917,235.08","204,827,657.73","239,934,470.41","62,935,224.24","108,141,722.88","151,787,705.38","210,570,879.38","75,473,162.16","139,473,572.07","173,466,406.21","237,894,253.22","48,219,308.84","93,313,469.81","129,239,598.15","181,721,181.96","47,945,433.95","83,307,963.13"
偿还债务支付的现金,"63,500,000.00","72,770,000.00","69,400,000.00","80,500,000.00","109,500,000.00","41,500,000.00","120,668,948.14","146,668,948.14","215,668,948.14",,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"20,840,655.37","15,723,299.13","15,080,465.58","-942,458.07","44,594,580.93","-46,284,593.06","-48,928,466.57","-46,128,654.57","-37,240,884.00","-11,575,048.86","-11,838,571.15","-9,995,257.38","15,611,089.45","653,517.14","3,872,367.07","-6,444,296.01","31,394,226.20","-28,632,726.90","-34,352,392.82","-36,824,835.79","23,469,432.24","-14,601,327.76","-7,835,046.56","-2,173,310.44","54,628,261.83","-7,174,734.82","-6,390,471.40","11,286,457.20","35,865,802.69","4,607,271.51","7,205,631.46","7,601,209.71","26,726,706.99","-1,774,511.73","8,970,529.52"
分配股利、利润或偿还利息支付的现金,"4,792,911.88","3,183,676.27","6,556,740.50","8,672,233.43","9,405,960.94","476,030.03","1,464,612.52","1,561,554.58","1,590,173.74",,"4,886,000.00","4,886,000.00","4,886,000.00",,"5,374,600.00","5,374,600.00","5,374,600.00",,"6,449,520.00","6,449,520.00","6,449,520.00",,"4,192,188.00","4,192,188.00","4,392,188.00",,"1,911,637.73","1,911,637.73","1,911,637.73",,"3,026,759.73","3,026,759.73","3,026,759.73",,"15,133,798.65"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000,000.00","25,000,000.00","25,000,000.00"
支付其他与筹资活动有关的现金,,,,"1,986,000.00","486,000.00",,"30,780,444.06","30,780,444.06","30,780,444.06",,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625,176.94","583,997.50","916,231.65"
筹资活动现金流出小计,"68,292,911.88","75,953,676.27","75,956,740.50","91,158,233.43","119,391,960.94","41,976,030.03","152,914,004.72","179,010,946.78","248,039,565.94",,"4,886,000.00","4,886,000.00","4,886,000.00",,"5,374,600.00","5,374,600.00","5,374,600.00",,"6,449,520.00","6,449,520.00","6,449,520.00",,"4,192,188.00","4,192,188.00","4,392,188.00",,"1,911,637.73","1,911,637.73","1,911,637.73",,"3,026,759.73","3,026,759.73","3,026,759.73",,"15,133,798.65"
处置固定资产、无形资产和其他长期资产收回的现金净额,"106,500.00",,"2,524,132.40","1,500.00","1,500.00",,,"67,807.50","67,785.38",,"95,000.00","95,000.00","123,485.76",,"27,461.54","27,461.54","60,649.69",,"5,200.86","77,627.17","1,243,196.28",,,,,"11,400.00","17,920.00","17,920.00","17,920.00",,"360,199.55","390,199.55","858,907.90",,
筹资活动产生的现金流量净额,"19,847,088.12","-39,153,676.27","11,943,259.50","12,618,340.64","10,164,613.13","8,801,869.97","275,073,369.35","248,976,427.29","248,947,808.13",,"-4,886,000.00","-4,886,000.00","-4,886,000.00",,"-5,374,600.00","-5,374,600.00","-5,374,600.00",,"-6,449,520.00","-6,449,520.00","-6,449,520.00",,"-4,192,188.00","-4,192,188.00","-4,392,188.00",,"-1,911,637.73","-1,911,637.73","-1,911,637.73",,"-3,026,759.73","-3,026,759.73","-3,026,759.73",,"-15,133,798.65"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"3,596.87","-87,708.86","-19,634.34","16,105.21","-51,059.00","-41,859.19","-167,168.13","-194,820.44","-192,674.02","-8,390.36","-4,900.47","-9,790.78","-46,288.27","-46,102.98","-85,944.32","-179,379.88","-49,482.74","32,530.75","42,534.24","114,923.98","98,262.21","-2,980.18","21,819.60","128,906.41","137,140.51","-44,300.26","69,691.97","98,529.42","281,204.72","-28,799.18","-134,627.31","-262,315.97","-362,979.55","-243,432.75","74,548.93"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"106,500.00",,"2,524,132.40","1,500.00","1,500.00",,,"67,807.50","67,785.38",,"95,000.00","95,000.00","123,485.76",,"27,461.54","27,461.54","60,649.69",,"5,200.86","77,627.17","1,243,196.28",,,,,"11,400.00","17,920.00","17,920.00","17,920.00",,"360,199.55","390,199.55","61,484,084.84","25,583,997.50","25,916,231.65"
五、现金及现金等价物净增加额,"27,159,225.56","-26,155,665.02","21,313,539.34","-6,522,180.72","28,931,852.06","-45,128,848.31","199,992,115.96","158,560,515.35","152,796,517.58","-28,786,718.23","-43,396,411.13","-47,494,217.68","-31,390,199.07","-12,403,736.38","-20,465,174.58","-42,027,299.27","-20,943,231.80","-36,845,451.78","-57,035,360.14","-66,654,474.46","-31,122,494.94","-30,509,605.66","-39,336,381.92","-36,112,197.57","12,634,607.22","-20,299,324.05","-22,365,600.37","-17,038,917.74","9,942,433.11","-2,265,067.80","-11,760,081.54","-101,327,263.21","-20,324,981.69","-24,696,410.63","15,961,505.48"
购建固定资产、无形资产和其他长期资产支付的现金,"13,638,614.80","2,637,579.02","8,214,683.80","18,215,668.50","25,777,783.00","7,604,266.03","25,985,618.69","44,160,244.43","58,785,517.91","17,203,279.01","26,761,939.51","32,698,169.52","42,192,486.01","13,011,150.54","18,904,458.87","30,056,484.92","46,974,024.95","8,245,255.63","16,281,182.42","23,572,669.82","49,483,865.67","15,905,297.72","27,330,966.96","29,875,605.54","37,738,607.12","13,091,688.97","14,151,103.21","26,530,186.63","24,310,856.57","6,843,540.13","16,164,525.51","18,029,596.77","20,146,034.24","4,262,463.65","3,866,005.97"
期初现金及现金等价物余额,"8,426,124.86","35,585,350.42","9,429,685.40","30,743,224.74","30,743,224.74","59,675,076.80","59,675,076.80","59,675,076.80","59,675,076.80","212,471,594.38","212,471,594.38","212,471,594.38","212,471,594.38","181,081,395.31","181,081,395.31","181,081,395.31","181,081,395.31","160,138,163.51","160,138,163.51","160,138,163.51","160,138,163.51","129,015,668.57","129,015,668.57","129,015,668.57","129,015,668.57","141,650,275.79","141,650,275.79","141,650,275.79","141,650,275.79","151,592,708.90","151,592,708.90","151,592,708.90","151,592,708.90","131,267,727.21","131,267,727.21"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,000,000.00","85,000,000.00","44,000,000.00",
期末现金及现金等价物余额,"35,585,350.42","9,429,685.40","30,743,224.74","24,221,044.02","59,675,076.80","14,546,228.49","259,667,192.76","218,235,592.15","212,471,594.38","183,684,876.15","169,075,183.25","164,977,376.70","181,081,395.31","168,677,658.93","160,616,220.73","139,054,096.04","160,138,163.51","123,292,711.73","103,102,803.37","93,483,689.05","129,015,668.57","98,506,062.91","89,679,286.65","92,903,471.00","141,650,275.79","121,350,951.74","119,284,675.42","124,611,358.05","151,592,708.90","149,327,641.10","139,832,627.36","50,265,445.69","131,267,727.21","106,571,316.58","147,229,232.69"
