科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,252,055.07","1,921,462.30","2,628,951.06","4,597,690.08","6,240,205.62","4,938,818.35","4,934,741.73","3,562,874.03","12,856,279.42","12,828,132.31","4,785,567.05","4,014,696.81","16,919,454.91","14,023,042.17","7,832,215.04","7,103,185.94","7,165,405.64","5,119,896.70","6,352,841.35","6,435,969.16","9,019,731.32","5,786,175.02"
应付职工薪酬,"2,626,052.45","3,924,161.12","5,104,540.85","2,018,275.40","6,233,461.49","1,225,567.15","1,555,719.20","2,026,931.95","6,502,872.17","842,134.34","2,799,205.22","3,376,864.42","9,655,563.33","3,455,441.93","4,795,201.76","5,292,556.85","19,703,919.41","5,066,933.54","6,311,907.88","10,982,013.99","21,560,302.75","8,887,319.99"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-343,669.33","-2,695,410.20","3,703,461.17","6,402,014.47","3,345,575.70","5,888,702.78","2,797,243.35","9,074,845.34","3,538,462.64","5,064,630.27","11,664,886.49","15,015,246.75","7,303,504.59","11,030,322.55","16,163,575.50","13,010,178.68","13,309,743.07","14,487,431.93","16,783,829.45","17,039,520.16","20,029,418.95","13,560,298.60"
应收利息,,,,,,,,,,,,,,,,,,,,,,"18,818.22"
应付利息,,,,,,,,,,,,,,"23,486.72","12,361.56","15,453.28","35,469.67",,"115,143.98",,"161,194.53","223,346.66"
应收股利,,,,,,,,,,,,,,,,,,,,,,
应付股利,"16,400,000.00",,,,,,,,,,,,,,,,,,,,,
存货,"17,970,438.44","22,694,553.69","32,921,832.88","43,187,058.32","52,290,300.03","55,508,288.18","65,027,208.93","58,613,750.50","73,913,376.88","82,712,984.99","107,064,460.18","95,071,279.74","123,744,267.55","139,932,663.21","140,525,834.83","133,455,615.92","146,436,840.01","167,214,670.59","166,650,216.30","201,977,322.80","213,616,764.52","200,838,700.08"
其他应付款,"226,026.73","84,437.66","205,020.10","158,271.23","147,143.95","3,043,358.45","133,651.96","412,462.50","207,484.09","198,137.32","295,895,928.55","58,309,339.45","32,557,617.50","32,718,083.22","2,167,827.69","2,205,171.88","27,106,452.36","25,353,849.26","1,807,536.40","4,795,092.03","4,482,749.78","14,426,201.92"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"21,443,970.27","13,800,000.00","7,000,000.00",,,,,,,,,,,"22,950,000.00","22,950,000.00","755,053.33","2,009,753.94",,,,
其他流动资产,,,,,"442,588.47",,,,"174,706,268.21","92,880,268.73","37,900,000.00","148,519,273.43","130,117,455.23","62,346,852.92","10,471,156.67","48,327,086.56","91,834,485.09","64,022,698.32","73,068,458.69","415,382,400.99","344,744,924.64","15,886,101.59"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"80,797,870.45","96,431,728.49","121,794,684.73","162,806,851.79","167,401,488.12","449,177,863.10","353,157,783.50","363,245,361.26","361,634,692.29","306,043,111.45","427,285,228.42","451,323,974.22","430,158,090.98","441,645,736.58","421,132,869.54","442,793,518.70","486,104,294.26","531,606,220.23","985,091,256.29","943,959,074.95","914,644,042.19","890,341,629.79"
流动负债合计,"43,040,183.99","57,873,836.30","60,719,444.73","96,136,452.87","96,600,711.08","95,859,111.50","32,019,944.80","30,077,724.54","42,612,018.86","37,425,637.03","379,593,584.44","129,302,982.50","102,243,128.14","123,730,299.00","111,287,241.14","95,224,220.93","134,481,132.29","178,160,921.72","234,994,416.18","226,651,759.78","232,492,711.37","274,269,114.11"
可供出售金融资产,,,,,,,,,,"63,006,396.75","72,184,996.70","72,184,996.70","75,184,996.70","75,184,996.70","72,584,996.70","72,584,996.70","72,584,996.70","72,584,996.70","63,184,996.70","63,184,996.70","63,184,996.70",
长期借款,"12,492,336.18","13,800,000.00",,,,,,,,,,,,,"10,237,660.00","17,907,263.00","24,040,613.29","36,076,565.29","46,131,019.89",,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,"22,950,000.00",,"22,950,000.00","22,950,000.00",,,,,,,,
长期股权投资,,,,,,,,,,,,,"22,795,908.31","22,532,558.31","22,104,242.36","21,253,779.95",,,,"13,934,795.76","53,699,043.01","100,840,597.26"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,
固定资产,"12,054,066.92","87,733,533.14","104,866,568.09","137,952,101.04","138,134,361.84","141,311,396.63","145,857,508.07","168,384,386.25","176,493,153.11","199,009,703.03","246,897,841.85","274,190,481.26","281,613,889.26","298,521,805.48","297,645,453.56","292,339,643.44","290,955,133.17","305,165,936.73","302,165,981.00","298,534,828.93","313,442,693.80","307,165,400.41"
递延所得税负债,"45,764.00",,"130,868.75",,,"256,262.50","578,933.75","122,700.00",,"89,935.00","2,361,505.57","2,287,936.75","2,214,838.38","4,626,599.74","4,705,706.32","4,577,074.27","4,230,525.09","4,129,127.19","4,027,859.16","4,776,789.84","5,453,412.01","5,358,714.80"
在建工程,"56,240,244.76","13,998,244.08","8,170,458.53","13,925,397.66","26,986,442.19","37,634,092.55","47,333,691.47","38,478,656.12","55,468,761.59","45,327,842.50","39,093,913.31","11,880,300.93","11,013,284.53","12,975,188.62","33,562,199.39","48,029,547.87","74,428,761.47","94,750,428.79","160,112,713.36","125,999,592.60","122,443,222.18","159,960,321.33"
其他非流动负债,,"6,000,000.00","7,430,000.00","9,830,000.00",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,"66,752.14","1,819,301.91",,,,,,"4,273.50","42,113.56",,,
非流动负债合计,"12,538,100.18","19,800,000.00","7,560,868.75","9,830,000.00","9,830,000.00","10,086,262.50","10,408,933.75","9,952,700.00","9,830,000.00","9,919,935.00","25,311,505.57","2,287,936.75","26,662,866.02","29,074,627.38","16,441,393.96","23,982,364.91","31,866,022.02","43,800,576.12","53,753,762.69","8,371,673.48","5,453,412.01","7,158,743.80"
固定资产清理,,,,,,,"10,488.52","10,488.52",,,,,,,,,,,,,,
负债合计,"55,578,284.17","77,673,836.30","68,280,313.48","105,966,452.87","106,430,711.08","105,945,374.00","42,428,878.55","40,030,424.54","52,442,018.86","47,345,572.03","404,905,090.01","131,590,919.25","128,905,994.16","152,804,926.38","127,728,635.10","119,206,585.84","166,347,154.31","221,961,497.84","288,748,178.87","235,023,433.26","237,946,123.38","281,427,857.91"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"59,800,000.00","59,800,000.00","59,800,000.00","59,800,000.00","59,800,000.00","79,800,000.00","79,800,000.00","79,800,000.00","79,800,000.00","79,800,000.00","79,800,000.00","257,185,994.00","257,185,994.00","257,185,994.00","257,185,994.00","257,185,994.00","257,185,994.00","257,185,994.00","271,185,994.00","271,185,994.00","271,185,994.00","271,185,994.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"44,003,256.04","43,994,717.15","43,994,717.15","43,994,717.15","43,994,717.15","297,924,717.15","297,924,717.15","297,924,717.15","297,924,717.15","297,924,717.15","297,924,717.15","381,698,409.71","381,698,409.71","381,698,409.71","381,631,675.92","381,631,675.92","381,631,675.92","381,631,675.92","746,263,374.03","746,263,374.03","746,263,374.03","742,101,974.91"
无形资产,"19,292,606.47","35,311,461.27","34,628,898.36","34,042,312.97","33,822,206.69","33,594,902.45","49,757,095.98","49,477,639.76","49,327,479.88","49,044,901.89","57,678,177.99","58,341,121.69","57,842,510.05","83,146,544.94","82,646,438.97","82,295,905.63","118,030,735.19","115,084,725.14","112,081,179.99","153,824,880.08","153,524,501.53","151,589,613.84"
盈余公积,"1,053,721.31","5,126,447.93","7,661,590.57","7,661,590.57","11,704,061.43","11,704,061.43","11,704,061.43","11,704,061.43","15,547,769.96","15,547,769.96","15,547,769.96","15,547,769.96","20,207,063.08","20,207,063.08","20,207,063.08","20,207,063.08","25,007,293.12","25,007,293.12","25,007,293.12","25,007,293.12","27,364,177.95","27,364,177.95"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"181,156,907.71","181,156,907.71","181,156,907.71","200,062,971.07","200,062,971.07","200,062,971.07","200,674,980.85","200,674,980.85","200,674,980.85","200,674,980.85","202,600,111.91","202,600,111.91"
未分配利润,"8,950,066.74","48,914,348.41","91,683,111.96","133,705,152.51","146,659,269.16","169,030,293.63","166,712,489.71","192,686,179.07","208,581,352.38","231,781,631.45","247,034,931.19","285,617,708.52","302,381,705.99","332,061,470.14","350,867,478.09","383,064,883.13","398,453,802.44","435,225,303.95","451,568,890.49","485,195,440.66","516,934,789.07","549,962,631.97"
长期待摊费用,"142,131.66","653,606.77","503,480.95","562,918.93","689,882.62","941,908.54","811,960.12","740,956.62","1,946,289.20","1,941,699.50","2,148,504.03","1,967,137.14","2,269,675.90","2,681,156.75","2,537,276.79","2,236,063.49","1,639,397.09","1,526,827.89","1,548,856.24","19,272,804.84","18,461,211.77","18,103,935.49"
少数股东权益,"126,188.85",,"898,066.50","823,143.76","784,853.10","744,059.21","706,187.30","646,095.00","714,446.54","609,510.49","506,665.22","417,045.97","306,532.32","12,811,527.95","13,768,518.48","14,593,258.12","55,255,169.55","66,154,833.62","64,253,084.45","83,488,570.50","82,615,587.11","67,942,406.07"
递延所得税资产,"984,596.85","1,380,776.04","2,353,709.00","2,661,474.47","2,339,230.46","2,488,342.15","2,347,806.48","2,453,988.66","2,609,217.88","2,391,197.96","1,454,366.92","1,778,956.19","1,855,342.95","1,985,846.61","1,980,715.48","2,250,213.20","11,068,313.25","11,363,204.61","12,781,451.50","14,726,767.52","19,968,823.29","20,685,749.35"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"7,530,710.94","6,244,348.00","17,752,484.46","17,414,669.66","27,005,892.88","18,160,190.51","17,472,853.43","12,490,415.58","27,267,666.17","53,934,500.58","9,096,253.19","12,543,580.02","20,491,085.36","25,061,475.12"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"88,713,646.66","139,077,621.30","150,523,114.93","189,144,205.07","201,972,123.80","215,970,642.32","246,118,550.64","259,546,115.93","293,375,612.60","366,966,089.63","618,433,945.11","620,733,873.19","660,738,408.29","715,251,258.99","730,597,147.75","733,543,536.93","796,649,983.89","855,089,874.79","861,688,526.39","902,697,227.30","967,815,689.55","1,049,192,201.41"
所有者权益(或股东权益)合计,"113,933,232.94","157,835,513.49","204,037,486.18","245,984,603.99","262,942,900.84","559,203,131.42","556,847,455.59","582,761,052.65","602,568,286.03","625,663,629.05","640,814,083.52","940,466,928.16","961,990,505.11","1,004,092,069.19","1,024,001,382.19","1,057,130,469.79","1,116,407,123.84","1,164,734,597.18","1,558,031,603.81","1,611,632,868.99","1,644,513,608.36","1,658,105,973.29"
资产总计,"169,511,517.11","235,509,349.79","272,317,799.66","351,951,056.86","369,373,611.92","665,148,505.42","599,276,334.14","622,791,477.19","655,010,304.89","673,009,201.08","1,045,719,173.53","1,072,057,847.41","1,090,896,499.27","1,156,896,995.57","1,151,730,017.29","1,176,337,055.63","1,282,754,278.15","1,386,696,095.02","1,846,779,782.68","1,846,656,302.25","1,882,459,731.74","1,939,533,831.20"
负债和所有者(或股东权益)合计,"169,511,517.11","235,509,349.79","272,317,799.66","351,951,056.86","369,373,611.92","665,148,505.42","599,276,334.14","622,791,477.19","655,010,304.89","673,009,201.08","1,045,719,173.53","1,072,057,847.41","1,090,896,499.27","1,156,896,995.57","1,151,730,017.29","1,176,337,055.63","1,282,754,278.15","1,386,696,095.02","1,846,779,782.68","1,846,656,302.25","1,882,459,731.74","1,939,533,831.20"
