科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"15,976,348.66","20,979,316.52","5,272,379.64","22,043,986.56","5,416,360.69","14,029,426.47","19,795,532.78","23,662,330.99","1,918,812.77","8,338,345.16","12,858,134.95","27,206,279.74","6,403,142.92","13,249,366.23","21,582,733.63","38,554,232.41","11,057,984.29","20,552,652.55","29,609,359.79","45,552,453.97","10,506,187.87","20,898,762.46","29,826,004.69","45,820,424.30","13,201,190.88","23,774,617.16","41,610,718.74","45,310,695.18","16,143,057.99","24,095,804.09","32,446,215.00","53,776,790.46","8,968,689.43","17,188,870.78","25,727,372.31"
取得借款收到的现金,"58,935,946.80","50,000,000.00","24,000,000.00","104,000,000.00","15,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","150,000,000.00","300,000,000.00","300,000,000.00","380,000,000.00","21,000,000.00","50,000,000.00","150,000,000.00","150,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","578,368,184.00",,"61,631,816.00","61,631,816.00","156,631,816.00",,,,,,,"60,000,000.00","60,000,000.00",,,
支付的各项税费,"171,524.28","8,647,122.86","264,245.48","5,935,515.90","536,624.08","737,772.50","6,642,407.27","7,859,687.63","2,708,971.02","2,969,408.90","12,779,099.85","11,419,357.80","5,144,636.75","6,943,249.09","16,306,008.81","18,041,788.94","7,859,790.16","13,027,866.30","21,270,268.82","21,599,683.19","2,278,199.43","2,479,021.96","7,643,958.22","7,838,682.56","2,463,342.21","6,415,458.77","7,819,096.50","38,386,801.63","549,993.42","705,547.75","829,820.78","3,819,557.65","36,301,741.19","44,251,563.11","52,299,313.49"
收到其他与筹资活动有关的现金,,"600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000.00",,,
支付其他与经营活动有关的现金,"7,587,672.35","7,280,066.04","3,752,914.04","10,605,263.53","1,135,610.25","6,581,810.22","18,094,849.33","37,560,039.41","1,215,023.20","5,296,147.93","7,223,513.65","14,888,408.25","901,081.86","3,998,634.96","10,639,765.74","13,906,783.57","2,312,466.55","26,213,063.54","32,976,775.54","35,994,198.79","5,499,996.71","9,996,147.62","14,718,574.62","36,174,843.85","5,988,853.66","10,862,088.50","16,522,262.52","71,014,681.26","4,966,066.40","11,156,532.13","23,472,631.26","113,856,698.59","11,816,978.90","35,781,504.62","35,827,195.20"
筹资活动现金流入小计,"58,935,946.80","50,600,000.00","24,000,000.00","104,000,000.00","15,000,000.00","30,000,000.00","500,660,000.00","500,660,000.00","150,000,000.00","300,000,000.00","300,000,000.00","380,000,000.00","21,000,000.00","50,000,000.00","150,000,000.00","150,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","578,368,184.00","772,997,680.00","834,629,496.00","880,934,496.00","975,934,496.00",,,"7,911,000.00","7,911,000.00",,,"60,000,000.00","71,000,000.00",,,
经营活动现金流出小计,"71,399,285.27","113,405,398.15","20,286,967.09","95,935,104.35","21,002,383.45","77,252,851.09","108,711,836.66","135,415,657.16","27,016,116.59","157,879,490.28","207,390,868.80","345,380,821.27","38,271,590.13","132,411,225.42","241,689,087.35","273,994,497.11","68,018,352.56","128,334,536.21","159,523,542.97","212,207,875.34","42,638,792.99","122,534,529.12","148,247,901.88","288,223,039.30","32,083,660.44","94,633,239.73","124,136,505.58","275,542,986.51","27,298,653.83","69,630,689.25","202,019,618.39","298,112,733.91","73,440,661.71","134,043,619.65","189,684,547.93"
偿还债务支付的现金,"63,447,076.10","36,923,314.54","15,000,000.00","56,000,000.00","15,000,000.00","30,000,000.00","43,000,000.00","73,000,000.00",,,,"35,000,000.00",,"8,000,000.00","23,000,000.00","38,000,000.00","107,000,000.00","107,000,000.00","112,000,000.00","112,000,000.00","275,000,000.00","311,684,312.50","316,684,312.50","366,204,545.00",,"70,504,545.00","75,504,545.00","186,009,090.00","125,000,000.00","205,504,545.00","205,504,545.00","537,786,365.00","100,000,000.00","100,000,000.00","100,000,000.00"
经营活动产生的现金流量净额,"45,409,841.55","20,028,753.05","-9,586,717.78","64,130,982.13","-11,845,660.88","67,067,800.01","52,800,239.84","98,307,328.95","-17,117,758.62","-40,210,618.57","-20,029,654.63","-106,796,601.26","-18,595,773.50","20,510,235.49","-42,022,711.69","109,010,737.39","-38,769,066.65","14,514,039.83","59,657,684.56","328,072,233.23","26,378,825.89","97,428,420.52","158,866,027.95","258,183,199.01","29,792,833.65","42,091,565.72","82,713,695.88","378,265,238.01","5,285,785.44","37,377,699.58","33,925,178.57","417,967,538.49","129,667,352.44","143,157,869.14","145,987,492.30"
分配股利、利润或偿还利息支付的现金,"1,550,174.89","2,712,088.42","800,597.27","3,635,703.35","430,338.64","2,835,853.29","4,381,269.32","5,868,526.76","1,446,816.67","3,770,184.72","15,474,518.74","33,710,837.50","7,361,079.44","22,222,949.25","30,410,959.37","40,611,684.04","11,090,651.41","32,775,294.73","54,790,395.62","71,007,541.89","17,307,223.80","38,222,062.50","52,190,808.32","65,483,820.18","13,270,521.90","37,870,947.30","49,205,313.57","59,637,443.96","7,780,904.77","30,001,790.19","35,706,312.72","40,090,003.08","538,333.33","538,333.33","19,623,658.27"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"600,000.00",,,,,,"9,022,661.81","1,747,797.00",,"2,745,000.00","3,842,500.00","5,186,550.00",,,,"500,000.00",,"2,590,000.00","3,590,000.00","3,590,000.00","1,350,000.00","1,350,000.00","1,350,000.00","1,350,000.00",,,,,,,,"11,000,000.00",,,"5,583,573.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,"200,000.00","200,000.00",,,,,,,,"8,736.45","13,478.86","33,111.06","38,379.85"
筹资活动现金流出小计,"65,597,250.99","39,635,402.96","15,800,597.27","59,635,703.35","15,430,338.64","32,835,853.29","56,403,931.13","80,616,323.76","1,446,816.67","6,515,184.72","19,317,018.74","73,897,387.50","7,361,079.44","30,222,949.25","53,410,959.37","79,111,684.04","118,090,651.41","142,365,294.73","170,380,395.62","186,597,541.89","293,657,223.80","351,256,375.00","370,225,120.82","433,038,365.18","13,270,521.90","108,375,492.30","124,709,858.57","245,646,533.96","132,780,904.77","235,506,335.19","241,210,857.72","588,876,368.08","100,538,333.33","100,538,333.33","125,207,231.27"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,"400,000.00","1,126,769.61",,,,"566,730.76",,,,"1,145,000.00",,500.00,"34,500.00","394,500.00",,,,"3,913.37",,"27,000.00","479,000.00","473,300.00","1,000.00","86,000.00","86,000.00"
筹资活动产生的现金流量净额,"-6,661,304.19","10,964,597.04","8,199,402.73","44,364,296.65","-430,338.64","-2,835,853.29","444,256,068.87","420,043,676.24","148,553,183.33","293,484,815.28","280,682,981.26","306,102,612.50","13,638,920.56","19,777,050.75","96,589,040.63","70,888,315.96","381,909,348.59","357,634,705.27","329,619,604.38","391,770,642.11","479,340,456.20","483,373,121.00","510,709,375.18","542,896,130.82","-13,270,521.90","-108,375,492.30","-116,798,858.57","-237,735,533.96","-132,780,904.77","-235,506,335.19","-181,210,857.72","-517,876,368.08","-100,538,333.33","-100,538,333.33","-125,207,231.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,018.41",28.96,"-2,773.53","-10,256.58"
收到其他与投资活动有关的现金,,,,,,,,,,,,"33,462,739.00",,,"405,712,780.00","398,844,680.00",,,,,,,,"4,050,000.00",,,,,,,"553,943.33","8,053,943.33",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,,"400,000.00","34,589,508.61",,,"405,712,780.00","399,411,410.76",,,,"1,145,000.00",,500.00,"234,500.00","4,644,500.00",,,,"3,913.37",,"27,000.00","1,032,943.33","8,535,979.78","14,478.86","119,111.06","124,379.85"
五、现金及现金等价物净增加额,"3,423,752.74","-10,430,116.12","-4,987,596.05","32,860,392.63","-26,016,722.17","-2,245,779.83","280,456,579.27","174,651,571.43","-14,078,052.94","-3,514,527.70","-130,552,309.74","-191,040,942.81","-17,514,578.73","-12,995,258.75","219,268,838.03","165,018,882.34","261,530,652.87","-52,570,957.97","-171,143,613.62","-99,831,954.04","381,292,502.81","195,257,142.50","158,390,609.22","137,350,415.84","-45,649,179.15","-143,384,874.59","-158,952,165.15","-5,508,484.77","-132,575,098.56","-210,850,633.05","-163,230,269.29","-140,901,140.96","13,532,112.81","-3,614,102.50","-29,177,791.44"
购建固定资产、无形资产和其他长期资产支付的现金,"35,236,624.45","41,423,466.21","3,600,281.00","75,634,886.15","13,740,722.65","66,477,726.55","214,599,729.44","341,699,433.76","145,513,477.65","256,788,724.41","391,605,636.37","424,936,462.66","12,557,725.79","53,282,544.99","241,010,270.91","414,291,581.77","81,609,629.07","424,719,703.07","560,420,902.56","820,819,829.38","124,426,779.28","385,544,899.02","511,419,293.91","668,373,413.99","62,171,490.90","77,100,948.01","124,867,002.46","146,042,102.19","5,079,979.23","12,748,997.44","16,977,533.47","27,910,854.24","2,121,414.12","2,359,975.84","2,682,175.74"
期初现金及现金等价物余额,"12,346,736.05","15,770,488.79","5,340,372.67","5,340,372.67","38,200,765.30","38,200,765.30","38,200,765.30","38,200,765.30","212,852,336.73","212,852,336.73","212,852,336.73","212,852,336.73","21,811,393.92","21,811,393.92","21,811,393.92","21,811,393.92","186,830,276.26","186,830,276.26","186,830,276.26","186,830,276.26","86,998,322.22","86,998,322.22","86,998,322.22","86,998,322.22","224,348,738.06","224,348,738.06","224,348,738.06","224,348,738.06","218,840,253.29","218,840,253.29","218,840,253.29","218,840,253.29","77,939,112.33","77,939,112.33","77,939,112.33"
投资支付的现金,,,,,,,"2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"8,000,000.00","13,490,000.00","43,990,000.00","47,390,000.00"
期末现金及现金等价物余额,"15,770,488.79","5,340,372.67","352,776.62","38,200,765.30","12,184,043.13","35,954,985.47","318,657,344.57","212,852,336.73","198,774,283.79","209,337,809.03","82,300,026.99","21,811,393.92","4,296,815.19","8,816,135.17","241,080,231.95","186,830,276.26","448,360,929.13","134,259,318.29","15,686,662.64","86,998,322.22","468,290,825.03","282,255,464.72","245,388,931.44","224,348,738.06","178,699,558.91","80,963,863.47","65,396,572.91","218,840,253.29","86,265,154.73","7,989,620.24","55,609,984.00","77,939,112.33","91,471,225.14","74,325,009.83","48,761,320.89"
