科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
取得投资收益收到的现金,"33,530,078.95","49,350,118.31","69,671,990.34","8,755,536.72","46,834,741.28","54,544,640.90","76,952,449.16","1,089,390.63","56,497,017.33","58,293,806.76","62,659,317.44","11,244,075.35","230,430,712.27","252,954,117.06","261,966,693.86","3,666,666.67","16,898,591.88","108,957,813.60","125,413,692.39","31,044,718.99","77,444,699.74","157,541,044.52","205,872,561.19","79,262,112.28","122,672,757.40","234,598,866.70","257,388,821.04","24,226,255.71","54,011,187.21","93,899,219.93","119,116,069.25","78,565,068.49","127,698,219.17","151,741,680.29","103,516,063.86"
筹资活动现金流出小计,"1,447,947,702.90","793,936,711.63","838,397,043.86","485,525,303.61","600,510,083.87","1,034,817,932.43","1,194,683,525.00","99,429,037.95","1,108,540,216.64","1,129,611,809.48","1,224,794,256.87","22,636,797.12","1,440,488,530.25","1,477,411,996.27","1,662,304,817.45","21,705,277.25","1,385,426,556.89","1,416,864,887.55","1,426,548,408.17","107,247,510.08","1,497,684,915.32","1,523,029,841.71","1,535,763,909.93","92,653,026.63","3,086,069,475.76","3,119,409,246.78","3,140,225,880.28","94,248,520.88","1,350,969,143.60","1,394,384,840.82","1,421,157,628.11","119,060,188.63","1,544,050,638.64","1,620,358,502.17","1,646,631,109.34"
处置固定资产、无形资产和其他长期资产收回的现金净额,"33,337,893.35","6,833,752.42","1,974,999.45","10,000.00","741,373.70","743,430.70","801,020.70","46,452.00","2,827,365.00","4,884,569.00","4,900,909.00","36,687.00","638,692.95","798,716.95","1,262,346.95","36,524.00","2,049,397.00","2,575,837.00","2,699,222.00","95,618.00","219,765.00","299,717.00","303,377.00","39,974.00","385,372.11","589,185.04","7,097,266.59","-4,480.00","7,184,462.13","7,879,290.53","8,016,273.53","145,720.00","153,264.00","12,766,227.00","15,723,964.31"
筹资活动产生的现金流量净额,"-464,647,993.27","-659,643,711.63","-458,081,787.60","2,929,984,696.39","2,826,551,916.13","2,432,320,667.57","2,253,806,475.00","-49,154,037.95","-1,040,726,058.30","-1,058,331,954.24","-1,170,342,645.67","-22,636,797.12","-1,440,188,530.25","-1,475,821,902.05","-1,547,985,613.27","1,464,044,722.75","100,323,443.11","68,885,112.45","59,201,591.83","-107,247,510.08","-1,497,684,915.32","-1,523,029,841.71","-1,535,763,909.93","-92,653,026.63","-3,086,069,475.76","-3,119,409,246.78","-3,140,225,880.28","-94,248,520.88","-1,350,969,143.60","-1,381,564,840.82","-1,408,337,628.11","-119,060,188.63","-1,544,050,638.64","-1,610,798,502.17","-1,637,071,109.34"
处置子公司及其他营业单位收到的现金净额,,"20,901,919.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"32,853,318.29","33,209,236.74","64,444,463.56","905,057.23","19,643,507.64","77,129,442.91","45,827,443.26","9,391,402.62","61,676,269.55","77,612,008.62","40,569,026.54","2,718,381.77","10,834,927.40","13,249,436.16","32,898,146.81","10,993,682.01","14,215,220.42","14,261,370.86","51,860,306.31","613,191,182.55","619,398,273.51","18,402,754.60","28,278,003.81","2,100,859.76","6,980,788.02","7,958,280.33","39,034,249.83","1,055,642.21","6,942,018.52","8,144,396.79","20,700,355.21","4,348,885.69","4,449,239.14","5,330,928.34","17,869,555.09"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"769,102,622.08","593,489,771.19","592,756,549.71","9,852,858.35","67,401,887.02","292,762,791.96","514,421,046.87","10,527,245.25","251,000,651.88","270,825,384.38","238,184,252.98","483,895,644.12","961,800,832.62","986,898,770.17","1,316,023,687.62","14,696,872.68","33,163,209.30","126,395,021.46","180,573,220.70","944,432,102.42","1,967,163,321.13","5,172,590,155.56","6,830,950,411.74","3,431,832,790.95","5,387,719,947.65","6,300,827,362.19","6,861,201,367.58","1,025,277,417.92","4,468,137,667.86","5,509,922,907.25","7,247,876,941.72","583,059,674.18","1,932,300,722.31","2,969,838,835.63","5,224,455,610.65"
五、现金及现金等价物净增加额,"156,736,685.06","-491,165,167.08","725,551,965.85","3,140,836,848.69","3,206,250,289.12","3,609,961,327.99","1,585,071,667.18","225,883,232.53","-457,953,791.91","-499,544,059.53","-1,402,331,966.65","716,575,919.32","190,608,207.06","506,424,138.55","1,101,336,264.09","1,561,361,063.32","474,183,766.55","909,391,701.71","1,197,990,951.81","-257,525,997.85","-1,486,694,581.46","-465,167,085.02","-651,112,467.96","1,807,947,271.68","911,600,539.24","1,861,191,194.92","1,427,409,115.28","-810,844,158.14","-847,917,739.89","-278,211,695.28","-92,397,006.27","-488,731,194.11","-1,447,007,289.40","-959,932,184.84","616,282,652.10"
购建固定资产、无形资产和其他长期资产支付的现金,"789,223,472.39","646,563,909.64","508,862,473.14","107,658,546.17","233,289,676.02","396,287,901.60","570,817,332.17","123,352,595.69","335,263,011.37","531,519,065.90","797,429,117.16","106,615,111.21","234,421,973.50","342,220,443.15","489,380,166.22","117,131,990.68","188,932,683.39","283,257,577.86","504,476,690.84","109,246,887.35","206,852,136.32","311,595,790.76","563,592,430.85","85,174,214.94","138,226,058.67","278,579,992.66","437,932,070.97","128,840,101.53","186,464,655.07","281,043,494.41","485,866,867.50","229,078,120.67","374,376,362.04","489,151,837.72","756,065,398.60"
期初现金及现金等价物余额,"1,852,702,587.94","2,009,439,273.00","1,518,274,105.92","2,243,826,071.77","2,243,826,071.77","2,243,826,071.77","2,243,826,071.77","3,828,897,738.95","3,830,895,073.52","3,831,081,671.60","3,831,081,671.60","2,428,749,704.95","2,428,749,704.95","2,428,749,704.95","2,429,757,528.94","3,531,093,793.03","3,531,093,793.03","3,531,093,793.03","3,531,093,793.03","4,744,660,417.66","4,729,084,744.84","4,729,084,744.84","4,729,084,744.84","4,077,972,276.88","4,077,972,276.88","4,077,972,276.88","4,077,972,276.88","5,505,381,392.16","5,505,381,392.16","5,505,381,392.16","5,505,381,392.16","5,412,984,385.89","5,412,984,385.89","5,412,984,385.89","5,412,984,385.89"
投资支付的现金,"877,252,985.62","724,942,287.91","489,307,813.69","2,107,169.44","132,413,433.38","132,485,801.98","2,343,588,546.04","27,000.00","107,300,173.33","402,733,224.22","1,287,693,500.00",,"2,650,000.00","48,843,347.08","300,000.00","300,928,947.85","300,928,947.85","612,330,892.55","722,830,892.55","1,655,317,400.00","2,955,337,605.00","5,755,391,980.00","7,555,431,280.00","1,904,652,480.92","2,304,878,310.92","2,904,878,310.92","3,904,878,310.92","2,000,000,000.00","4,700,000,000.00","5,700,000,000.00","7,500,000,000.00","1,000,000,000.00","2,200,000,000.00","3,206,122,448.98","4,211,372,448.98"
期末现金及现金等价物余额,"2,009,439,273.00","1,518,274,105.92","2,243,826,071.77","5,384,662,920.46","5,450,076,360.89","5,853,787,399.76","3,828,897,738.95","4,054,780,971.48","3,372,941,281.61","3,331,537,612.07","2,428,749,704.95","3,145,325,624.27","2,619,357,912.01","2,935,173,843.50","3,531,093,793.03","5,092,454,856.35","4,005,277,559.58","4,440,485,494.74","4,729,084,744.84","4,487,134,419.81","3,242,390,163.38","4,263,917,659.82","4,077,972,276.88","5,885,919,548.56","4,989,572,816.12","5,939,163,471.80","5,505,381,392.16","4,694,537,234.02","4,657,463,652.27","5,227,169,696.88","5,412,984,385.89","4,924,253,191.78","3,965,977,096.49","4,453,052,201.05","6,029,267,037.99"
