科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"320,127,515.11","360,462,506.81","228,423,292.16","490,217,420.56","161,299,469.92","306,073,269.94","467,078,926.64","663,396,480.85","247,210,466.03","455,833,150.88","676,619,478.22","894,238,655.51","316,615,788.29","559,886,631.43","982,471,220.47","1,253,988,738.54","418,402,891.37","712,161,955.38","1,015,337,027.15","1,285,052,577.88","424,726,129.26","742,296,351.24","1,071,673,637.25","1,214,706,861.10","467,534,793.05","824,464,896.64","1,169,875,181.70","1,306,416,646.35","491,959,804.09","862,006,251.31","1,205,314,856.80","2,032,144,499.94","642,030,475.68","1,141,668,509.59","1,684,579,738.55","2,546,039,841.40","827,924,218.10","1,443,377,531.73","2,036,021,285.98","3,176,511,496.09","836,471,297.81"
取得借款收到的现金,"568,769,594.44","405,700,550.45","42,631,056.00","49,261,873.60",,,,,,"1,299,276.00","1,112,463.00","1,096,755.00","11,924,341.00","37,926,532.40","50,033,637.17","538,002,314.98","133,137,032.48","78,229,892.47","151,049,314.47","509,972,905.50","11,878,337.97","194,950,244.29","244,950,244.29","462,629,022.00","28,652,090.00","88,652,090.00","178,652,090.00","205,000,360.00","23,499,630.00","23,499,630.00","23,499,630.00","6,591,307,762.08","1,443,791,089.82","1,997,173,422.31","3,437,565,488.25","3,929,656,263.16","742,831,628.99","1,537,353,405.08","1,957,278,663.80","5,477,909,663.67","2,592,090,414.37"
支付的各项税费,"241,581,730.17","498,638,960.25","237,353,654.91","440,924,035.25","65,325,220.38","222,808,059.80","379,506,833.08","462,173,353.73","85,680,444.64","261,458,334.43","429,384,933.90","526,454,017.01","121,987,176.45","350,378,702.40","678,592,764.12","777,295,600.33","191,874,110.26","561,150,864.32","859,172,809.91","1,043,239,631.11","185,862,832.71","529,359,149.32","885,997,492.77","1,145,006,445.76","188,599,792.09","560,446,008.43","861,540,588.71","1,138,976,893.79","200,732,742.67","525,967,241.79","877,576,722.32","1,424,367,075.03","333,781,360.41","786,001,080.82","1,212,038,372.95","1,477,842,167.40","389,371,955.47","864,081,849.60","1,271,848,614.79","1,703,436,982.31","366,280,936.04"
收到其他与筹资活动有关的现金,,,,,"2,890,665.90",,,,,,,,,,,,,,,,,"44,850,410.02","44,850,571.94",,,,,"3,024,000.00",,,,"1,529,385,162.04",,"2,684,000.00","42,538,770.77","264,428,625.42",,,"13,904,000.00","27,902,650.78",
支付其他与经营活动有关的现金,"369,822,160.32","312,141,122.44","113,963,128.70","420,803,379.20","81,706,377.43","152,461,815.60","251,013,428.51","434,890,049.03","113,493,227.77","227,087,796.83","340,863,789.59","466,476,827.17","164,650,875.40","292,002,839.67","647,690,196.01","709,860,471.74","218,429,766.77","408,491,827.96","616,210,631.55","774,450,984.32","214,235,497.79","418,521,257.40","644,396,718.44","963,741,625.35","219,822,098.49","499,415,857.23","807,415,847.97","1,068,694,923.99","332,390,871.57","382,240,949.52","680,228,571.65","2,052,258,787.87","392,476,974.26","1,148,252,002.90","1,956,053,166.53","2,950,381,459.43","778,228,037.64","1,539,426,985.32","2,423,480,087.27","2,685,457,912.69","1,058,488,559.87"
筹资活动现金流入小计,"595,519,394.44","405,700,550.45","42,631,056.00","49,261,873.60","2,465,914,765.90","2,463,024,100.00","2,463,024,100.00","2,460,024,100.00",,"1,299,276.00","1,490,612,463.00","1,490,596,755.00","11,924,341.00","37,926,532.40","50,033,637.17","538,002,314.98","133,137,032.48","78,229,892.47","151,049,314.47","589,153,625.50","12,478,337.97","245,021,542.31","295,021,704.23","528,061,515.00","28,652,090.00","88,652,090.00","178,952,090.00","208,824,360.00","23,499,630.00","84,966,152.50","92,016,152.50","8,185,800,946.46","5,840,798,928.71","6,404,797,213.20","8,104,048,346.41","8,653,519,602.94","743,952,830.31","1,538,206,448.28","1,973,077,212.92","5,521,838,386.54","2,592,090,414.37"
经营活动现金流出小计,"4,369,814,094.52","4,834,843,360.43","1,866,265,088.93","4,595,042,707.04","1,442,571,692.44","2,827,119,256.73","4,559,862,051.92","6,470,111,333.14","1,957,199,110.92","3,947,459,579.07","6,520,999,630.74","8,884,424,014.82","2,088,941,732.46","4,015,306,943.10","7,423,144,656.49","10,092,194,879.77","2,600,034,506.08","5,106,117,965.52","8,297,765,077.03","11,912,866,333.68","2,975,671,247.14","5,644,830,362.77","8,871,797,221.23","12,496,026,101.40","2,487,540,176.64","4,869,254,479.65","7,553,676,060.02","10,287,568,351.58","2,205,239,640.96","4,464,565,245.16","7,607,299,004.27","18,259,734,802.22","4,468,394,955.50","9,416,992,535.37","14,835,567,280.73","22,367,326,441.42","6,065,189,475.21","11,851,966,562.11","19,074,712,433.87","26,380,748,758.71","7,190,536,894.11"
偿还债务支付的现金,"609,951,416.02","646,252,140.17","6,599,425.50","64,832,257.20","1,243,278.40","1,243,278.40","1,243,278.40","1,242,732.40",,,,,"631,512.00","7,639,156.00","145,862,997.39","777,851,055.00","14,176,040.01",,,"362,497,594.98","29,308,685.00","203,532,691.32","339,533,691.32","606,492,844.50","130,323,854.00","160,323,854.00","250,323,854.00","440,216,494.00",,"62,651,871.13","1,456,650,871.13","5,130,309,483.78","1,347,253,338.54","2,314,065,719.50","2,748,870,257.32","3,790,552,183.71","511,666,112.41","1,254,937,394.38","1,629,422,254.64","3,449,783,854.26","1,408,060,839.49"
经营活动产生的现金流量净额,"546,468,577.73","367,828,258.46","678,938,700.12","1,103,801,231.95","-120,582,796.98","379,748,165.04","726,274,095.45","692,573,057.20","-210,844,768.84","153,709,288.54","67,589,790.36","117,177,359.66","47,254,943.85","696,450,920.51","1,176,759,546.42","2,548,426,317.37","-655,267,549.44","20,180,369.06","5,428,603.98","637,711,952.63","-234,476,101.73","747,926,972.52","1,187,134,249.07","2,344,058,849.40","147,639,066.26","979,524,078.72","1,108,837,110.69","1,925,609,938.27","397,292,102.39","1,465,855,084.82","1,855,418,982.24","4,898,198,299.33","-56,093,681.41","812,414,521.90","1,759,646,053.40","2,567,621,371.18","110,623,686.81","1,047,043,655.66","1,484,469,766.16","2,900,080,347.15","-340,046,392.78"
分配股利、利润或偿还利息支付的现金,"16,422,168.71","141,627,489.96","19,428,090.71","311,750,943.89","5,438,914.57","219,494,854.57","220,740,854.57","220,740,854.57","31,020,399.97","449,123,655.04","456,902,401.08","458,542,428.43","38,900,572.86","784,173,022.66","1,144,887,042.15","1,254,572,861.45","50,175,042.91","716,165,879.50","822,969,951.00","1,270,331,318.40","51,893,839.78","717,794,201.65","1,325,120,432.14","1,343,677,209.53","75,439,447.61","424,964,964.37","515,668,962.07","1,329,822,246.38","54,670,964.50","349,381,686.51","859,033,075.75","1,351,551,901.69","187,708,229.01","965,297,142.40","1,114,322,474.75","1,277,271,213.28","201,294,600.50","1,857,933,219.14","2,431,578,071.14","2,632,732,408.22","177,015,480.32"
收回投资收到的现金,"7,324,480.47","225,073.28",,"3,808,897.68",,,,,,,,,,,,,,,,"2,025,839,966.61","550,000,000.00","1,050,000,000.00","2,179,275,000.00","2,980,902,870.00","1,676,500,000.00","6,934,500,000.00","11,835,426,076.00","14,632,211,790.02","3,501,500,000.00","6,968,966,676.72","10,975,916,490.72","14,012,290,909.61","5,022,872,652.82","8,226,739,837.42","8,571,479,060.95","10,203,037,225.25","3,184,394,251.49","3,957,425,629.78","4,132,006,272.78","4,302,330,987.71","71,819,306.86"
支付其他与筹资活动有关的现金,,"1,640,000.00","380,000.00","11,854,854.33","632,206.28","848,342.21","850,505.90","16,466,263.80","305,429.02","800,000.00","810,000.00",,,,,"129,368,908.32",,"16,879,214.41","20,506,306.56","62,511,547.56",,,,"6,988,461.90",,,,"64,000.00",,,,"1,426,303,065.22","27,663,228.25","9,065,395.37","670,630,345.26","400,644,047.87","3,594,954.71","18,814,625.84","35,420,625.84","230,807,146.78","4,612,647.20"
取得投资收益收到的现金,,"350,000.00","250,000.00","750,000.00",,,"375,000.00","750,000.00",,,"3,129,375.00","3,129,375.00","3,129,375.00","3,129,375.00","4,139,402.40","27,078,125.00","4,850,490.73","12,906,520.56","26,853,540.22","32,531,430.66","10,661,563.24","20,504,884.92","54,628,476.40","55,975,974.90","12,008,676.61","32,477,372.43","52,021,513.91","66,595,699.11","8,951,127.07","17,174,030.38","27,039,091.70","64,701,334.07","44,183,233.58","57,682,830.82","60,546,360.69","62,346,634.66","20,028,237.45","31,056,167.40","357,293,343.76","140,397,937.75","1,089,111.34"
筹资活动现金流出小计,"626,373,584.73","789,519,630.13","26,407,516.21","388,438,055.42","7,314,399.25","221,586,475.18","222,834,638.87","238,449,850.77","31,325,828.99","449,923,655.04","457,712,401.08","458,542,428.43","39,532,084.86","791,812,178.66","1,290,750,039.54","2,161,792,824.77","64,351,082.92","733,045,093.91","843,476,257.56","1,695,340,460.94","81,202,524.78","921,326,892.97","1,664,654,123.46","1,957,158,515.93","205,763,301.61","585,288,818.37","765,992,816.07","1,770,102,740.38","54,670,964.50","412,033,557.64","2,315,683,946.88","7,908,164,450.69","1,562,624,795.80","3,288,428,257.27","4,533,823,077.33","5,468,467,444.86","716,555,667.62","3,131,685,239.36","4,096,420,951.62","6,313,323,409.26","1,589,688,967.01"
处置固定资产、无形资产和其他长期资产收回的现金净额,"18,929,240.26","9,166,896.72","1,672,716.14","8,343,417.93","145,500.00","507,205.00","1,270,142.12","1,820,131.66","15,190.00","162,850.55","272,222.75","641,356.51","191,377.00","1,157,877.00","1,262,324.04","10,079,587.33","664,055.98","950,828.44","5,588,523.91","11,021,780.58","213,719.58","379,416.58","1,126,855.81","11,545,587.24","200,350.00","552,400.84","713,319.60","24,566,889.96","4,922,370.00","4,900,082.00","6,202,860.58","432,464,735.70","1,780,263.86","84,875,000.00","15,431,500.20","156,554,377.59","101,331.53","213,225.89","520,564.89","40,317,158.66","378,100.00"
筹资活动产生的现金流量净额,"-30,854,190.29","-383,819,079.68","16,223,539.79","-339,176,181.82","2,458,600,366.65","2,241,437,624.82","2,240,189,461.13","2,221,574,249.23","-31,325,828.99","-448,624,379.04","1,032,900,061.92","1,032,054,326.57","-27,607,743.86","-753,885,646.26","-1,240,716,402.37","-1,623,790,509.79","68,785,949.56","-654,815,201.44","-692,426,943.09","-1,106,186,835.44","-68,724,186.81","-676,305,350.66","-1,369,632,419.23","-1,429,097,000.93","-177,111,211.61","-496,636,728.37","-587,040,726.07","-1,561,278,380.38","-31,171,334.50","-327,067,405.14","-2,223,667,794.38","277,636,495.77","4,278,174,132.91","3,116,368,955.93","3,570,225,269.08","3,185,052,158.08","27,397,162.69","-1,593,478,791.08","-2,123,343,738.70","-791,485,022.72","1,002,401,447.36"
处置子公司及其他营业单位收到的现金净额,,,"2,819,350.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,931,908.38",,"15,353,595.86",,"163,654,187.64","179,163,189.55","340,337,368.80","436,616,657.34","723,652,856.58",
四、汇率变动对现金的影响,,,,,"-3,012,920.42",,,"-106,535.89","31,368.42","-211,029.98","-1,241,672.41","-665,235.02","-59,673.39","-992,574.02","55,928.99",,"-1,261,223.75","-1,772,776.09","-1,878,794.66",,"548,621.01","638,955.35","-5,867,144.84",,"-5,517,575.88","-4,952,724.21","1,891,905.09",,"-614,021.20","5,671,401.16","10,828,909.12","-1,053,476.82","-123,460.81","4,682,470.03","-2,228,018.24","-28,567,170.48","-32,008,057.72","-5,917,348.16","-2,144,698.23","-1,421,983.62","-13,626,179.79"
收到其他与投资活动有关的现金,"43,359,404.39","4,984,608.90","24,021,184.72","30,557,685.17","54,548.39","2,926,029.94","2,965,276.52","31,263,633.39",,"49,127,285.24","69,988,263.97","113,199,367.41","52,898,168.01","75,002,548.26","97,105,805.79",,"38,008,299.96","52,105,674.06","56,945,841.60",,"7,999,857.23","16,787,621.63","16,623,596.36",,"6,628,083.70",,,"28,670,000.00",,,,"84,132,679.15",,"48,751,557.89","49,095,322.71","274,124,380.71","204,000.00","34,991,385.84","37,697,353.84","593,030,652.00","5,763,169.19"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"69,613,125.12","14,726,578.90","28,763,251.33","43,460,000.78","200,048.39","3,433,234.94","4,610,418.64","33,833,765.05","15,190.00","49,290,135.79","73,389,861.72","116,970,098.92","56,218,920.01","79,289,800.26","102,507,532.23","37,157,712.33","43,522,846.67","65,963,023.06","89,387,905.73","2,069,393,177.85","568,875,140.05","1,087,671,923.13","2,251,653,928.57","3,048,424,432.14","1,695,337,110.31","6,967,529,773.27","11,888,160,909.51","14,752,044,379.09","3,515,373,497.07","6,991,040,789.10","11,009,158,443.00","14,610,521,566.91","5,068,836,150.26","8,433,402,821.99","8,696,552,244.55","10,859,716,805.85","3,383,891,010.02","4,364,023,777.71","4,964,134,192.61","5,799,729,592.70","79,049,687.39"
五、现金及现金等价物净增加额,"467,929,977.84","-275,952,066.96","699,152,501.09","701,385,035.71","2,322,690,586.66","2,577,672,235.05","2,881,983,489.86","2,847,491,243.71","-443,076,398.87","-528,608,514.66","820,698,999.93","507,712,847.22","18,705,537.79","-232,130,871.91","-1,279,069,080.55","-724,558,043.54","-1,239,105,948.74","-1,754,520,373.41","-1,871,048,308.97","-1,985,603,233.29","131,424,504.09","65,867,832.22","59,219,944.48","522,290,502.21","-350,412,556.69","162,645,588.59","-390,499,489.91","-718,606,000.76","730,939,225.08","-62,958,664.65","-489,469,912.64","913,907,463.85","3,398,872,930.93","3,310,061,861.18","3,935,853,154.62","3,010,781,450.58","-10,966,448.88","-885,393,607.44","-1,777,700,768.32","-539,050,967.21","-170,190,228.41"
购建固定资产、无形资产和其他长期资产支付的现金,"100,797,534.72","121,798,896.73","24,640,621.47","66,258,748.84","12,514,110.98","46,873,989.75","88,314,686.91","100,383,291.88","55,302,359.46","120,963,529.97","190,130,041.66","279,514,702.91","57,100,908.82","206,273,648.82","403,991,606.88","912,787,029.12","104,585,971.78","214,275,788.00","335,409,080.93","521,652,394.58","134,798,968.43","213,167,487.42","271,080,207.19","377,345,778.40","113,055,085.77","143,113,950.82","187,281,358.67","436,758,567.58","46,407,505.70","67,925,021.61","94,587,196.16","3,821,932,418.42","1,183,345,424.13","2,108,669,044.80","3,039,664,236.09","3,233,316,501.38","531,804,067.59","1,039,129,277.21","1,982,903,593.22","3,610,494,695.19","599,428,407.16"
期初现金及现金等价物余额,"102,751,798.97","570,681,776.81","294,729,709.85","294,729,709.85","996,114,745.56","996,114,745.56","996,114,745.56","996,114,745.56","3,843,605,989.27","3,843,605,989.27","3,843,605,989.27","3,847,068,008.98","4,354,780,856.20","4,437,206,075.11","4,561,781,414.42","4,608,794,894.97","3,966,308,906.68","3,884,236,851.43","3,884,236,851.43","3,884,236,851.43","1,986,479,386.23","1,898,633,618.14","1,898,633,618.14","1,898,633,618.14","2,420,924,120.35","2,420,924,120.35","2,420,924,120.35","2,420,924,120.35","1,713,740,516.79","1,702,318,119.59","1,702,318,119.59","2,301,578,822.11","3,215,486,285.96","3,215,486,285.96","3,215,486,285.96","3,215,486,285.96","6,226,267,736.54","6,226,267,736.54","6,226,267,736.54","6,226,267,736.54","5,687,216,769.33"
投资支付的现金,"16,500,000.00","2,888,927.91",,"40,441,266.36",,,,,"145,650,000.00","161,809,000.00","161,809,000.00","361,809,000.00",,"46,719,723.58","96,066,723.58","115,646,875.00",,"120,000,000.00","120,000,000.00","3,057,662,753.00",,"880,897,180.70","1,732,988,461.90","3,063,750,000.00","1,897,704,860.00","7,139,704,860.00","12,615,067,330.46","15,388,698,650.40","3,103,533,512.98","8,130,533,512.98","11,046,621,256.46","15,021,540,442.89","4,592,388,724.74","6,914,106,646.13","6,963,283,765.87","9,209,583,032.45","2,930,788,853.94","3,574,687,327.01","4,034,664,399.59","3,980,415,422.18","291,251,994.24"
期末现金及现金等价物余额,"570,681,776.81","294,729,709.85","993,882,210.94","996,114,745.56","3,318,805,332.22","3,573,786,980.61","3,878,098,235.42","3,843,605,989.27","3,400,529,590.40","3,314,997,474.61","4,664,304,989.20","4,354,780,856.20","4,373,486,393.99","4,205,075,203.20","3,282,712,333.87","3,884,236,851.43","2,727,202,957.94","2,129,716,478.02","2,013,188,542.46","1,898,633,618.14","2,117,903,890.32","1,964,501,450.36","1,957,853,562.62","2,420,924,120.35","2,070,511,563.66","2,583,569,708.94","2,030,424,630.44","1,702,318,119.59","2,444,679,741.87","1,639,359,454.94","1,212,848,206.95","3,215,486,285.96","6,614,359,216.89","6,525,548,147.14","7,151,339,440.58","6,226,267,736.54","6,215,301,287.66","5,340,874,129.10","4,448,566,968.22","5,687,216,769.33","5,517,026,540.92"
