科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"11,962,943.27","13,695,251.32","18,850,562.20","12,515,147.32","18,139,392.22","24,643,657.96","5,653,303.58","15,981,898.67","25,167,412.29","35,163,722.29","9,720,427.31","25,663,448.24","40,094,447.08","56,367,353.84","12,258,654.64","27,543,877.88","46,560,161.59","68,233,066.80","17,357,341.79","32,933,824.75","45,081,909.33","74,394,514.39","21,081,909.33","41,008,247.28","74,149,632.66","109,227,586.26","29,585,455.15","51,910,921.19"
取得借款收到的现金,"6,688,456.00","44,000,000.00","40,000,000.00","20,000,000.00","60,000,000.00","150,000,000.00","50,000,000.00","99,883,552.00","149,883,552.00","184,865,716.40","20,000,000.00","55,753,133.08","208,673,731.69","258,920,598.61","35,402,511.11","72,680,000.00","181,920,000.00","230,166,498.26","20,000,000.00","54,675,000.00","82,000,000.00","199,755,000.00",,"78,943,589.00","204,552,108.13","371,552,108.13","35,000,000.00","90,000,000.00"
支付的各项税费,"7,931,977.75","17,937,967.44","21,740,684.62","11,112,631.60","18,191,347.79","25,374,523.82","5,012,361.89","11,706,608.80","19,739,353.41","25,777,302.13","24,571,333.66","20,390,323.40","37,450,862.43","42,067,701.36","34,586,825.71","16,048,359.61","37,385,908.48","37,240,123.48","13,849,328.68","26,604,996.94","26,604,996.94","48,132,049.87","26,604,996.94","44,360,235.39","75,744,474.50","79,046,681.42","13,962,478.94","39,191,943.88"
收到其他与筹资活动有关的现金,,,,,,,,,"19,950,182.72","19,950,182.72",,,,,,"12,000,000.00",,"12,000,000.00",,,,"11,619,337.00",,,,"2,443,589.00","126,250.00",
支付其他与经营活动有关的现金,"3,567,657.62","11,368,194.60","13,114,260.49","2,697,403.05","5,805,517.62","48,313,128.48","30,337,180.41","28,185,286.73","57,915,939.02","19,737,643.43","45,868,137.22","18,075,564.84","44,662,073.29","25,042,789.20","5,066,456.72","17,088,002.07","19,671,067.78","41,990,222.54","8,923,745.31","38,128,994.52","36,452,719.72","39,334,138.11","13,060,360.76","17,613,361.99","39,632,215.99","35,902,560.72","55,458,848.95","17,671,193.09"
筹资活动现金流入小计,"22,888,456.00","46,000,000.00","40,141,232.00","20,000,000.00","238,716,815.00","335,865,000.00","50,000,000.00","99,883,552.00","181,675,734.72","212,315,899.12","20,000,000.00","55,753,133.08","208,673,731.69","258,920,598.61","35,402,511.11","84,680,000.00","511,919,978.82","569,855,177.39","20,000,000.00","54,675,000.00","82,000,000.00","211,374,337.00",,"78,943,589.00","204,552,108.13","373,995,697.13","35,126,250.00","90,000,000.00"
经营活动现金流出小计,"162,321,981.36","239,382,236.53","333,573,599.54","166,796,134.00","276,595,393.07","393,569,183.33","94,794,469.33","224,847,629.85","348,850,191.72","413,894,509.90","178,836,030.42","370,832,072.07","496,595,157.62","721,800,453.74","182,878,284.15","339,810,919.46","541,344,062.14","777,797,739.01","149,862,653.37","297,721,057.26","391,550,168.53","570,758,868.67","316,119,547.11","626,064,020.79","877,464,425.02","882,939,648.13","303,542,843.47","435,774,780.17"
偿还债务支付的现金,"14,890,000.00","3,798,456.00","19,800,000.00","10,800,000.00","46,200,000.00","94,200,000.00",,"51,000,000.00","111,000,000.00","114,000,000.00","18,297,956.40","87,851,089.48","168,051,089.48","224,786,315.01","19,180,000.00","56,410,000.00","196,290,964.93","247,691,498.26","89,455,283.33","111,244,950.00","173,000,000.00","222,132,000.00","7,500,000.00","36,748,000.00","114,248,000.00","252,650,108.13","7,500,000.00","83,900,000.00"
经营活动产生的现金流量净额,"4,618,179.84","22,587,843.45","3,545,938.59","4,300,442.36","-27,916,920.16","-10,167,435.65","-67,138,319.24","-101,798,220.75","-116,695,566.30","-60,602,034.76","-66,338,804.81","-35,669,991.32","-31,113,995.98","-33,342,463.25","-16,562,828.76","10,169,582.55","17,377,639.87","192,321,449.31","132,682,458.63","140,478,234.48","183,733,215.14","335,856,620.56","41,676,054.46","3,754,645.90","21,152,020.85","34,232,047.47","-823,956.91","32,943,865.66"
分配股利、利润或偿还利息支付的现金,"683,525.26","2,351,853.21","4,237,499.62","2,333,163.16","3,812,475.09","6,414,152.16",,"4,382,763.38","13,472,319.99","16,400,628.69","2,381,827.20","5,123,551.84","17,536,206.40","18,788,549.03","3,924,432.79","8,440,672.66","13,004,300.67","14,967,433.96","2,262,326.07","19,209,966.02","20,495,572.74","23,023,195.77","1,961,747.68","15,593,618.40","18,052,835.93","21,286,761.94","4,444,372.72","8,623,161.40"
收回投资收到的现金,,,,,,,,,,,,,,"29,100,000.00","400,000.00","400,000.00","15,550,000.00","73,750,000.00",,,"10,000,000.00","20,000,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00",,
支付其他与筹资活动有关的现金,,,"3,660,000.00","600,000.00","5,588,185.00","24,857,517.72",,,,"1,100,000.00",,,,"15,000,000.00",,"22,347,498.26",,"30,417,831.69",,,,"13,189,030.33",,,"306,540.00","6,203,587.00",,"263,900.00"
取得投资收益收到的现金,,,,,,,,,,,,,,"90,472.95",,,,"1,350,626.55",,,"4,000,000.00","2,196,019.24",,,,"660,022.49",,
筹资活动现金流出小计,"15,573,525.26","6,150,309.21","27,697,499.62","13,733,163.16","55,600,660.09","125,471,669.88",,"55,382,763.38","124,472,319.99","131,500,628.69","20,679,783.60","92,974,641.32","185,587,295.88","258,574,864.04","23,104,432.79","87,198,170.92","209,295,265.60","293,076,763.91","91,717,609.40","130,454,916.02","193,495,572.74","258,344,226.10","9,461,747.68","52,341,618.40","132,607,375.93","280,140,457.07","11,944,372.72","92,787,061.40"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"422,066.00",,,"18,000.00","109,400.00","57,787.00","132,700.00","136,700.00","549,751.86","600,237.22","735,793.02","998,633.37",,"107,000.00","107,000.00","200,000.00",,"40,729.40","40,729.40","20,534.87",,"46,085.47","3,954,139.05","1,026,502.21","12,900.00","34,900.00"
筹资活动产生的现金流量净额,"7,314,930.74","39,849,690.79","12,443,732.38","6,266,836.84","183,116,154.91","210,393,330.12","50,000,000.00","44,500,788.62","57,203,414.73","80,815,270.43","-679,783.60","-37,221,508.24","23,086,435.81","345,734.57","12,298,078.32","-2,518,170.92","302,624,713.22","276,778,413.48","-71,717,609.40","-75,779,916.02","-111,495,572.74","-46,969,889.10","-9,461,747.68","26,601,970.60","71,944,732.20","93,855,240.06","23,181,877.28","-2,787,061.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,"2,526,287.13",,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,"-133,773.14",,"2,361.66",,"588,662.60",,,,,,,"269,769.21","103,686.38",,"40,521.01"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"422,066.00",,,"18,000.00","109,400.00","57,787.00","132,700.00","136,700.00","549,751.86","600,237.22","735,793.02","30,189,106.32","400,000.00","507,000.00","15,657,000.00","77,826,913.68",,"40,729.40","14,040,729.40","22,216,554.11",,"60,046,085.47","63,954,139.05","61,686,524.70","12,900.00","34,900.00"
五、现金及现金等价物净增加额,"1,699,331.52","37,769,370.28","-8,814,351.91","2,878,648.25","142,600,374.02","178,622,499.42","-21,356,282.36","-67,522,816.99","-69,119,987.08","-3,337,943.24","-68,789,563.46","-81,405,770.72","-45,816,174.15","-69,891,004.23","-59,037,801.88","-52,091,591.47","-88,003,771.30","36,432,000.64","53,677,776.21","22,229,933.94","43,769,257.88","-33,731,438.07","6,931,426.78","-72,495,206.03","-35,905,807.22","-41,944,964.13","11,494,500.70","-2,656,750.22"
购建固定资产、无形资产和其他长期资产支付的现金,"10,233,779.06","23,480,163.96","25,226,088.88","7,688,630.95","12,598,860.73","21,621,395.05","4,327,363.12","7,163,171.86","9,760,535.51","19,729,878.91","2,320,726.91","7,114,508.38","11,524,407.00","21,349,608.73","1,173,051.44","6,252,364.76","40,612,778.54","81,183,092.58","7,287,073.02","7,259,113.92","7,259,113.92","91,086,457.45","25,282,880.00","59,367,908.00","87,992,815.26","118,100,958.39","10,876,319.67","32,888,975.49"
期初现金及现金等价物余额,"15,287,543.61","16,986,875.13","54,756,245.41","45,941,893.50","45,941,893.50","45,941,893.50","244,514,575.64","244,514,575.64","224,564,392.92","224,564,392.92","221,226,449.68","221,226,449.68","221,226,449.68","221,226,449.68","163,335,445.45","151,335,445.45","163,335,445.45","151,335,445.45","187,767,446.09","187,767,446.09","187,767,446.09","187,767,446.09","156,479,597.02","154,036,008.02","156,479,597.02","154,036,008.02","115,794,630.89","112,091,043.89"
投资支付的现金,,"100,000.00",,,,,,,,"2,958,000.00",,"2,000,000.00","20,000,000.00","45,600,000.00","54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00",,"35,250,000.00","35,250,000.00","60,000,000.00",,"103,530,000.00","105,233,653.27",,,
期末现金及现金等价物余额,"16,986,875.13","54,756,245.41","45,941,893.50","48,820,541.75","188,542,267.52","224,564,392.92","223,158,293.28","176,991,758.65","155,444,405.84","221,226,449.68","152,436,886.22","139,820,678.96","175,410,275.53","151,335,445.45","104,297,643.57","99,243,853.98","75,331,674.15","187,767,446.09","241,445,222.30","209,997,380.03","231,536,703.97","154,036,008.02","163,411,023.80","81,540,801.99","120,573,789.80","112,091,043.89","127,289,131.59","109,434,293.67"
