科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"34,226,524.23","44,094,629.35","24,736,471.93","33,634,633.22","43,477,553.30","21,575,903.50","31,847,143.87","42,373,641.65","56,290,427.04","24,224,373.27","38,541,234.68","54,677,576.56","74,384,361.71","34,123,009.74","52,260,949.72","72,855,984.12","97,122,364.65","46,342,133.70","71,801,500.17","98,616,675.93","131,021,448.45","53,606,952.35","86,891,617.02","121,539,426.52","161,649,767.75","68,513,753.45","109,905,381.02","153,462,270.91","210,098,782.19","89,620,974.37","142,458,662.09","196,392,881.07","254,879,356.83","90,052,319.42","145,501,142.90","202,961,898.13","279,844,655.55"
取得借款收到的现金,"77,831,000.00","75,000,000.00","43,000,000.00","63,000,000.00","68,000,000.00",,,,"50,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","50,000,000.00","50,000,000.00","90,000,000.00","90,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00",,"40,000,000.00","80,000,000.00","140,000,000.00","60,000,000.00","180,000,000.00","320,000,000.00","410,000,000.00","170,000,000.00","310,000,000.00","559,990,000.00","735,890,000.00","120,500,000.00","260,000,000.00","590,000,000.00","555,000,000.00"
支付的各项税费,"19,110,067.01","27,374,750.42","15,803,099.33","23,278,767.03","30,984,732.33","10,058,047.18","12,951,379.05","20,293,372.50","30,667,376.38","14,260,457.33","18,311,582.45","24,213,833.71","48,043,612.92","14,609,071.17","21,529,480.87","32,370,417.86","72,805,445.42","15,545,425.00","33,421,903.97","46,119,269.42","82,442,104.88","18,687,576.13","29,737,833.55","49,124,796.82","87,297,638.15","15,507,398.31","34,201,028.40","68,468,159.40","103,275,091.11","56,266,271.29","74,790,921.72","105,427,074.20","150,736,421.10","18,171,521.74","34,142,866.18","53,500,062.44","110,876,323.35"
收到其他与筹资活动有关的现金,,,"8,313,723.00","8,313,723.00","8,313,723.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000,000.00"
支付其他与经营活动有关的现金,"73,765,144.62","96,124,306.06","59,713,535.61","84,937,922.40","108,959,753.64","30,636,722.20","60,071,558.84","89,562,956.28","128,240,214.01","31,063,728.49","66,587,116.20","99,070,345.75","132,925,611.06","39,926,743.99","86,169,014.47","129,084,993.84","178,383,252.64","43,437,665.91","83,831,772.30","124,759,363.42","176,519,022.02","50,010,728.68","100,376,785.37","150,626,485.82","202,201,219.91","63,198,624.53","130,619,179.25","196,585,931.40","272,283,806.29","78,764,792.71","161,899,053.13","237,646,140.00","311,677,270.48","124,381,679.09","215,599,193.15","299,390,938.18","392,053,390.07"
筹资活动现金流入小计,"93,657,815.13","75,000,000.00","51,313,723.00","71,313,723.00","76,313,723.00","522,500,000.00","526,303,520.00","526,303,520.00","576,303,520.00","40,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","50,000,000.00","50,000,000.00","90,000,000.00","90,000,000.00","213,100,000.00","260,985,300.00","260,985,300.00","261,965,300.00",,"40,000,000.00","80,000,000.00","140,000,000.00","60,000,000.00","180,000,000.00","320,000,000.00","412,701,000.00","171,419,000.00","311,909,000.00","560,970,000.00","740,124,000.00","166,820,000.00","307,790,000.00","793,186,000.00","909,176,000.00"
经营活动现金流出小计,"258,058,651.68","307,809,940.15","204,297,177.33","299,122,479.30","376,172,026.34","143,203,875.24","254,272,962.45","355,210,356.06","495,711,907.72","151,212,049.29","279,701,952.52","428,567,652.08","632,024,397.38","214,063,675.37","396,404,910.70","595,363,865.18","797,459,267.12","279,647,375.78","490,050,253.25","716,637,232.17","974,480,799.66","218,701,328.47","512,825,743.42","819,888,570.77","1,150,793,539.17","355,840,728.44","636,099,325.22","977,605,105.77","1,337,238,340.47","444,250,980.18","762,824,194.31","1,219,873,218.68","1,643,056,193.10","443,611,706.64","785,630,654.92","1,212,554,554.63","1,761,380,335.91"
偿还债务支付的现金,"80,895,136.00","71,000,000.00","45,000,000.00","62,000,000.00","87,000,000.00","59,000,000.00","59,000,000.00","60,000,000.00","60,000,000.00",,,,"50,000,000.00","40,000,000.00","60,000,000.00","110,000,000.00","110,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","80,000,000.00",,,,"40,000,000.00","20,000,000.00","40,000,000.00","60,000,000.00","180,000,000.00","60,000,000.00","130,000,000.00","245,000,000.00","366,500,000.00","75,001,000.00","159,488,744.44","373,738,493.59","521,124,444.38"
经营活动产生的现金流量净额,"23,872,738.76","10,293,939.37","-42,858,076.69","-56,863,416.38","26,130,515.52","-104,750,412.01","-132,235,123.30","-155,606,154.75","-85,596,325.24","-58,741,602.03","-87,198,005.23","-120,600,713.77","10,033,410.65","-101,174,325.70","-128,717,684.45","-182,370,724.67","10,708,271.51","-113,971,008.46","-115,062,837.23","-125,266,723.14","16,736,067.27","-35,618,367.66","-118,389,314.31","-176,782,872.39","38,265,232.12","-175,119,436.00","-228,965,441.52","-314,075,563.86","-58,211,094.32","-173,899,227.27","-242,480,228.99","-391,042,348.04","-166,373,669.20","-125,261,775.67","-206,642,233.05","-208,070,270.81","25,983,910.06"
分配股利、利润或偿还利息支付的现金,"6,399,696.71","6,606,547.86","10,784,171.25","11,978,180.00","13,120,731.81","1,079,340.98","18,116,893.48","18,130,463.48","18,326,144.59","645,441.67","9,693,202.18","12,395,487.84","13,804,022.27","978,044.42","18,485,177.74","19,497,422.17","20,120,266.63","513,333.34","20,037,481.67","21,106,467.78","21,805,667.78",,"22,016,377.62","24,377,785.34","25,739,651.78","1,586,290.44","24,778,979.33","30,230,986.52","34,945,879.81","4,592,256.17","33,522,821.57","40,740,094.00","48,621,959.16","8,447,570.87","32,891,987.11","41,910,212.31","51,658,016.81"
收回投资收到的现金,,,,,,,,,,,,,,,,,"9,826,700.00",,,,,,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,"3,922,847.00",,,,,"3,000,000.00"
支付其他与筹资活动有关的现金,,"1,041,000.00","330,000.00","339,140.00","1,809,140.00","14,298,991.00","14,716,428.40","14,726,328.40","11,797,110.40",,,,,,,,,"17,448.00","800,000.00","800,000.00","1,000,000.00",,,,,,,,,,,,,,,"14,370,000.00","17,306,612.91"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,080,000.00","1,080,000.00","1,080,000.00"
筹资活动现金流出小计,"87,294,832.71","78,647,547.86","56,114,171.25","74,317,320.00","101,929,871.81","74,378,331.98","91,833,321.88","92,856,791.88","90,123,254.99","645,441.67","9,693,202.18","12,395,487.84","63,804,022.27","40,978,044.42","78,485,177.74","129,497,422.17","130,120,266.63","40,530,781.34","60,837,481.67","61,906,467.78","102,805,667.78",,"22,016,377.62","24,377,785.34","65,739,651.78","21,586,290.44","64,778,979.33","90,230,986.52","214,945,879.81","64,592,256.17","163,522,821.57","285,740,094.00","415,121,959.16","83,448,570.87","192,380,731.55","430,018,705.90","590,089,074.10"
处置固定资产、无形资产和其他长期资产收回的现金净额,"189,960.00","2,344.98",384.06,"102,884.06","103,584.06",384.62,"4,284.62","7,270.62","9,120.62",,"3,000.00","56,000.00","56,400.00","2,800.00","2,800.00","2,800.00","4,893.00",,425.92,"1,072.12","1,672.12","3,138.30","3,138.30","12,198.30","12,198.30",,,"320,522.00","9,008.00",,"11,726.50","11,726.50","6,000.00",,"4,520.00","4,520.00","14,520.00"
筹资活动产生的现金流量净额,"6,362,982.42","-3,647,547.86","-4,800,448.25","-3,003,597.00","-25,616,148.81","448,121,668.02","434,470,198.12","433,446,728.12","486,180,265.01","39,354,558.33","50,306,797.82","47,604,512.16","-3,804,022.27","9,021,955.58","-28,485,177.74","-39,497,422.17","-40,120,266.63","172,569,218.66","200,147,818.33","199,078,832.22","159,159,632.22",,"17,983,622.38","55,622,214.66","74,260,348.22","38,413,709.56","115,221,020.67","229,769,013.48","197,755,120.19","106,826,743.83","148,386,178.43","275,229,906.00","325,002,040.84","83,371,429.13","115,409,268.45","363,167,294.10","319,086,925.90"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,183,764.48",,,,
四、汇率变动对现金的影响,"-80,911.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,"55,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"189,960.00","2,344.98",384.06,"102,884.06","103,584.06",384.62,"4,284.62","7,270.62","9,120.62",,"3,000.00","56,000.00","55,456,400.00","2,800.00","2,800.00","2,800.00","9,831,593.00",,425.92,"1,072.12","1,672.12","3,138.30","15,003,138.30","15,012,198.30","15,012,198.30",,,"320,522.00","9,008.00",,"11,726.50","3,934,573.50","11,189,764.48",,"1,084,520.00","1,084,520.00","4,094,520.00"
五、现金及现金等价物净增加额,"27,061,723.18","3,632,103.83","-48,742,668.08","-61,307,791.36","-1,036,758.27","342,161,225.19","297,485,218.76","271,150,632.16","301,076,064.20","-23,709,947.96","-73,710,622.85","-121,911,608.17","10,569,175.12","-113,633,315.73","-191,053,673.55","-275,330,803.01","-91,692,890.27","46,621,960.67","25,211,996.25","-17,500,130.16","69,463,979.52","-60,792,371.16","-126,972,646.69","-163,118,194.77","62,471,198.82","-164,157,469.42","-182,004,734.76","-177,983,969.63","25,229,667.28","-83,560,624.75","-215,691,898.46","-258,519,985.97","21,256,354.51","-175,132,705.82","-229,306,549.48","8,673,079.82","192,394,270.34"
购建固定资产、无形资产和其他长期资产支付的现金,"3,283,046.51","3,016,632.66","1,084,527.20","1,543,662.04","1,654,709.04","1,210,415.44","2,304,140.68","4,247,211.83","95,551,079.97","4,322,904.26","36,822,415.44","38,971,406.56","41,256,822.59","16,583,745.61","28,953,611.36","48,565,456.17","67,212,488.15","11,976,249.53","44,873,410.77","76,313,311.36","91,433,392.09","25,177,141.80","34,221,096.77","49,620,739.05","57,717,583.53","17,451,742.98","20,040,313.91","27,075,899.07","37,401,324.41","12,608,141.31","18,959,574.40","31,382,117.43","37,841,781.61","13,242,359.28","17,658,104.88","23,008,463.47","26,271,085.62"
期初现金及现金等价物余额,"65,632,832.57","92,694,555.75","96,326,659.58","96,326,659.58","96,326,659.58","95,289,901.31","95,289,901.31","95,289,901.31","95,289,901.31","396,365,965.51","396,365,965.51","396,365,965.51","396,365,965.51","406,935,140.63","406,935,140.63","406,935,140.63","406,935,140.63","315,242,250.36","315,242,250.36","315,242,250.36","315,242,250.36","384,986,229.88","384,706,229.88","384,706,229.88","384,706,229.88","447,177,428.70","447,177,428.70","447,177,428.70","447,177,428.70","472,407,095.98","472,407,095.98","472,396,389.67","472,407,095.98","493,663,450.49","493,663,450.50","493,699,450.50","493,663,450.49"
投资支付的现金,,,,,,,"2,450,000.00","2,450,000.00","2,450,000.00",,,"10,000,000.00","10,000,000.00","4,900,000.00","4,900,000.00","4,900,000.00","4,900,000.00",,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,"10,000,000.00","48,220,000.00","52,500,000.00","62,500,000.00","3,880,000.00","102,650,000.00","115,260,000.00","109,820,000.00","120,000,000.00","121,500,000.00","124,500,000.00","130,500,000.00"
期末现金及现金等价物余额,"92,694,555.75","96,326,659.58","47,583,991.50","35,018,868.22","95,289,901.31","437,451,126.50","392,775,120.07","366,440,533.47","396,365,965.51","372,656,017.55","322,655,342.66","274,454,357.34","406,935,140.63","293,301,824.90","215,881,467.08","131,604,337.62","315,242,250.36","361,864,211.03","340,454,246.61","297,742,120.20","384,706,229.88","324,193,858.72","257,733,583.19","221,588,035.11","447,177,428.70","283,019,959.28","265,172,693.94","269,193,459.07","472,407,095.98","388,846,471.23","256,715,197.52","213,876,403.70","493,663,450.49","318,530,744.67","264,356,901.02","502,372,530.32","686,057,720.83"
