科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"7,895,201.83","13,504,766.45","13,003,695.74","2,003,418.89","2,140,161.08","19,529,118.70","2,704,205.97","2,703,159.22","2,869,802.36","18,381,278.05","3,326,389.67","3,413,732.40","3,606,753.03","19,314,529.67","4,764,541.17","4,986,135.17","4,956,919.42","17,839,207.89","5,551,205.81","5,823,900.59","6,140,430.60","21,510,871.82","7,995,334.73","9,385,074.12","10,112,397.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,566,212.27","26,327,953.38","18,402,577.65","-2,552,559.01","-6,332,808.79","20,430,483.13","2,719,481.80","14,104,826.86","7,507,023.57","15,075,802.19","5,121,105.34","14,359,764.98","8,450,350.31","7,873,047.09","97,556.77","6,696,806.96","565,398.82","7,510,558.89","1,739,912.93","-2,657,142.61","17,901,872.76","17,253,879.25","3,393,354.35","17,216,117.89","16,075,651.06"
应收利息,,,,,"297,441.66","3,453,648.73","724,009.74","875,968.77","77,202.68","67,268.89",,,,"1,164.44",,,,"5,875.00",,,,,,"203,011.50",769.22
应付利息,"39,444.00","78,888.00","107,250.00","79,475.93","40,338.90",,"11,165.64","22,331.28","33,496.92",,"9,081.60","18,163.20","27,244.80",,"7,194.19","14,388.38","21,582.57",,"3,537.90","7,075.80","10,613.70",,"2,830.05","42,097.60","41,283.90"
应收股利,"1,543,489.40",,,,,,,,,,,,,,,,,,"1,602,103.18","1,602,103.18","1,602,103.18",,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"179,469,403.81","290,026,960.89","410,207,384.52","465,761,019.20","480,818,288.59","488,245,758.10","479,942,235.22","413,126,849.11","388,245,127.40","422,651,716.80","398,497,631.17","373,959,810.66","395,020,528.02","425,781,061.20","408,433,105.70","342,716,728.33","335,010,608.42","341,643,414.62","375,275,737.08","393,369,200.70","410,679,050.49","414,987,917.34","451,793,445.16","527,008,551.42","561,566,357.17"
其他应付款,"4,648,481.14","1,159,819.77","1,197,528.82","3,133,704.90","4,742,706.68","1,692,905.07","2,207,527.27","2,994,098.98","1,445,157.96","261,161.84","5,294,673.42","4,668,212.18","5,764,141.25","647,504.81","1,578,928.66","720,015.05","887,054.92","880,238.33","1,962,107.55","771,921.99","876,220.50","646,251.87","28,014,678.81","1,842,944.91","885,993.60"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","157,300.00","396,196.90","377,553.49"
其他流动资产,"1,665,740.00","1,416,578.31","1,433,483.10","18,333.33","61,248.32","1,903,266.48","400,394.32","490,216,294.82","388,219,642.64","464,010,351.32","390,684,196.10","318,177,630.17","387,461,754.33","379,391,955.60","350,618,763.94","289,168,110.71","351,436,160.65","350,401,116.66","348,252,590.47","344,817,630.96","341,993,174.95","342,098,219.12","334,934,957.85","177,579,970.21","177,871,400.07"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"232,438.14"
流动资产合计,"479,042,820.65","684,841,678.36","940,041,397.50","1,013,273,730.85","1,492,699,901.83","1,546,479,057.04","1,555,796,595.32","1,552,180,824.17","1,610,205,571.06","1,665,209,201.13","1,662,215,193.29","1,637,183,880.95","1,678,045,294.46","1,728,894,996.50","1,719,179,892.08","1,685,383,535.26","1,651,654,658.69","1,641,223,799.90","1,653,569,041.03","1,656,019,633.47","1,726,078,523.40","1,733,307,661.87","1,839,743,243.13","1,810,481,324.34","1,885,553,421.27"
流动负债合计,"227,857,880.30","310,380,975.10","476,569,257.91","450,175,899.71","401,975,371.16","424,713,014.61","393,382,215.99","359,994,834.42","363,516,267.48","407,525,527.45","359,767,195.27","336,454,102.94","339,964,337.09","367,211,526.58","304,780,484.50","244,122,236.90","242,378,189.95","248,238,750.38","260,401,264.13","277,145,525.88","309,666,598.57","308,916,856.59","351,885,375.61","416,004,505.40","485,242,538.28"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"5,263,158.00","5,263,158.00","5,263,158.00","11,263,158.00"
长期借款,"1,730,000.00","1,730,000.00","1,258,100.00","1,258,100.00","1,258,100.00","1,100,800.00","1,100,800.00","1,100,800.00","1,100,800.00","943,500.00","943,500.00","943,500.00","943,500.00","786,200.00","786,200.00","786,200.00","786,200.00","628,900.00","628,900.00","628,900.00","628,900.00","471,600.00","45,471,600.00","45,471,600.00","45,471,600.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,"481,201.51","442,915.06"
长期股权投资,"13,129,953.43","19,971,899.62","23,174,728.36","23,752,608.21","23,222,601.18","26,834,894.12","27,684,005.64","27,541,275.56","29,181,909.32","31,859,401.35","32,128,660.84","48,377,679.20","53,906,593.84","58,454,062.34","57,348,690.51","94,524,634.51","98,119,825.40","161,930,776.69","177,896,298.02","187,373,728.38","183,225,063.39","234,628,203.54","232,977,415.78","239,560,091.55","263,969,698.14"
专项应付款,"9,500,000.00","9,500,000.00","11,381,400.00","12,184,000.00","12,184,000.00","9,184,000.00","9,184,000.00","14,694,000.00","20,204,000.00","20,204,000.00","20,204,000.00","20,204,000.00","20,204,000.00","9,184,000.00","9,574,000.00","9,574,000.00","9,574,000.00","9,779,000.00","10,206,000.00","10,206,000.00","10,385,200.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"107,836,303.69","101,994,290.17","96,862,623.65","92,517,744.85","90,288,222.49","89,146,105.80","101,177,676.55","99,563,580.27","97,760,120.55","98,080,667.91","96,875,935.53","94,685,809.77","164,641,807.77","180,449,916.62","178,891,013.43","182,947,025.72","192,918,221.18","188,799,145.58","184,318,067.80","190,949,460.28","196,027,654.93","193,168,645.90","190,808,660.86","192,807,653.01","206,918,869.53"
递延所得税负债,"328,712.91","275,075.18","241,363.68","186,300.85","147,617.03","104,873.17","70,631.73","36,966.70","15,664.47","5,655.98","3,442.66","1,210.26",573.70,"95,502.09","95,008.11","94,514.13","94,020.15","1,152,411.71","1,283,404.12","1,471,830.77","1,630,652.80","1,797,636.02","1,916,979.11","3,521,101.17","3,502,914.84"
在建工程,,,"3,117,237.40","5,642,973.40","11,338,340.55","20,324,186.05","9,087,001.25","18,804,803.04","22,354,328.79","52,818,412.29","59,646,111.60","62,390,283.72","1,273,504.25","2,139,977.45","3,459,830.99","2,669,512.81","702,544.00","5,558,250.00","5,675,255.40",,,,,"27,350.43","27,350.43"
其他非流动负债,,,"9,632,000.00","9,632,000.00","10,069,499.99","11,482,000.00","11,665,999.99","12,411,166.66","12,123,249.97","11,835,333.33","11,810,500.00","12,359,499.96","11,994,499.91",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"11,558,712.91","11,505,075.18","22,512,863.68","23,260,400.85","23,659,217.02","21,871,673.17","22,021,431.72","28,242,933.36","33,443,714.44","32,988,489.31","32,961,442.66","33,508,210.22","33,142,573.61","32,198,902.09","31,848,858.11","31,366,980.93","30,258,103.59","34,280,575.71","34,096,560.12","34,009,646.44","33,543,160.80","33,618,960.69","77,946,295.77","78,902,485.68","83,054,004.90"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"239,416,593.21","321,886,050.28","499,082,121.59","473,436,300.56","425,634,588.18","446,584,687.78","415,403,647.71","388,237,767.78","396,959,981.92","440,514,016.76","392,728,637.93","369,962,313.16","373,106,910.70","399,410,428.67","336,629,342.61","275,489,217.83","272,636,293.54","282,519,326.09","294,497,824.25","311,155,172.32","343,209,759.37","342,535,817.28","429,831,671.38","494,906,991.08","568,296,543.18"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"31,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","681,700,000.00","681,700,000.00","681,700,000.00","681,700,000.00","681,700,000.00","681,700,000.00","681,700,000.00","681,700,000.00","681,700,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"14,660,050.33","12,548,779.44","18,048,779.44","18,048,779.44","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","468,964,595.14","188,264,595.14","188,264,595.14","188,264,595.14","188,264,595.14","188,264,595.14","201,076,469.38","201,076,469.38","201,076,469.38","202,860,102.37"
无形资产,"16,309,197.84","16,270,222.70","64,808,281.00","62,828,917.81","61,842,684.87","60,850,839.83","59,896,268.68","58,921,896.24","57,982,051.80","57,181,338.67","56,233,820.44","55,455,892.64","54,509,410.39","59,113,237.48","58,134,051.34","57,154,865.20","56,175,679.06","40,790,928.92","40,528,793.54","65,133,960.59","64,239,127.64","63,352,414.39","62,470,312.89","62,596,838.47","61,622,662.57"
盈余公积,"53,876,319.81","12,907,196.87","27,802,218.26","27,802,218.26","27,802,218.26","44,479,964.17","44,479,964.17","44,479,964.17","44,479,964.17","65,484,740.90","65,484,740.90","65,484,740.90","65,484,740.90","84,380,077.57","84,380,077.57","84,380,077.57","84,380,077.57","101,678,582.32","101,678,582.32","101,678,582.32","101,678,582.32","113,027,269.93","113,027,269.93","113,027,269.93","113,027,269.93"
开发支出,,"2,763,396.45",,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"401,878.10","401,878.10","401,878.10","401,878.10","401,878.10","401,878.10","401,878.10","401,878.10","401,878.10","401,878.10","61,069,983.91","61,069,983.91"
未分配利润,"279,173,837.04","121,066,901.04","227,892,209.19","323,733,392.96","360,374,538.60","386,556,785.20","427,991,149.90","458,999,618.10","510,394,164.03","532,734,915.32","582,181,119.79","596,748,425.77","647,342,103.87","653,043,397.62","703,275,888.90","771,496,363.47","751,610,673.23","764,417,695.49","775,244,467.91","747,560,660.22","786,621,701.74","815,172,140.26","830,047,355.64","810,779,046.02","857,267,698.37"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,"550,650.66","1,161,415.61","1,054,096.81","1,121,617.97","1,731,504.23"
少数股东权益,,,,,,,,,,,,,,"27,464,037.71","27,348,447.38","27,179,702.74","27,032,546.06","26,018,998.80","26,375,905.37","76,610,248.90","76,671,037.62","86,942,817.04","86,002,529.05","84,034,515.20","82,590,411.95"
递延所得税资产,"1,808,524.78","2,567,440.33","4,821,060.57","6,056,503.85","6,067,049.66","6,264,882.47","7,225,487.38","8,410,988.69","8,769,891.40","8,711,251.31","9,025,447.43","10,536,460.67","10,646,722.60","12,588,501.71","12,504,697.51","14,282,372.78","14,971,513.17","15,597,106.27","15,700,809.73","18,011,365.13","19,116,146.83","21,246,096.90","21,532,933.57","25,999,888.80","27,531,692.00"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"139,083,979.74","143,567,249.27","192,783,930.98","190,798,748.12","192,758,898.75","203,420,908.27","205,070,439.50","213,242,543.80","216,048,301.86","248,651,071.53","253,909,975.84","271,446,126.00","284,978,038.85","313,147,573.70","310,740,161.88","351,980,289.12","363,289,660.91","413,078,085.56","424,521,102.59","461,870,392.48","463,560,521.55","519,221,812.44","514,508,456.01","588,446,582.14","634,134,918.81"
所有者权益(或股东权益)合计,"378,710,207.18","506,522,877.35","633,743,206.89","730,636,178.41","1,259,824,212.40","1,303,315,277.53","1,345,463,387.11","1,377,185,600.19","1,429,293,891.00","1,473,346,255.90","1,523,396,531.20","1,538,667,693.79","1,589,916,422.61","1,642,632,141.53","1,693,290,711.35","1,761,874,606.55","1,742,308,026.06","1,771,782,559.37","1,783,592,319.37","1,806,734,853.63","1,846,429,285.58","1,909,993,657.03","1,924,420,027.76","1,904,020,915.40","1,951,391,796.90"
资产总计,"618,126,800.39","828,408,927.63","1,132,825,328.48","1,204,072,478.97","1,685,458,800.58","1,749,899,965.31","1,760,867,034.82","1,765,423,367.97","1,826,253,872.92","1,913,860,272.66","1,916,125,169.13","1,908,630,006.95","1,963,023,333.31","2,042,042,570.20","2,029,920,053.96","2,037,363,824.38","2,014,944,319.60","2,054,301,885.46","2,078,090,143.62","2,117,890,025.95","2,189,639,044.95","2,252,529,474.31","2,354,251,699.14","2,398,927,906.48","2,519,688,340.08"
负债和所有者(或股东权益)合计,"618,126,800.39","828,408,927.63","1,132,825,328.48","1,204,072,478.97","1,685,458,800.58","1,749,899,965.31","1,760,867,034.82","1,765,423,367.97","1,826,253,872.92","1,913,860,272.66","1,916,125,169.13","1,908,630,006.95","1,963,023,333.31","2,042,042,570.20","2,029,920,053.96","2,037,363,824.38","2,014,944,319.60","2,054,301,885.46","2,078,090,143.62","2,117,890,025.95","2,189,639,044.95","2,252,529,474.31","2,354,251,699.14","2,398,927,906.48","2,519,688,340.08"
