科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
财务费用,"10,857,361.30","23,853,749.02","37,636,429.25","22,078,244.87","33,676,672.09","44,265,022.52","7,691,495.04","15,547,586.72","21,669,410.41","26,617,846.89","4,523,485.44","9,883,719.52","15,758,104.58","18,922,683.68","3,550,858.67","8,814,049.46","21,537,606.73","36,344,723.92","21,015,578.83","30,045,643.03","45,398,062.98","28,872,141.23","-13,942,720.66","-23,393,568.94","-32,679,952.63","-30,242,512.76","-9,888,247.27"
三、利润总额,"83,783,811.88","104,791,039.35","110,308,410.02","50,639,081.22","63,063,180.90","82,347,742.71","-13,771,566.18","-31,170,450.27","-52,755,781.35","-48,785,403.87","2,953,349.20","5,878,423.89","8,603,420.93","10,323,873.38","-24,224,286.52","-52,519,700.41","-66,699,131.64","-165,859,662.03","7,790,067.03","10,425,041.45","8,304,508.34","36,078,214.93","19,339,903.74","34,896,589.97","51,265,368.17","81,478,460.42","22,153,106.31"
资产减值损失,"-1,221,393.20","195,457.48","1,179,271.45","5,518,192.17","6,089,666.76","8,885,883.61","-5,875,672.09","-5,446,443.92","-5,256,352.30","-4,009,338.25","316,513.97","376,306.11","2,734,501.51","5,968,587.82","1,839,933.27","12,002,633.11","14,606,260.48","66,284,907.61","-165,145.16","1,416,056.65","-3,001,373.28","15,990,685.20","-339,024.51","1,503,212.02","9,248,206.82","14,652,230.31","19,141,946.37"
减:所得税,"17,776,380.61","24,363,216.95","27,466,875.49","13,528,702.97","16,372,129.20","22,137,363.81","2,756,586.08","2,642,301.76","3,681,803.41","3,189,471.47","120,039.43","498,382.77","2,073,059.96","-79,991.59","-311,645.28","-644,924.71","-1,773,661.70","-7,644,955.28","646,367.81","20,481.38","1,914,136.12","1,142,975.33","700,385.97","2,005,504.09","4,177,467.24","7,431,090.35","1,051,038.89"
加:公允价值变动净收益,,,,,,,"-102,844.43","-86,944.89","4,984,478.48",,"-27,391.16","-1,838,115.82","-1,174,174.53",,"-1,368,579.58","5,214,857.72","-153,333.76","464,547.60","3,853,546.81","-10,875,511.61","805,508.24","2,606,847.49","-1,242,315.76","-10,706,039.28","-9,479,851.19","-13,856,609.02","18,498,467.72"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-1,078,904.00","3,761,530.00","2,618,009.90","-1,150,864.76","-1,125,518.95","-1,125,518.95","1,655.48","-252,292.48","-13,022,346.32","-4,467,653.87","424,059.91","1,310,249.33","295,163.34","194,481.22","2,076,278.85","-6,377,213.44","13,658,483.13","37,769,106.57","-659,199.74","-424,093.72","-7,604,028.63","-36,067,450.25","6,207,814.75","15,926,953.22","-18,237,282.03","-35,558,687.07","4,551,621.00"
四、净利润,"66,007,431.27","80,427,822.40","82,841,534.53","37,110,378.25","46,691,051.70","60,210,378.90","-16,528,152.26","-33,812,752.03","-56,437,584.76","-51,974,875.34","2,833,309.77","5,380,041.12","6,530,360.97","10,403,864.97","-23,912,641.24","-51,874,775.70","-64,925,469.94","-158,214,706.75","7,143,699.22","10,404,560.07","6,390,372.22","34,935,239.60","18,639,517.77","32,891,085.88","47,087,900.93","74,047,370.07","21,102,067.42"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"65,842,834.48","80,211,640.38","81,532,498.67","36,417,950.80","45,215,512.01","58,338,397.38","-16,428,663.35","-33,707,991.04","-56,320,318.92","-51,933,521.06","2,781,416.75","4,899,852.01","2,650,128.06","7,395,097.10","-23,691,236.79","-50,669,610.90","-66,084,148.43","-160,421,427.88","5,049,916.93","4,886,773.48","627,009.24","27,368,432.20","16,444,538.84","28,687,781.08","43,311,683.16","59,030,568.76","17,190,834.05"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"164,596.79","216,182.02","1,309,035.86","692,427.45","1,475,539.69","1,871,981.52","-99,488.91","-104,760.99","-117,265.84","-41,354.28","51,893.02","480,189.11","3,880,232.91","3,008,767.87","-221,404.45","-1,205,164.80","1,158,678.49","2,206,721.13","2,093,782.29","5,517,786.59","5,763,362.98","7,566,807.40","2,194,978.93","4,203,304.80","3,776,217.77","15,016,801.31","3,911,233.37"
