科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应付款,"34,688.55","259,452.19","155,259.42","503,933.68","5,754,012.29","3,906,724.03","1,042,959.62","1,513,563.55","993,145.76","2,276,716.31","2,201,235.92","5,475,554.52","3,731,586.01","113,082,287.59","10,910,443.65","7,025,630.16","24,273,059.57","23,426,803.55","22,513,636.09","22,114,107.01","10,760,930.65","127,650,582.45","105,289,335.60","66,610,980.63","60,352,968.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"21,185,624.07","18,443,335.60","62,642,432.46","58,003,420.51","63,003,420.51","22,054,381.01","72,049,039.50","86,613,648.60"
其他流动资产,,,,,,,,,,"2,162,210.01","2,820,160.23","5,582,786.89","11,010,123.20","21,865,619.26","25,767,217.51","31,462,018.04","2,210,450.28","4,283,757.67","12,953,838.10","14,088,716.21","19,623,382.89","32,163,904.29","18,881,662.00","13,460,471.15","18,261,384.35"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"107,931,268.35","186,733,991.47","258,940,674.68","283,140,083.20","695,958,691.87","642,126,596.64","601,728,265.15","601,801,204.67","589,748,678.01","706,859,868.29","687,074,100.52","762,789,548.70","735,656,649.19","1,201,083,424.88","1,039,539,441.40","1,113,525,684.03","1,168,621,823.68","1,222,476,866.37","1,202,861,676.31","1,304,089,354.24","1,238,569,338.33","1,247,072,521.51","1,111,004,289.23","1,038,277,353.33","978,102,138.61"
流动负债合计,"56,762,465.94","51,542,909.91","103,029,730.50","128,702,433.36","176,705,275.19","123,952,933.56","81,551,258.75","100,410,694.81","87,066,795.27","236,735,540.28","257,440,376.80","305,959,026.42","281,763,095.82","529,390,586.49","349,723,968.52","428,664,929.22","520,658,671.38","610,826,063.58","621,025,375.56","680,030,580.32","591,082,793.23","669,809,395.38","556,504,301.69","507,908,901.50","509,119,237.10"
可供出售金融资产,,,,,,,,,,,,,,"700,000.00","700,000.00","700,000.00","700,000.00","22,300,000.00","22,300,000.00","22,300,000.00","22,300,000.00","22,300,000.00","22,300,000.00","77,300,000.00","77,300,000.00"
长期借款,,,,,,,,,,,,,"22,100,200.00","30,515,796.00","80,329,262.47","94,858,342.47","94,858,342.47","104,892,062.40","124,275,430.40","84,076,333.54","72,155,336.29","62,155,336.29","62,155,336.29","140,660,677.80","135,047,029.20"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,"1,995,488.40","1,919,369.41","1,890,857.62","6,742,650.93","6,758,553.41","6,739,964.41",,,"11,440,000.00",,,,"12,000,000.00","11,516,402.50","21,732,310.15","21,953,574.83","40,638,393.52","42,383,851.08","41,517,708.75","42,365,046.86","60,458,261.62","98,568,549.40","112,125,543.23"
专项应付款,,,,,"1,537,503.00",,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,"9,762,489.22","9,463,752.80","9,304,176.47","9,144,600.14","11,069,385.27","10,874,818.50","10,680,251.73","10,485,684.96","10,291,118.19","10,100,742.72","9,910,367.25","9,719,991.78","9,529,616.31","6,637,636.74","8,051,298.39","7,641,551.36"
预计负债,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,
固定资产,"12,749,231.62","56,039,197.97","58,567,400.58","89,420,766.00","90,205,983.46","91,452,069.20","92,580,527.10","91,677,802.34","90,137,061.68","114,210,568.72","111,797,697.36","111,806,298.43","109,205,808.80","138,314,060.18","137,019,589.21","138,429,724.93","143,890,190.86","148,454,025.47","153,230,415.11","210,793,710.33","209,916,514.87","210,338,730.25","208,181,679.60","173,659,633.66","170,685,175.82"
递延所得税负债,,,,,,,,,,,,,,"7,451,945.14","7,214,631.31","6,980,099.71","6,756,899.74","6,530,938.69","6,530,938.69","6,094,157.55","5,882,704.57","5,683,597.63","5,492,783.17","5,492,783.17","5,110,848.54"
在建工程,"26,669,337.26","889,265.16","4,014,055.00","396,414.48","2,173,154.80","9,560,318.33","16,021,911.31","19,934,451.20","40,223,890.19","49,943,662.52","92,806,202.01","98,357,046.44","127,158,635.78","160,258,437.13","182,775,679.07","200,311,113.07","205,028,961.94","235,170,941.86","267,990,753.89","222,393,978.57","224,066,273.92","229,009,050.68","235,949,420.08","233,127,027.76","245,469,035.84"
其他非流动负债,"5,857,503.00","2,737,503.00","1,612,503.00","1,562,503.00",,"5,512,503.00","5,487,503.00","3,462,503.00","3,437,503.00","5,332,503.00","2,150,000.00","24,125,000.00","25,200,000.00","4,450,000.00","2,450,000.00",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,857,503.00","2,737,503.00","1,612,503.00","1,562,503.00","1,537,503.00","5,512,503.00","5,487,503.00","3,462,503.00","3,437,503.00","5,332,503.00","2,150,000.00","24,125,000.00","47,300,200.00","83,092,741.14","130,643,893.78","142,463,442.18","142,215,242.21","148,986,001.09","168,369,369.09","127,636,496.25","115,213,061.50","84,245,859.71","83,173,536.96","160,673,668.92","153,751,587.98"
固定资产清理,,,,,,,"16,455.05",,,,,,,,,,,,"25,608.69",,,,,,
负债合计,"62,619,968.94","54,280,412.91","104,642,233.50","130,264,936.36","178,242,778.19","129,465,436.56","87,038,761.75","103,873,197.81","90,504,298.27","242,068,043.28","259,590,376.80","330,084,026.42","329,063,295.82","612,483,327.63","480,367,862.30","571,128,371.40","662,873,913.59","759,812,064.67","789,394,744.65","807,667,076.57","706,295,854.73","754,055,255.09","639,677,838.65","668,582,570.42","662,870,825.08"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"51,580,000.00","65,000,000.00","65,000,000.00","65,000,000.00","86,670,000.00","86,670,000.00","86,670,000.00","130,005,000.00","130,005,000.00","130,005,000.00","130,005,000.00","130,005,000.00","130,005,000.00","161,221,848.00","161,221,848.00","161,221,848.00","161,221,848.00","161,221,848.00","161,221,848.00","166,121,848.00","166,121,848.00","166,121,848.00","166,121,848.00","415,304,620.00","414,849,620.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"20,924,508.96","74,604,508.96","74,604,508.96","74,604,508.96","407,225,702.61","407,225,702.61","407,225,702.61","363,890,702.61","363,890,702.61","363,890,702.61","363,890,702.61","363,890,702.61","363,890,702.61","926,883,002.46","919,569,613.92","926,851,785.61","926,851,785.61","926,851,785.61","926,851,785.61","1,017,403,785.61","1,017,403,785.61","1,036,932,346.20","1,036,932,346.20","752,403,003.89","749,312,643.89"
无形资产,"508,389.22","310,767.52","9,464,453.30","17,804,874.49","17,790,471.55","36,129,735.87","35,987,481.95","35,784,401.81","35,581,321.67","36,290,914.33","36,082,444.39","35,873,974.45","35,665,504.51","136,774,938.04","135,370,781.26","133,951,918.02","132,739,811.63","131,356,346.05","131,249,609.42","128,800,664.70","127,445,231.59","128,023,022.46","126,673,875.21","118,160,903.11","117,875,901.49"
盈余公积,"1,457,465.04","5,190,843.07","11,420,696.55","11,420,696.55","11,420,696.55","15,221,838.35","15,221,838.35","15,221,838.35","15,221,838.35","17,728,817.66","17,728,817.66","17,728,817.66","17,728,817.66","20,423,426.70","20,423,426.70","20,423,426.70","20,423,426.70","20,423,426.70","20,423,426.70","20,423,426.70","20,423,426.70","21,281,039.35","21,281,039.35","21,281,039.35","21,281,039.35"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,"95,452,000.00","95,452,000.00","57,660,800.00","54,115,440.00"
商誉,,,,,,,,,,"10,834,230.27","10,834,230.27","14,662,304.02","14,662,304.02","323,305,967.10","323,305,967.10","323,305,967.10","355,745,327.33","356,348,622.69","356,348,622.69","356,348,622.69","346,487,670.09","347,568,412.97","347,568,412.97","347,568,412.97","347,568,412.97"
未分配利润,"12,503,356.11","46,434,753.32","79,705,891.40","112,835,218.76","125,591,345.59","148,560,835.31","158,197,318.37","144,322,146.68","157,516,900.59","167,389,661.85","181,502,858.77","182,945,142.75","184,813,675.71","187,625,505.35","196,703,043.74","188,112,061.79","203,932,892.62","220,734,558.59","222,723,723.42","223,206,823.31","242,112,959.93","280,439,222.81","276,731,097.09","304,446,162.46","288,312,916.33"
长期待摊费用,,,,,,,,,,"149,128.36","149,128.36","74,564.20","37,282.13","513,541.67","422,916.68",,,,,,,,,,
少数股东权益,,,,,,,,,,"9,544,720.69","9,562,688.51","14,364,178.12","11,918,884.29","79,086,028.42","80,202,374.26","82,473,788.96","85,722,457.91","88,929,973.23","90,740,377.51","88,507,063.13","94,403,600.07","103,426,416.81","103,981,581.52","7,511,051.33","4,287,868.70"
递延所得税资产,"1,227,072.60","1,537,296.14","2,391,258.45","1,443,853.05","1,131,363.64","1,132,441.86","1,260,427.11","1,375,061.02","1,447,788.27","2,576,084.38","2,632,888.64","2,786,894.08","2,925,591.52","5,579,880.84","5,212,972.25","5,923,518.62","6,351,278.25","7,963,416.44","7,547,375.32","7,881,322.65","7,118,707.14","9,585,265.19","8,661,402.39","8,030,648.16","7,669,164.36"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,"3,363,060.77","2,964,000.00","10,123,503.45","11,266,003.45","11,866,702.46","15,730,935.63","21,658,744.90","19,062,708.22","18,428,151.81","19,620,038.57","21,012,462.03","21,838,772.97","9,123,820.67","22,362,549.67"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"41,154,030.70","58,776,526.79","76,432,655.73","110,985,277.43","113,191,831.07","145,017,216.19","152,625,355.93","155,511,680.78","167,390,061.81","223,767,077.80","275,206,343.83","276,228,318.86","301,763,726.90","786,639,713.68","818,948,727.52","836,685,598.43","892,404,500.75","955,496,790.43","1,008,494,229.58","1,019,240,669.08","1,008,192,136.71","1,019,731,606.75","1,038,269,461.58","1,073,590,294.12","1,108,697,334.74"
所有者权益(或股东权益)合计,"86,465,330.11","191,230,105.35","230,731,096.91","263,860,424.27","630,907,744.75","657,678,376.27","667,314,859.33","653,439,687.64","666,634,441.55","688,558,902.81","702,690,067.55","708,933,841.14","708,357,080.27","1,375,239,810.93","1,378,120,306.62","1,379,082,911.06","1,398,152,410.84","1,418,161,592.13","1,421,961,161.24","1,515,662,946.75","1,540,465,620.31","1,512,748,873.17","1,509,595,912.16","1,443,285,077.03","1,423,928,648.27"
资产总计,"149,085,299.05","245,510,518.26","335,373,330.41","394,125,360.63","809,150,522.94","787,143,812.83","754,353,621.08","757,312,885.45","757,138,739.82","930,626,946.09","962,280,444.35","1,039,017,867.56","1,037,420,376.09","1,987,723,138.56","1,858,488,168.92","1,950,211,282.46","2,061,026,324.43","2,177,973,656.80","2,211,355,905.89","2,323,330,023.32","2,246,761,475.04","2,266,804,128.26","2,149,273,750.81","2,111,867,647.45","2,086,799,473.35"
负债和所有者(或股东权益)合计,"149,085,299.05","245,510,518.26","335,373,330.41","394,125,360.63","809,150,522.94","787,143,812.83","754,353,621.08","757,312,885.45","757,138,739.82","930,626,946.09","962,280,444.35","1,039,017,867.56","1,037,420,376.09","1,987,723,138.56","1,858,488,168.92","1,950,211,282.46","2,061,026,324.43","2,177,973,656.80","2,211,355,905.89","2,323,330,023.32","2,246,761,475.04","2,266,804,128.26","2,149,273,750.81","2,111,867,647.45","2,086,799,473.35"
