科目,2011年度,2012年度,2013年度,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付其他与经营活动有关的现金,"66,447,610.04","61,227,023.69","53,872,766.64","27,640,277.65","40,023,588.32","54,331,091.57","13,843,909.63","25,266,549.88","37,442,966.75","106,352,195.65","13,774,038.84","112,128,065.96","150,047,145.14","51,669,348.01","15,278,565.66","34,501,679.81","45,957,435.57","139,187,388.03","13,998,941.51"
筹资活动现金流入小计,"162,000,000.00","20,990,000.00","48,000,000.00","247,000,000.00","434,000,000.00","2,242,829,795.50","50,000,000.00","200,000,000.00","614,000,000.00","663,800,000.00","157,000,000.00","237,000,000.00","1,385,108,782.00","2,049,070,649.92","1,394,844,901.02","1,942,844,901.02","2,289,844,901.02","2,314,844,901.02","523,450,000.00"
经营活动现金流出小计,"2,049,837,641.51","1,916,927,575.15","2,403,970,633.52","935,712,081.48","1,515,728,767.47","1,874,933,348.95","444,771,675.83","798,114,235.45","1,132,247,099.45","1,339,327,713.84","398,561,904.92","650,895,543.03","1,020,878,026.61","1,176,463,192.92","437,042,600.87","1,199,444,026.42","2,025,820,739.80","2,902,954,587.23","498,716,219.23"
偿还债务支付的现金,,"362,990,000.00","30,000,000.00","28,000,000.00","28,000,000.00","305,000,000.00","29,000,000.00","247,000,000.00","347,000,000.00","397,000,000.00","100,000,000.00","200,000,000.00","614,000,000.00","1,295,800,000.00","261,277,369.60","659,277,369.60","901,277,369.60","1,046,067,369.60","287,500,000.00"
经营活动产生的现金流量净额,"1,021,977,863.40","1,154,328,453.63","941,515,355.04","646,163,180.67","393,820,655.02","482,113,863.39","-178,857,760.75","156,901,914.85","-2,584,850.89","-110,995,456.21","-127,313,766.05","11,126,042.08","224,407,559.47","388,138,874.74","80,355,446.61","209,143,451.27","210,211,486.70","253,061,336.60","137,337,849.05"
分配股利、利润或偿还利息支付的现金,"599,574,632.28","1,112,700,826.18","665,003,907.64","951,828,069.45","959,265,253.48","967,733,643.45","5,675,466.67","295,041,076.79","303,756,808.34","310,028,182.21","8,269,570.00","51,587,413.63","87,740,474.74","104,993,117.06","12,020,024.47","31,208,824.00","44,298,473.98","71,855,225.41","29,009,496.77"
收回投资收到的现金,,"24,000,000.00",,,,,"50,000,000.00","50,000,000.00","259,025,765.19","234,253,881.21",,,"25,332,944.51","44,951,628.23","454,316.06","735,965,881.81","1,233,002,388.81","2,520,539,001.26","459,183,983.05"
支付其他与筹资活动有关的现金,"82,942,263.62","82,942,762.79","24,254,669.91","10,605,912.68","15,720,336.04","20,684,791.46","4,678,329.51","9,159,035.42","13,684,121.04","17,907,489.87","4,069,575.47","8,003,004.59","11,862,744.27","317,402,582.52","5,514,609.41","7,358,885.87","11,130,744.48","41,187,601.54","3,167,389.69"
取得投资收益收到的现金,"587,076.29","1,555,017.26","248,186.20","159,387.60","315,387.60","315,387.60","635,090.41","635,090.41","16,994,134.59","21,392,795.65",,"1,323,648.25","21,485,668.13","32,874,090.50","7,847,594.48","50,814,969.03","62,570,419.51","107,393,531.21","3,527,326.84"
筹资活动现金流出小计,"682,516,895.90","1,558,633,588.97","719,258,577.55","990,433,982.13","1,002,985,589.52","1,293,418,434.91","39,353,796.18","551,200,112.21","664,440,929.38","724,935,672.08","112,339,145.47","259,590,418.22","713,603,219.01","1,718,195,699.58","278,812,003.48","697,845,079.47","956,706,588.06","1,159,110,196.55","319,676,886.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,"6,995,354.94","13,888,059.79","2,006,068.29","333,256.69","490,620.01","3,128,504.01","333,047.25","423,744.52","2,130,430.42","2,187,154.67","18,898.88","482,911.93","4,393,116.93","4,484,246.79","28,167.23","28,167.23","174,274.02","180,172.55",
筹资活动产生的现金流量净额,"-520,516,895.90","-1,537,643,588.97","-671,258,577.55","-743,433,982.13","-568,985,589.52","949,411,360.59","10,646,203.82","-351,200,112.21","-50,440,929.38","-61,135,672.08","44,660,854.53","-22,590,418.22","671,505,562.99","330,874,950.34","1,116,032,897.54","1,244,999,821.55","1,333,138,312.96","1,155,734,704.47","203,773,113.54"
处置子公司及其他营业单位收到的现金净额,"220,137,196.51",,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,"648,028.00",,"1,298,966.08","1,904,111.08","3,454,293.98","-757,645.18","-1,704,792.00","-2,894,316.18","-5,394,446.00","-4,281,142.18"
收到其他与投资活动有关的现金,"25,000,000.00","12,200,000.00",,,,,,,,,,,,,,,,"210,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"252,719,627.74","51,643,077.05","2,254,254.49","492,644.29","806,007.61","3,443,891.61","50,968,137.66","51,058,834.93","278,150,330.20","257,833,831.53","18,898.88","1,806,560.18","51,211,729.57","82,309,965.52","8,330,077.77","786,809,018.07","1,295,747,082.34","2,838,112,705.02","462,711,309.89"
五、现金及现金等价物净增加额,"372,411,748.79","-807,351,269.26","-172,770,864.80","-321,238,395.83","-482,316,548.40","997,820,845.50","-206,583,079.99","-619,401,644.37","-800,693,302.98","-765,135,843.75","-196,993,199.28","-218,802,890.85","700,441,476.80","-596,163.51","1,113,601,155.98","1,168,150,536.51","1,707,575,336.02","1,264,859,569.03","310,194,592.89"
购建固定资产、无形资产和其他长期资产支付的现金,"357,665,346.45","475,679,210.97","445,281,896.78","224,460,238.66","307,957,621.51","387,148,270.09","89,339,660.72","221,664,341.43","289,103,857.03","354,014,087.33","110,359,186.64","176,049,685.45","213,700,679.91","345,137,114.93","26,332,986.58","124,217,682.68","129,521,850.35","254,368,614.07","30,346,537.41"
期初现金及现金等价物余额,"1,167,317,181.21","1,539,728,930.00","732,377,660.74","559,606,795.94","559,606,795.94","559,606,795.94","1,557,427,641.44","1,557,427,641.44","1,557,427,641.44","1,557,427,641.44","792,291,797.69","792,291,797.69","792,291,797.69","792,291,797.69","791,695,634.18","791,695,634.18","791,695,634.18","791,695,634.18","2,056,555,203.21"
投资支付的现金,"24,103,500.00",,,,,"50,000,000.00",,"254,497,940.51","736,713,995.88","497,472,487.66","4,000,000.00","34,394,355.52","34,886,806.40","360,219,299.83","322,319.09","902,010,387.33","934,224,515.45","2,553,980,812.99","459,000,000.00"
期末现金及现金等价物余额,"1,539,728,930.00","732,377,660.74","559,606,795.94","238,368,400.11","77,290,247.54","1,557,427,641.44","1,350,844,561.45","938,025,997.07","756,734,338.46","792,291,797.69","595,298,598.41","573,488,906.84","1,492,733,274.49","791,695,634.18","1,905,296,790.16","1,959,846,170.69","2,499,270,970.20","2,056,555,203.21","2,366,749,796.10"
