科目,2007年度,2008年度,2009年1-3月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,511,357.86","11,162,049.18","2,071,627.53","11,284,164.64","3,559,055.32","10,684,251.82","10,454,362.25","10,018,173.80","-913,237.64","-1,560,670.22","-2,588,853.88","-3,148,896.63","-1,718,554.38","-1,470,468.38","-2,342,644.19","-1,627,917.14","785,925.60","3,385,542.85","8,370,630.88","13,899,940.51","4,515,096.20","11,920,460.79","21,877,452.43","29,000,909.46","7,181,396.72","7,438,806.14","18,309,264.88","27,983,303.24","7,025,906.17","23,335,701.72","31,882,519.33","46,061,759.33","5,864,138.94","15,441,098.51","33,762,849.08"
三、利润总额,"67,688,448.38","77,308,857.83","18,511,597.90","98,222,168.26","22,504,068.52","59,348,005.07","110,242,204.29","154,126,103.45","35,327,421.37","85,023,312.73","122,981,555.04","149,976,724.93","33,218,244.09","85,737,168.26","134,569,140.52","172,077,268.44","22,012,047.32","59,639,220.54","91,910,235.32","126,660,578.74","26,023,199.34","78,060,836.91","112,318,329.35","138,748,296.18","18,571,151.05","56,721,097.00","121,244,887.03","151,490,905.05","26,169,215.44","90,698,881.04","178,191,871.32","242,560,884.37","56,058,258.81","141,831,974.25","212,059,309.40"
资产减值损失,"606,846.43","4,317,709.63",,"4,627,593.07","2,205,741.15","3,777,752.35","5,253,677.70","5,462,106.30","611,523.05","2,205,051.74","2,807,544.48","3,196,130.56","1,333,088.76","3,484,263.19","4,618,126.51","4,344,301.10","2,457,406.71","4,730,591.65","6,306,807.84","6,451,530.71","1,861,672.52","5,910,025.31","5,555,511.04","7,502,096.80","-30,837.27","8,012,727.21","8,127,377.74","10,891,730.53","618,691.52","9,612,519.03","10,455,375.48","19,917,916.48","25,682.90","5,754,745.56","4,507,387.81"
减:所得税,"5,383,363.72","13,461,233.78","3,129,954.49","20,509,930.76","4,831,546.99","12,354,220.07","23,001,340.90","32,843,403.52","6,687,037.90","14,632,562.34","20,584,309.39","19,408,705.56","5,336,755.25","11,707,710.48","19,358,761.85","23,242,154.76","3,643,309.94","6,657,693.51","6,337,312.42","12,175,172.68","379,368.51","6,692,919.48","9,257,618.92","13,026,230.79","2,141,650.78","992,507.95","-2,309,271.52","-4,216,617.90","817,488.81","8,312,974.37","17,415,305.08","18,982,503.71","10,186,708.21","17,849,398.13","28,850,704.49"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"528,948.98","-546,062.40",,,,,,,,,,,,,,"3,485,748.01",,"4,159,608.62","4,150,085.57","7,960,335.41","3,033,231.80","5,588,945.27","8,709,021.18","11,832,870.02","2,304,687.50","2,401,870.90","47,713,197.31","47,844,807.15","-467,066.61","-614,763.95","33,440,266.92","35,199,382.17","575,818.49","1,411,120.65","1,272,913.13"
四、净利润,"62,305,084.66","63,847,624.05","15,381,643.41","77,712,237.50","17,672,521.53","46,993,785.00","87,240,863.39","121,282,699.93","28,640,383.47","70,390,750.39","102,397,245.65","130,568,019.37","27,881,488.84","74,029,457.78","115,210,378.67","148,835,113.68","18,368,737.38","52,981,527.03","85,572,922.90","114,485,406.06","25,643,830.83","71,367,917.43","103,060,710.43","125,722,065.39","16,429,500.27","55,728,589.05","123,554,158.55","155,707,522.95","25,351,726.63","82,385,906.67","160,776,566.24","223,578,380.66","45,871,550.60","123,982,576.12","183,208,604.91"
其中:对联营企业和合营企业的投资权益,"-1,356,004.58","-546,062.40",,,,,,,,,,,,,,"3,485,748.01",,,,"7,960,335.41",,,,"11,832,870.02",,"2,401,870.90","1,966,413.65","1,687,016.39","-467,066.61","-614,763.95","33,440,266.92","1,113,977.94","575,818.49","1,411,120.65","1,272,913.13"
归属于母公司所有者的净利润,"62,305,084.66","63,847,624.05","15,381,643.41","77,712,237.50","17,672,521.53","46,993,785.00","87,240,863.39","121,282,699.93","28,640,383.47","70,390,750.39","102,397,245.65","130,568,019.37","27,881,488.84","74,029,457.78","115,210,378.67","148,835,113.68","18,368,737.38","52,981,527.03","85,572,922.90","114,485,406.06","25,643,830.83","71,367,917.43","103,060,710.43","125,722,065.39","15,453,239.48","50,092,009.65","114,544,870.92","140,209,675.51","19,458,636.94","69,718,000.81","139,705,692.76","192,606,800.58","36,896,490.85","105,456,743.66","158,789,679.20"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,"976,260.79","5,636,579.40","9,009,287.63","15,497,847.44","5,893,089.69","12,667,905.86","21,070,873.48","30,971,580.08","8,975,059.75","18,525,832.46","24,418,925.71"
