科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流入小计,"52,410,000.00","98,280,000.00","63,000,000.00","87,010,054.50","87,010,054.50","412,000,000.00","414,290,000.00","414,290,000.00","415,490,000.00",,,,,,,"50,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,,,,,"4,909,999,967.00","4,909,999,967.00","4,909,999,967.00","811,219,000.00","810,928,000.00","810,928,000.00"
经营活动现金流出小计,"124,968,831.19","110,246,540.22","149,996,407.65","139,781,412.35","210,508,368.74","40,895,134.29","114,800,465.90","193,811,878.96","274,912,576.86","52,790,543.53","146,449,435.48","238,842,760.63","360,488,641.86","58,895,073.12","145,673,011.45","307,327,195.78","417,619,830.30","84,078,354.52","223,600,088.72","375,692,352.11","457,403,263.83","99,193,799.01","222,384,388.08","351,200,827.06","457,658,026.11","96,313,704.25","666,160,045.42","1,015,279,176.60","1,375,513,475.41","505,335,651.57","916,893,977.26","1,315,442,101.95"
偿还债务支付的现金,"63,000,000.00","80,000,000.00","53,000,000.00","41,500,000.00","49,000,000.00",,"88,710,054.50","88,710,054.50","88,710,054.50",,,,,,,,,,"50,000,000.00","50,000,000.00","100,000,000.00",,,,,,"860,000.00","1,366,200.00","1,578,700.00","276,450.00","763,665.00","763,665.00"
经营活动产生的现金流量净额,"44,026,729.85","37,733,308.68","44,249,538.88","43,511,357.05","55,069,253.66","-2,882,921.16","12,190,990.14","34,147,600.36","44,428,431.10","-1,925,581.62","7,152,037.32","31,580,029.82","10,563,636.19","-15,274,137.65","-1,350,131.57","-30,336,996.49","809,830.29","-12,903,615.95","8,099,579.50","32,986,737.56","74,226,996.08","-17,550,425.37","7,955,738.78","12,996,757.73","21,917,945.25","3,374,504.81","356,800,778.14","601,648,925.80","1,137,598,748.51","483,758,117.25","905,679,812.21","1,136,068,411.16"
分配股利、利润或偿还利息支付的现金,"4,363,712.64","10,990,629.28","4,177,581.95","31,268,563.90","31,382,182.84","873,111.90","1,958,903.02","6,188,903.02","6,188,903.02",,"23,800,000.00","23,800,000.00","23,800,000.00",,"5,439,003.40","5,439,003.40","7,403,333.35","750,000.02","1,500,000.02","8,210,833.36","8,605,000.03",,,,,,"34,311,294.29","69,808,329.54","86,143,228.38","32,970,000.00","371,510,296.32","391,875,310.50"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,000,000.00","80,000,000.00","98,800,000.00","8,480,000.00","22,480,000.00","200,480,000.00"
支付其他与筹资活动有关的现金,,,"10,045,833.00","3,160,000.00","3,280,000.00","1,594,000.00","12,816,652.80","9,217,860.80","10,299,348.00",,"16,466.45",,,,,,,,,,,,,,,,"37,636,623.85","40,926,584.22","41,320,217.52",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"725,917.91","725,917.91","725,917.91","261,291.78","978,989.97","3,886,091.69"
筹资活动现金流出小计,"67,363,712.64","90,990,629.28","67,223,414.95","75,928,563.90","83,662,182.84","2,467,111.90","103,485,610.32","104,116,818.32","105,198,305.52",,"23,816,466.45","23,800,000.00","23,800,000.00",,"5,439,003.40","5,439,003.40","7,403,333.35","750,000.02","51,500,000.02","58,210,833.36","108,605,000.03",,,,,,"72,807,918.14","112,101,113.76","129,042,145.90","33,246,450.00","372,273,961.32","392,638,975.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,400.00","53,520.00",,200.00,200.00,,,,"12,270.00",,,600.00,900.00,,,,,,,,,,,"220,000.00","395,000.00","4,500.62","20,651,003.54","21,174,003.64","22,997,200.24","2,100,000.00","2,119,444.75","8,869,444.79"
筹资活动产生的现金流量净额,"-14,953,712.64","7,289,370.72","-4,223,414.95","11,081,490.60","3,347,871.66","409,532,888.10","310,804,389.68","310,173,181.68","310,291,694.48",,"-23,816,466.45","-23,800,000.00","-23,800,000.00",,"-5,439,003.40","44,560,996.60","42,596,666.65","-750,000.02","-1,500,000.02","-8,210,833.36","-58,605,000.03",,,,,,"4,837,192,048.86","4,797,898,853.24","4,780,957,821.10","777,972,550.00","438,654,038.68","418,289,024.50"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,173,737.06","-768,345.51","-99,568.49","-280,755.22","-444,191.24","-65,385.24","-196,491.96","-436,966.44","-548,951.22","-35,251.41","52,611.88","103,267.80","-51,179.52",,,,"30,528.23",,,,,,,,,,"1,179,377.24","1,423,773.52","2,147,983.59","-12,354.19","-685,997.61","-1,085,827.07"
收到其他与投资活动有关的现金,"8,939,257.76","8,971,000.00","2,451,750.00","1,000,000.00","1,444,890.00",,,,,,,,,,,,,,,,,,,,,,,,,"27,120,000.00","27,120,000.00","27,120,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"8,940,657.76","9,024,520.00","2,451,750.00","1,000,200.00","1,445,090.00",,,,"12,270.00",,,600.00,900.00,,,,,,,,,,,"220,000.00","395,000.00","4,500.62","101,376,921.45","101,899,921.55","122,523,118.15","37,961,291.78","52,698,434.72","240,355,536.48"
五、现金及现金等价物净增加额,"11,119,457.16","-9,820,218.89","25,324,951.14","-5,702,017.28","-15,857,958.69","386,278,671.09","293,183,599.41","286,960,500.81","281,067,706.46","-20,286,784.62","-78,203,953.01","-93,760,765.85","-172,993,613.17","-46,040,666.85","-89,941,259.08","-65,927,666.03","-44,116,625.92","-14,877,615.73","3,861,620.28","24,187,227.30","-5,867,797.79","-20,646,550.08","-358,817.56","9,433,369.02","14,671,834.80","3,089,425.94","5,161,755,284.02","5,296,555,111.30","5,773,862,280.73","972,452,182.30","988,011,296.47","870,978,125.28"
购建固定资产、无形资产和其他长期资产支付的现金,"19,585,841.65","54,199,072.78","14,653,354.30","59,614,309.71","73,875,982.77","20,305,910.61","29,615,288.45","56,923,314.79","73,115,737.90","18,325,951.59","61,592,135.76","101,644,663.47","159,706,969.84","30,766,529.20","83,152,124.11","80,151,666.14","87,553,651.09","1,223,999.76","2,737,959.20","588,676.90","21,489,793.84","1,396,124.71","8,314,556.34","3,783,388.71","7,641,110.45","289,579.49","82,793,841.67","130,138,562.81","151,004,790.62","39,886,977.58","59,903,496.06","123,490,541.83"
期初现金及现金等价物余额,"8,721,250.91","19,840,708.07","10,020,489.18","35,345,440.32","35,345,440.32","19,987,481.43","19,487,481.43","19,987,481.63","19,487,481.63","300,530,507.35","300,555,188.09","300,555,188.09","300,555,188.09","127,561,574.92","129,161,574.92","129,161,574.92","127,561,574.92","83,444,949.00","85,044,949.00","85,044,949.00","83,444,949.00","77,577,151.21","79,177,151.21","77,577,151.21","77,577,151.21","93,848,986.01","571,856,677.46","571,856,677.46","571,856,677.46","6,345,718,958.19","6,345,718,958.19","6,345,718,958.19"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,,"1,700,000.00",,,,,"52,000,000.00","76,177,800.00","91,172,600.00","287,340,444.96","348,431,495.47","799,158,477.96"
期末现金及现金等价物余额,"19,840,708.07","10,020,489.18","35,345,440.32","29,643,423.04","19,487,481.63","406,266,152.52","312,671,080.84","306,947,982.44","300,555,188.09","280,243,722.73","222,351,235.08","206,794,422.24","127,561,574.92","81,520,908.07","39,220,315.84","63,233,908.89","83,444,949.00","68,567,333.27","88,906,569.28","109,232,176.30","77,577,151.21","56,930,601.13","78,818,333.65","87,010,520.23","92,248,986.01","96,938,411.95","5,733,611,961.48","5,868,411,788.76","6,345,718,958.19","7,318,171,140.49","7,333,730,254.66","7,216,697,083.47"
