科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
收到其他与筹资活动有关的现金,"2,000,000.00",,,,,,,,"1,659,614.49",,,,,,
支付其他与经营活动有关的现金,"28,364,636.48","28,470,002.50","33,672,996.20","19,454,448.38","24,983,883.63","29,028,480.66","8,154,398.44","13,730,175.35","23,503,094.72","31,111,078.22","9,358,585.29","18,702,959.98","32,747,153.72","24,748,397.85","14,232,736.91"
筹资活动现金流入小计,"134,000,000.00","387,850,000.00","100,000,000.00",,,,"274,061,600.00","274,061,600.00","275,721,214.49","274,061,600.00",,,"50,000,000.00","100,000,000.00","50,000,000.00"
经营活动现金流出小计,"205,094,613.96","217,795,170.48","206,731,920.98","98,179,888.70","150,505,343.87","210,445,551.75","54,392,718.08","109,958,664.02","176,517,032.79","272,041,710.41","79,731,802.27","141,619,988.88","219,596,348.66","323,552,232.95","87,436,836.48"
偿还债务支付的现金,"112,100,000.00","389,750,000.00","160,000,000.00","20,000,000.00","20,000,000.00","25,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00",,,,"100,000,000.00",
经营活动产生的现金流量净额,"53,842,966.57","59,513,772.70","74,035,564.97","44,229,398.14","81,470,380.61","119,767,902.83","23,426,860.76","56,492,478.96","76,284,055.18","76,038,489.56","26,469,216.21","73,447,130.06","129,801,735.95","135,131,582.68","27,358,318.20"
分配股利、利润或偿还利息支付的现金,"11,012,268.74","47,176,128.16","14,686,599.97","3,495,833.33","5,029,166.67","6,494,791.67","859,375.00","859,375.00","133,499,395.00","134,199,375.00",,,"33,343,259.62","34,289,131.94","542,416.66"
收回投资收到的现金,,,,,,,,"240,000,000.00","250,000,000.00","350,000,000.00","120,000,000.00","290,000,000.00","340,000,000.00","325,099,001.98","20,100,146.13"
支付其他与筹资活动有关的现金,"530,000.00","1,900,000.00","817,950.00","218,071.50","418,071.50","666,023.90","13,238,588.47","13,558,588.47","14,781,854.96","13,658,588.47",,,,,
取得投资收益收到的现金,,,,,,,,"1,123,858.44","1,349,780.82","2,399,506.85","1,125,479.45","2,356,178.06","2,972,616.41","3,343,981.90","216,409.59"
筹资活动现金流出小计,"123,642,268.74","438,826,128.16","175,504,549.97","23,713,904.83","25,447,238.17","32,160,815.57","89,097,963.47","89,417,963.47","223,281,249.96","222,857,963.47",,,"33,343,259.62","134,289,131.94","542,416.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"19,000.00",,,,"220,000.00","268,299.86","7,000.00","7,000.00","7,000.00",,800.00
筹资活动产生的现金流量净额,"10,357,731.26","-50,976,128.16","-75,504,549.97","-23,713,904.83","-25,447,238.17","-32,160,815.57","184,963,636.53","184,643,636.53","52,439,964.53","51,203,636.53",,,"16,656,740.38","-34,289,131.94","49,457,583.34"
处置子公司及其他营业单位收到的现金净额,,,,,,"19,000.00",,,,,,,,,
四、汇率变动对现金的影响,"1,068,522.19","461,586.29","1,891,271.50","296,091.27","312,279.80","2,619,381.30","-106,438.68","-594,002.18","-1,610,656.09","-2,261,234.06","-1,369,965.47","-33,304.06","1,206,666.38","-607,107.03","-226,360.79"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,"19,000.00","19,000.00",,"241,123,858.44","251,569,780.82","352,667,806.71","121,132,479.45","292,363,178.06","342,979,616.41","328,442,983.88","20,317,355.72"
五、现金及现金等价物净增加额,"30,124,437.71","-14,313,788.21","-9,941,357.51","19,487,493.73","53,340,312.80","87,327,794.63","205,971,458.61","187,651,232.75","18,066,792.94","7,421,755.21","-37,009,447.56","95,208,243.30","51,042,554.91","-49,799,842.42","54,769,467.57"
购建固定资产、无形资产和其他长期资产支付的现金,"35,144,782.31","23,313,019.04","10,363,644.01","1,324,090.84","3,014,109.44","2,917,673.93","2,312,600.00","3,991,287.00","10,616,351.50","20,226,943.53","13,241,177.75","30,568,760.76","59,602,204.21","88,478,170.01","21,737,428.90"
期初现金及现金等价物余额,"20,786,080.90","50,910,518.61","36,596,730.40","26,655,372.90","26,655,372.90","26,655,372.90","113,983,167.53","113,983,167.53","113,983,167.53","113,983,167.53","121,404,922.74","121,404,922.74","121,404,922.74","121,404,922.74","71,605,080.32"
投资支付的现金,,,,,,,,"290,000,000.00","350,000,000.00","450,000,000.00","170,000,000.00","240,000,000.00","380,000,000.00","390,000,000.00","20,400,000.00"
期末现金及现金等价物余额,"50,910,518.61","36,596,730.40","26,655,372.90","46,142,866.63","79,995,685.70","113,983,167.53","319,954,626.14","301,634,400.28","132,049,960.47","121,404,922.74","84,395,475.18","216,613,166.04","172,447,477.65","71,605,080.32","126,374,547.89"
