科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流出小计,"44,113,119.34","24,983,646.85","41,505,544.50","10,354,522.22","20,564,073.61","26,123,734.73","25,853,218.07",,"16,000,000.00","16,000,000.00","16,000,000.00",,"5,287,146.67","42,763,828.00","90,886,717.33","26,521,000.00","82,970,111.14","139,536,527.36","189,461,540.16","22,285,312.80","21,432,592.77","62,523,229.17","57,615,478.96","33,379,337.50","104,252,438.93","109,779,656.30","112,806,554.28","2,170,955.16","8,796,284.28","12,437,491.57"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"25,000.00","18,974,500.00",,,"3,800.00","4,355.00","24,131.84","78,000.00","78,000.00","74,293.80",280.00,280.00,280.00,274.62,,"15,811.97","15,811.97","48,288.89",,,,,,"40,000.00","90,000.00","90,000.00",,"32,000.00","32,512.82"
筹资活动产生的现金流量净额,"5,423,722.14","19,336,648.15","18,578,750.50","-10,354,522.22","203,435,926.39","197,876,265.27","182,821,781.93",,"-16,000,000.00","-15,876,235.00","-15,760,105.00","5,000,000.00","34,712,853.33","37,236,172.00","40,413,282.67","-6,521,000.00","-2,970,111.14","-59,536,527.36","-49,461,540.16","19,358,564.00","50,211,284.03","29,120,647.63","75,127,750.11","370,455,145.41","303,912,399.49","298,444,479.80","295,041,030.98","1,239,495.45","1,142,081.89","-3,499,125.40"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,"-2,567.81",,,,,"-11,201.97",49.78,"15,602.65","15,613.23","6,405.48",,"18,395.01","26,988.18","67,048.76",,"65,729.68","51,440.32","-36,169.42","-28,450.24","-49,760.88","-128,399.74"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,500,000.00","25,000.00","18,974,500.00",,,"3,800.00","4,355.00","24,131.84","78,000.00","78,000.00","74,293.80",280.00,280.00,280.00,274.62,,"15,811.97","15,811.97","48,288.89",,,,,,"40,000.00","412,494,964.38","664,943,101.37","352,955,665.75","660,882,328.01","952,526,071.64"
五、现金及现金等价物净增加额,"4,664,469.74","2,969,409.71","881,486.07","7,353,761.14","214,850,497.54","210,707,371.56","200,919,299.28","3,593,539.09","-26,339,315.14","-48,126,470.09","-67,878,890.49","15,126,387.16","-48,406,423.81","-79,937,029.49","-59,901,437.56","-10,575,378.69","7,150,109.38","-43,440,875.30","-23,415,669.24","-9,817,462.96","15,097,018.52","4,590,527.32","21,965,768.69","357,767,044.59","-14,722,755.33","-32,831,660.31","10,106,549.99","-32,179,513.58","-27,008,334.32","-13,636,414.73"
购建固定资产、无形资产和其他长期资产支付的现金,"13,703,634.11","24,964,728.54","12,085,598.76","566,919.41","847,453.20","11,389,018.13","14,741,166.25","7,135,968.05","15,458,634.06","26,657,167.18","39,556,556.16","2,888,415.77","50,386,089.09","59,946,694.72","76,608,151.40","2,681,193.02","8,178,586.29","17,104,170.58","34,027,773.01","11,330,513.50","26,877,970.78","33,167,563.35","36,351,465.93","23,726,546.27","64,502,736.02","82,097,347.09","98,733,813.59","11,746,281.85","19,403,285.21","26,420,324.32"
期初现金及现金等价物余额,"1,327,218.44","5,991,688.18","8,961,097.89","8,758,288.96","9,842,583.96","9,842,583.96","9,842,583.96","210,761,883.24","210,761,883.24","210,761,883.24","210,761,883.24","142,878,128.87","142,877,470.02","142,873,981.98","142,882,992.75","82,981,555.19","82,981,555.19","82,981,555.19","82,981,555.19","59,566,745.27","59,565,885.95","59,565,885.95","59,565,885.95","82,017,822.14","81,531,654.64","81,551,273.97","81,531,654.64","91,638,204.63","91,638,204.63","91,638,204.63"
投资支付的现金,,,"30,142,463.69",,,,,,,,,,,,,,,,,,,,"6,000,000.00",,"292,000,000.00","680,000,000.00","891,000,000.00","362,289,500.00","633,487,500.00","953,487,500.00"
期末现金及现金等价物余额,"5,991,688.18","8,961,097.89","9,842,583.96","16,112,050.10","224,693,081.50","220,549,955.52","210,761,883.24","214,355,422.33","184,422,568.10","162,635,413.15","142,882,992.75","158,004,516.03","94,471,046.21","62,936,952.49","82,981,555.19","72,406,176.50","90,131,664.57","39,540,679.89","59,565,885.95","49,749,282.31","74,662,904.47","64,156,413.27","81,531,654.64","439,784,866.73","66,808,899.31","48,719,613.66","91,638,204.63","59,458,691.05","64,629,870.31","78,001,789.90"
