科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,676.45"
应付股利,,,,,,,,,,,,,,,"4,038,074.77",,,,,"800,000.00","800,000.00",,"19,020,720.00",,,,"444,086.31","444,086.31",,,,,,,"59,443,854.00",,,,"36,998,937.20",,
存货,"22,942,852.48","23,270,037.99","22,235,883.67","23,573,560.09","17,490,720.32","19,649,881.16","19,377,497.89","16,218,290.22","13,118,923.54","11,782,312.26","2,639,175.15","2,052,851.84","8,601,073.97","8,374,556.17","7,678,066.82","7,174,452.44","5,456,836.90","5,664,338.77","4,184,827.61","4,007,547.08","2,730,533.08","3,101,327.00","2,154,695.41","1,535,791.98","606,571.50","636,173.31","1,249,105.35","287,061.68","11,777,943.74","9,199,197.37","8,882,326.38","311,444.50","28,895,637.12","12,852,088.47","19,725,184.43","19,071,413.71","17,442,241.34","13,853,210.34","19,703,957.15","14,937,262.12","22,156,328.66"
其他应付款,"57,881,680.50","47,571,382.46","52,081,019.27","58,242,815.49","58,730,573.93","56,554,055.72","44,473,547.71","47,113,887.09","64,849,212.13","65,187,373.27","67,604,147.70","68,295,775.27","84,406,569.49","78,845,088.50","83,940,164.56","96,908,022.75","78,134,998.24","66,315,371.94","75,225,891.17","78,180,769.92","99,692,354.12","76,117,690.35","101,874,119.34","100,360,380.89","105,325,489.42","119,188,391.41","114,245,262.17","121,103,507.61","134,216,425.52","158,259,960.78","143,924,143.28","158,934,464.40","187,702,837.45","191,232,803.93","180,202,977.43","196,588,692.95","199,652,772.51","216,180,693.73","209,671,904.50","202,107,020.56","194,473,605.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"250,000,000.00","250,000,000.00","150,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","50,000,000.00","50,000,000.00","100,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,"6,561,250.04","6,561,250.04","6,561,250.04","6,561,250.04","8,666,348.04","8,666,348.04","5,260,465.68","4,337,524.50",,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"4,391,808.18","3,620,837.13","5,618,145.87","4,266,893.89","12,996,998.21","13,923,146.62","13,937,274.05","11,653,411.71","27,664,954.20","25,831,328.75","32,761,995.27","27,831,452.43","27,993,294.03","32,347,305.06","41,234,244.01","40,674,189.46","31,931,862.84"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"3,744,583.37","2,311,583.04","2,075,958.56","243,333.00","1,886,167.04","1,865,333.34","2,898,500.39","3,115,332.67","6,878,768.21","6,163,768.21","6,442,935.05","7,182,935.05","5,816,193.72","6,184,526.88","7,331,027.00","6,701,027.02","6,766,692.21"
流动资产合计,"268,214,635.44","303,447,668.91","698,185,944.12","625,229,853.75","645,797,913.23","721,688,532.62","708,203,133.08","781,508,964.10","694,098,127.32","735,097,695.35","739,713,567.58","716,173,690.09","792,523,173.62","629,033,678.43","569,406,654.52","760,201,270.03","629,248,716.80","667,616,439.35","583,430,383.37","621,716,179.81","634,680,091.49","642,890,284.82","685,512,013.56","716,115,649.80","746,660,507.95","801,150,747.52","820,616,123.91","886,945,199.48","1,333,962,899.99","1,426,159,213.19","1,469,560,114.13","1,580,987,119.17","1,790,389,267.94","1,668,757,656.60","1,697,351,541.84","1,709,349,750.40","1,738,507,082.09","1,764,417,242.68","1,660,267,352.13","1,691,500,342.52","1,702,044,818.35"
流动负债合计,"452,723,739.61","436,837,593.86","347,587,441.02","207,506,942.68","312,166,249.28","351,329,254.61","321,705,044.64","365,732,355.69","326,212,652.33","340,994,833.94","380,655,081.80","317,615,985.04","347,969,190.95","360,886,285.62","313,854,093.11","461,246,587.75","471,790,406.80","462,426,321.99","362,895,451.01","367,257,967.62","400,407,909.54","376,774,385.81","397,109,922.27","388,278,091.49","371,693,772.41","391,557,274.98","379,399,854.62","387,756,986.95","546,606,309.89","574,535,228.22","590,929,740.12","648,101,222.21","888,029,818.76","898,941,270.25","967,116,011.76","931,965,796.14","913,557,891.31","888,988,915.72","926,389,934.80","913,489,515.52","946,754,934.99"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00","37,425,000.00","42,850,000.00","137,850,000.00","137,850,000.00","137,850,000.00","137,850,000.00","137,850,000.00","137,850,000.00","137,850,000.00"
长期借款,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","50,000,000.00","50,000,000.00",,,,,,,"37,016,666.00","33,651,332.00","30,285,998.00","27,302,664.00",,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"21,393,497.24","21,298,255.43","21,274,485.42","14,841,086.84","14,381,215.57","14,846,064.10","21,025,250.33","20,980,193.38","20,510,932.97","20,480,483.63","20,479,853.37","18,486,984.72","18,471,657.58","18,431,700.64","18,414,808.92","18,394,434.80","18,378,069.31","18,357,143.96","18,326,809.35","18,326,809.35","18,317,939.58","18,273,174.10","18,243,814.16","18,243,814.16","13,000,000.00","13,000,000.00","13,000,000.00","13,000,000.00",,,,,,"147,419,380.79","50,229,587.40","48,811,313.83","61,139,174.55","60,014,102.10","56,648,789.83","54,281,638.77","54,811,382.25"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"60,816,036.69","60,522,952.08","60,229,867.47","59,936,515.05","59,643,162.63","59,349,810.21","59,056,457.79","58,763,105.37","58,469,752.95","58,176,400.53","57,883,048.11","57,589,695.69","57,296,343.27","57,002,990.85","56,709,638.43","56,416,286.01","56,122,933.59","55,829,581.17","55,536,228.75","55,242,876.33","54,949,523.91","54,753,955.63","54,460,603.21","54,167,250.79","53,776,114.23","53,482,761.81","53,189,409.39","52,896,056.97","52,602,704.55","52,309,352.13","52,015,999.71","51,722,647.29","51,426,715.78","51,133,363.36","50,840,010.94","50,546,658.52","50,253,306.10","49,959,953.68","49,666,601.26","49,373,248.84","199,091,056.30"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"609,261,382.17","591,040,326.13","575,051,226.57","562,935,046.14","588,882,579.50","593,018,476.16","556,158,166.69","538,072,621.27","561,594,842.99","541,225,211.44","520,803,069.27","507,685,273.21","509,785,868.76","488,773,483.64","480,957,405.44","483,665,563.55","710,230,189.94","692,682,593.27","673,639,871.93","658,984,844.15","694,638,925.08","684,443,157.48","674,633,438.69","671,754,331.01","700,776,418.34","687,331,783.68","668,115,287.38","650,344,223.27","823,579,598.78","831,678,456.84","874,261,444.88","848,481,078.30","883,061,019.24","860,737,089.42","917,643,552.53","897,616,677.78","928,877,591.08","905,038,734.62","881,773,152.58","891,503,655.50","1,048,847,531.13"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,"10,344,866.75","13,856,750.10","27,517,403.11","14,062,825.65","17,431,791.59","48,591,377.13","76,288,197.03","73,996,473.02","85,787,289.08","97,104,483.71","108,744,574.78","113,438,852.50","132,409,865.51","139,157,789.89","156,203,978.98","3,155,250.45","9,464,651.76","16,619,228.89","26,318,212.72","19,109,813.47","38,214,279.03","49,044,346.99","58,025,482.38","35,623,437.55","41,276,511.71","50,167,817.49","56,351,785.88","205,203,283.40","230,219,139.53","179,448,811.30","221,327,631.57","228,496,798.47","263,869,379.23","212,154,228.70","227,944,945.23","229,645,654.82","263,219,858.57","295,437,638.38","303,401,229.21","68,162,918.32"
其他非流动负债,"112,566,262.92","105,793,433.68","99,014,135.11","100,188,941.04","90,498,310.07","90,885,290.92","89,948,239.82","86,018,914.27","76,665,890.72","71,770,349.49","67,675,218.86","61,580,088.23","65,484,957.60","62,059,826.97","54,494,696.34","48,399,565.71","38,444,041.10","43,429,388.14","42,614,735.18","42,106,482.22","50,941,303.51","48,410,954.83","49,051,453.47","48,256,223.85","45,133,048.01","44,669,956.82","46,763,602.88","50,422,831.36",,,,,,"71,861,380.51",,,,,,,
工程物资,"28,627,319.42","26,000,462.70","44,311,522.19","39,337,629.85","50,004,958.92","50,132,548.55","50,759,174.90","54,329,751.82","44,378,296.92","42,925,941.02","38,508,845.19","33,265,929.11","39,580,561.03","37,625,480.21","50,648,931.08","37,668,648.58","53,633,779.33","48,675,707.10","45,982,382.28","46,524,967.16","50,007,959.34","49,359,137.29","47,586,962.17","44,775,598.07","38,861,560.70","40,180,807.58","38,935,832.57","29,984,042.39","56,864,557.74","43,683,609.02","54,786,941.79","60,368,806.65","57,065,612.89","72,127,799.58","71,894,759.29","75,834,130.55","68,343,123.47","67,464,116.95","70,010,152.79","64,716,366.60","67,215,108.39"
非流动负债合计,"312,566,262.92","305,793,433.68","299,014,135.11","300,188,941.04","190,498,310.07","190,885,290.92","189,948,239.82","186,018,914.27","126,665,890.72","121,770,349.49","67,675,218.86","61,580,088.23","65,484,957.60","62,059,826.97","54,494,696.34","48,399,565.71","75,460,707.10","77,080,720.14","72,900,733.18","69,409,146.22","50,941,303.51","48,410,954.83","49,051,453.47","48,256,223.85","45,133,048.01","44,669,956.82","46,763,602.88","50,422,831.36","49,603,066.84","49,557,567.04","52,455,716.84","53,013,878.17","78,475,963.84","71,861,380.51","75,257,747.00","76,486,497.00","93,846,649.99","92,757,066.81","103,337,399.99","105,402,362.27","108,956,691.71"
固定资产清理,,,,,,,,,,,,,,,,"150,863.89",,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"765,290,002.53","742,631,027.54","646,601,576.13","507,695,883.72","502,664,559.35","542,214,545.53","511,653,284.46","551,751,269.96","452,878,543.05","462,765,183.43","448,330,300.66","379,196,073.27","413,454,148.55","422,946,112.59","368,348,789.45","509,646,153.46","547,251,113.90","539,507,042.13","435,796,184.19","436,667,113.84","451,349,213.05","425,185,340.64","446,161,375.74","436,534,315.34","416,826,820.42","436,227,231.80","426,163,457.50","438,179,818.31","596,209,376.73","624,092,795.26","643,385,456.96","701,115,100.38","966,505,782.60","970,802,650.76","1,042,373,758.76","1,008,452,293.14","1,007,404,541.30","981,745,982.53","1,029,727,334.79","1,018,891,877.79","1,055,711,626.70"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"200,000,000.00","200,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","267,000,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","320,400,000.00","395,739,231.00","395,739,231.00","514,461,000.00","514,461,000.00","514,461,000.00","514,461,000.00","617,353,200.00","617,353,200.00","617,353,200.00","617,353,200.00","617,353,200.00","617,353,200.00","617,353,200.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,"378,435,642.18","381,579,525.90","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","381,605,195.63","328,205,195.63","328,352,144.04","317,247,718.61","317,247,718.61","317,276,932.61","317,276,932.61","317,276,932.24","317,276,932.24","317,276,932.24","317,276,932.24","317,982,560.91","317,982,560.91","317,982,560.91","317,982,560.91","531,851,737.40","531,851,737.40","413,129,968.40","413,129,968.40","347,549,968.40","347,129,483.76","244,237,283.75","244,237,283.76","244,657,768.40","244,240,206.00","220,086,756.18","220,087,356.18","220,512,268.40"
无形资产,"32,000,279.56","31,933,459.72","31,492,023.00","31,146,238.63","30,751,269.91","31,634,744.40","33,216,918.73","33,204,334.70","33,379,738.48","32,891,841.28","47,357,466.74","52,409,479.51","44,933,425.92","274,387,649.73","274,458,735.61","271,476,626.31","278,281,835.56","277,074,859.34","278,401,360.75","279,416,710.80","286,689,765.68","283,537,910.58","279,914,061.19","279,883,093.87","287,226,397.50","285,680,718.89","282,626,658.07","287,890,629.85","297,027,752.15","296,714,412.50","302,667,056.84","304,015,917.17","320,283,274.24","298,140,481.59","298,833,893.21","308,188,646.90","307,404,439.29","306,185,911.61","308,240,539.51","309,506,227.59","309,934,781.90"
盈余公积,"104,593,423.50","104,593,423.50","104,593,423.50","104,593,423.50","110,588,352.30","110,843,365.62","110,843,365.62","110,843,365.62","118,231,041.50","118,231,041.49","118,231,041.50","118,231,041.50","125,874,267.58","125,874,267.58","125,874,267.58","125,874,267.58","138,534,943.28","138,534,943.28","138,534,943.28","138,534,943.28","152,301,948.77","152,301,948.77","152,301,948.77","152,301,948.77","163,617,929.78","163,617,929.78","163,617,929.78","163,617,929.78","198,129,638.65","198,129,638.65","198,129,638.65","198,129,638.65","212,086,134.99","212,086,134.99","212,086,134.99","212,086,134.99","226,617,710.14","226,617,710.14","226,617,710.14","226,617,710.14","256,939,274.04"
开发支出,,,,,"1,848,784.56","1,010,787.56","2,551,288.31","4,493,171.96","7,564,581.00","8,687,465.97","1,816,713.66","2,093,197.17","7,589,929.39","2,872,649.98","3,915,957.48","4,699,067.78","5,728,195.71","4,947,590.38","3,683,740.49","3,899,789.86","4,029,061.16","4,260,296.14","4,422,854.94","4,605,598.08","666,899.66","941,842.07",,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"360,839,959.40","379,003,178.80","398,336,869.79","419,492,835.45","430,568,055.68","448,748,170.56","441,169,089.16","458,196,120.26","474,411,453.47","491,443,644.24","482,018,902.36","498,652,335.14","525,833,623.06","552,813,792.40","556,841,840.41","605,274,630.87","583,976,335.65","611,857,589.50","611,448,176.19","648,237,030.53","665,862,377.53","699,702,534.95","708,089,018.01","743,370,735.45","765,725,301.78","793,541,066.33","809,398,188.32","848,249,980.03","1,242,459,780.06","1,306,143,023.04","1,303,017,797.70","1,365,362,412.11","1,417,876,149.27","1,492,291,372.88","1,472,746,404.73","1,546,354,989.97","1,603,086,463.72","1,655,837,729.98","1,560,979,524.34","1,617,412,205.32","1,635,296,878.24"
长期待摊费用,"422,971,596.16","393,879,810.40","362,536,565.17","332,125,993.27","299,818,336.25","273,464,561.68","244,708,990.02","217,750,429.83","217,680,925.37","213,382,101.05","192,521,508.17","169,553,302.75","152,288,408.89","139,513,900.59","131,601,221.50","144,200,595.33","197,851,954.36","197,755,069.24","202,635,670.71","204,546,822.18","197,795,273.02","190,770,434.02","183,843,163.29","176,369,432.44","169,972,844.46","166,529,544.57","157,785,324.97","155,288,898.93","211,877,125.37","181,672,079.88","150,887,522.93","138,154,679.39","169,221,640.37","168,587,303.70","183,743,484.23","200,584,817.30","206,568,400.52","205,019,638.44","217,661,002.00","220,229,914.04","231,311,753.97"
少数股东权益,"13,907,993.06","13,638,123.29","13,249,995.97","13,975,177.50","14,297,674.70","14,241,491.18","13,977,009.80","18,044,576.25","19,733,150.47","19,831,023.77","21,160,286.35","23,389,528.99","23,984,241.51","31,684,144.40","28,510,788.53","45,239,796.36","47,011,097.06","46,669,751.06","56,618,303.24","55,675,980.18","61,534,630.68","60,166,555.05","62,028,149.19","62,612,870.13","80,569,480.44","78,985,140.82","68,969,305.27","68,822,334.97","73,389,026.80","68,060,163.22","65,995,420.24","66,995,737.22","121,860,114.60","73,110,238.61","75,604,773.79","73,405,485.44","83,312,029.86","82,863,071.50","84,752,363.37","83,637,842.47","96,810,380.27"
递延所得税资产,"1,346,631.81","1,397,951.01","1,279,123.53","1,267,079.43","1,532,791.44","2,075,451.65","1,977,187.69","2,049,758.26","2,185,713.10","2,221,659.21","2,157,170.70","2,072,047.50","1,843,255.37","1,872,113.02","2,909,738.73","1,709,657.05","1,790,283.45","1,813,409.01","1,818,862.99","1,814,788.08","2,256,749.54","2,280,682.56","2,346,165.75","2,306,551.33","2,926,777.94","3,253,479.81","1,959,046.00","3,341,129.10","2,601,940.85","2,635,536.73","2,565,654.42","2,693,165.55","2,691,094.38","2,549,498.49","2,471,078.92","2,447,115.27","538,915.33","538,915.33","1,822,428.45","1,444,987.88","213,586.63"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,"6,250,000.00","6,250,000.00","6,250,000.00","6,250,000.00","15,631,135.00","17,925,732.00","20,135,942.00","21,210,658.13","41,058,927.81","45,944,788.75","38,925,735.95","38,442,811.67","40,278,726.55","33,708,928.24","41,389,418.96","42,715,331.52","53,304,026.17","48,949,426.17","60,139,231.89","60,192,580.95","63,140,690.41"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,176,416,743.05","1,136,418,084.22","1,110,031,563.45","1,069,106,992.32","1,060,925,924.43","1,042,964,235.90","1,018,044,811.59","1,005,931,563.62","1,019,761,256.80","1,005,778,393.21","978,632,158.92","951,900,484.44","945,228,302.71","1,152,889,834.17","1,158,774,227.08","1,174,585,722.28","1,325,172,491.70","1,306,600,605.23","1,296,644,156.14","1,295,075,820.63","1,334,045,010.78","1,332,143,026.83","1,320,745,410.39","1,316,381,152.13","1,318,461,585.38","1,309,603,182.12","1,285,915,317.87","1,270,307,424.52","1,703,815,890.65","1,697,857,375.38","1,668,559,167.82","1,678,206,737.59","1,789,949,881.92","1,941,123,224.40","1,967,050,014.18","1,992,539,636.90","2,043,924,631.33","2,044,240,657.47","2,079,249,536.69","2,092,499,849.38","2,180,578,809.30"
所有者权益(或股东权益)合计,"679,341,375.96","697,234,725.59","1,161,615,931.44","1,186,640,962.35","1,204,059,278.31","1,222,438,222.99","1,214,594,660.21","1,235,689,257.76","1,260,980,841.07","1,278,110,905.13","1,270,015,425.84","1,288,878,101.26","1,324,297,327.78","1,358,977,400.01","1,359,832,092.15","1,425,140,838.85","1,407,170,094.60","1,434,710,002.45","1,444,278,355.32","1,480,124,886.60","1,517,375,889.22","1,549,847,971.01","1,560,096,048.21","1,595,962,486.59","1,648,295,272.91","1,674,526,697.84","1,680,367,984.28","1,719,072,805.69","2,441,569,413.91","2,499,923,793.31","2,494,733,824.99","2,558,078,756.38","2,613,833,367.26","2,639,078,230.24","2,622,027,797.26","2,693,437,094.16","2,775,027,172.12","2,826,911,917.62","2,709,789,554.03","2,765,108,314.11","2,826,912,000.95"
资产总计,"1,444,631,378.49","1,439,865,753.13","1,808,217,507.57","1,694,336,846.07","1,706,723,837.66","1,764,652,768.52","1,726,247,944.67","1,787,440,527.72","1,713,859,384.12","1,740,876,088.56","1,718,345,726.50","1,668,074,174.53","1,737,751,476.33","1,781,923,512.60","1,728,180,881.60","1,934,786,992.31","1,954,421,208.50","1,974,217,044.58","1,880,074,539.51","1,916,792,000.44","1,968,725,102.27","1,975,033,311.65","2,006,257,423.95","2,032,496,801.93","2,065,122,093.33","2,110,753,929.64","2,106,531,441.78","2,157,252,624.00","3,037,778,790.64","3,124,016,588.57","3,138,119,281.95","3,259,193,856.76","3,580,339,149.86","3,609,880,881.00","3,664,401,556.02","3,701,889,387.30","3,782,431,713.42","3,808,657,900.15","3,739,516,888.82","3,784,000,191.90","3,882,623,627.65"
