科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
取得借款收到的现金,"35,000,000.00","29,000,000.00",,,,,,,,,,,,,,,,,,,,"40,000,000.00","192,300,000.00","110,000,000.00","201,635,227.40","201,635,227.40","201,635,227.40",,"188,622,910.00","360,634,180.15","560,434,180.15"
支付的各项税费,"11,140,773.58","10,859,428.21","22,642,263.98","6,513,783.64","16,131,826.61","23,069,458.46","33,788,411.88","11,150,989.66","23,191,950.75","31,897,700.57","45,839,175.15","12,852,642.80","19,432,644.02","23,567,126.26","30,433,093.42","16,500,103.90","34,609,068.87","51,097,534.64","60,904,605.37","19,763,683.72","46,374,534.96","63,667,664.31","106,588,203.89","60,418,180.71","82,782,890.71","103,784,824.81","133,131,358.48","62,822,901.26","102,300,135.71","138,688,081.10","197,823,902.61"
收到其他与筹资活动有关的现金,"175,501,970.00",,,"9,534,200.00","9,534,200.00","9,534,200.00",,,,,"4,139,193.96",,,,,,,,,,"34,500,000.00","34,500,000.00","43,513,000.00",,,,"34,829,400.00",,"23,625,700.00","23,625,700.00","38,441,700.00"
支付其他与经营活动有关的现金,"16,675,685.04","27,581,722.62","24,562,825.29","12,422,923.13","21,568,264.10","29,572,104.15","34,573,683.79","11,944,555.63","27,514,973.95","43,935,379.30","58,920,158.97","19,616,989.40","36,100,299.05","52,364,331.97","77,952,890.55","26,967,394.91","55,181,319.80","86,387,302.96","130,791,708.99","44,404,207.49","75,297,238.39","114,673,507.88","169,264,800.94","45,371,870.51","118,952,687.94","235,789,848.65","249,198,901.25","56,756,635.70","142,894,784.91","248,734,372.72","447,396,087.23"
筹资活动现金流入小计,"266,154,850.00","51,147,749.54",,"724,560,000.00","724,560,000.00","724,560,000.00","724,560,000.00",,,,"4,139,193.96",,,,,,"198,600,000.00","198,600,000.00","198,600,000.00","423,599,992.12","656,699,992.12","696,699,992.12","858,012,992.12","110,000,000.00","201,635,227.40","846,713,175.77","880,518,230.26",,"360,052,610.00","532,063,880.15","746,679,880.15"
经营活动现金流出小计,"58,173,923.95","73,460,733.48","88,300,262.48","29,966,888.67","61,582,986.03","91,248,465.05","121,759,035.95","39,696,284.97","89,041,889.90","136,351,766.81","184,245,731.09","51,797,218.80","95,239,201.03","139,101,938.38","194,899,314.98","71,534,499.02","142,866,599.42","220,631,279.00","300,924,105.37","128,302,378.54","228,586,109.41","326,485,124.98","458,239,993.83","153,071,094.97","293,196,163.36","482,889,096.45","576,572,587.37","166,712,812.73","347,506,592.80","542,913,326.98","857,250,622.08"
偿还债务支付的现金,"35,000,000.00",,"29,000,000.00",,,,,,,,,,,,,,,,,"56,500,000.00","224,100,000.00","224,100,000.00","316,400,000.00",,,"51,081,761.37","282,163,522.74","1,081,761.37","202,163,522.74","203,245,284.11","204,327,045.48"
经营活动产生的现金流量净额,"45,745,346.30","26,108,709.34","54,693,339.39","2,919,926.51","18,058,048.39","36,294,315.71","72,475,377.07","4,292,982.01","26,793,522.17","27,525,052.16","87,186,870.58","-3,373,174.55","15,933,182.65","59,653,695.29","153,475,921.65","-1,513,900.00","24,472,840.58","39,468,709.54","153,425,926.23","7,504,899.81","19,893,323.47","10,107,827.46","138,840,479.75","-60,006,828.70","47,001,988.26","48,644,390.95","296,411,774.75","-10,487,583.42","-4,539,657.07","53,811,612.92","213,741,348.14"
分配股利、利润或偿还利息支付的现金,"17,211,325.00","30,900,000.00","1,552,184.72",,,,,,"45,986,211.38","45,986,211.38","46,445,155.13",,"18,922,923.96","18,922,923.96","18,922,923.96",,,"4,250,212.50","8,500,000.00","7,562,967.84","57,145,947.59","65,145,947.59","74,304,064.79","9,884,093.75","42,766,691.18","53,669,736.18","63,142,038.19","8,240,689.65","111,084,048.71","115,206,257.75","128,300,860.68"
收回投资收到的现金,,,,,,,"66,000,000.00","108,000,000.00","219,000,000.00","234,000,000.00","234,000,000.00",,,,,,,,,"510,000.00",,,,,,,,,,,
支付其他与筹资活动有关的现金,"160,874,577.57",,,,"5,518,400.00","8,370,200.00","8,370,200.00",,,,,,,,,,,,"6,000,000.00","1,001,189.11","506,085.47","506,485.47","505,660.47",400.00,"30,865.67","31,265.67","10,804,246.34","6,000,400.00","6,027,204.31","6,027,391.81","6,042,579.31"
取得投资收益收到的现金,,,,,,,"229,873.98","506,250.69","755,154.81","810,839.74","810,839.74",,,,,,,,,,"510,000.00","510,000.00","510,000.00","480,000.00","600,000.00","600,000.00","600,000.00","270,000.00","270,000.00","270,000.00","270,000.00"
筹资活动现金流出小计,"213,085,902.57","30,900,000.00","30,552,184.72",,"5,518,400.00","8,370,200.00","8,370,200.00",,"45,986,211.38","45,986,211.38","46,445,155.13",,"18,922,923.96","18,922,923.96","18,922,923.96",,,"4,250,212.50","14,500,000.00","65,064,156.95","281,752,033.06","289,752,433.06","391,209,725.26","9,884,493.75","42,797,556.85","104,782,763.22","356,109,807.27","15,322,851.02","319,274,775.76","324,478,933.67","338,670,485.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,"158,538.42",,,,,,,,,,,,,,,,,,,,"10,000.00","110,000.00","156,258.25",,"4,000.00","323,469.69","184,000.00",,"6,000.00","6,000.00","57,615.20"
筹资活动产生的现金流量净额,"53,068,947.43","20,247,749.54","-30,552,184.72","724,560,000.00","719,041,600.00","716,189,800.00","716,189,800.00",,"-45,986,211.38","-45,986,211.38","-42,305,961.17",,"-18,922,923.96","-18,922,923.96","-18,922,923.96",,"198,600,000.00","194,349,787.50","184,100,000.00","358,535,835.17","374,947,959.06","406,947,559.06","466,803,266.86","100,115,506.25","158,837,670.55","741,930,412.55","524,408,422.99","-15,322,851.02","40,777,834.24","207,584,946.48","408,009,394.68"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,241,861.88","-77,959.63",-209.19,,,,,,,,"-556,668.76","-84,598.16","-544,282.14","-700,737.77","-526,445.18","237,822.13","-301,510.21","368,944.05","-221,189.03","301,432.66","-50,794.26","2,123,290.75","3,113,220.84","-87,035.81","473,941.73","558,529.56","4,975,496.85","-418,869.54","-2,520,517.93","-4,500,172.31","-10,339,151.56"
收到其他与投资活动有关的现金,"4,538,884.80",,,,,,,,,,,,,,,,,,,"2,164.72",,,,,"29,269,400.00","29,269,400.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,697,423.22",,,,,,"66,229,873.98","108,506,250.69","219,755,154.81","234,810,839.74","234,810,839.74",,,,,,,,,"512,164.72","520,000.00","620,000.00","666,258.25","480,000.00","29,873,400.00","30,192,869.69","784,000.00","270,000.00","276,000.00","276,000.00","327,615.20"
五、现金及现金等价物净增加额,"41,994,721.48","37,272,331.99","1,315,490.98","724,580,061.75","725,370,828.82","696,985,178.63","710,629,455.22","-55,905,934.80","-117,109,700.21","-168,321,446.00","-176,244,487.97","-137,589,378.58","-195,798,359.56","-206,797,387.17","-168,826,182.52","-26,290,739.00","188,522,368.26","166,682,685.54","252,140,692.41","-437,893,553.16","-470,985,500.50","-492,591,475.33","-514,296,952.31","-10,933,284.03","147,520,273.60","714,808,793.22","694,782,256.21","-64,333,593.73","-55,390,765.87","108,545,251.98","387,923,090.10"
购建固定资产、无形资产和其他长期资产支付的现金,"60,275,133.59","9,006,167.26","22,825,454.50","2,899,864.76","11,728,819.57","55,498,937.08","78,265,595.83","60,705,167.50","98,672,165.81","150,671,126.52","221,379,568.36","134,131,605.87","192,264,336.11","246,827,420.73","302,852,735.03","25,014,661.13","34,248,962.11","67,504,755.55","85,164,044.79","151,470,103.17","194,911,386.25","239,638,196.97","358,983,181.37","51,434,925.77","75,541,926.94","93,346,009.53","116,050,311.88","37,374,289.75","88,384,425.11","135,533,107.34","221,136,116.36"
期初现金及现金等价物余额,"1,773,998.00","43,768,719.48","81,041,051.47","83,574,854.62","83,574,854.62","83,574,854.62","82,356,542.45","793,125,338.26","792,985,997.67","793,125,338.26","792,985,997.67","617,095,643.23","617,095,643.23","617,095,643.23","616,741,509.70","447,486,482.34","447,915,327.18","447,486,482.34","447,915,327.18","700,056,019.59","700,056,019.59","700,056,019.59","700,056,019.59","186,903,067.28","185,759,067.28","186,903,067.28","185,759,067.28","880,541,323.49","880,541,323.49","880,541,323.49","880,541,323.49"
投资支付的现金,,,,,,,"66,000,000.00","108,000,000.00","219,000,000.00","234,000,000.00","234,000,000.00",,,,,,,,,"653,058,254.87","671,384,602.52","672,751,955.63","764,736,996.64",,"13,124,800.00","13,171,400.00","15,747,126.50","1,000,000.00","1,000,000.00","13,078,127.77","1,000,000.00"
期末现金及现金等价物余额,"43,768,719.48","81,041,051.47","82,356,542.45","808,154,916.37","808,945,683.44","780,560,033.25","792,985,997.67","737,219,403.46","675,876,297.46","624,803,892.26","616,741,509.70","479,506,264.65","421,297,283.67","410,298,256.06","447,915,327.18","421,195,743.34","636,437,695.44","614,169,167.88","700,056,019.59","262,162,466.43","229,070,519.09","207,464,544.26","185,759,067.28","175,969,783.25","333,279,340.88","901,711,860.50","880,541,323.49","816,207,729.76","825,150,557.62","989,086,575.47","1,268,464,413.59"
