科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"6,071,069.13","7,700,841.80","12,489,930.70","4,622,252.05","8,651,161.22","10,496,293.98","9,445,586.48","11,271,280.16","6,995,555.86","8,843,993.16","5,301,371.55","7,053,173.09","7,069,393.46","38,861,315.62","73,486,138.69","79,410,905.34","77,678,300.63","74,218,512.19","82,537,283.76","80,454,997.63","89,879,453.01","82,925,742.40"
应付职工薪酬,,"76,738.13","101,086.23","3,721,278.60","33,014.95","160,124.11","209,472.87","222,496.51","20,175.04","96,862.83","171,558.80","8,525.76","2,633,860.70","1,407,274.32","3,197,153.16","4,117,488.00","5,119,348.27","3,545,357.69","4,219,009.89","5,463,528.83","11,159,558.26","6,167,963.07"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,575,502.39","5,635,094.44","22,382,351.12","24,760,781.64","30,311,234.20","28,234,005.46","43,840,611.37","76,820,396.67","58,795,827.74","64,619,429.83","44,040,742.60","36,359,082.10","53,150,237.79","40,536,896.75","81,239,483.56","45,169,504.31","53,488,022.77","56,776,511.60","32,372,488.31","46,746,760.66","55,018,980.30","84,555,896.19"
应收利息,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,"84,583.33",,,"308,729.16","369,844.15","565,225.40","530,830.84"
应收股利,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"12,414,974.64",,"3,936,000.00","3,936,000.00","3,873,758.40","3,873,758.40","445,500.00","445,500.00","22,604,967.19","10,576,126.17","10,576,126.17","10,576,126.17"
存货,,,,,,,,,,,,,,,,,,"91,725,613.20","169,489,291.50","209,680,331.12","271,122,749.75","126,699,122.28"
其他应付款,"1,996,890.48","1,646,071.66","11,433,224.54","2,362,913.57","9,167,328.64","40,389,472.88","11,590,551.14","9,673,297.91","11,763,009.68","10,403,327.45","10,406,276.44","9,190,142.78","2,135,079.80","316,923,632.55","27,487,528.80","47,455,933.93","82,705,557.00","467,422,668.12","53,845,242.30","89,346,229.12","54,750,879.30","41,929,568.83"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,"22,371,930.00",,"22,251,780.00","44,503,560.00","125,218,210.00","124,440,370.00","360,443,242.62","246,943,242.62","198,943,226.25","197,564,726.25"
其他流动资产,,,"2,052,115.80","2,034,771.71","32,739.28",,"2,000,000.00",,"1,058,485.62","663,757.50","30,756,836.68","91,257,599.43","158,833,503.33","60,833,503.33","60,833,503.33","156,863,297.15","223,308,655.33","127,429,494.19","95,599,681.31","185,015,757.38","154,166,783.10","262,774,224.80"
其他流动负债,,,,,,,,,,,,,,"22,371,930.00",,,"1,000,000.00","1,000,000.00","70,700,014.09","125,172,158.11","54,996,129.60","41,405,883.32"
流动资产合计,"427,673,257.39","499,823,380.73","553,868,893.90","575,460,918.81","778,006,888.20","985,812,980.25","971,959,062.20","1,102,982,676.77","1,161,633,613.53","1,141,506,543.06","1,219,044,069.54","1,236,532,693.39","1,255,615,039.62","1,326,478,870.62","1,713,119,599.73","1,780,027,332.53","1,791,184,813.68","1,823,219,978.79","2,020,058,987.52","2,335,639,694.78","2,898,144,031.06","3,010,492,534.83"
流动负债合计,"180,082,553.07","160,966,221.64","147,985,942.52","128,995,478.13","286,858,775.45","218,449,993.08","206,692,412.70","332,175,785.74","361,353,577.90","243,678,904.33","311,646,358.95","300,683,427.76","542,378,676.79","892,517,274.99","822,915,176.44","867,609,943.34","956,058,450.43","1,553,988,485.86","1,756,369,262.93","2,007,638,952.52","1,818,150,257.26","1,838,714,918.70"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"160,000,000.00","160,000,000.00","232,500,027.28","232,500,027.28","89,000,010.91","89,000,010.91","18,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00"
长期股权投资,"6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,,,"7,498,741.98","57,498,741.98","110,362,337.67","110,960,799.17","113,994,657.84","115,432,074.25","114,777,807.50","116,192,272.28","139,710,170.05","139,653,017.88"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,
固定资产,"5,228,977.87","4,988,075.30","4,279,742.15","4,273,538.78","3,666,917.13","3,718,876.91","4,481,337.89","4,166,866.75","3,888,542.51","3,653,025.43","3,407,048.71","3,231,210.29","4,226,899.57","6,385,993.14","6,602,951.98","6,240,897.80","6,107,983.54","7,869,815.55","7,984,534.52","8,065,265.48","7,613,378.38","7,111,249.87"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"1,690,881.57","1,690,881.57"
在建工程,,,"1,876,007.85","2,256,930.62","2,590,526.91","3,454,333.55","4,575,223.43","5,719,105.51","7,538,854.04","8,016,981.69","3,695,291.52","4,805,345.93","6,492,601.93","6,236,957.12","7,943,622.08",,,,"116,622.77",,,
其他非流动负债,,,,,,,,,,,,,"59,929,170.00","59,929,170.00","59,603,820.00","37,352,040.00","32,343,780.00","32,343,780.00",,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,"219,929,170.00","219,929,170.00","292,103,847.28","269,852,067.28","123,775,297.76","123,741,051.17","20,226,027.31","20,123,287.54","21,985,402.12","21,951,155.53"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"180,082,553.07","160,966,221.64","147,985,942.52","128,995,478.13","286,858,775.45","218,449,993.08","206,692,412.70","332,175,785.74","361,353,577.90","243,678,904.33","311,646,358.95","300,683,427.76","762,307,846.79","1,112,446,444.99","1,115,019,023.72","1,137,462,010.62","1,079,833,748.19","1,677,729,537.03","1,776,595,290.24","2,027,762,240.06","1,840,135,659.38","1,860,666,074.23"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"72,968,000.00","72,968,000.00","72,968,000.00","72,968,000.00","72,968,000.00","85,319,509.00","85,319,509.00","85,319,509.00","85,319,509.00","87,989,509.00","87,989,509.00","87,989,509.00","88,289,509.00","88,289,509.00","286,085,730.00","286,085,730.00","285,865,230.00","316,563,817.00","316,563,817.00","316,563,817.00","342,033,817.00","341,883,817.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"56,567,551.51","56,567,551.51","56,567,551.51","56,567,551.51","56,567,551.51","319,806,219.62","319,806,219.62","319,806,219.62","319,806,219.62","396,218,522.72","401,420,977.82","407,007,672.74","420,982,011.41","425,211,102.40","649,208,064.18","652,278,531.33","651,949,581.29","1,404,761,844.29","1,405,863,903.20","1,418,704,267.03","2,124,559,462.17","2,123,563,242.06"
无形资产,"1,038,893.88","784,193.70","5,284,951.85","5,438,901.36","5,558,458.59","5,369,988.66","5,485,142.67","5,293,340.37","5,118,240.38","5,038,159.30","5,016,612.29","4,871,917.08","4,765,552.68","4,536,057.02","13,432,836.16","12,943,865.05","12,476,870.10","26,782,538.88","27,315,084.48","27,883,054.70","28,244,264.30","28,116,193.99"
盈余公积,"10,621,793.98","16,747,924.49","23,797,616.82","23,797,616.82","29,423,090.53","29,423,090.53","29,423,090.53","29,423,090.53","42,492,014.56","42,492,014.56","42,492,014.56","42,492,014.56","45,835,931.16","45,835,931.16","45,835,931.16","45,835,931.16","54,270,612.03","54,270,612.03","54,270,612.03","54,270,612.03","55,724,520.54","55,724,520.54"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"82,301,100.00","82,301,100.00","81,855,600.00","81,855,600.00","57,561,990.00","56,784,150.00","31,655,700.00","31,655,700.00","31,681,200.00","30,277,200.00"
商誉,"148,266.04","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","1,099,787.44","394,241,246.63","642,616,017.45","632,718,945.45","632,718,945.45","634,316,046.21","2,015,275,046.07","2,003,881,043.06","2,004,128,640.57","1,993,818,239.93","1,993,818,239.93"
未分配利润,"123,693,758.72","207,138,196.36","272,718,606.68","309,825,689.36","351,181,457.25","353,778,767.28","357,528,179.49","365,321,135.38","383,335,966.86","399,410,189.68","404,848,798.39","429,333,158.77","455,127,642.28","478,778,307.54","499,938,231.61","541,592,072.65","573,942,726.23","627,153,248.50","687,080,443.64","741,611,981.80","781,473,982.30","878,678,641.68"
长期待摊费用,"1,703,316.35","645,092.11","379,102.74","535,526.70","2,911,350.70","2,575,035.64","3,620,066.03","2,870,892.70","2,657,743.15","2,680,442.66","6,776,907.17","6,065,789.21","5,456,611.46","12,545,732.63","13,989,139.72","26,066,251.58","25,190,462.08","27,603,372.29","27,017,904.56","28,894,412.36","31,160,289.41","32,469,800.05"
少数股东权益,,"683,300.60","415,678.60","197,524.09","292,416.91","141,033.23","312,494.06","495,946.03","952,630.44","818,579.78","882,436.86","915,035.41","3,133,626.64","4,411,307.78","6,356,682.71","8,472,178.18","10,958,254.26","10,042,311.83","12,773,918.04","15,789,628.98","17,857,846.02","17,705,458.03"
递延所得税资产,"2,140,945.75","1,730,665.32","1,664,910.20","3,286,256.20","3,457,362.68","4,887,610.29","7,861,285.74","10,409,016.76","11,323,137.33","8,612,780.49","10,240,378.91","11,814,074.90","15,078,773.41","16,373,132.91","22,418,630.59","20,912,762.36","15,357,328.55","17,554,394.85","20,340,299.74","22,243,506.73","36,486,358.99","41,356,161.70"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,"630,000.00",,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"16,260,399.89","15,247,813.87","20,584,502.23","16,890,941.10","19,284,403.45","21,105,632.49","27,122,843.20","29,559,009.53","31,626,304.85","29,101,177.01","30,236,026.04","31,888,124.85","437,760,427.66","746,192,632.25","807,468,463.65","809,843,521.41","808,073,348.32","2,210,517,241.89","2,201,433,296.63","2,207,407,152.12","2,237,032,701.06","2,242,524,663.42"
所有者权益(或股东权益)合计,"263,851,104.21","354,104,972.96","426,467,453.61","463,356,381.78","510,432,516.20","788,468,619.66","792,389,492.70","800,365,900.56","831,906,340.48","926,928,815.74","937,633,736.63","967,737,390.48","931,067,620.49","960,225,057.88","1,405,569,039.66","1,452,408,843.32","1,519,424,413.81","2,356,007,683.65","2,444,896,993.91","2,515,284,606.84","3,295,041,072.74","3,392,351,124.02"
资产总计,"443,933,657.28","515,071,194.60","574,453,396.13","592,351,859.91","797,291,291.65","1,006,918,612.74","999,081,905.40","1,132,541,686.30","1,193,259,918.38","1,170,607,720.07","1,249,280,095.58","1,268,420,818.24","1,693,375,467.28","2,072,671,502.87","2,520,588,063.38","2,589,870,853.94","2,599,258,162.00","4,033,737,220.68","4,221,492,284.15","4,543,046,846.90","5,135,176,732.12","5,253,017,198.25"
负债和所有者(或股东权益)合计,"443,933,657.28","515,071,194.60","574,453,396.13","592,351,859.91","797,291,291.65","1,006,918,612.74","999,081,905.40","1,132,541,686.30","1,193,259,918.38","1,170,607,720.07","1,249,280,095.58","1,268,420,818.24","1,693,375,467.28","2,072,671,502.87","2,520,588,063.38","2,589,870,853.94","2,599,258,162.00","4,033,737,220.68","4,221,492,284.15","4,543,046,846.90","5,135,176,732.12","5,253,017,198.25"
