科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
收回投资收到的现金,,,,,,,,,,"66,000,000.00",
支付其他与筹资活动有关的现金,"45,535,502.57","23,566,800.15","30,835,315.96","3,897,543.73","4,573,916.98","8,198,253.59",,"156,530.61","1,905,660.34","8,487,993.84",
取得投资收益收到的现金,,,,,,,,,,"253,331.34","14,903.95"
筹资活动现金流出小计,"81,191,362.92","44,211,220.42","40,804,555.22","17,391,710.32","22,518,125.49","28,425,751.59","24,933,352.68","25,089,883.29","31,082,689.35","37,621,346.52",
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,800.00",,"2,500.00",,,,"8,000.00","8,000.00","8,000.00","8,000.00",
筹资活动产生的现金流量净额,"4,783,216.88","30,619,451.55","-3,075,097.44","-3,576,326.85","-512,742.02","1,210,516.04","163,233,763.23","164,924,948.52","157,909,426.56","147,454,765.91",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"11,800.00",,"2,500.00",,,,"8,000.00","8,000.00","8,000.00","66,261,331.34","14,903.95"
五、现金及现金等价物净增加额,"-2,413,141.55","1,977,318.33","44,818,460.83","-45,455,628.43","-42,879,831.92","-12,460,854.99","109,831,666.99","84,933,107.83","55,876,986.36","58,593,382.91","-4,975,155.27"
购建固定资产、无形资产和其他长期资产支付的现金,"6,162,893.55","16,420,701.97","3,846,416.93","10,903,528.06","11,023,408.84","13,444,709.43","926,200.38","7,297,120.95","7,745,434.65","12,007,979.89","589,102.41"
期初现金及现金等价物余额,"8,999,144.16","6,586,002.61","8,563,320.94","53,381,781.77","53,381,781.77","53,381,781.77","40,920,926.78","40,920,926.78","40,920,926.78","40,920,926.78","99,514,309.69"
投资支付的现金,,"426,000.00",,,,,,,,"68,000,000.00",
期末现金及现金等价物余额,"6,586,002.61","8,563,320.94","53,381,781.77","7,926,153.34","10,501,949.85","40,920,926.78","150,752,593.77","125,854,034.61","96,797,913.14","99,514,309.69","94,539,154.42"
