科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付其他与经营活动有关的现金,"14,564,856.54","19,477,073.76","15,447,510.37","9,289,849.88","26,120,419.95","18,488,570.18","17,742,847.02","25,527,309.72","23,401,596.91","22,549,473.77","6,696,853.26","5,599,509.05","13,071,546.11","28,706,345.64","27,034,861.94","21,215,738.26","36,689,728.46","42,093,363.72","52,601,718.94","73,039,561.37","97,534,769.36","51,544,199.87","22,077,379.64","34,425,690.76","53,055,516.66"
筹资活动现金流入小计,"88,470,000.00","70,665,600.00","148,940,999.00","110,342,400.00","563,142,400.00","630,354,052.00","80,000,000.00","130,000,000.00","225,000,000.00","245,000,000.00","100,000,000.00","130,000,000.00","200,000,000.00","206,000,000.00","30,000,000.00","140,585,000.00","150,585,000.00","321,585,000.00","10,000,000.00","160,000,000.00","219,000,000.00","271,606,116.00","20,000,000.00","144,000,000.00","223,500,000.00"
经营活动现金流出小计,"116,094,752.28","219,437,410.28","175,760,793.43","125,152,922.19","165,721,658.04","228,224,847.13","46,145,561.39","110,730,622.15","147,984,470.07","167,856,429.34","40,781,533.48","82,637,577.08","111,742,416.58","186,246,858.52","52,464,657.61","85,501,750.75","161,980,465.38","240,242,961.33","144,081,382.48","224,212,327.02","318,273,731.08","237,744,030.17","82,510,524.38","212,545,276.37","301,745,341.76"
偿还债务支付的现金,"23,560,000.00","16,980,000.00","149,641,019.00","80,016,602.22","200,359,002.22","220,307,980.00","65,000,000.00","115,000,000.00","195,000,000.00","225,000,000.00","100,000,000.00","140,000,000.00","215,000,000.00","215,000,000.00","30,000,000.00","130,000,000.00","140,000,000.00","150,000,000.00","10,000,000.00","140,000,000.00","180,000,000.00","210,000,000.00","52,704,618.76","133,117,532.39","162,117,532.39"
经营活动产生的现金流量净额,"-23,869,467.99","2,142,773.17","42,302,231.80","-24,823,747.30","-41,773,884.96","-59,734,252.21","-1,706,244.65","-27,953,317.92","-29,269,872.47","-1,534,534.58","10,829,395.86","13,616,038.95","76,315,656.58","90,555,535.53","-1,819,119.75","49,283,135.43","12,745,715.28","-19,399,897.56","-96,951,286.76","-150,963,850.27","-117,639,748.33","-91,055,895.16","1,325,493.93","-25,106,974.80","-23,967,761.10"
分配股利、利润或偿还利息支付的现金,"5,139,878.16","10,910,721.93","18,083,285.81","4,155,965.89","6,323,760.03","7,948,657.73","1,670,600.01","19,839,083.82","26,748,427.83","31,395,704.53","2,412,884.22","4,546,982.97","20,601,615.75","23,261,481.27","2,032,624.78","8,612,283.53","10,342,898.55","17,482,841.48","1,784,080.90","2,975,937.93","12,827,412.76","19,208,646.97","218,755.67","5,403,203.07","15,525,764.75"
收回投资收到的现金,,,,,,,,,,,,,,,,"21,890,000.00","21,890,000.00","20,618,720.33",,"1,921,001.84","5,632,557.19",,"11,700,000.00","17,900,000.00","20,478,365.51"
支付其他与筹资活动有关的现金,"1,387,856.53",,,,"6,104,621.82","9,095,042.89",,,,,,,,"536,386.78","550,768.57","1,019,839.76","1,689,134.09","959,008.76","597,926.07","1,205,090.25","1,826,514.73","2,643,080.47",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,"98,208.36",,,"1,495,675.01","45,938.13","8,217,850.52","10,217,043.25"
筹资活动现金流出小计,"30,087,734.69","27,890,721.93","167,724,304.81","84,172,568.11","212,787,384.07","237,351,680.62","66,670,600.01","134,839,083.82","221,748,427.83","256,395,704.53","102,412,884.22","144,546,982.97","235,601,615.75","238,797,868.05","32,583,393.35","139,632,123.29","152,032,032.64","168,441,850.24","12,382,006.97","144,181,028.18","194,653,927.49","231,851,727.44","52,923,374.43","138,520,735.46","177,643,297.14"
处置固定资产、无形资产和其他长期资产收回的现金净额,"120,740.00","115,538.48","62,145.54",,"42,800.00","44,994.02",,,,"3,775.21",400.00,400.00,"32,400.00","266,405.59",,"60,305.00","100,605.00","41,817.41",,,,"207,491.45","32,000.00","202,940.17","202,940.17"
筹资活动产生的现金流量净额,"58,382,265.31","42,774,878.07","-18,783,305.81","26,169,831.89","350,355,015.93","393,002,371.38","13,329,399.99","-4,839,083.82","3,251,572.17","-11,395,704.53","-2,412,884.22","-14,546,982.97","-35,601,615.75","-32,797,868.05","-2,583,393.35","952,876.71","-1,447,032.64","153,143,149.76","-2,382,006.97","15,818,971.82","24,346,072.51","39,754,388.56","-32,923,374.43","5,479,264.54","45,856,702.86"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,"4,839,718.11",,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,"-1,323.84","275,556.02",,"-16,234.16","81,333.52","79,727.31","296,725.69","-49,150.42","40,506.35",-10.67
收到其他与投资活动有关的现金,"1,088,323.24",,,,,,,,,,,,,,,,,"1,074,700.00",,,,"14,370,923.99","510,000.00",,"45,410,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,209,063.24","115,538.48","62,145.54",,"42,800.00","44,994.02",,,,"3,775.21",400.00,400.00,"32,400.00","5,106,123.70",,"21,950,305.00","21,990,605.00","21,735,237.74","98,208.36","1,921,001.84","5,632,557.19","16,074,090.45","12,287,938.13","26,320,790.69","76,308,348.93"
五、现金及现金等价物净增加额,"12,072,131.37","6,726,168.27","7,243,759.40","-25,889,483.75","284,053,210.03","287,005,901.13","6,334,603.09","-44,500,459.39","-58,954,463.92","-84,659,322.35","2,951,375.65","-9,548,612.46","8,685,282.29","-17,682,842.88","-29,577,263.37","14,913,053.67","-25,698,600.02","107,579,880.48","-119,369,689.84","-174,569,818.56","-143,892,000.97","-184,517,967.31","-32,855,453.10","-23,537,868.00","-54,820,540.81"
购建固定资产、无形资产和其他长期资产支付的现金,"23,649,729.19","38,307,021.45","16,337,312.13","27,235,568.34","24,570,720.94","29,634,545.90","5,288,552.25","11,708,057.65","32,936,163.62","71,732,858.45","5,465,535.99","8,618,068.44","26,889,388.93","51,146,634.06","4,244,776.27","16,134,086.79","18,125,590.84","21,549,142.56","4,053,798.32","14,477,557.05","27,178,799.21","34,687,276.85","2,085,445.34","16,625,239.85","20,824,624.78"
期初现金及现金等价物余额,"11,671,343.25","23,743,474.62","30,469,642.89","37,713,402.29","37,713,402.29","37,713,402.29","324,719,303.42","324,719,303.42","324,719,303.42","324,719,303.42","240,059,981.07","240,059,981.07","240,059,981.07","240,059,981.07","222,377,138.19","220,277,138.19","220,277,138.19","222,377,138.19","329,957,018.67","329,957,018.67","329,957,018.67","329,957,018.67","145,629,051.36","145,439,051.36","171,012,104.83"
投资支付的现金,,,,,,,,,,,,,,"29,400,000.00","20,929,974.00","20,290,000.00","20,290,000.00","5,501,614.06","16,064,571.99","26,949,718.42","29,131,810.44",,"9,200,000.00","13,400,000.00","93,415,900.00"
期末现金及现金等价物余额,"23,743,474.62","30,469,642.89","37,713,402.29","11,823,918.54","321,766,612.32","324,719,303.42","331,053,906.51","280,218,844.03","265,764,839.50","240,059,981.07","243,011,356.72","230,511,368.61","248,745,263.36","222,377,138.19","192,799,874.82","235,190,191.86","194,578,538.17","329,957,018.67","210,587,328.83","155,387,200.11","186,065,017.70","145,439,051.36","112,773,598.26","121,901,183.36","116,191,564.02"
