科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31
其他流动负债,,,"622,500.00","2,340,400.00","1,135,288.00",,,,
流动资产合计,"174,319,140.53","165,031,019.65","206,334,267.99","254,263,191.07","244,669,647.48","199,207,934.15","177,432,365.13","167,638,351.55","187,874,623.24"
流动负债合计,"258,366,407.86","232,959,224.25","256,746,873.58","297,508,191.76","302,683,161.08","286,038,961.43","333,833,566.92","352,925,570.82","383,866,183.67"
可供出售金融资产,,,,,,,,,
长期借款,,,,,,,,,
持有至到期投资,,,,,,,,,
应付债券,,,,,,,,,
长期应收款,,,,,,,,,
长期应付款,"17,351,482.73","15,761,482.73","14,171,482.73","12,541,482.73","11,075,871.63","83,574.40","7,686.94",,
长期股权投资,"4,655,000.00","4,655,000.00","5,145,000.00","5,145,000.00","5,145,000.00","4,319,312.66","4,319,312.66","3,608,726.60","3,608,726.60"
专项应付款,"5,420,000.00","5,420,000.00","1,800,000.00",,"1,300,000.00",,,,
投资性房地产,,,,"823,402.15","787,865.87","809,187.79","98,107.04","96,625.88","95,144.72"
预计负债,,,,,,,,,
固定资产,"445,590,704.91","430,868,405.96","424,732,654.45","414,643,560.51","406,204,117.51","401,109,129.10","398,752,715.98","410,843,999.70","403,723,781.80"
递延所得税负债,,,,,,,,,
在建工程,"2,779,977.69","6,751,410.20","66,556.62","1,691,804.99","5,541,716.17","7,105,204.53","11,056,602.61","604,908.30","3,420,421.33"
其他非流动负债,,,,,,"2,340,976.00","2,266,264.00","2,191,552.00","2,116,840.00"
工程物资,,,,,,,,,
非流动负债合计,"22,771,482.73","21,181,482.73","15,971,482.73","12,541,482.73","12,375,871.63","2,424,550.40","2,273,950.94","2,191,552.00","2,116,840.00"
固定资产清理,,,,,,"20,037.85",,,
负债合计,"281,137,890.59","254,140,706.98","272,718,356.31","310,049,674.49","315,059,032.71","288,463,511.83","336,107,517.86","355,117,122.82","385,983,023.67"
生产性生物资产,,,,,,,,,
实收资本(或股本),"187,207,488.00","187,207,488.00","187,207,488.00","187,207,488.00","187,207,488.00","187,207,488.00","187,207,488.00","187,207,488.00","187,207,488.00"
油气资产,,,,,,,,,
资本公积,"104,051,590.89","104,051,590.89","107,671,590.89","107,671,590.89","107,671,590.89","107,671,590.89","107,671,590.89","107,671,590.89","107,671,590.89"
无形资产,"5,337,793.30","5,293,076.23","5,248,359.16","5,203,642.09","5,166,681.04","5,129,719.99","46,476,465.37","46,234,935.19","45,993,405.01"
盈余公积,"16,462,810.92","16,462,810.92","16,462,810.92","18,466,449.31","17,691,943.26","18,637,303.34","18,637,303.34","18,666,369.64","18,666,369.64"
开发支出,,,,,,,,,
减:库存股,,,,,,,,,
商誉,,,,,,,,,
未分配利润,"39,863,809.29","45,612,016.76","52,018,479.94","50,922,700.22","34,698,822.51","6,138,074.30","-19,901,473.10","-47,642,023.53","-61,885,446.47"
长期待摊费用,,,,,,,,,
少数股东权益,"9,495,520.06","10,001,814.32","10,325,627.99","10,212,721.78","10,150,835.95","11,159,257.86","10,415,714.72","8,006,999.40","6,951,422.87"
递延所得税资产,"5,536,493.32","4,877,515.83","4,877,515.83","2,760,023.88","4,964,685.25","1,576,700.15","2,002,572.92",,
外币报表折算价差,,,,,,,,,
其他非流动资产,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,"121,654.10"
非流动资产合计,"463,899,969.22","452,445,408.22","440,070,086.06","430,267,433.62","427,810,065.84","420,069,292.07","462,705,776.58","461,389,195.67","456,841,479.46"
所有者权益(或股东权益)合计,"357,081,219.16","363,335,720.89","373,685,997.74","374,480,950.20","357,420,680.61","330,813,714.39","304,030,623.85","273,910,424.40","258,733,079.03"
资产总计,"638,219,109.75","617,476,427.87","646,404,354.05","684,530,624.69","672,479,713.32","619,277,226.22","640,138,141.71","629,027,547.22","644,716,102.70"
负债和所有者(或股东权益)合计,"638,219,109.75","617,476,427.87","646,404,354.05","684,530,624.69","672,479,713.32","619,277,226.22","640,138,141.71","629,027,547.22","644,716,102.70"
