科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
一年内到期的非流动负债,"11,491,014.68","22,338,806.00","15,114,418.19","12,252,857.66","19,525,187.42","17,903,970.07","14,031,111.01","11,962,924.76","12,013,021.12","11,213,881.18","15,776,772.84","15,278,567.60","7,187,797.97"
其他流动资产,"3,498,953.18","12,414,884.49","9,335,817.14","10,520,803.53","10,482,986.42","7,006,047.07","12,436,707.88","16,631,060.06","14,052,626.45","14,078,051.98","108,781,861.26","30,679,337.47","26,891,349.57"
其他流动负债,,,,,,,,,,,"1,093,426.24","841,035.84","1,093,426.24"
流动资产合计,"211,421,103.89","244,939,854.72","301,149,635.79","310,076,245.50","321,184,997.68","348,263,622.06","348,984,168.16","355,327,703.16","371,692,156.70","486,332,790.09","681,795,570.51","627,646,999.83","746,261,661.67"
流动负债合计,"199,780,961.41","266,731,472.22","321,805,581.92","323,913,749.62","326,606,189.82","213,668,263.37","275,261,929.57","297,264,619.15","329,128,854.33","419,556,539.22","617,856,584.97","620,818,138.15","790,179,008.33"
可供出售金融资产,,,,,,,,,,,"21,213,750.00","21,213,750.00",
长期借款,"16,775,000.00",,"2,600,000.00","4,350,000.00","10,490,000.00","12,490,000.00","8,690,000.00","8,690,000.00","7,690,000.00","7,690,000.00",,,
持有至到期投资,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,
长期应付款,"17,858,605.54","18,060,662.67","17,208,454.18","15,030,271.97","23,418,108.47","19,720,411.06","16,806,212.13","14,272,532.40","11,721,341.22","9,738,367.11","7,719,439.30","5,683,964.81","4,535,861.15"
长期股权投资,,,,,,,"39,011,725.41","40,028,981.35","41,205,749.60","42,440,679.86","56,543,203.14","57,385,112.21","23,162,222.05"
专项应付款,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,
固定资产,"153,922,959.81","250,412,133.31","257,065,757.24","253,866,894.16","248,918,430.90","244,350,552.22","245,804,349.71","241,292,824.56","305,850,852.00","326,320,269.39","327,469,322.25","319,731,755.94","311,788,889.08"
递延所得税负债,,,,,,,"775,758.81","775,758.81","761,545.36","761,545.36","751,595.94","751,595.94","6,635,207.86"
在建工程,"31,995,313.98","148,142.00","7,452,587.28","6,864,315.86","13,437,027.30","19,223,528.09","49,026,893.94","66,355,088.82","24,633,462.98","1,695,343.84","891,458.17","440,518.00","951,184.68"
其他非流动负债,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,
非流动负债合计,"40,058,115.23","23,097,355.68","24,295,043.37","23,660,444.78","37,981,864.90","36,297,953.94","30,146,805.93","27,400,418.31","23,622,305.79","21,631,157.13","12,591,542.39","10,535,101.75","14,744,863.06"
固定资产清理,,,,,,,,,,,,,
负债合计,"239,839,076.64","289,828,827.90","346,100,625.29","347,574,194.40","364,588,054.72","249,966,217.31","305,408,735.50","324,665,037.46","352,751,160.12","441,187,696.35","630,448,127.36","631,353,239.90","804,923,871.39"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"87,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00","87,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"35,965,289.46","35,965,289.46","35,965,289.46","35,965,289.46","35,965,289.46","143,046,949.90","145,226,195.05","145,226,195.05","145,226,195.05","145,226,195.05","145,226,195.05","145,226,195.05","145,226,195.05"
无形资产,"25,947,790.96","25,903,698.22","38,012,475.73","39,289,229.51","48,602,277.43","48,297,957.05","48,009,512.27","47,766,502.96","47,587,974.87","47,462,225.71","47,888,078.00","47,680,241.05","73,264,633.39"
盈余公积,"6,349,580.90","7,559,431.94","10,501,179.43","10,501,179.43","10,501,179.43","10,501,179.43","13,471,600.46","13,471,600.46","13,471,600.46","13,471,600.46","20,525,905.83","20,525,905.83","20,525,905.83"
开发支出,"16,140.00",,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"83,207,871.10","83,207,871.10"
商誉,,,,,,,,,,,,,"143,215,304.72"
未分配利润,"83,639,707.80","94,553,789.92","122,036,473.74","128,432,632.83","140,145,502.92","151,776,874.22","162,062,181.66","171,092,711.14","167,828,596.97","186,529,765.08","221,122,210.12","240,040,433.67","287,431,631.20"
长期待摊费用,"1,149,220.44","3,674,600.68","2,461,755.26","2,241,206.99","2,723,485.76","2,441,717.48","1,981,213.84","1,749,404.32","3,373,577.78","4,043,252.75","3,752,570.97","4,067,387.91","3,883,422.96"
少数股东权益,,"15,693,983.81","11,167,793.23","10,774,527.60","10,077,797.72","9,887,510.19","10,119,875.12","9,973,379.16","9,935,359.49","15,253,162.06","15,425,798.32","18,319,520.39","22,043,232.23"
递延所得税资产,"870,194.15","2,234,516.50","1,412,371.59","1,529,901.92","1,468,099.11","1,409,609.18","1,139,183.38","1,293,723.37","1,435,464.94","1,519,833.66","1,837,561.29","1,982,518.90","2,379,192.52"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,"27,470,855.47","3,288,304.09","5,215,853.48","6,379,277.31","11,941,938.80","17,189,938.06","18,328,458.34","26,611,981.25","9,432,051.57","7,882,596.37","6,940,197.98","7,232,691.60","6,938,779.85"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"241,372,474.81","285,661,394.80","311,620,800.58","310,170,825.75","327,091,259.30","332,913,302.08","403,301,336.89","425,098,506.63","433,519,133.74","431,364,201.58","466,536,141.80","459,733,975.61","565,583,629.25"
所有者权益(或股东权益)合计,"212,954,502.06","240,772,421.62","266,669,811.08","272,672,876.85","283,688,202.26","431,210,706.83","446,876,769.55","455,761,172.33","452,460,130.32","476,509,295.32","517,883,584.95","456,027,735.54","506,921,419.53"
资产总计,"452,793,578.70","530,601,249.52","612,770,436.37","620,247,071.25","648,276,256.98","681,176,924.14","752,285,505.05","780,426,209.79","805,211,290.44","917,696,991.67","1,148,331,712.31","1,087,380,975.44","1,311,845,290.92"
负债和所有者(或股东权益)合计,"452,793,578.70","530,601,249.52","612,770,436.37","620,247,071.25","648,276,256.98","681,176,924.14","752,285,505.05","780,426,209.79","805,211,290.44","917,696,991.67","1,148,331,712.31","1,087,380,975.44","1,311,845,290.92"
