科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"103,690,210.25","152,301,104.97","213,614,910.18","150,559,801.01","278,260,024.96","52,993,735.41","144,582,341.02","213,368,783.19","292,024,415.89","67,709,576.67","173,103,060.97","252,055,851.87","353,538,817.34","81,790,869.74","212,930,373.74","320,018,592.48","438,270,408.16","110,384,504.76","278,798,203.59","350,150,468.69","464,443,216.27","102,324,279.95","266,893,961.71","390,929,009.43","573,270,756.77","154,471,271.50"
取得借款收到的现金,"20,000,000.00",,,,,,,,,,"23,500,000.00","37,440,200.00","76,812,600.00","29,148,300.00","50,374,240.00","130,203,325.00","154,096,575.00","71,857,583.50","71,137,163.00","135,867,000.00","134,712,000.00",,"131,508,000.00","134,134,000.00","133,974,000.00","135,967,000.00"
支付的各项税费,"43,448,700.09","64,007,451.30","80,934,308.26","53,525,783.07","116,337,220.68","48,726,231.67","64,659,831.24","87,115,106.32","103,073,380.08","51,422,328.76","69,486,760.18","91,125,164.30","109,156,147.54","75,166,926.36","92,864,900.57","126,623,159.74","147,485,183.10","90,136,513.03","105,361,032.62","129,900,812.89","153,623,258.08","95,180,737.97","119,101,303.51","144,441,626.12","172,917,615.55","85,128,386.92"
收到其他与筹资活动有关的现金,"3,993,201.97","25,000,000.00",,,,"440,134.07","3,300,543.18","3,991,776.79","4,920,167.87","3,366,565.91","4,231,928.51","4,270,409.58","17,350,748.08",,"2,880.28","1,473,859.99","1,481,952.72",,,"24,607,240.05","43,179,169.09","342,533.00","1,540,453.08","16,957,682.52","790,521.33","579,302.54"
支付其他与经营活动有关的现金,"63,603,314.01","89,242,570.75","93,672,434.88","69,911,422.54","141,367,026.31","361,234,937.75","539,498,311.16","591,582,501.55","633,817,304.62","41,339,584.94","219,665,865.68","280,094,633.94","338,912,146.92","47,350,664.06","128,595,411.48","208,359,302.54","357,723,680.41","78,366,091.52","160,894,888.06","249,406,997.92","364,572,074.77","69,179,877.25","165,436,815.41","251,567,291.97","283,060,566.20","62,417,614.55"
筹资活动现金流入小计,"63,561,566.86","25,000,000.00",,,,"363,392,134.07","366,252,543.18","366,943,776.79","368,362,167.87","159,366,493.27","183,731,855.87","227,658,668.14","356,740,708.58","55,529,102.01","78,186,812.78","180,335,969.49","354,827,836.22","848,214,694.50","847,905,187.20","941,749,684.09","996,135,446.67","342,533.00","153,818,714.20","156,855,487.08","156,020,339.21","136,546,302.54"
经营活动现金流出小计,"266,292,715.20","419,432,214.20","490,967,254.91","351,457,809.98","640,860,128.17","541,802,110.76","855,864,520.10","1,034,880,412.49","1,208,271,363.63","225,042,100.12","541,972,299.87","735,722,215.94","962,039,799.39","262,545,391.22","542,150,565.03","814,102,858.54","1,139,719,273.30","337,183,177.71","641,328,970.02","896,416,975.56","1,300,675,366.27","345,724,441.43","681,351,970.32","1,029,633,588.03","1,422,690,328.02","411,690,182.88"
偿还债务支付的现金,,"20,000,000.00",,,,,,,,,"16,000,000.00","21,000,000.00","53,000,000.00","7,000,000.00","11,500,000.00","19,200,000.00","52,200,000.00","20,030,000.00","47,948,800.00","68,996,750.00","68,908,000.00",,"131,508,000.00","134,134,000.00","133,974,000.00","210,748,850.00"
经营活动产生的现金流量净额,"114,371,655.72","46,093,901.34","26,317,212.83","-106,914,289.39","11,765,377.31","50,759,507.07","-42,693,915.38","-40,737,040.90","99,048,896.15","-64,222,864.51","-53,479,752.36","-42,874,054.89","135,334,037.80","-56,793,338.30","-117,147,829.05","-95,605,806.45","93,622,173.45","-80,511,555.93","-106,207,671.11","-90,629,592.51","75,891,136.51","-95,008,537.21","-111,762,512.40","-96,747,031.56","85,480,342.50","-119,402,216.01"
分配股利、利润或偿还利息支付的现金,"15,772,697.09","6,366,069.58",,,,,"22,842,000.00","22,842,000.00","22,842,000.00","687,184.44","26,495,378.00","32,145,562.25","32,548,133.87","782,989.52","1,622,273.15","42,526,137.30","43,645,428.75","663,878.71","41,663,834.94","51,040,807.48","51,709,375.08","2,844,756.24","4,981,467.88","54,080,447.55","57,318,895.62","2,633,749.18"
收回投资收到的现金,,"5,200,000.00","80,000,000.00",,,,,,,,,,,,,,,,,"448,880.60","5,373,321.03",,,"1,456,000.00","4,500,000.00",
支付其他与筹资活动有关的现金,"29,453,854.69",,"1,092,370.10",,,"5,268,287.00","6,272,854.84","6,338,092.44","6,702,162.20","371,073.17","1,493,540.51","1,614,764.98","2,689,459.88","22,172,480.69","77,776,749.08","106,879,118.68","109,064,548.83","184,514,386.90","190,726,491.60","193,888,236.80","218,865,649.16","377,739.30","38,247,265.39","47,389,784.26","51,719,772.27","8,297,131.44"
取得投资收益收到的现金,,,"111,223.77",,,,,,,,,,,,,,,,,"8,096,182.75","38,655,781.13","3,312,028.00","17,916,350.08","26,301,754.56","37,782,936.27","3,704,235.88"
筹资活动现金流出小计,"45,226,551.78","26,366,069.58","1,092,370.10",,,"5,268,287.00","29,114,854.84","29,180,092.44","29,544,162.20","1,058,257.61","43,988,918.51","54,760,327.23","88,237,593.75","29,955,470.21","90,899,022.23","168,605,255.98","204,909,977.58","205,208,265.61","280,339,126.54","313,925,794.28","339,483,024.24","3,222,495.54","174,736,733.27","235,604,231.81","243,012,667.89","221,679,730.62"
处置固定资产、无形资产和其他长期资产收回的现金净额,"430,700.21","6,142.50","21,261.44","64,520.00","105,669.00","9,130.52","15,415.52","21,220.52","75,506.52","29,261.00","36,836.00","57,774.00","67,363.46","3,650.00","11,797.01","19,542.11","36,077.16","3,600.00","8,571.46","17,305.46","21,809.83","8,975.45","16,890.66","173,859.44","181,255.95","5,026.65"
筹资活动产生的现金流量净额,"18,335,015.08","-1,366,069.58","-1,092,370.10",,,"358,123,847.07","337,137,688.34","337,763,684.35","338,818,005.67","158,308,235.66","139,742,937.36","172,898,340.91","268,503,114.83","25,573,631.80","-12,712,209.45","11,730,713.51","149,917,858.64","643,006,428.89","567,566,060.66","627,823,889.81","656,652,422.43","-2,879,962.54","-20,918,019.07","-78,748,744.73","-86,992,328.68","-85,133,428.08"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-72,698.84","-121,532.23","-551,635.41","-450,464.03","-95,206.68","565,804.88","12,341.64","-838,857.35","-245,145.49","-76,971.21","-254,771.91","29,340.90","379,068.70","32,507.59","-215,617.64","326,975.40","382,304.28","-366,676.47","1,620,119.69","7,282,044.90","-1,964,045.71","-1,434,171.95","532,204.74","2,114,148.29","3,021,019.69","-742,360.27"
收到其他与投资活动有关的现金,,"9,188,709.88",,,,,,,,,,,,,,,,,"86,316,766.66","958,000,000.00","2,153,000,000.00","425,000,000.00","1,426,000,000.00","1,852,800,000.00","3,042,800,000.00","476,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"430,700.21","14,394,852.38","80,132,485.21","64,520.00","105,669.00","9,130.52","15,415.52","21,220.52","75,506.52","29,261.00","36,836.00","57,774.00","67,363.46","3,650.00","11,797.01","19,542.11","36,077.16","3,600.00","86,325,338.12","966,562,368.81","2,197,050,911.99","428,321,003.45","1,443,933,240.74","1,880,731,614.00","3,085,264,192.22","479,709,262.53"
五、现金及现金等价物净增加额,"128,334,892.06","24,295,158.51","9,455,581.53","-112,529,726.42","-7,537,568.80","397,041,341.14","269,365,991.17","258,175,006.68","379,412,004.44","70,713,135.49","-114,754,804.86","-145,915,375.76","110,062,987.65","-54,822,394.15","-185,117,852.49","-171,005,057.38","114,858,629.75","547,346,345.04","-457,659,108.79","-495,132,600.47","628,983,882.89","-1,127,256,670.64","-515,923,347.55","-1,095,967,254.02","-508,225,400.77","-476,150,662.92"
购建固定资产、无形资产和其他长期资产支付的现金,"4,729,780.11","34,705,993.40","15,350,111.00","5,229,493.00","19,313,408.43","12,416,948.40","25,105,538.95","38,033,999.94","48,585,068.41","10,756,525.45","25,966,286.14","41,003,008.87","58,938,542.21","17,161,456.25","37,459,579.02","69,828,477.70","98,731,995.04","10,285,361.45","17,602,846.15","70,791,591.48","121,675,342.33","28,255,002.39","49,708,261.56","85,396,120.02","116,198,626.50","25,581,101.09"
期初现金及现金等价物余额,"69,887,377.46","198,222,269.52","222,517,428.03","231,973,009.56","231,973,009.56","224,435,440.76","224,435,440.76","225,053,039.85","224,435,440.76","623,277,506.16","607,373,538.95","606,415,570.70","603,847,445.21","729,893,016.97","713,910,432.86","713,910,432.86","713,910,432.86","834,752,494.42","828,769,062.61","828,769,062.61","828,769,062.61","1,458,338,917.53","1,457,752,945.50","1,457,752,945.50","1,457,752,945.50","948,316,184.97"
投资支付的现金,,,"80,000,000.00",,,,,,"9,700,000.00","12,568,000.00","31,460,000.00","91,650,000.00","91,650,000.00","6,477,388.99","17,593,494.34","17,647,084.25","30,367,788.74","4,500,000.00","17,359,900.00","17,379,510.00","23,971,200.00",,,"20,000,000.00","20,000,000.00","6,000,000.00"
期末现金及现金等价物余额,"198,222,269.52","222,517,428.03","231,973,009.56","119,443,283.14","224,435,440.76","621,476,781.90","493,801,431.93","483,228,046.53","603,847,445.20","693,990,641.65","492,618,734.09","460,500,194.94","713,910,432.86","675,070,622.82","528,792,580.37","542,905,375.48","828,769,062.61","1,382,098,839.46","371,109,953.82","333,636,462.14","1,457,752,945.50","331,082,246.89","941,829,597.95","361,785,691.48","949,527,544.73","472,165,522.05"
