科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他流动资产,,,"999,230.15",,,,"290,000,000.00","495,076,603.39","312,066,578.27","3,061,232.65"
其他流动负债,,,,,,,,,,
流动资产合计,"152,695,130.07","225,905,480.78","370,160,144.18","401,969,927.56",,"563,939,130.25","1,005,491,863.62","1,045,037,972.52","929,629,212.20","1,150,051,641.00"
流动负债合计,"117,596,805.24","149,870,486.14","224,669,901.77","225,297,551.75",,"350,525,147.87","291,579,862.66","333,555,691.59","339,346,465.65","494,518,132.68"
可供出售金融资产,,,,,,,,,,
长期借款,,,,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,"2,305,366.78","2,305,366.78",,"2,305,366.78","2,305,366.78","2,305,366.78","2,305,366.78","2,305,366.78"
固定资产,"181,404,998.52","174,953,125.37","183,935,196.94","178,462,807.75",,"178,646,814.03","176,411,266.68","179,399,736.32","186,723,840.51","186,286,418.85"
递延所得税负债,,,,,,,,,,
在建工程,"933,681.85","4,131,087.29","244,239.31","8,226,837.56",,"5,994,458.86","9,983,658.54","15,571,132.42","40,786,520.59","153,261,335.10"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"15,004,378.40","13,004,279.60","13,309,547.58","12,309,498.18",,"54,706,848.78","54,206,824.08","68,806,799.38","68,306,774.68","146,028,429.98"
固定资产清理,,,,,,,,,,
负债合计,"132,601,183.64","162,874,765.74","237,979,449.35","237,607,049.93","290,126,099.29","405,231,996.65","345,786,686.74","402,362,490.97","407,653,240.33","640,546,562.66"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"60,606,061.00","60,606,061.00","60,606,061.00","60,606,061.00",,"60,606,061.00","80,816,061.00","80,816,061.00","80,816,061.00","80,816,061.00"
油气资产,,,,,,,,,,
资本公积,"91,276,006.41","91,276,006.41","91,276,006.41","91,276,006.41",,"91,276,006.41","517,590,522.04","517,590,522.04","517,590,522.04","517,590,522.04"
无形资产,"34,716,946.33","34,268,543.69","33,376,232.94","33,020,936.68",,"77,352,468.55","77,459,202.14","93,494,599.18","167,209,399.95","168,498,789.93"
盈余公积,"10,833,826.60","16,832,370.20","26,077,398.93","26,077,398.93",,"36,649,375.70","36,649,375.70","36,649,375.70","36,649,375.70","50,135,373.72"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"77,581,721.85","112,279,467.95","176,761,995.73","211,080,180.31",,"255,550,381.75","274,936,281.83","281,846,788.87","311,407,032.40","346,459,571.10"
长期待摊费用,,,,,,,,,,
少数股东权益,,,,,,,"40,014,008.59","39,942,042.72","40,184,616.61","72,038,016.10"
递延所得税资产,"460,376.92","666,743.01","1,354,614.55","1,574,421.33",,"8,482,460.03","8,501,613.92","8,621,365.76","9,104,704.73","25,446,761.98"
外币报表折算价差,,,,,,,,,,
其他非流动资产,"2,687,665.81","3,943,691.16","3,630,483.50","3,391,765.70",,"14,898,489.79","17,945,331.00","17,082,475.10","60,847,170.10","24,041,159.76"
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"220,203,669.43","217,963,190.52","222,540,767.24","224,676,769.02",,"285,374,691.26","290,301,072.28","314,169,308.78","464,671,635.88","557,534,465.62"
所有者权益(或股东权益)合计,"240,297,615.86","280,993,905.56","354,721,462.07","389,039,646.65","418,834,623.53","444,081,824.86","950,006,249.16","956,844,790.33","986,647,607.75","1,067,039,543.96"
资产总计,"372,898,799.50","443,868,671.30","592,700,911.42","626,646,696.58","708,960,722.82","849,313,821.51","1,295,792,935.90","1,359,207,281.30","1,394,300,848.08","1,707,586,106.62"
负债和所有者(或股东权益)合计,"372,898,799.50","443,868,671.30","592,700,911.42","626,646,696.58",,"849,313,821.51","1,295,792,935.90","1,359,207,281.30","1,394,300,848.08","1,707,586,106.62"
