科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"7,662,135.46","5,815,193.72","8,482,606.13","21,685,530.02","26,430,485.68","35,500,292.10","20,506,304.47","36,624,861.59","38,912,805.27","40,635,531.74","21,755,545.96","33,356,263.97","33,997,011.11","34,204,648.18","24,499,918.11","32,006,635.49","55,765,071.62","59,560,018.02","71,874,936.87","87,310,664.44","81,440,558.90","103,681,774.58","69,132,508.16","79,533,739.61","77,173,233.77","74,599,738.75","73,900,740.56"
应付职工薪酬,"15,690,040.28","25,223,545.13","26,164,364.79","5,437,776.90","12,870,072.36","16,258,616.54","21,834,909.00","8,211,843.20","9,756,930.83","21,118,339.10","25,083,738.68","11,277,956.91","9,943,415.77","26,499,661.33","29,442,599.38","21,854,716.56","31,396,808.05","32,379,376.67","51,420,945.49","38,649,880.90","53,678,939.23","69,931,824.49","60,267,659.35","34,017,020.61","40,129,965.95","46,027,224.42","62,718,102.59"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,383,473.22","8,850,622.95","9,332,937.93","11,510,287.39","7,580,024.91","7,940,371.19","16,981,723.51","14,581,471.86","7,265,075.29","6,807,870.35","13,890,441.41","15,281,439.39","10,361,875.37","13,878,231.80","20,236,819.01","18,178,497.67","15,965,947.21","17,540,695.04","18,407,142.22","20,794,993.62","35,696,487.91","28,632,279.57","32,753,706.55","33,069,860.33","53,533,059.88","45,498,033.92","60,500,901.52"
应收利息,,,,,,,,,"647,298.01","495,966.97","315,503.52","670,486.26","11,665.18","38,371.66","81,879.45",,,,,,"452,219.18","3,623,068.48",,,"414,383.56","1,260,537.67","179,887.50"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,"87,248.80","81,356.10","81,666.67"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"12,948,171.31","23,083,924.61","41,820,407.85","80,529,506.02","106,411,983.79","91,869,771.53","108,009,646.86","124,204,266.24","137,829,073.21","151,139,290.79","131,999,391.17","156,011,401.42","153,674,430.26","165,088,547.05","150,248,392.16","170,068,062.47","183,205,816.93","172,201,494.99","162,107,199.59","365,771,663.08","352,779,800.98","313,424,525.06","339,578,890.29","343,004,506.02","358,273,315.52","358,110,664.08","318,035,447.96"
其他应付款,"5,658,599.97","10,998,530.66","13,191,475.32","6,225,585.24","12,840,751.93","12,790,945.62","17,209,735.80","8,583,861.21","14,029,880.13","16,358,657.83","13,796,087.97","16,023,268.77","32,678,725.15","33,532,266.21","29,364,362.22","23,188,283.70","30,659,914.98","29,154,310.84","48,216,701.27","546,263,081.44","251,655,913.85","270,750,926.03","265,921,964.42","113,843,030.20","356,543,594.88","130,484,261.55","220,464,095.35"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"464,506.37","42,138.66",,,,,,,,"294,880.00",,"808,849.00",,,"1,573,967.81","1,138,125.17","413,551.05","273,865.60","2,137,583.67","54,094,466.07","430,561,688.47","406,599,421.68","65,057,422.27","51,568,484.99","51,841,275.15","236,447,606.66","157,645,072.03"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"118,693,713.22","218,694,561.63","273,596,392.26","282,040,658.37","670,703,674.24","620,541,241.98","701,128,331.54","642,209,352.98","689,509,935.27","650,466,381.88","711,934,335.23","675,391,366.16","628,335,525.68","683,389,592.00","787,256,524.33","702,182,292.01","751,159,411.23","783,000,526.66","909,730,152.26","2,088,860,209.73","1,908,027,543.58","1,949,975,449.47","2,139,308,753.65","1,886,039,287.42","2,418,453,498.83","2,121,904,974.34","2,331,662,165.39"
流动负债合计,"41,980,495.92","88,893,794.66","90,334,187.19","75,535,168.85","126,304,907.03","80,887,972.20","146,215,991.29","71,430,748.96","112,993,229.41","123,523,788.12","183,924,144.06","137,730,688.72","150,881,883.81","195,811,093.89","285,043,347.65","182,511,203.82","234,365,606.45","261,214,416.00","356,438,915.75","1,017,793,826.22","711,779,650.68","729,439,519.39","884,893,935.66","607,893,531.05","990,316,385.49","648,804,879.04","981,266,410.41"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"2,000,000.00","97,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","3,500,000.00","15,000,000.00","190,358,712.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,"10,790,745.07","10,604,087.13","10,628,110.67","10,241,733.31","9,344,515.67","9,096,078.73","8,875,882.95","8,218,250.51","7,933,667.61","8,053,339.97","6,994,551.44","7,099,763.95","7,129,007.82","5,943,256.35","5,458,468.99"
长期应付款,,,,,,,,,,,,,"2,393,076.47","2,374,010.48","2,338,570.82","2,230,935.91","2,229,300.40","2,194,299.64","1,929,252.41","1,869,920.66","1,834,432.86","1,807,577.01","1,552,246.51","1,491,732.96","1,429,002.38","1,362,174.39","1,126,114.90"
长期股权投资,,,,,,,,,,,,,"53,068,552.49","53,918,746.65","39,794,061.73","39,148,577.28","42,854,958.49","56,872,954.68","29,446,262.76","30,764,955.27","30,015,645.48","29,315,602.57","19,724,544.52","19,911,678.49","19,783,585.07","19,104,318.91","21,295,743.68"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"972,141.29","625,674.33","987,500.00","547,670.00","352,517.00","377,764.00","185,090.00","185,090.00","1,090,194.00","927,720.00","236,000.00","204,626.80","238,500.00","114,868.19","218,000.00","206,758.09","595,711.47","305,862.07","750,572.48","723,086.63","717,871.76","693,862.99","845,927.88","711,939.69","1,831,992.49","1,902,072.41","1,546,945.17"
固定资产,"11,503,702.88","12,405,630.03","16,023,717.98","15,407,883.59","15,380,881.91","16,189,675.76","14,964,840.28","13,867,955.91","14,685,845.81","15,405,106.31","16,039,463.38","79,428,479.26","82,127,485.37","81,102,302.74","81,641,129.58","80,133,147.89","81,075,526.39","82,211,135.90","87,514,140.52","89,942,358.18","91,241,208.66","117,904,434.55","126,132,736.04","146,814,801.17","247,525,839.88","244,919,204.11","246,288,446.88"
递延所得税负债,,,,,,,,,,,,,,,,,,,,"2,619,204.43","2,416,724.13","2,244,185.98","2,398,639.84","2,315,928.12","12,990,500.41","12,780,534.63","8,233,105.94"
在建工程,,,,,,"158,722.17",,,,"55,059,846.00","57,583,596.00",,,,"3,522,407.50","4,594,005.84","4,594,005.84","4,953,195.93",,,,,,,,"2,790,633.00","3,819,563.00"
其他非流动负债,"300,000.00",,"20,000.00","20,000.00","20,000.00","5,945.00","933,333.33","883,333.35",,,,,,"2,000,000.00",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,272,141.29","625,674.33","1,007,500.00","567,670.00","372,517.00","383,709.00","1,118,423.33","1,068,423.35","1,090,194.00","927,720.00","236,000.00","204,626.80","2,631,576.47","4,488,878.67","4,708,976.59","4,437,129.81","4,678,445.36","4,231,848.02","4,228,845.73","5,571,240.04","5,286,390.40","5,021,320.96","5,030,842.54","4,711,962.41","17,461,772.83","17,213,392.31","12,033,110.22"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"43,252,637.21","89,519,468.99","91,341,687.19","76,102,838.85","126,677,424.03","81,271,681.20","147,334,414.62","72,499,172.31","114,083,423.41","124,451,508.12","184,160,144.06","137,935,315.52","153,513,460.28","200,299,972.56","289,752,324.24","186,948,333.63","239,044,051.81","265,446,264.02","360,667,761.48","1,023,365,066.26","717,066,041.08","734,460,840.35","889,924,778.20","612,605,493.46","1,007,778,158.32","666,018,271.35","993,299,520.63"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,800,000.00","66,000,000.00","66,000,000.00","66,000,000.00","88,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","176,000,000.00","228,800,000.00","228,800,000.00","228,800,000.00","228,800,000.00","228,800,000.00","228,800,000.00","228,800,000.00","277,456,335.00","443,930,136.00","443,930,136.00","443,930,136.00","443,930,136.00","882,445,986.00","882,445,986.00","893,983,686.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"35,043,736.44","35,043,736.44","35,043,736.44","349,983,403.13","261,983,403.13","261,955,278.44","261,955,278.44","261,955,278.44","261,955,278.44","261,955,278.44","261,955,278.44","209,155,278.44","209,155,278.44","209,155,278.44","209,155,278.44","209,155,278.44","209,155,278.44","209,155,278.44","1,634,088,459.19","1,467,596,443.25","1,467,596,443.25","1,467,596,443.25","1,467,596,443.25","2,045,550,289.98","2,045,550,289.98","2,116,477,516.49"
无形资产,,"197,643.09","153,722.37","888,944.94","1,140,164.44","7,500,566.99","8,059,393.33","7,629,527.41","7,894,449.59","7,412,300.22","8,661,313.64","8,089,017.33","7,572,476.09","7,592,282.12","8,365,135.93","7,695,972.83","7,161,524.03","6,488,115.87","11,467,799.91","21,417,103.19","20,096,453.66","20,975,784.26","26,677,347.27","24,841,893.08","65,042,366.06","62,794,108.75","61,649,772.47"
盈余公积,"7,151,536.97","2,650,171.75","7,112,576.83","7,112,576.83","7,112,576.83","7,112,576.83","14,108,605.79","14,108,605.79","14,108,605.79","14,108,605.79","17,912,256.17","17,912,256.17","17,912,256.17","17,912,256.17","21,468,858.20","21,468,858.20","21,468,858.20","21,468,858.20","28,221,617.29","28,221,617.29","28,221,617.29","28,221,617.29","36,277,282.23","36,277,282.23","36,277,282.23","36,277,282.23","42,053,024.73"
开发支出,,,,,"8,070,910.02","1,828,747.57","1,828,747.57","1,828,747.57","1,844,247.57","2,098,008.28","1,841,677.34","1,878,109.51","1,878,109.51","2,658,124.55","2,585,923.25","4,922,476.29","7,461,265.53","7,774,430.44","124,000.00",,,,,"1,981,541.22",,"793,069.04","749,900.95"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,379,376.00"
商誉,"10,885,684.29","10,860,535.24","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","8,546,479.98","899,583,412.59","899,583,412.59","899,583,412.59","901,214,621.81","901,214,621.81","1,660,937,867.84","1,660,937,867.84","1,656,795,398.40"
未分配利润,"80,981,223.06","55,063,001.77","105,082,576.14","129,071,329.40","138,283,097.24","134,928,069.50","146,460,338.65","160,914,316.25","168,092,877.85","174,815,458.81","181,188,770.89","196,143,495.35","197,227,657.98","206,877,686.58","216,351,046.63","233,636,141.25","236,890,615.69","254,448,732.33","260,744,105.55","301,078,896.04","331,639,205.16","383,181,750.71","409,553,900.23","458,323,889.52","477,437,165.76","534,548,766.41","599,589,956.79"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,"688,014.43","654,326.69","613,251.21","623,717.43","820,895.99"
少数股东权益,"344,390.36","531,756.71","194,211.54","170,093.46","100,600.13","74,295.93",,,,,,,"2,416,978.84","2,146,756.79","-374,929.76","-499,153.17","533,313.45","2,457,738.35","822,424.11","889,583.46","166,054.46","2,282,158.65","4,131,311.06","3,511,513.18","7,206,473.41","3,516,305.37","-1,531,891.54"
递延所得税资产,"1,446,687.21","6,649,765.67","6,454,475.55","6,616,608.10","6,314,990.77","6,604,592.14","11,330,844.80","11,395,308.94","11,759,227.27","12,342,728.49","16,609,583.99","16,612,893.24","16,706,257.52","17,380,335.37","22,812,804.78","22,044,772.92","23,694,430.43","22,833,953.15","26,523,063.78","28,255,225.03","28,786,522.92","31,864,922.84","27,934,290.07","29,683,498.20","32,819,863.77","32,748,683.37","31,433,135.99"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"4,183,404.71","1,058,442.74","935,042.74",,"738,991.74","2,003,345.61","890,075.22","797,068.20","1,715,138.56"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"23,836,074.38","30,113,574.03","31,178,395.88","31,459,916.61","39,453,427.12","40,828,784.61","44,730,305.96","43,268,019.81","44,730,250.22","100,864,469.28","109,282,114.33","114,554,979.32","180,690,106.03","181,802,358.54","177,896,053.42","177,327,166.34","184,732,706.36","198,776,344.68","178,681,034.61","1,176,239,747.51","1,080,591,953.66","1,109,697,496.78","1,112,105,097.32","1,136,205,470.22","2,038,241,856.87","2,046,451,927.00","2,220,385,176.91"
所有者权益(或股东权益)合计,"99,277,150.39","159,288,666.67","213,433,100.95","237,397,736.13","583,479,677.33","580,098,345.39","598,524,222.88","612,978,200.48","620,156,762.08","626,879,343.04","637,056,305.50","652,011,029.96","655,512,171.43","664,891,977.98","675,400,253.51","692,561,124.72","696,848,065.78","716,330,607.32","727,743,425.39","2,241,734,890.98","2,271,553,456.16","2,325,212,105.90","2,361,489,072.77","2,409,639,264.18","3,448,917,197.38","3,502,338,629.99","3,558,747,821.67"
资产总计,"142,529,787.60","248,808,135.66","304,774,788.14","313,500,574.98","710,157,101.36","661,370,026.59","745,858,637.50","685,477,372.79","734,240,185.49","751,330,851.16","821,216,449.56","789,946,345.48","809,025,631.71","865,191,950.54","965,152,577.75","879,509,458.35","935,892,117.59","981,776,871.34","1,088,411,186.87","3,265,099,957.24","2,988,619,497.24","3,059,672,946.25","3,251,413,850.97","3,022,244,757.64","4,456,695,355.70","4,168,356,901.34","4,552,047,342.30"
负债和所有者(或股东权益)合计,"142,529,787.60","248,808,135.66","304,774,788.14","313,500,574.98","710,157,101.36","661,370,026.59","745,858,637.50","685,477,372.79","734,240,185.49","751,330,851.16","821,216,449.56","789,946,345.48","809,025,631.71","865,191,950.54","965,152,577.75","879,509,458.35","935,892,117.59","981,776,871.34","1,088,411,186.87","3,265,099,957.24","2,988,619,497.24","3,059,672,946.25","3,251,413,850.97","3,022,244,757.64","4,456,695,355.70","4,168,356,901.34","4,552,047,342.30"
