科目,2012-12-31,2013-12-31,2014-12-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付职工薪酬,"6,494,544.41","7,974,511.82","7,420,526.81","5,911,219.71","9,729,515.24","2,790,258.10","7,700,551.74","8,290,256.14","13,534,546.00","1,975,734.87","8,886,741.43","8,492,944.96","12,578,253.21"
应收关联公司款,,,,,,,,,,,,,
应交税费,"3,665,032.21","4,368,152.09","5,617,852.14","1,747,340.55","5,480,917.87","7,343,468.82","8,010,144.24","7,000,519.21","17,753,238.41","14,588,334.25","15,605,417.33","8,322,729.26","1,086,590.79"
应收利息,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,"12,083.33"
应收股利,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,
存货,"34,693,066.95","39,063,153.66","42,481,651.50","51,572,338.59","70,102,510.32","88,968,832.13","93,631,636.62","131,898,770.90","147,504,258.84","115,238,622.10","131,173,380.89","140,869,752.01","140,787,371.92"
其他应付款,"1,471,826.84","2,279,981.44","2,508,348.12","4,133,455.04","5,286,252.80","17,297,688.81","9,951,093.20","11,671,116.23","19,340,407.33","11,234,961.42","21,303,800.26","15,963,779.95","23,476,348.88"
其中:消耗性生物资产,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,
其他流动资产,,,,,"601,136.83","5,064,269.31","1,789,064.65","6,094,977.59","292,535.92","5,545,983.76","553,658.56","1,006,057.59","3,934,565.95"
其他流动负债,,,,,,,,,,,,,
流动资产合计,"129,510,866.42","181,452,465.50","239,811,095.66","259,941,480.95","347,988,179.97","583,050,522.17","661,790,787.76","788,960,926.57","947,277,271.35","930,386,583.65","832,379,784.19","904,670,221.59","986,681,776.93"
流动负债合计,"42,797,064.07","42,617,032.54","57,803,400.54","54,160,302.75","117,877,475.08","116,002,024.84","171,215,274.43","263,405,702.94","391,587,475.71","340,133,568.94","312,314,362.62","348,149,198.94","414,612,592.92"
可供出售金融资产,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"74,984,105.75","74,984,146.07","74,984,145.75"
专项应付款,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,
固定资产,"2,806,703.98","2,331,525.30","2,785,030.08","2,420,589.96","2,605,129.42","2,485,772.91","3,703,420.22","5,987,366.03","38,970,736.69","38,944,422.07","38,764,335.39","38,933,435.59","41,631,257.73"
递延所得税负债,,,,,,,,,,,,,
在建工程,,,"262,380.00","9,821,950.02","16,787,980.34","19,482,718.34","19,802,518.34","19,791,122.37",,"13,834.50","1,247,296.37","625,014.75",
其他非流动负债,"56,000.00","912,000.00","336,000.00",,,,,,,,"194,655.00","192,093.75",
工程物资,,,,,,,,,,,,,
非流动负债合计,"56,000.00","912,000.00","336,000.00",,,,,,,,"194,655.00","192,093.75","189,532.50"
固定资产清理,,,,,,,,,,,,,
负债合计,"42,853,064.07","43,529,032.54","58,139,400.54","54,160,302.75","117,877,475.08","116,002,024.84","171,215,274.43","263,405,702.94","391,587,475.71","340,133,568.94","312,509,017.62","348,341,292.69","414,802,125.42"
生产性生物资产,,,,,,,,,,,,,
实收资本(或股本),"39,000,000.00","39,000,000.00","39,000,000.00","39,000,000.00","39,000,000.00","52,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00"
油气资产,,,,,,,,,,,,,
资本公积,"37,519,592.97","37,519,592.97","37,519,592.97","37,519,592.97","37,519,592.97","238,329,592.97","186,329,592.97","186,329,592.97","186,329,592.97","186,329,592.97","82,329,592.97","82,329,592.97","82,329,592.97"
无形资产,"53,599.24","4,224,271.22","4,125,710.92","3,914,527.93","3,831,946.22","3,761,609.53","3,752,902.43","3,709,513.06","3,722,470.27","3,681,347.39","3,675,587.92","3,718,833.62","3,711,547.49"
盈余公积,"1,412,878.79","7,355,586.65","12,462,528.60","12,462,528.60","19,553,603.09","19,553,603.09","19,553,603.09","19,553,603.09","35,273,242.24","35,273,242.24","35,273,242.24","35,273,242.24","48,398,652.30"
开发支出,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,
未分配利润,"12,712,546.61","61,590,650.21","101,171,994.16","134,813,644.81","160,020,021.51","185,819,033.27","212,055,393.53","250,383,090.57","283,975,056.46","318,547,305.38","323,615,662.72","359,729,564.93","367,918,084.59"
长期待摊费用,"712,381.65","313,073.37",,,,,,"131,514.22","1,364,881.68","1,376,210.72","1,447,522.13","1,579,522.58","1,679,591.23"
少数股东权益,,,,,,,,,,,,,
递延所得税资产,"414,531.15","673,526.98","1,309,299.61","1,857,520.27","2,757,456.70","2,923,631.22","4,104,235.27","5,091,547.32","9,541,640.95","9,881,311.20","9,228,883.80","9,162,518.63","10,620,548.93"
外币报表折算价差,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"288,366.44",,,,"2,139,587.22"
非正常经营项目收益调整,,,,,,,,,,,,,
非流动资产合计,"3,987,216.02","7,542,396.87","8,482,420.61","18,014,588.18","25,982,512.68","28,653,732.00","31,363,076.26","34,711,063.00","53,888,096.03","53,897,125.88","129,347,731.36","129,003,471.24","134,766,678.35"
所有者权益(或股东权益)合计,"90,645,018.37","145,465,829.83","190,154,115.73","223,795,766.38","256,093,217.57","495,702,229.33","521,938,589.59","560,266,286.63","609,577,891.67","644,150,140.59","649,218,497.93","685,332,400.14","706,646,329.86"
资产总计,"133,498,082.44","188,994,862.37","248,293,516.27","277,956,069.13","373,970,692.65","611,704,254.17","693,153,864.02","823,671,989.57","1,001,165,367.38","984,283,709.53","961,727,515.55","1,033,673,692.83","1,121,448,455.28"
负债和所有者(或股东权益)合计,"133,498,082.44","188,994,862.37","248,293,516.27","277,956,069.13","373,970,692.65","611,704,254.17","693,153,864.02","823,671,989.57","1,001,165,367.38","984,283,709.53","961,727,515.55","1,033,673,692.83","1,121,448,455.28"
