科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应交税费,"6,550,564.76","6,117,650.12","7,389,672.39","9,715,961.33","3,259,002.16","9,841,226.27","7,084,663.91","16,533,646.59","15,381,520.56","11,314,447.40","11,767,039.26","13,611,336.30","18,217,961.97","9,794,448.65","9,107,813.97","9,078,276.79","23,747,787.68","25,727,499.50","9,261,700.48","21,853,691.49","23,289,780.47","35,815,438.54","2,175,807.92","9,002,614.28","9,581,396.32","35,062,292.69","23,071,465.69"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,"15,050.00","15,050.00","13,545.00","7,549.69",,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,"81,600.00","81,600.00","81,600.00","81,600.00","81,600.00","81,600.00","81,600.00","68,010,376.99","81,600.00","81,600.00","81,600.00","81,600.00","81,600.00","81,600.00","413,376.00","359,376.00","218,371.20","218,371.20"
存货,"111,876,752.62","194,348,087.27","221,168,575.08","234,003,525.32","249,387,249.26","280,303,316.75","314,702,353.21","285,137,755.18","339,603,876.58","295,684,983.84","367,694,593.89","336,052,317.16","335,947,534.59","312,645,796.10","368,026,727.78","366,322,716.59","340,249,385.20","303,856,494.24","360,494,000.75","337,599,122.94","302,923,681.75","303,029,277.25","334,723,862.16","390,599,556.00","373,918,712.63","298,063,935.84","319,196,079.74"
其他应付款,"19,460,965.24","43,427,595.85","58,714,571.17","60,535,845.49","47,976,553.98","49,122,607.80","40,265,451.53","53,737,032.60","56,587,834.65","40,078,593.56","40,761,244.96","34,415,520.57","41,927,250.78","35,638,184.44","26,209,820.43","29,901,276.44","35,842,211.18","106,293,604.72","48,847,732.69","64,371,626.30","52,872,422.88","58,318,941.27","55,445,414.31","547,786,776.44","613,765,368.35","546,051,724.02","513,876,853.77"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"9,300,000.00",,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","500,000.00","51,000,000.00","52,500,000.00","51,500,000.00","1,000,000.00","1,000,000.00","52,500,000.00","52,500,000.00","4,000,000.00",,"56,000,000.00","56,000,000.00","56,000,000.00",,,
其他流动资产,,,"5,873,632.24",,,"11,094,872.61","11,447,220.20","5,758,338.02","3,772,239.70","6,053,042.47","4,933,457.13","2,913,358.54","2,329,110.70","37,881,155.30","6,260,668.83","7,853,444.26","3,271,167.81","81,114,884.98","3,651,869.14","4,374,627.97","4,117,199.26","58,329,069.13","14,169,707.32","17,340,125.60","10,364,240.96","43,126,625.81","34,784,719.31"
其他流动负债,,,,,,,,,"16,080,000.00","743,715.98","743,715.98","371,857.99","185,929.00",,,,,,,,,,,,,,
流动资产合计,"366,850,818.91","547,539,432.40","733,720,104.14","803,992,948.84","1,234,349,095.53","1,148,007,385.19","1,049,032,206.38","1,191,741,672.44","1,135,325,306.23","1,139,507,168.08","1,217,095,920.32","1,318,035,589.87","1,362,918,741.97","1,435,554,278.31","1,419,316,675.47","1,432,254,513.12","1,407,702,027.09","1,220,972,564.12","1,087,606,909.23","1,112,001,924.37","1,129,735,294.56","1,227,235,209.60","1,668,405,759.52","1,767,268,410.50","1,461,685,868.87","1,511,232,995.77","1,309,285,097.35"
流动负债合计,"291,336,436.75","413,151,861.60","689,937,987.91","735,008,560.28","733,570,351.42","690,404,337.98","667,700,337.72","851,705,529.96","837,664,281.88","886,557,774.44","979,031,890.74","1,036,628,285.44","1,057,013,269.49","1,191,461,443.56","1,186,633,191.33","1,201,805,334.15","1,284,040,430.00","1,137,649,528.09","1,010,663,693.76","1,023,335,904.63","1,092,154,771.82","1,176,749,803.37","1,093,726,751.50","1,635,742,136.52","1,659,733,047.47","1,520,401,549.43","1,355,380,909.95"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"38,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00","49,500,000.00","48,000,000.00","48,000,000.00","47,500,000.00","47,500,000.00","97,500,000.00","110,000,000.00","108,500,000.00","108,500,000.00","108,000,000.00","108,000,000.00","56,000,000.00","56,000,000.00","56,000,000.00","56,000,000.00",,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,"60,000,000.00",,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"3,376,978.38","3,128,656.42","2,880,334.42","2,756,173.42","2,695,074.13","2,633,974.84","2,572,875.55","1,678,714.55","1,622,413.79","1,580,188.22","1,537,962.65","1,495,737.08","1,453,511.51","1,411,285.94","1,369,060.37","1,326,834.80","1,284,609.23","1,242,383.66","1,200,158.09",,,,,,"839,455.91","829,976.49","820,497.06"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"128,426,175.94","167,594,781.30","244,771,853.40","272,048,437.55","276,004,144.90","349,292,675.39","355,266,448.55","377,663,476.89","398,854,124.56","510,807,234.72","508,424,914.32","543,023,511.38","541,974,419.47","732,812,902.16","730,748,776.67","742,095,851.30","731,914,366.49","748,041,023.55","729,839,961.62","715,443,089.93","704,346,011.29","741,349,785.61","731,124,792.26","719,750,131.24","730,312,025.83","764,652,394.89","746,164,492.48"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"2,185,490.24","20,965,433.44","78,157,105.05","126,885,822.46","162,061,425.43","149,767,879.67","232,727,483.73","225,383,211.25","268,162,335.17","212,452,277.03","251,531,216.74","237,002,516.30","261,641,836.19","72,889,087.24","90,924,001.06","97,138,152.19","106,253,761.98","59,668,607.48","70,655,755.10","94,341,042.91","98,927,527.31","35,213,435.25","42,326,721.93","36,383,791.61","371,869,907.31","273,572,041.85","309,359,451.46"
其他非流动负债,,,"3,059,909.39","3,452,314.56","3,452,314.56","4,344,719.73","4,344,719.73","4,337,124.90","4,337,124.90","19,237,287.77","22,339,356.18","20,237,287.77","20,237,287.77",,,,,,,,,,,,,,
工程物资,,,,,,"6,185,405.47",,,,"2,348,448.14",,,,"1,075,081.24",,,,"66,024.00",,,,,,,,,
非流动负债合计,,"38,000,000.00","3,059,909.39","53,452,314.56","53,452,314.56","54,344,719.73","53,844,719.73","52,337,124.90","52,337,124.90","66,737,287.77","69,839,356.18","117,737,287.77","130,237,287.77","128,717,287.73","128,642,656.14","127,790,429.72","127,577,000.71","130,472,375.51","129,976,056.44","129,504,737.39","128,987,215.74","73,087,099.26","72,902,467.67","71,794,461.13","70,651,939.48","52,814,454.77","52,377,767.29"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"291,336,436.75","451,151,861.60","692,997,897.30","788,460,874.84","787,022,665.98","744,749,057.71","721,545,057.45","904,042,654.86","890,001,406.78","953,295,062.21","1,048,871,246.92","1,154,365,573.21","1,187,250,557.26","1,320,178,731.29","1,315,275,847.47","1,329,595,763.87","1,411,617,430.71","1,268,121,903.60","1,140,639,750.20","1,152,840,642.02","1,221,141,987.56","1,249,836,902.63","1,166,629,219.17","1,707,536,597.65","1,730,384,986.95","1,573,216,004.20","1,407,758,677.24"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"88,050,000.00","108,000,000.00","108,000,000.00","108,000,000.00","144,000,000.00","144,000,000.00","144,000,000.00","172,800,000.00","172,800,000.00","172,800,000.00","172,800,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","345,600,000.00","373,248,000.00","597,196,800.00","589,996,800.00","571,196,160.00","571,196,160.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"12,010,860.48","159,557,395.79","159,557,395.79","159,557,395.79","556,360,147.53","556,409,994.51","556,409,994.51","527,609,994.51","527,609,994.51","520,656,434.01","520,656,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.01","347,856,434.00","348,407,125.74","799,346,005.75","575,397,205.74","504,702,205.74","329,871,597.17","329,871,597.17"
无形资产,"12,872,887.41","69,627,226.80","127,227,517.61","125,909,878.69","125,088,000.13","133,994,262.13","133,684,218.94","132,787,739.79","131,895,738.69","132,102,445.93","126,457,059.91","130,303,016.41","124,672,380.39","134,293,792.82","132,999,776.31","132,207,234.35","131,163,955.13","188,695,026.72","187,366,645.51","185,996,222.01","184,585,265.41","263,369,521.72","260,580,218.47","257,259,506.36","251,950,811.47","211,176,212.60","208,119,002.69"
盈余公积,"21,311,949.15","8,347,939.91","15,959,928.42","15,959,928.42","15,959,928.42","25,846,417.65","25,846,417.65","25,846,417.65","25,846,417.65","38,787,990.21","38,787,990.21","38,787,990.21","38,787,990.21","45,449,975.22","45,449,975.22","45,449,975.22","45,449,975.22","66,029,300.68","66,029,300.68","66,029,300.68","66,029,300.68","69,811,437.49","69,811,437.49","69,811,437.49","69,811,437.49","71,956,208.02","71,956,208.02"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,"478,586,880.00","400,691,880.00","197,292,456.00","197,292,456.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"113,685,122.02","90,909,565.31","184,833,383.69","242,531,912.89","276,185,111.30","288,147,897.79","295,332,158.49","268,458,832.60","292,737,086.47","295,539,637.63","306,751,447.93","321,649,662.47","342,214,884.66","298,523,253.83","300,334,773.42","315,415,727.05","206,337,268.04","182,988,221.73","170,985,745.69","191,201,803.55","193,946,203.29","215,186,637.67","196,828,734.47","216,984,045.55","230,428,285.73","322,542,228.13","303,515,109.07"
长期待摊费用,"246,944.89","1,039,784.66","334,871.39","135,691.89","81,794.88",,"9,500.00","744,831.25","2,098,740.85","887,170.42","745,168.02","970,321.85","630,902.38","417,993.65","839,780.92","909,130.86","700,348.13","676,862.05","531,353.44","123,457.88","192,339.45","157,744.31","130,239.89","3,875,680.16","4,695,967.81","5,627,872.76","4,729,506.22"
少数股东权益,"9,000,000.00","29,281,884.70","32,292,404.64","32,742,255.47","36,281,256.33","36,421,674.86","35,710,962.78","36,966,456.44","34,684,666.35","30,334,199.26","28,575,009.28","33,860,868.45","42,871,761.23","34,959,344.57","35,243,756.04","36,596,288.36","36,747,527.74","32,175,051.81","29,447,047.91","27,701,410.10","26,665,140.63","66,640,900.31","125,103,571.12","125,652,859.65","126,623,920.66","140,034,416.64","135,941,751.12"
递延所得税资产,"1,985,072.63","2,719,131.79","4,113,878.33","4,869,208.64","4,869,208.64","5,693,459.83","5,551,857.73","5,724,709.89","5,720,912.47","11,728,390.78","10,649,886.39","11,289,835.46","11,289,835.46","14,113,317.56","13,562,715.36","14,582,471.89","14,589,567.67","23,408,420.25","23,357,495.50","23,323,853.26","23,452,628.14","25,617,703.35","25,859,631.93","26,914,942.21","27,362,115.37","24,583,249.73","24,516,199.67"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"19,450,000.00","34,634,200.50","2,435,345.50","10,654,205.92","10,660,365.92",,,,,,,,,,,,,,,,,"2,539,604.00","2,539,604.00","2,539,604.00","2,539,604.00","19,849,414.07","19,952,799.69"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"168,543,549.49","299,709,214.91","459,920,905.70","543,259,418.57","581,460,014.03","647,567,657.33","729,812,384.50","743,982,683.62","808,354,265.53","871,906,155.24","899,346,208.03","924,084,938.48","941,662,885.40","957,013,460.61","970,444,110.69","988,259,675.39","985,906,608.63","1,021,798,347.71","1,012,951,369.26","1,019,227,665.99","1,071,503,771.60","1,068,247,794.24","1,062,561,208.48","1,046,723,655.58","1,389,569,887.70","1,300,291,162.39","1,313,661,949.27"
所有者权益(或股东权益)合计,"244,057,931.65","396,096,785.71","500,643,112.54","558,791,492.57","1,028,786,443.58","1,050,825,984.81","1,057,299,533.43","1,031,681,701.20","1,053,678,164.98","1,058,118,261.11","1,067,570,881.43","1,087,754,955.14","1,117,331,070.11","1,072,389,007.63","1,074,484,938.69","1,090,918,424.64","981,991,205.01","974,649,008.23","959,918,528.29","978,388,948.34","980,097,078.60","1,045,646,101.21","1,564,337,748.83","1,106,455,468.43","1,120,870,769.62","1,238,308,153.96","1,215,188,369.38"
资产总计,"535,394,368.40","847,248,647.31","1,193,641,009.84","1,347,252,367.41","1,815,809,109.56","1,795,575,042.52","1,778,844,590.88","1,935,724,356.06","1,943,679,571.76","2,011,413,323.32","2,116,442,128.35","2,242,120,528.35","2,304,581,627.37","2,392,567,738.92","2,389,760,786.16","2,420,514,188.51","2,393,608,635.72","2,242,770,911.83","2,100,558,278.49","2,131,229,590.36","2,201,239,066.16","2,295,483,003.84","2,730,966,968.00","2,813,992,066.08","2,851,255,756.57","2,811,524,158.16","2,622,947,046.62"
负债和所有者(或股东权益)合计,"535,394,368.40","847,248,647.31","1,193,641,009.84","1,347,252,367.41","1,815,809,109.56","1,795,575,042.52","1,778,844,590.88","1,935,724,356.06","1,943,679,571.76","2,011,413,323.32","2,116,442,128.35","2,242,120,528.35","2,304,581,627.37","2,392,567,738.92","2,389,760,786.16","2,420,514,188.51","2,393,608,635.72","2,242,770,911.83","2,100,558,278.49","2,131,229,590.36","2,201,239,066.16","2,295,483,003.84","2,730,966,968.00","2,813,992,066.08","2,851,255,756.57","2,811,524,158.16","2,622,947,046.62"
