科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
筹资活动现金流入小计,"140,435,410.66","142,239,786.40","177,930,240.00","64,437,296.00","134,437,296.00","163,978,464.00","492,362,064.00","10,000,000.00","113,091,570.00","112,976,790.00","307,936,790.00","80,000,000.00","220,097,000.00","293,986,965.88"
经营活动现金流出小计,"159,626,624.32","225,035,331.76","269,608,571.20","58,175,971.56","130,786,201.27","195,349,718.38","266,712,413.74","76,983,416.03","164,839,154.84","333,447,480.86","380,303,216.60","197,813,497.90","222,791,991.24","346,724,577.55"
偿还债务支付的现金,"102,194,771.02","114,889,786.40","151,020,240.00","15,000,000.00","71,000,000.00","109,978,464.00","167,633,560.00","61,000,000.00","77,000,000.00","117,000,000.00","198,200,000.00","19,845,180.81","30,000,000.00","100,268,344.74"
经营活动产生的现金流量净额,"63,195,805.03","57,219,001.19","31,389,547.20","8,910,173.25","55,325,952.46","48,812,060.12","74,008,650.63","37,015,101.74","91,813,102.21","125,864,750.44","188,534,194.50","40,613,475.60","95,250,888.97","153,444,600.42"
分配股利、利润或偿还利息支付的现金,"7,098,421.02","9,353,482.54","9,851,641.03","2,535,989.66","27,059,851.53","30,077,750.35","32,840,278.29","2,381,693.16","41,071,503.12","42,652,501.04","45,331,044.69","2,786,270.83","62,135,829.87","69,165,003.56"
收回投资收到的现金,"100,000.00",,,,,,,,"70,219,315.07","90,314,246.58","141,256,986.31","75,385,917.81","280,000,000.00","380,000,000.00"
支付其他与筹资活动有关的现金,"330,000.00","2,783,018.87","990,566.04",,"30,330,188.68","330,188.68","959,977.36","10,435,000.00","10,301,698.11","10,301,698.11","35,591,294.11",,"70,370,786.71","103,583,115.63"
取得投资收益收到的现金,"784,318.73","890,439.71","909,777.06",,"327,600.00","327,600.00","327,600.00",,"740,376.00","740,376.00","740,376.00","345,205.48","3,524,279.23","4,519,073.75"
筹资活动现金流出小计,"109,623,192.04","127,026,287.81","161,862,447.07","17,535,989.66","128,390,040.21","140,386,403.03","201,433,815.65","73,816,693.16","128,373,201.23","169,954,199.15","279,122,338.80","22,631,451.64","162,506,616.58","273,016,463.93"
处置固定资产、无形资产和其他长期资产收回的现金净额,"26,478.00","132,612.50","164,803.58","44,882.05","355,672.54","935,549.27","753,686.68","2,000.00","1,709.40","1,709.40","289,962.87","306,096.27",,
筹资活动产生的现金流量净额,"30,812,218.62","15,213,498.59","16,067,792.93","46,901,306.34","6,047,255.79","23,592,060.97","290,928,248.35","-63,816,693.16","-15,281,631.23","-56,977,409.15","28,814,451.20","57,368,548.36","57,590,383.42","20,970,501.95"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"-31,252.02",,"55,366.05","85,222.25","3,697,658.11","283,243.94","-3,124,539.14","-4,967,048.99"
收到其他与投资活动有关的现金,"1,200,000.00",,"1,000,000.00",,"360,000.00","360,000.00","720,000.00",,,,"791,647.64",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,
投资活动现金流入小计,"2,110,796.73","1,023,052.21","2,074,580.64","44,882.05","1,043,272.54","1,623,149.27","1,801,286.68","2,000.00","70,961,400.47","91,056,331.98","143,078,972.82","76,037,219.56","283,524,279.23","384,519,073.75"
五、现金及现金等价物净增加额,"14,743,197.41","-2,144,741.13","-2,330,380.17","34,831,637.99","26,035,498.25","24,003,906.84","292,962,433.86","-165,993,877.17","-78,365,163.23","-97,316,631.63","-31,210,245.63","4,409,313.99","137,088,813.94","102,095,015.96"
购建固定资产、无形资产和其他长期资产支付的现金,"51,243,420.93","75,600,293.12","51,862,300.94","21,024,723.65","36,380,982.54","50,023,363.52","73,744,499.78","19,194,285.75","35,913,400.73","42,585,527.15","81,335,522.26","19,893,173.47","46,152,198.54","79,390,911.17"
期初现金及现金等价物余额,"46,448,836.66","61,192,034.07","59,047,292.94","56,716,912.77","56,716,912.77","56,716,912.77","56,716,912.77","349,679,346.63","349,679,346.63","355,244,694.27","349,679,346.63","318,469,101.00","318,469,101.00","319,066,534.29"
投资支付的现金,,,,,,,,"120,000,000.00","190,000,000.00","214,760,000.00","314,000,000.00","150,000,000.00","250,000,000.00","372,481,200.00"
期末现金及现金等价物余额,"61,192,034.07","59,047,292.94","56,716,912.77","91,548,550.76","82,752,411.02","80,720,819.61","349,679,346.63","183,685,469.46","271,314,183.40","257,928,062.64","318,469,101.00","322,878,414.99","455,557,914.94","421,161,550.25"
