科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,450,632.15","4,108,966.14","3,190,763.52","674,149.38","1,394,880.26","180,789.92","375,360.63","68,326.42","-6,835,719.93","-6,878,308.96","-8,044,505.56","-343,407.13","-5,021,775.68","-5,050,238.67","-7,507,052.80","-383,495.15","-3,092,935.69","-3,854,937.67","-5,374,204.41","190,425.88","76,335.55","253,491.19","434,337.06","962,552.78","1,314,650.47","-1,068,315.85","-3,044,123.56","444,364.14","-1,465,574.44","-2,009,236.72","-6,940,728.39","860,158.73","1,975,544.32","3,935,754.37","6,878,857.15"
三、利润总额,"41,050,874.66","39,512,907.00","49,828,045.89","11,719,941.36","26,743,825.60","40,121,995.25","52,768,787.32","16,171,035.11","34,109,642.80","42,972,270.77","47,621,636.39","8,653,648.08","21,912,079.13","30,579,301.89","33,705,938.80","4,402,037.75","16,001,550.14","22,084,190.18","20,790,800.38","-3,028,114.00","1,742,824.12","6,940,703.88","4,748,320.71","-974,408.21","7,161,960.21","22,375,805.22","33,930,840.71","13,688,966.40","35,794,218.02","47,472,095.66","62,982,343.84","10,432,147.18","24,482,349.00","27,399,853.64","37,230,339.42"
资产减值损失,"378,184.39","989,753.65","1,250,870.72","1,123,870.82","1,705,619.29","1,539,614.08","3,014,019.71","711,904.24","1,359,948.50","1,946,770.28","3,161,604.65","632,494.60","385,406.76","590,417.36","4,173,840.42","1,040,026.58","572,223.37","-376,561.85","5,453,291.19","542,932.95","-2,789,145.35","-3,080,561.53","-1,593,280.93","115,628.30","769,743.18","4,049,214.69","7,523,373.37","-180,381.37","255,386.01","567,776.01","8,979,691.78","-2,491,056.88","-2,170,540.05","-1,482,129.77","1,999,749.16"
减:所得税,"8,681,910.29","6,232,456.71","7,661,376.92","1,757,991.21","4,250,857.43","6,282,483.66","7,915,318.10","2,318,869.64","5,411,228.64","6,652,599.47","7,677,748.61","1,207,664.02","3,245,680.62","4,650,863.53","5,386,353.83","517,611.29","2,348,127.34","3,496,378.17","2,646,170.22","21,279.84","2,245,131.66","3,231,307.69","2,965,157.50","465,965.33","1,527,958.82","1,364,737.76","3,240,878.34","3,206,498.38","7,919,609.85","11,673,012.67","8,411,899.29","2,248,053.20","4,209,512.60","6,023,503.51","6,717,527.09"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、净利润,"32,368,964.37","33,280,450.29","42,166,668.97","9,961,950.15","22,492,968.17","33,839,511.59","44,853,469.22","13,852,165.47","28,698,414.16","36,319,671.30","39,943,887.78","7,445,984.06","18,666,398.51","25,928,438.36","28,319,584.97","3,884,426.46","13,653,422.80","18,587,812.01","18,144,630.16","-3,049,393.84","-502,307.54","3,709,396.19","1,783,163.21","-1,440,373.54","5,634,001.39","21,011,067.46","30,689,962.37","10,482,468.02","27,874,608.17","35,799,082.99","54,570,444.55","8,184,093.98","20,272,836.40","21,376,350.13","30,512,812.33"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"32,368,964.37","33,280,450.29","42,166,668.97","9,961,950.15","22,492,968.17","33,839,511.59","44,853,469.22","13,852,165.47","28,698,414.16","36,319,671.30","39,943,887.78","7,457,960.06","18,666,398.51","25,928,438.36","28,223,796.81","3,919,918.77","13,872,805.00","18,927,186.33","18,831,661.88","-1,595,558.88","3,633,057.42","8,258,600.77","7,977,466.22","129,991.68","6,258,471.07","16,466,613.47","23,153,455.29","7,248,148.25","20,117,919.43","24,125,977.93","35,550,907.39","3,902,743.22","11,455,428.31","8,611,744.84","13,089,533.89"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,"-11,976.00",,,"95,788.16","-35,492.31","-219,382.20","-339,374.32","-687,031.72","-1,453,834.96","-4,135,364.96","-4,549,204.58","-6,194,303.01","-1,570,365.22","-624,469.68","4,544,453.99","7,536,507.08","3,234,319.77","7,756,688.74","11,673,105.06","19,019,537.16","4,281,350.76","8,817,408.09","12,764,605.29","17,423,278.44"
