科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付职工薪酬,"9,197,381.17","7,583,136.72","7,569,975.28",,"5,817,270.41","3,654,622.17","23,783,654.35","5,184,858.21","11,449,059.95","17,688,700.18","30,802,315.24","8,675,207.56","11,927,232.43","16,223,182.03"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"180,309,038.93","208,753,276.61","176,297,658.64",,"86,655,629.56","237,112,421.63","184,708,346.86","157,109,498.87","125,365,499.60","277,606,903.39","235,740,347.51","225,149,570.60","150,559,437.26","353,157,574.84"
应收利息,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"270,000,000.00",
存货,"908,061,175.55","1,127,209,619.17","1,279,343,377.31",,"1,358,746,601.79","1,385,351,085.98","1,494,612,646.00","1,503,540,145.41","1,546,047,205.40","1,544,865,909.25","1,675,809,846.10","1,635,060,204.56","1,686,704,248.83","1,684,103,039.62"
其他应付款,"99,130,447.46","189,864,403.21","228,340,709.69",,"247,088,067.69","262,659,220.22","248,159,084.30","248,598,984.81","262,313,785.71","255,278,867.83","256,159,625.03","264,035,596.39","282,051,004.14","257,252,938.58"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"60,000,000.00",,"60,000,000.00",,,,"20,000,000.00",,,,,
其他流动资产,"1,848,641.69","40,015.38","867,133.20",,"1,076,003.66","400,000,000.00","698,004,707.12","701,778,540.00","800,000,000.00","1,100,000,000.00","1,190,000,000.00","1,190,000,000.00","1,286,351,798.15","1,390,000,000.00"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"2,023,339,920.64","2,311,645,502.94","2,209,736,797.49","2,259,278,300.00","3,152,146,159.09","3,205,234,819.14","3,320,911,000.21","3,274,460,530.35","3,197,294,684.65","3,535,810,577.61","3,802,940,493.22","4,002,486,066.83","4,192,855,395.59","4,549,906,485.32"
流动负债合计,"1,376,545,219.87","1,572,866,579.12","1,262,785,976.70","1,255,515,400.00","1,224,419,499.89","1,166,088,214.97","1,289,011,993.58","1,113,924,958.43","1,103,321,333.76","1,142,646,425.36","1,403,974,329.43","1,311,765,486.52","1,638,181,940.31","1,687,760,459.60"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,"60,000,000.00","60,000,000.00","120,000,000.00",,"120,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
固定资产,"717,004,330.64","762,478,023.99","809,673,125.02",,"962,949,130.15","956,246,579.77","944,222,837.84","930,237,717.86","1,144,595,795.15","1,135,010,377.13","1,164,556,465.56","1,179,397,504.32","1,168,089,597.89","1,164,494,484.51"
递延所得税负债,,,,,,,,,,,,,,
在建工程,"41,595,737.28","163,294,540.68","263,328,261.92",,"186,855,247.83","228,248,920.66","265,899,445.66","329,115,405.72","153,172,360.79","169,510,811.11","195,045,924.70","194,342,153.17","244,827,446.92","316,829,264.76"
其他非流动负债,,,,,,,,,,,,,,
工程物资,"2,424,783.46","30,275,215.70","29,964,000.00",,"28,192,380.80","28,192,380.80","46,427,380.80","46,427,380.80","46,427,380.80","46,427,380.80","46,427,380.80","46,427,380.80","46,427,380.80","46,427,380.80"
非流动负债合计,"60,000,000.00","60,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00"
固定资产清理,,,"27,674,917.12",,"27,674,917.12","27,674,917.12","29,411,941.91","26,851,842.63","26,851,842.63","26,851,742.63","27,674,917.12","27,674,917.12","29,881,283.40","29,881,283.40"
负债合计,"1,436,545,219.87","1,632,866,579.12","1,382,785,976.70","1,375,515,400.00","1,344,419,499.89","1,186,088,214.97","1,309,011,993.58","1,133,924,958.43","1,148,321,333.76","1,187,646,425.36","1,448,974,329.43","1,356,765,486.52","1,683,181,940.31","1,732,760,459.60"
生产性生物资产,,,,,,,,,,,,,,
实收资本(或股本),"540,000,000.00","540,000,000.00","540,000,000.00",,"600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00"
油气资产,,,,,,,,,,,,,,
资本公积,"145,511,023.11","145,511,023.11","145,511,023.11",,"976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04","976,882,369.04"
无形资产,"214,004,224.11","275,622,463.70","253,407,957.78",,"250,403,796.54","249,694,448.82","294,554,726.33","293,612,380.54","354,307,075.05","352,817,205.21","349,950,715.53","347,772,535.77","384,444,764.36","422,422,635.19"
盈余公积,"66,489,707.56","107,885,010.36","148,977,774.87",,"148,977,774.87","148,977,774.87","198,499,235.93","198,499,235.93","198,499,235.93","198,499,235.93","266,260,409.88","266,260,409.88","266,260,409.88","266,260,409.88"
开发支出,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,
未分配利润,"895,531,427.36","1,171,303,151.93","1,444,350,000.71",,"1,607,957,609.61","1,875,180,166.17","1,892,225,484.54","2,162,942,807.81","2,087,147,380.88","2,394,621,195.12","2,397,928,491.52","2,724,953,875.40","2,653,788,508.56","3,028,933,737.16"
长期待摊费用,,,,,,,,,,,,"1,441,319.45","1,317,777.80","1,194,236.15"
少数股东权益,,,,,,,,,,,,,,
递延所得税资产,"11,589,157.05","17,149,817.51","20,739,516.06",,"22,915,421.88","23,236,258.74","23,963,751.34","22,380,814.54","26,322,440.54","25,705,930.96","38,272,959.82","36,910,619.88","41,092,782.68","32,079,095.20"
外币报表折算价差,,,,,,,,,,,,,,
其他非流动资产,"74,119,224.72","37,100,200.00","47,100,200.00",,"47,100,200.00","68,600,200.00","51,227,999.00","149,163,298.77","61,878,740.00","65,515,200.00","65,176,743.12","88,409,643.50","71,176,798.35","41,602,110.35"
非正常经营项目收益调整,,,,,,,,,,,,,,
非流动资产合计,"1,060,737,457.26","1,285,920,261.58","1,451,887,977.90","1,462,354,500.00","1,526,091,094.32","1,581,893,705.91","1,655,708,082.88","1,797,788,840.86","1,813,555,634.96","1,821,838,647.84","1,887,105,106.65","1,922,376,074.01","1,987,257,832.20","2,054,930,490.36"
所有者权益(或股东权益)合计,"1,647,532,158.03","1,964,699,185.40","2,278,838,798.69","2,346,117,400.00","3,333,817,753.52","3,601,040,310.08","3,667,607,089.51","3,938,324,412.78","3,862,528,985.85","4,170,002,800.09","4,241,071,270.44","4,568,096,654.32","4,496,931,287.48","4,872,076,516.08"
资产总计,"3,084,077,377.90","3,597,565,764.52","3,661,624,775.39","3,721,632,800.00","4,678,237,253.41","4,787,128,525.05","4,976,619,083.09","5,072,249,371.21","5,010,850,319.61","5,357,649,225.45","5,690,045,599.87","5,924,862,140.84","6,180,113,227.79","6,604,836,975.68"
负债和所有者(或股东权益)合计,"3,084,077,377.90","3,597,565,764.52","3,661,624,775.39","3,721,632,800.00","4,678,237,253.41","4,787,128,525.05","4,976,619,083.09","5,072,249,371.21","5,010,850,319.61","5,357,649,225.45","5,690,045,599.87","5,924,862,140.84","6,180,113,227.79","6,604,836,975.68"
