科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
流动负债合计,"148,911,040.51","205,152,143.47","139,609,786.32","119,122,978.51","128,766,315.12","87,702,048.44","69,094,174.57","82,954,712.92","85,309,312.78","75,413,553.23","98,806,043.43","112,058,952.61","106,882,694.58","116,261,397.28","126,394,731.16","144,068,310.92","243,501,445.94","192,598,372.73","189,880,264.23","426,926,359.82","325,181,369.03","286,479,881.90"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,"60,000,000.00","60,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,"472,500.00","472,500.00"
长期应付款,,,,,,,,,,,,,,,,,,,,"3,903,099.20","1,416,835.76","1,089,242.19"
长期股权投资,,,,,,,,,,,,,,,,,,,"11,329,041.10","22,066,845.32","15,354,249.95","15,075,089.54"
专项应付款,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"3,143,916.02","3,109,345.77","3,097,254.54","3,073,923.81","4,614,798.86","4,558,508.45","4,492,708.74","4,426,909.03","4,394,764.53","4,275,018.30","4,284,747.36","4,229,732.78","4,174,722.20","4,119,711.61"
预计负债,,,,,,,,,"3,231,397.51","3,231,397.51","3,231,397.51","3,231,397.51","99,543.15","99,543.15","99,543.15","99,543.15","99,543.15","99,543.15","99,543.15","99,543.15",,
固定资产,"40,038,170.79","46,001,256.56","66,924,962.06","65,163,073.26","65,135,869.60","64,305,128.07","63,621,406.76","85,735,395.45","83,128,797.87","83,907,339.72","83,697,926.26","83,223,714.87","81,015,972.35","81,546,974.70","83,020,684.55","85,951,664.12","96,537,620.75","99,137,141.42","108,564,057.38","143,941,957.65","154,897,831.89","150,664,736.86"
递延所得税负债,,,"17,664.37","8,518.75",,,,,,,,,,,,,,,,,,
在建工程,"640,290.36","18,787,400.23","24,580.00","743,792.69","18,272,419.73","20,593,319.73","19,239,900.97",,"77,544.00","81,544.00","81,544.00","81,544.00","81,544.00","94,347.44","248,848.88","503,674.55","2,407,568.39","5,938,752.08","16,471,938.63","26,270,969.80","34,029,392.66","40,972,120.68"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"17,664.37","8,518.75",,,,"5,500,000.00","16,731,397.51","16,731,397.51","16,731,397.51","16,731,397.51","13,599,543.15","13,599,543.15","13,599,543.15","13,599,543.15","12,099,543.15","12,099,543.15","12,099,543.15","16,002,642.35","73,167,085.76","72,839,492.19"
固定资产清理,,,,,,,,,,,"4,550.23",,,,,,,,,,,
负债合计,"148,911,040.51","205,152,143.47","139,627,450.69","119,131,497.26","128,766,315.12","87,702,048.44","69,094,174.57","88,454,712.92","102,040,710.29","92,144,950.74","115,537,440.94","128,790,350.12","120,482,237.73","129,860,940.43","139,994,274.31","157,667,854.07","255,600,989.09","204,697,915.88","201,979,807.38","442,929,002.17","398,348,454.79","359,319,374.09"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","84,223,900.00","84,223,900.00","84,223,900.00","84,223,900.00","84,223,900.00","84,223,900.00","84,223,900.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"31,412,337.27","31,412,337.27","31,412,337.27","31,412,337.27","162,636,937.27","162,636,937.27","162,636,937.27","162,636,937.27","162,636,937.27","162,636,937.27","162,636,937.27","162,636,937.27","162,636,937.27","197,051,932.58","162,636,937.27","236,917,275.27","242,785,147.45","241,897,131.02","242,785,147.45","265,027,365.45","256,904,147.45","256,904,147.45"
无形资产,"12,208,480.62","18,607,481.30","18,246,882.12","17,986,896.34","17,682,038.80","17,744,471.15","17,563,500.71","17,382,530.27","24,910,789.73","24,718,462.18","24,544,293.12","24,531,520.60","24,489,422.10","24,171,994.26","24,145,827.83","24,005,953.81","24,274,154.02","24,099,280.54","24,261,235.65","28,265,009.31","28,016,332.26","27,787,761.10"
盈余公积,"5,125,485.56","7,119,859.17","8,808,850.62","8,808,850.62","10,070,739.87","10,070,739.87","10,070,739.87","10,070,739.87","10,070,739.87","10,070,739.87","10,070,739.87","10,070,739.87","10,344,065.89","10,070,739.87","10,344,065.89","10,344,065.89","10,422,843.64","10,809,686.16","10,422,843.64","10,422,843.64","16,440,437.19","16,440,437.19"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"77,804,238.00","77,804,238.00","77,804,238.00","77,804,238.00","77,415,639.20","77,415,639.20"
商誉,,,,,,,,,,,,,,,,,,,,"68,617,689.37","68,902,396.60","68,902,396.60"
未分配利润,"85,433,079.04","125,025,174.52","158,461,938.11","166,344,677.20","185,724,469.92","191,254,062.45","190,403,651.45","196,330,803.00","205,530,463.97","210,201,848.60","211,141,298.38","221,164,113.73","235,808,623.86","209,790,762.84","245,492,738.80","257,152,255.82","264,773,058.26","270,411,841.88","273,927,756.56","288,822,821.34","300,768,098.35","312,152,064.44"
长期待摊费用,"1,437,008.47","1,045,056.87","1,013,180.41","924,890.43","830,984.24","796,212.22","1,141,468.04","1,985,484.85","2,481,393.12","2,758,700.10","3,337,865.33","3,214,145.17","3,029,806.70","2,641,473.80","2,615,459.66","2,325,908.30","4,350,845.80","4,742,464.31","5,092,586.16","9,838,850.43","7,481,955.52","8,089,002.31"
少数股东权益,"3,767,761.83","3,272,362.44","1,936,028.37","1,914,763.23","2,207,012.40","2,279,805.68","2,478,895.98","2,520,445.87","2,991,724.71","3,321,380.86","3,604,063.62","4,076,211.86","4,815,954.31","5,285,952.12","5,716,990.56","6,685,387.84","12,475,020.74","14,003,149.94","11,956,652.89","27,792,013.66","61,513,531.52","63,029,161.34"
递延所得税资产,"1,087,563.65","1,392,274.71","1,462,549.76","1,215,849.26","1,570,432.18","1,563,934.63","1,147,049.54","1,311,934.10","1,784,084.25","1,784,084.25","1,600,849.81","1,793,686.31","2,669,529.32","2,591,224.59","2,550,782.82","2,879,046.43","3,288,544.67","3,076,992.84","2,640,141.61","3,242,341.52","5,418,415.50","6,406,740.77"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"1,353,395.00",,"2,921,755.65","8,281,525.95","14,058,004.47","8,089,331.58","2,328,436.87","4,927,572.79","10,844,914.06","9,433,472.29"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"55,411,513.89","85,833,469.67","87,672,154.35","86,034,501.98","103,491,744.55","105,003,065.80","102,713,326.02","106,415,344.67","115,526,524.99","116,359,476.02","116,364,283.29","115,918,534.76","117,254,468.33","115,604,523.24","119,996,068.13","128,374,682.19","149,311,502.63","149,358,981.07","174,972,184.76","311,400,968.97","329,592,710.64","331,923,531.76"
所有者权益(或股东权益)合计,"185,738,663.70","226,829,733.40","260,619,154.37","268,480,628.32","440,639,159.46","446,241,545.27","445,590,224.57","451,558,926.01","461,229,865.82","466,230,906.60","467,453,039.14","477,948,002.73","493,605,581.33","502,199,387.41","504,190,732.52","595,322,884.82","536,875,732.09","543,541,471.00","545,512,062.54","598,484,706.09","642,434,475.31","655,334,071.22"
资产总计,"334,649,704.21","431,981,876.87","400,246,605.06","387,612,125.58","569,405,474.58","533,943,593.71","514,684,399.14","540,013,638.93","563,270,576.11","558,375,857.34","582,990,480.08","606,738,352.85","614,087,819.06","632,060,327.84","644,185,006.83","752,990,738.89","792,476,721.18","748,239,386.88","747,491,869.92","1,041,413,708.26","1,040,782,930.10","1,014,653,445.31"
负债和所有者(或股东权益)合计,"334,649,704.21","431,981,876.87","400,246,605.06","387,612,125.58","569,405,474.58","533,943,593.71","514,684,399.14","540,013,638.93","563,270,576.11","558,375,857.34","582,990,480.08","606,738,352.85","614,087,819.06","632,060,327.84","644,185,006.83","752,990,738.89","792,476,721.18","748,239,386.88","747,491,869.92","1,041,413,708.26","1,040,782,930.10","1,014,653,445.31"
