科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付债券,,,,,,,,,,,,,,,,,,,,,,,,"533,460,654.66","533,762,836.64","534,065,018.62","534,383,988.49","534,686,170.48","534,988,352.47","535,290,534.46","535,592,716.45","535,894,898.44","536,197,080.43","536,554,561.56","536,875,176.60","537,215,349.09","537,555,521.58","537,895,694.07","538,235,866.56",,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,279,575.00","10,500,155.00","10,544,271.00","10,764,851.00","10,893,165.11","11,032,775.76","11,032,775.76","11,032,775.76","11,032,775.76","11,514,001.05","11,514,001.05","11,514,001.05","11,514,001.05","11,982,260.16","11,982,260.16"
长期股权投资,,,,,,,"4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00","4,400,000.00",,,,,,,,,,,"67,603,026.41","67,550,722.23","68,297,029.17","67,789,823.75","63,269,025.13","62,879,136.41","65,044,113.39","65,544,496.74","92,626,018.17","92,400,827.08","95,242,188.59","124,477,988.26","113,070,911.85","110,954,621.67","111,191,017.87","112,063,683.15","114,988,593.67","111,951,470.47","115,623,093.28","114,230,105.24","120,380,226.09","114,650,743.46"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"147,065,338.37","139,546,480.50","145,784,256.97","144,645,496.00","129,965,680.77","129,148,569.90","186,505,253.79","139,460,437.52","186,716,955.66","234,809,376.25","225,538,362.68","220,440,061.23","218,045,617.80","219,261,033.65","203,290,684.70","197,271,467.41","224,130,879.22","244,818,532.64","247,101,601.84","241,045,653.91","236,294,021.17","235,904,267.24","246,067,182.74","242,811,342.76","239,506,865.13","245,103,920.02","246,486,153.22","249,252,691.76","241,049,231.78","236,679,816.66","325,627,924.69","318,609,825.37","316,748,657.58","1,005,968,531.29","1,544,348,951.57","1,512,792,642.59","1,508,966,422.27","1,500,001,172.70","1,478,211,377.29","1,442,880,571.79","1,409,972,490.92","1,375,545,826.95","1,405,916,729.54","1,370,504,962.54","1,340,611,814.91","1,309,247,674.86","1,285,778,433.15","1,262,331,359.16"
递延所得税负债,"46,460.38","15,653.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,047,370.29","1,047,370.29","928,800.07","869,514.96","3,961,764.98","3,902,479.86","691,659.62","632,374.51","710,231.13","650,946.02","591,660.91","532,375.80","443,832.49","384,547.38"
在建工程,"4,279,157.67","8,809,388.24","10,550,498.48","28,431,347.00","40,638,208.67","48,754,669.46","20,902,529.07","70,712,052.56","55,569,689.42","16,377,776.07","12,413,251.54","8,468,373.72","15,226,114.51","15,491,683.45","26,980,287.43","43,493,520.47","31,031,469.18","22,268,528.13","20,759,336.38","25,409,558.10","32,674,081.12","32,301,366.53","26,973,259.92","44,974,918.56","71,877,107.46","109,028,455.54","387,188,854.63","455,417,104.54","539,467,228.04","674,545,798.56","603,791,960.99","754,302,094.79","829,694,724.90","456,868,188.94","48,084,550.60","73,289,563.78","75,782,513.79","70,870,374.95","68,556,547.99","74,125,647.92","88,683,117.79","91,856,128.72","12,045,147.72","15,983,834.55","27,078,572.09","44,345,795.50","44,071,130.47","50,071,169.54"
其他非流动负债,"5,949,000.00","5,949,000.00","7,619,000.00","7,499,000.00","10,184,000.00","10,094,000.00","9,419,000.00","9,212,750.00","8,946,500.00","8,710,250.00","10,124,000.00","9,887,750.00","9,651,500.00","9,415,250.00","8,931,500.00","7,654,000.00","7,376,500.00","7,099,000.00","7,571,500.00","7,294,000.00","7,016,500.00","6,739,000.00","6,461,500.00","6,330,250.00","6,199,000.00","6,081,500.00","7,736,500.00","7,605,250.00","5,674,000.00","5,542,750.00","2,895,000.00","2,763,750.00","2,632,500.00","2,625,000.00","2,535,000.00","2,445,000.00","2,355,000.00","2,265,000.00","2,175,000.00","2,085,000.00","1,995,000.00","1,905,000.00","1,815,000.00","1,725,000.00","1,635,000.00","1,545,000.00","1,455,000.00","1,365,000.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,995,460.38","5,964,653.66","7,619,000.00","7,499,000.00","10,184,000.00","10,094,000.00","9,419,000.00","9,212,750.00","8,946,500.00","8,710,250.00","10,124,000.00","9,887,750.00","9,651,500.00","9,415,250.00","8,931,500.00","7,654,000.00","7,376,500.00","7,099,000.00","7,571,500.00","7,294,000.00","7,016,500.00","6,739,000.00","6,461,500.00","539,790,904.66","539,961,836.64","540,146,518.62","542,120,488.49","542,291,420.48","540,662,352.47","540,833,284.46","541,004,216.45","541,175,148.44","541,959,798.93","552,112,982.20","558,846,400.89","559,099,439.38","739,410,371.65","739,688,323.14","751,407,386.25","212,614,077.31","308,451,294.38","302,590,405.42","299,861,776.26","289,539,076.33","288,886,376.40","238,456,534.37","274,703,636.73","239,215,936.84"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"292,855,438.05","354,179,199.49","246,360,716.25","365,299,167.82","323,369,298.37","424,000,673.07","310,813,137.85","285,716,552.10","283,602,095.20","175,304,124.01","179,846,748.34","155,270,275.28","215,772,564.42","211,180,449.36","125,669,057.83","132,537,312.61","189,922,415.63","345,228,594.33","340,999,677.54","388,138,734.06","409,540,189.37","406,882,440.11","468,461,172.61","848,075,778.26","891,884,205.64","927,571,136.34","1,024,635,960.67","914,133,181.34","1,002,147,080.50","1,267,589,505.66","1,531,893,566.13","1,662,056,905.50","1,608,314,311.30","1,505,604,982.34","1,984,284,922.51","2,206,208,816.69","2,012,137,800.31","2,111,425,412.89","2,109,941,745.61","1,786,760,181.58","1,791,809,627.80","2,291,514,290.01","2,703,847,998.23","1,927,562,544.69","1,783,443,218.05","1,686,324,483.91","1,619,449,545.72","1,551,539,844.56"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550,000.00","953,745.00","953,745.00","953,745.00","953,745.00","953,745.00","953,745.00","953,745.00","86,820.00","86,820.00","86,820.00","86,820.00","86,820.00","86,820.00","86,820.00","86,820.00",,
实收资本(或股本),"70,000,000.00","94,000,000.00","94,000,000.00","94,000,000.00","169,200,000.00","169,200,000.00","169,200,000.00","169,200,000.00","304,560,000.00","304,560,000.00","304,560,000.00","304,560,000.00","304,560,000.00","304,560,000.00","304,560,000.00","304,560,000.00","395,928,000.00","395,928,000.00","395,928,000.00","395,928,000.00","400,957,700.00","473,085,200.00","473,085,200.00","473,085,200.00","851,553,360.00","851,553,360.00","851,553,360.00","851,553,360.00","851,553,360.00","851,553,360.00","851,553,360.00","851,553,360.00","876,780,499.00","876,780,499.00","876,780,499.00","876,780,499.00","876,780,499.00","876,780,499.00","890,047,497.00","890,047,497.00","890,047,497.00","890,047,497.00","890,047,497.00","890,047,497.00","890,047,497.00","886,862,627.00","886,862,627.00","886,862,627.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"4,700,000.00","211,481,000.00","211,481,000.00","211,481,000.00","136,281,000.00","136,281,000.00","136,281,000.00","136,281,000.00","51,681,000.00","51,681,000.00","53,507,916.66","53,507,916.66","53,507,916.66","53,507,916.66","64,860,116.66","64,860,116.66","96,450,861.91","115,944,983.93","108,815,008.29","114,502,208.29","148,456,322.29","620,525,852.29","599,185,798.94","599,185,798.94","226,336,779.95","228,864,279.95","199,520,924.75","199,520,924.75","199,520,924.75","199,520,924.75","199,520,924.75","199,520,924.75","349,611,883.93","349,611,883.93","349,611,883.93","349,611,883.93","349,611,883.93","349,611,883.93","492,059,728.01","492,059,728.01","492,059,728.01","492,059,728.01","492,059,728.01","492,059,728.01","492,059,728.01","484,224,947.81","484,224,947.81","484,224,947.81"
无形资产,"5,849,915.55","5,872,281.38","7,026,804.19","7,169,505.82","7,070,485.41","8,169,965.01","6,908,444.60","6,806,332.27","6,725,403.78","9,898,895.81","18,204,548.01","18,045,040.67","18,001,711.32","18,636,372.07","18,280,888.35","18,072,944.03","17,864,999.71","17,667,643.19","17,463,824.99","17,584,928.31","17,639,594.62","17,412,143.23","23,838,487.51","23,611,036.11","28,183,584.71","41,391,331.99","44,516,772.34","44,602,068.95","44,101,934.98","46,439,960.70","344,337,835.83","337,667,077.73","351,368,864.00","349,589,376.88","351,431,012.64","349,007,005.93","362,943,334.43","360,520,223.16","355,224,959.84","354,947,347.02","352,338,059.56","349,304,568.95","346,920,552.32","343,808,973.38","341,158,568.07","338,298,488.39","340,899,137.45","338,225,784.42"
盈余公积,"15,283,992.34","15,283,992.34","21,408,074.48","21,429,154.97","21,335,438.01","21,335,438.01","25,525,684.35","25,452,971.56","25,452,971.56","25,452,971.56","29,156,413.97","29,156,413.97","29,156,413.97","29,156,413.97","31,742,447.71","31,742,447.71","31,742,447.71","31,742,447.71","31,742,447.71","31,742,447.71","31,742,447.71","48,541,924.96","48,603,523.43","48,603,523.43","48,603,523.43","48,603,523.43","60,783,050.75","60,783,050.75","60,783,050.75","60,783,050.75","77,573,590.79","77,573,590.79","77,573,590.79","77,573,590.79","90,691,580.14","90,691,580.14","90,691,580.14","90,691,580.14","96,161,868.21","96,161,868.21","96,161,868.21","96,161,868.21","100,754,790.85","100,754,790.85","100,754,790.85","100,754,790.85","106,808,992.61","106,808,992.61"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,768,834.56","90,768,834.56","91,954,536.77","91,954,536.77","91,954,536.77","91,954,536.77","91,954,536.77","91,954,536.77","91,954,536.77","91,954,536.77","68,364,503.92","68,364,503.92","68,364,503.92","68,364,503.92","68,364,503.92","68,364,503.92"
未分配利润,"135,174,991.07","151,677,290.30","161,491,842.25","184,529,669.21","211,875,063.95","235,870,021.12","209,871,072.61","208,227,433.06","121,133,379.90","151,935,072.34","157,345,273.48","176,754,592.12","192,305,570.72","228,276,820.37","259,582,590.66","279,833,986.17","188,432,285.39","206,556,109.24","216,180,832.60","246,908,050.77","277,462,538.38","273,313,667.96","250,407,049.60","290,344,367.14","279,610,960.49","299,485,559.02","327,539,062.56","388,747,856.46","382,082,303.97","424,346,945.86","445,787,864.42","475,011,923.32","508,004,471.20","577,584,228.36","591,481,086.36","609,474,267.36","559,155,422.74","626,961,198.43","579,101,869.76","584,599,082.00","554,755,446.97","561,942,927.11","438,117,925.19","410,792,906.18","442,165,406.08","443,999,498.33","400,396,167.27","392,368,265.69"
